Timestamp;Sesqui-C - Inverter 4 - AC power [W] - P_AC;Sesqui-C - Inverter 8 - AC power [W] - P_AC;Sesqui-C - Inverter 7 - AC power [W] - P_AC;Sesqui-C - Inverter 1 - AC power [W] - P_AC;Sesqui-C - Inverter 2 - AC power [W] - P_AC;Sesqui-C - Inverter 14 - AC power [W] - P_AC;Sesqui-C - Inverter 3 - AC power [W] - P_AC;Sesqui-C - Inverter 5 - AC power [W] - P_AC;Sesqui-C - Inverter 10 - AC power [W] - P_AC;Sesqui-C - Inverter 6 - AC power [W] - P_AC;Sesqui-C - Inverter 11 - AC power [W] - P_AC;Sesqui-C - Inverter 9 - AC power [W] - P_AC;Sesqui-C - Inverter 12 - AC power [W] - P_AC;Sesqui-C - Inverter 13 - AC power [W] - P_AC;Sesqui-C - Schneider Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Sesqui-C - Schneider Meter - Power [W] - M_AC_P;Sesqui-C - Lufft WS600 - Wind speed [m/s] - E_W_S;Sesqui-C - Module Temperature - Temperature [°C] - T;Sesqui-C - POA - Irradiance [Wh/m²] - SRAD
2023-10-06 15:45:00;131229.897;134339.168;126808.443;70401.165;153106.143;144916.889;116780.174;147689.023;129525.500;132660.667;135404.110;118456.612;157563.778;137465.945;12722.178;1806322.359;3.708;41.101;696.737
2023-10-06 16:00:00;123962.169;126417.499;119496.278;66269.673;145308.783;141467.390;110166.444;139213.776;121777.889;125059.611;135683.500;125602.111;156583.777;130550.277;12704.234;1738996.817;3.787;39.697;648.962
2023-10-06 16:15:00;113583.221;115290.445;108671.944;60320.425;134209.657;128961.278;100946.667;127016.387;111083.222;114230.555;133673.111;114755.443;144719.611;121028.555;12689.073;1603246.808;3.435;38.809;585.307
2023-10-06 16:30:00;102081.244;103196.666;97274.722;53874.123;119138.816;115203.890;91192.883;113914.319;99463.277;102427.222;120759.389;102645.501;129415.721;109541.833;12671.725;1438715.967;3.745;36.914;518.523
2023-10-06 16:45:00;87863.150;89416.001;84000.556;46612.367;94236.001;99642.557;80076.302;99109.958;86046.056;88980.945;104707.945;88973.444;112180.890;91943.722;12683.368;1236397.984;3.979;35.031;446.623
2023-10-06 17:00:00;73257.888;74396.666;69849.777;38685.959;78062.330;83036.944;66321.329;80666.145;71457.444;72110.833;86883.334;74089.778;93253.277;74738.389;12732.531;1022725.416;3.952;33.413;371.447
2023-10-06 17:15:00;58635.710;58557.889;54770.611;30318.675;63720.158;65449.445;53807.016;62153.799;56321.001;57072.167;68287.167;58291.167;73416.945;61448.501;12753.353;810780.178;3.799;31.660;294.743
2023-10-06 17:30:00;42448.352;41928.721;39103.555;21655.361;47374.277;46867.723;40275.768;45358.765;40354.500;40931.611;48789.111;41918.944;52700.167;43523.500;12793.387;583541.466;3.332;30.016;216.932
2023-10-06 17:45:00;28902.545;28278.055;26199.667;14406.625;33208.048;30303.889;28866.555;31045.737;27106.890;27490.277;31734.334;28181.834;35184.833;24119.667;12778.541;386674.255;3.142;28.338;153.741
2023-10-06 18:00:00;18247.000;20317.417;18182.332;8912.723;21075.971;18943.332;18870.435;19600.409;19617.667;17210.001;23641.251;20808.667;23245.582;11309.480;12833.291;235849.167;2.901;26.786;111.350
2023-10-06 18:15:00;9051.035;;;3826.494;11000.911;;9694.112;9708.776;;7313.000;;;;;12809.095;90758.899;2.608;25.204;53.767
2023-10-06 18:30:00;2976.451;;;967.111;2841.426;;2967.794;3035.524;;1926.667;;;;;12780.350;27878.407;2.680;23.144;9.645
2023-10-06 18:45:00;913.289;;;387.283;948.873;;976.797;1078.216;;543.333;;;;;12809.280;7651.477;2.966;22.185;3.149
2023-10-06 19:00:00;143.153;;;69.555;167.883;;144.737;204.687;;72.000;;;;;12850.110;-2877.650;2.497;20.861;-1.659
2023-10-06 19:15:00;20.000;;;20.000;20.778;;20.000;21.222;;20.000;;;;;12831.565;-5561.601;2.421;19.335;-3.114
2023-10-06 19:30:00;6.670;;;6.665;13.330;;15.000;0.000;;20.000;;;;;12835.879;-2698.599;2.209;18.000;-3.587
2023-10-06 19:45:00;;;;;;;;;;;;;;;12855.445;-2563.568;2.665;16.997;-3.049
2023-10-06 20:00:00;;;;;;;;;;;;;;;12826.230;-2625.840;2.253;16.464;-2.403
2023-10-06 20:15:00;;;;;;;;;;;;;;;12811.386;-2668.944;1.370;15.698;-3.000
2023-10-06 20:30:00;;;;;;;;;;;;;;;12840.599;-2577.509;1.512;14.869;-2.919
2023-10-06 20:45:00;;;;;;;;;;;;;;;12815.721;-2621.442;1.934;14.535;-1.455
2023-10-06 21:00:00;;;;;;;;;;;;;;;12798.741;-2526.909;1.638;14.330;-2.000
2023-10-06 21:15:00;;;;;;;;;;;;;;;12811.814;-2600.290;1.163;13.645;-2.000
2023-10-06 21:30:00;;;;;;;;;;;;;;;12800.055;-2592.023;1.530;13.330;-1.249
2023-10-06 21:45:00;;;;;;;;;;;;;;;12745.427;-2512.009;1.198;13.281;-1.000
2023-10-06 22:00:00;;;;;;;;;;;;;;;12687.086;-2431.463;0.921;12.865;-1.015
2023-10-06 22:15:00;;;;;;;;;;;;;;;12695.972;-2427.769;1.341;12.498;-1.479
2023-10-06 22:30:00;;;;;;;;;;;;;;;12715.900;-2445.009;0.866;12.182;-0.509
2023-10-06 22:45:00;;;;;;;;;;;;;;;12743.187;-2497.803;1.068;11.995;-0.051
2023-10-06 23:00:00;;;;;;;;;;;;;;;12772.596;-2518.249;1.242;12.006;0.000
2023-10-06 23:15:00;;;;;;;;;;;;;;;12787.457;-2493.491;1.061;12.002;0.000
2023-10-06 23:30:00;;;;;;;;;;;;;;;12801.335;-2415.361;1.103;11.931;0.000
2023-10-06 23:45:00;;;;;;;;;;;;;;;12813.182;-2459.463;1.132;11.773;0.000
2023-10-07 00:00:00;;;;;;;;;;;;;;;12720.876;-2314.760;1.277;11.641;0.000
2023-10-07 00:15:00;;;;;;;;;;;;;;;12702.373;-2366.371;1.581;11.551;0.000
2023-10-07 00:30:00;;;;;;;;;;;;;;;12717.784;-2307.564;1.088;11.441;-0.131
2023-10-07 00:45:00;;;;;;;;;;;;;;;12735.641;-2388.071;0.907;11.081;-0.457
2023-10-07 01:00:00;;;;;;;;;;;;;;;12747.903;-2430.018;1.264;10.572;-0.753
2023-10-07 01:15:00;;;;;;;;;;;;;;;12760.925;-2435.659;0.966;10.364;0.000
2023-10-07 01:30:00;;;;;;;;;;;;;;;12763.976;-2441.453;1.259;10.232;-0.052
2023-10-07 01:45:00;;;;;;;;;;;;;;;12771.573;-3053.155;1.013;10.465;0.000
2023-10-07 02:00:00;;;;;;;;;;;;;;;12723.285;-2977.197;0.928;10.385;0.000
2023-10-07 02:15:00;;;;;;;;;;;;;;;12716.988;-2961.868;0.894;10.691;0.000
2023-10-07 02:30:00;;;;;;;;;;;;;;;12722.593;-2678.215;0.997;10.599;0.000
2023-10-07 02:45:00;;;;;;;;;;;;;;;12730.872;-2316.977;0.901;10.397;-0.516
2023-10-07 03:00:00;;;;;;;;;;;;;;;12739.907;-2365.327;0.895;10.133;0.000
2023-10-07 03:15:00;;;;;;;;;;;;;;;12743.827;-2329.263;1.003;10.065;0.000
2023-10-07 03:30:00;;;;;;;;;;;;;;;12764.373;-2831.849;1.401;10.280;0.000
2023-10-07 03:45:00;;;;;;;;;;;;;;;12735.476;-2905.153;1.259;10.373;-0.203
2023-10-07 04:00:00;;;;;;;;;;;;;;;12706.425;-2949.473;0.974;9.957;-1.000
2023-10-07 04:15:00;;;;;;;;;;;;;;;12693.119;-2933.683;0.977;9.422;-1.000
2023-10-07 04:30:00;;;;;;;;;;;;;;;12699.642;-2571.985;0.849;9.222;-1.000
2023-10-07 04:45:00;;;;;;;;;;;;;;;12724.622;-2337.758;0.945;8.901;-1.000
2023-10-07 05:00:00;;;;;;;;;;;;;;;12731.947;-2400.271;0.753;8.704;-1.000
2023-10-07 05:15:00;;;;;;;;;;;;;;;12727.272;-2936.394;0.819;8.552;-0.617
2023-10-07 05:30:00;;;;;;;;;;;;;;;12724.690;-2912.039;1.114;8.517;0.000
2023-10-07 05:45:00;;;;;;;;;;;;;;;12719.595;-2931.021;0.843;8.489;-0.274
2023-10-07 06:00:00;;;;;;;;;;;;;;;12699.801;-2916.133;0.933;8.401;-0.774
2023-10-07 06:15:00;;;;;;;;;;;;;;;12695.990;-2905.197;0.751;8.029;-1.000
2023-10-07 06:30:00;;;;;;;;;;;;;;;12692.758;-2969.165;0.707;7.555;-0.923
2023-10-07 06:45:00;;;;;;;;;;;;;;;12697.815;-3060.937;0.777;7.484;-0.894
2023-10-07 07:00:00;;;;;;;;;;;;;;;12704.845;-3066.561;0.437;7.370;-0.755
2023-10-07 07:15:00;271.538;152.834;100.501;55.501;220.023;148.223;220.028;147.849;123.978;94.957;278.917;97.751;178.352;222.166;12680.254;-1142.637;0.762;7.137;0.455
2023-10-07 07:30:00;1076.223;774.943;730.888;466.660;1129.890;1051.333;1211.587;1158.635;834.556;765.779;1249.889;819.722;1252.057;1138.333;12682.837;11319.001;0.759;7.394;6.403
2023-10-07 07:45:00;3860.111;2878.833;2831.555;2683.889;4779.828;3034.055;3698.449;3463.265;3398.446;4030.611;4681.611;4336.277;4860.166;3239.611;12673.266;48407.785;0.509;7.768;24.517
2023-10-07 08:00:00;17721.747;13320.389;15187.555;9194.899;17962.000;5641.277;13061.067;13630.755;14133.333;18454.389;14047.834;17296.833;15868.333;7536.388;12718.577;186785.699;0.794;9.983;140.213
2023-10-07 08:15:00;31905.667;26462.555;27824.779;15407.330;31425.445;8101.333;26040.333;29768.717;27409.056;29915.223;22903.222;28702.555;25605.055;18763.778;12783.221;342242.889;0.444;15.222;270.104
2023-10-07 08:30:00;45285.708;41662.279;40711.501;21981.663;44372.777;14334.277;49114.841;46806.732;40331.166;42339.222;37885.111;41026.167;36012.390;33271.277;12803.395;525802.865;0.791;20.381;391.299
2023-10-07 08:45:00;61385.000;61669.388;54845.223;29345.645;58587.137;28039.611;71959.425;64696.261;53643.111;57883.444;61772.835;54911.777;47636.444;51107.110;12800.131;746304.019;0.733;28.489;531.184
2023-10-07 09:00:00;72730.755;77004.277;65174.000;34689.431;73039.444;44265.945;86213.334;77212.607;64829.166;68309.833;79143.999;65243.111;56315.665;65954.000;12787.234;917752.058;0.643;33.470;629.607
2023-10-07 09:15:00;75640.000;80863.334;67543.446;35921.159;79751.889;60788.611;91202.981;82491.190;69284.389;70679.501;83922.888;67501.222;59060.056;72678.055;12755.843;984246.947;0.761;35.727;654.181
2023-10-07 09:30:00;82243.607;84478.055;71087.499;39362.669;85574.900;75012.222;98396.990;92401.023;72924.167;74687.000;87682.833;70775.611;67041.223;77720.167;12749.617;1065498.171;1.155;36.718;672.218
2023-10-07 09:45:00;129708.202;119861.555;111897.222;65543.889;121602.521;128708.778;139792.555;132988.777;117284.722;123187.167;144648.277;118399.611;116496.889;99659.833;12770.269;1646032.731;1.144;37.850;681.639
2023-10-07 10:00:00;136085.465;128127.945;121399.111;67673.444;124660.787;140986.055;150235.170;138428.848;123753.111;132266.167;154060.777;127449.500;133688.501;109508.779;12771.307;1761607.185;1.084;38.773;681.961
2023-10-07 10:15:00;135880.443;127468.166;121179.778;67363.889;124036.549;146123.945;149615.945;138434.222;123552.056;131356.555;150061.722;126879.499;141203.777;112053.444;12764.526;1768056.729;1.089;39.541;677.459
2023-10-07 10:30:00;134585.381;126299.944;119906.334;66610.841;122861.779;147931.889;147795.977;137775.951;122400.777;129645.944;146908.501;125213.556;145106.556;113895.611;12764.133;1759683.073;1.237;40.070;669.181
2023-10-07 10:45:00;132938.667;124338.611;118396.889;65630.835;122043.556;147504.611;145611.490;136754.615;121010.112;127491.667;145090.556;123436.555;147193.611;115100.165;12738.110;1745311.210;1.463;39.971;658.091
2023-10-07 11:00:00;130807.752;122201.111;116705.556;64404.360;120674.276;145668.222;143042.555;135725.978;119472.611;124861.889;144569.279;121221.334;146475.111;116140.834;12744.881;1725016.084;1.415;39.517;644.289
2023-10-07 11:15:00;127702.930;119302.778;114155.334;62665.228;119100.098;142614.501;139527.110;133659.667;117080.390;121507.111;143255.611;118186.389;145325.666;116966.889;12733.057;1694393.283;1.485;38.808;630.503
2023-10-07 11:30:00;124570.889;116233.778;111632.500;61091.111;117997.300;139142.611;135522.596;131634.635;114459.055;118008.055;142079.888;115301.445;143681.499;117532.444;12737.733;1662985.274;1.326;39.035;615.952
2023-10-07 11:45:00;121453.557;113299.223;109172.556;59577.889;116837.052;135774.722;131282.387;129565.037;112025.666;114536.278;141544.501;112308.444;141356.501;117681.222;12723.062;1630880.061;1.143;40.343;601.403
2023-10-07 12:00:00;118386.483;110507.389;106928.500;58271.733;116342.264;132814.611;127277.443;127757.155;109879.388;111624.333;139259.444;109945.612;140556.888;117851.445;12712.982;1602634.899;1.127;40.632;588.637
2023-10-07 12:15:00;115623.463;108554.666;105264.278;57135.118;116257.726;130282.167;123168.223;126241.999;108076.943;108788.223;136343.389;107846.779;138745.889;118263.111;12686.156;1576194.567;1.133;40.177;578.909
2023-10-07 12:30:00;113273.318;106998.167;103974.889;56225.589;116658.584;128304.555;119235.555;125229.819;106758.167;106830.611;134399.666;106466.778;136899.335;119271.610;12666.397;1556715.703;1.138;40.371;572.238
2023-10-07 12:45:00;111261.226;106004.056;103033.389;55720.337;117372.797;126911.944;115566.317;124521.666;105805.778;105111.555;132944.779;105447.111;135754.111;120629.111;12666.579;1542302.523;1.124;40.705;567.246
2023-10-07 13:00:00;110381.297;105997.667;102930.612;55752.959;118861.933;126540.221;112718.340;124667.843;105909.667;104702.055;132612.445;105658.945;135732.167;122573.001;12655.487;1541499.873;1.494;40.479;568.880
2023-10-07 13:15:00;109866.921;106308.944;103251.889;55983.112;120576.079;126765.945;110069.920;124981.905;106188.168;104629.501;132609.611;106125.389;135932.777;124001.277;12638.254;1543508.036;1.201;41.001;571.627
2023-10-07 13:30:00;110415.873;107546.445;104276.277;56599.660;123036.729;127462.223;108370.113;126253.859;107085.667;105492.945;133435.722;107300.501;137284.333;126006.723;12620.486;1556549.059;1.554;41.378;578.413
2023-10-07 13:45:00;110650.889;108793.055;105311.500;57123.413;124825.283;127941.943;106850.451;126891.660;107964.111;106654.944;133967.279;108482.223;138408.000;127065.501;12600.217;1566463.549;1.574;41.743;584.605
2023-10-07 14:00:00;109090.638;107640.943;104078.944;56755.473;124628.942;127009.333;104031.081;125272.495;106777.221;105849.666;132397.223;107571.557;137090.778;126333.557;12662.153;1550712.272;1.279;41.655;578.123
2023-10-07 14:15:00;112013.083;111282.111;107545.945;59029.731;129302.135;129838.946;105036.780;128895.873;109868.000;109645.889;135181.834;111156.889;141153.167;128340.611;12676.063;1593472.480;1.243;42.343;597.007
2023-10-07 14:30:00;114477.384;114802.389;110536.221;60632.093;132726.333;133197.221;105758.371;131553.339;113141.778;113086.945;138866.278;114725.612;145340.611;130991.833;12656.529;1633882.322;0.995;43.225;616.378
2023-10-07 14:45:00;115271.736;116066.999;111393.555;61340.651;133696.619;133226.224;104777.590;131746.187;113670.387;114476.333;138121.278;115809.945;146185.888;129645.277;12679.102;1639477.299;1.117;44.093;622.985
2023-10-07 15:00:00;112009.625;112366.945;108031.057;59474.077;129040.000;132606.111;100556.352;127037.075;110985.223;112731.777;136259.944;114333.444;143548.222;128576.667;12683.528;1602295.863;1.000;44.499;603.801
2023-10-07 15:15:00;114995.057;117269.390;111420.944;61715.121;132839.375;133835.278;103038.324;129842.778;114265.943;115739.389;138280.890;117001.499;148094.277;126313.334;12667.545;1638547.355;1.343;43.932;629.730
2023-10-07 15:30:00;118841.895;122140.111;115560.333;63838.498;137437.405;138709.721;106653.305;134561.207;117756.388;120308.333;137579.445;120954.445;153581.999;127005.333;12657.261;1686769.900;1.023;44.971;649.820
2023-10-07 15:45:00;114934.143;118787.887;111454.000;61162.305;133471.347;135819.499;103238.451;129675.996;114434.501;116141.667;137473.111;117058.445;150711.833;124093.279;12660.736;1641813.239;0.787;44.573;626.902
2023-10-07 16:00:00;109412.748;111793.443;105249.445;58155.054;127823.502;126140.889;97804.269;122872.597;107941.499;110181.278;132411.499;111205.777;141064.167;116848.111;12684.761;1554312.513;1.456;43.401;582.965
2023-10-07 16:15:00;100025.208;101537.389;95498.667;52912.051;117980.914;113906.889;89619.063;112029.181;97932.888;100210.667;119456.723;100772.778;127615.555;107335.334;12682.283;1415284.752;1.095;42.259;524.315
2023-10-07 16:30:00;89753.213;90686.944;85194.555;47162.971;103989.429;101782.223;80980.563;100354.681;87311.723;89735.833;106165.945;89905.833;114004.667;96784.445;12680.194;1265238.203;0.837;39.723;464.431
2023-10-07 16:45:00;76433.822;77794.278;72867.611;40313.888;82184.531;87343.112;70301.721;86527.533;74975.777;77063.112;90948.389;77273.722;97958.945;80589.833;12713.667;1077336.719;1.067;38.731;395.702
2023-10-07 17:00:00;63774.821;64401.889;60332.167;33356.505;68547.711;72240.112;58235.371;70117.199;62000.943;62494.334;75197.501;64049.278;80986.167;65535.833;12734.865;888707.841;1.511;36.517;326.409
2023-10-07 17:15:00;50760.666;50407.335;47109.111;26046.129;55472.565;56623.889;47068.094;54176.563;48565.555;49255.557;58899.055;50136.667;63427.277;53656.055;12777.157;700907.680;1.845;33.485;255.919
2023-10-07 17:30:00;36437.975;35757.667;33374.389;18427.078;40844.711;40263.278;35010.346;39278.040;34502.888;34760.277;41425.500;35647.056;45061.111;37541.945;12762.169;499035.029;1.412;30.973;184.799
2023-10-07 17:45:00;24715.561;24103.723;22275.223;12297.181;28565.229;26046.444;24925.777;26815.499;23181.833;23509.944;26947.167;23979.387;29931.445;20692.944;12749.060;329875.250;1.140;28.589;128.194
2023-10-07 18:00:00;15426.636;14779.721;13462.445;7432.159;17699.407;13729.609;16001.402;16596.413;14689.667;14357.333;17421.555;15294.388;17591.167;9529.334;12761.381;196601.952;1.044;26.394;88.137
2023-10-07 18:15:00;7801.274;5610.704;5978.945;3291.660;9195.971;5034.371;8169.313;8407.460;4990.278;6140.389;5196.444;5118.890;5832.666;5099.425;12774.950;79669.675;0.801;24.110;38.578
2023-10-07 18:30:00;2769.055;;;997.523;2878.861;;2781.949;2967.051;;1945.667;;;;;12781.615;28889.532;0.761;21.251;6.658
2023-10-07 18:45:00;780.466;;;302.526;859.301;;838.879;1026.644;;379.333;;;;;12798.287;6229.770;1.175;19.585;-0.440
2023-10-07 19:00:00;85.534;;;32.514;95.308;;98.222;149.778;;54.333;;;;;12836.783;-3852.380;1.300;18.822;-3.702
2023-10-07 19:15:00;13.111;;;16.667;16.667;;16.667;21.500;;20.000;;;;;12866.379;-5004.037;1.013;17.469;-4.617
2023-10-07 19:30:00;;;;;;;;;;;;;;;12876.953;-2439.190;0.802;16.337;-4.000
2023-10-07 19:45:00;;;;;;;;;;;;;;;12885.186;-2370.434;0.414;15.199;-4.000
2023-10-07 20:00:00;;;;;;;;;;;;;;;12843.403;-2410.610;0.873;14.695;-3.268
2023-10-07 20:15:00;;;;;;;;;;;;;;;12829.738;-2413.617;1.132;15.299;-1.911
2023-10-07 20:30:00;;;;;;;;;;;;;;;12836.281;-2448.992;1.212;15.172;-1.187
2023-10-07 20:45:00;;;;;;;;;;;;;;;12810.037;-2419.877;1.383;15.147;-1.000
2023-10-07 21:00:00;;;;;;;;;;;;;;;12803.121;-2390.743;1.125;15.047;-1.000
2023-10-07 21:15:00;;;;;;;;;;;;;;;12820.777;-2380.510;1.132;14.791;-1.000
2023-10-07 21:30:00;;;;;;;;;;;;;;;12825.681;-2477.132;1.446;14.519;-1.237
2023-10-07 21:45:00;;;;;;;;;;;;;;;12820.792;-2519.508;1.656;14.377;-1.000
2023-10-07 22:00:00;;;;;;;;;;;;;;;12825.515;-2501.241;1.842;14.224;-1.321
2023-10-07 22:15:00;;;;;;;;;;;;;;;12822.002;-2517.879;1.485;13.561;-2.000
2023-10-07 22:30:00;;;;;;;;;;;;;;;12830.268;-2559.229;1.585;13.071;-2.000
2023-10-07 22:45:00;;;;;;;;;;;;;;;12818.165;-2525.805;1.744;12.881;-2.000
2023-10-07 23:00:00;;;;;;;;;;;;;;;12790.466;-3029.137;1.653;12.755;-1.961
2023-10-07 23:15:00;;;;;;;;;;;;;;;12784.740;-3017.517;1.299;12.273;-2.000
2023-10-07 23:30:00;;;;;;;;;;;;;;;12806.235;-3016.279;1.223;11.996;-2.000
2023-10-07 23:45:00;;;;;;;;;;;;;;;12772.760;-2883.752;1.293;11.752;-1.642
2023-10-08 00:00:00;;;;;;;;;;;;;;;12688.365;-2182.324;1.515;11.823;-1.003
2023-10-08 00:15:00;;;;;;;;;;;;;;;12696.443;-2244.961;1.505;11.823;-1.000
2023-10-08 00:30:00;;;;;;;;;;;;;;;12706.438;-2542.257;0.978;11.195;-1.961
2023-10-08 00:45:00;;;;;;;;;;;;;;;12727.683;-2882.278;0.715;10.234;-2.000
2023-10-08 01:00:00;;;;;;;;;;;;;;;12732.881;-2899.334;0.397;9.540;-2.099
2023-10-08 01:15:00;;;;;;;;;;;;;;;12730.436;-2680.380;0.189;8.569;-2.479
2023-10-08 01:30:00;;;;;;;;;;;;;;;12745.563;-2257.527;0.074;7.971;-2.000
2023-10-08 01:45:00;;;;;;;;;;;;;;;12758.693;-2282.553;0.285;7.849;-1.580
2023-10-08 02:00:00;;;;;;;;;;;;;;;12760.079;-2440.666;0.313;7.852;-1.333
2023-10-08 02:15:00;;;;;;;;;;;;;;;12770.626;-2905.237;0.587;7.719;-1.000
2023-10-08 02:30:00;;;;;;;;;;;;;;;12775.429;-2918.381;0.418;7.658;-1.000
2023-10-08 02:45:00;;;;;;;;;;;;;;;12773.031;-2956.960;0.459;7.548;-1.000
2023-10-08 03:00:00;;;;;;;;;;;;;;;12778.857;-2906.819;0.084;7.200;-1.000
2023-10-08 03:15:00;;;;;;;;;;;;;;;12728.697;-2666.971;0.922;6.889;-1.000
2023-10-08 03:30:00;;;;;;;;;;;;;;;12711.071;-2927.595;0.314;7.203;-1.000
2023-10-08 03:45:00;;;;;;;;;;;;;;;12716.252;-2922.062;0.138;6.517;-1.635
2023-10-08 04:00:00;;;;;;;;;;;;;;;12724.776;-2983.230;0.705;6.041;-1.654
2023-10-08 04:15:00;;;;;;;;;;;;;;;12730.860;-2954.273;0.729;6.217;-0.781
2023-10-08 04:30:00;;;;;;;;;;;;;;;12738.005;-2901.606;0.425;6.043;-0.931
2023-10-08 04:45:00;;;;;;;;;;;;;;;12733.685;-2846.379;0.405;6.344;-0.990
2023-10-08 05:00:00;;;;;;;;;;;;;;;12724.853;-2875.199;0.101;5.821;-1.000
2023-10-08 05:15:00;;;;;;;;;;;;;;;12713.622;-2842.965;0.069;5.408;-0.679
2023-10-08 05:30:00;;;;;;;;;;;;;;;12704.875;-2825.570;0.170;6.616;0.281
2023-10-08 05:45:00;;;;;;;;;;;;;;;12708.521;-2853.798;0.136;7.995;1.000
2023-10-08 06:00:00;;;;;;;;;;;;;;;12704.676;-2889.280;0.396;8.845;0.121
2023-10-08 06:15:00;;;;;;;;;;;;;;;12710.533;-2883.724;1.099;9.046;0.000
2023-10-08 06:30:00;;;;;;;;;;;;;;;12701.061;-2930.577;0.563;9.511;0.000
2023-10-08 06:45:00;;;;;;;;;;;;;;;12703.631;-3016.364;0.120;9.531;0.000
2023-10-08 07:00:00;;;;;;;;;;;;;;;12691.035;-3058.199;0.079;9.619;0.000
2023-10-08 07:15:00;108.058;38.668;42.500;45.000;50.343;70.250;80.952;94.597;36.668;29.332;81.334;39.334;147.832;97.334;12680.848;-2504.842;0.307;9.761;0.517
2023-10-08 07:30:00;519.492;300.833;320.501;208.581;580.889;591.499;556.545;590.980;388.723;324.444;626.555;412.555;582.611;599.000;12672.409;4348.432;0.220;9.891;3.749
2023-10-08 07:45:00;2778.355;2262.722;2264.667;1201.453;2735.111;2896.335;2939.555;3059.686;2363.056;2322.501;3119.223;2388.166;3136.000;2867.278;12652.873;33508.669;0.400;10.056;15.615
2023-10-08 08:00:00;5791.107;5430.556;5137.445;2644.534;5909.949;6413.333;6539.555;6519.444;5340.000;5247.111;6672.833;5166.167;7056.055;5722.667;12662.835;75476.219;0.489;10.500;32.302
2023-10-08 08:15:00;7935.879;7326.111;7076.222;3755.838;8198.503;8752.888;8469.690;8790.556;7295.667;7253.667;9275.888;7308.055;9499.944;8325.444;12657.802;104147.464;0.145;10.858;41.495
2023-10-08 08:30:00;11615.235;10625.333;10240.055;5650.889;12029.879;12893.666;12111.929;12564.667;10677.611;10779.168;13524.278;10671.111;13670.723;12775.833;12672.604;153695.731;0.169;11.236;57.070
2023-10-08 08:45:00;16342.458;16228.333;15453.889;7582.223;16367.944;18344.723;17338.933;17822.993;16058.222;15967.333;19808.111;16164.610;19762.111;18356.445;12654.113;224566.141;0.331;11.961;84.605
2023-10-08 09:00:00;20706.555;21143.722;19532.388;9842.222;21941.349;23388.223;23526.603;23257.105;20978.889;19936.444;25152.277;20637.167;25852.499;23465.110;12651.821;291488.643;0.331;12.820;107.214
2023-10-08 09:15:00;27888.999;24679.999;23743.667;13948.166;30115.866;29608.165;30970.857;30196.447;24491.111;24875.446;31903.556;24821.333;31084.167;30486.723;12649.329;370358.061;0.481;13.460;121.833
2023-10-08 09:30:00;37766.587;33454.889;32620.500;18528.577;38185.130;39529.389;38708.668;39616.001;33183.834;34804.945;42457.166;34060.887;41222.167;39035.777;12635.787;494051.915;0.603;14.281;166.176
2023-10-08 09:45:00;50702.371;45091.833;43912.777;24306.549;47843.985;55080.722;49199.841;50210.111;47231.667;50692.945;59850.333;50267.779;58568.667;51946.389;12696.726;674803.800;0.826;15.103;227.384
2023-10-08 10:00:00;52231.445;47922.612;45767.833;26132.667;54080.185;56986.889;59900.038;55950.029;48530.722;50210.111;62936.666;50966.000;60463.889;56139.445;12777.209;717976.626;0.720;16.443;241.029
2023-10-08 10:15:00;90088.467;77973.667;80318.333;44642.334;74077.874;84780.943;72210.557;78402.667;80335.445;85177.222;93572.777;81255.000;94947.833;70457.555;12756.684;1092895.816;1.149;19.990;418.855
2023-10-08 10:30:00;109130.557;101161.500;97487.056;51198.267;87801.223;126701.278;93225.021;103035.367;102323.278;112354.113;126544.111;106509.777;121075.557;97097.777;12714.065;1416477.233;1.149;22.492;545.109
2023-10-08 10:45:00;141920.550;129954.278;125566.611;70670.283;130717.111;145157.611;153622.444;144841.099;128162.111;134862.723;151465.777;131503.777;142765.278;114323.445;12709.549;1817219.135;1.169;27.552;687.396
2023-10-08 11:00:00;134543.587;125571.222;119814.501;66241.111;124348.607;149885.111;147358.077;139348.889;122539.001;127766.945;153978.167;123789.611;145890.611;118982.055;12716.456;1773490.711;0.801;31.454;659.513
2023-10-08 11:15:00;131111.223;122125.666;117076.890;64447.001;122057.754;146156.112;143219.482;136860.562;119916.555;124125.835;150784.221;121227.389;146289.277;119356.944;12692.003;1738469.017;1.004;33.301;643.104
2023-10-08 11:30:00;127660.443;118809.667;114252.667;62624.489;120619.445;142239.555;138797.125;134531.869;117116.388;120355.833;148769.388;117935.278;146578.445;119826.111;12676.547;1704178.333;1.213;31.510;625.803
2023-10-08 11:45:00;124601.533;116024.388;111814.222;61093.025;119630.111;138889.945;134533.336;132546.112;114767.722;116981.278;145490.665;115122.611;144444.388;120108.667;12661.805;1670502.984;1.475;30.337;612.081
2023-10-08 12:00:00;121432.245;113414.222;109712.277;59755.276;119003.756;135938.112;130312.556;130763.999;112743.723;113972.945;142273.500;112800.278;143666.333;120537.444;12647.271;1641357.368;1.754;30.015;599.159
2023-10-08 12:15:00;118888.555;111244.166;108003.056;58714.000;119002.057;133657.389;126477.997;129422.334;110919.501;111648.389;140144.223;110963.612;141821.666;121336.499;12648.221;1617674.247;1.792;30.540;588.084
