Timestamp;Sesqui-C - Inverter 4 - AC power [W] - P_AC;Sesqui-C - Inverter 8 - AC power [W] - P_AC;Sesqui-C - Inverter 7 - AC power [W] - P_AC;Sesqui-C - Inverter 1 - AC power [W] - P_AC;Sesqui-C - Inverter 2 - AC power [W] - P_AC;Sesqui-C - Inverter 14 - AC power [W] - P_AC;Sesqui-C - Inverter 3 - AC power [W] - P_AC;Sesqui-C - Inverter 5 - AC power [W] - P_AC;Sesqui-C - Inverter 10 - AC power [W] - P_AC;Sesqui-C - Inverter 6 - AC power [W] - P_AC;Sesqui-C - Inverter 11 - AC power [W] - P_AC;Sesqui-C - Inverter 9 - AC power [W] - P_AC;Sesqui-C - Inverter 12 - AC power [W] - P_AC;Sesqui-C - Inverter 13 - AC power [W] - P_AC;Sesqui-C - Schneider Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Sesqui-C - Schneider Meter - Power [W] - M_AC_P;Sesqui-C - Lufft WS600 - Wind speed [m/s] - E_W_S;Sesqui-C - Module Temperature - Temperature [°C] - T;Sesqui-C - POA - Irradiance [Wh/m²] - SRAD
2023-10-01 00:00:00;;;;;;;;;;;;;;;;;;;
2023-10-01 00:15:00;;;;;;;;;;;;;;;12697.975;-2947.595;0.953;4.861;-0.427
2023-10-01 00:30:00;;;;;;;;;;;;;;;12710.314;-3006.145;0.842;4.470;-1.084
2023-10-01 00:45:00;;;;;;;;;;;;;;;12720.078;-2989.412;0.593;4.921;-0.867
2023-10-01 01:00:00;;;;;;;;;;;;;;;12732.297;-3021.207;0.969;4.512;-1.000
2023-10-01 01:15:00;;;;;;;;;;;;;;;12745.998;-2979.991;0.627;4.109;-1.694
2023-10-01 01:30:00;;;;;;;;;;;;;;;12725.545;-2971.382;0.479;3.337;-1.757
2023-10-01 01:45:00;;;;;;;;;;;;;;;12676.523;-2909.611;0.480;3.766;-1.000
2023-10-01 02:00:00;;;;;;;;;;;;;;;12672.777;-2888.761;0.575;3.071;-1.862
2023-10-01 02:15:00;;;;;;;;;;;;;;;12683.817;-2885.135;0.610;2.270;-1.953
2023-10-01 02:30:00;;;;;;;;;;;;;;;12704.337;-2962.946;0.542;2.462;-1.000
2023-10-01 02:45:00;;;;;;;;;;;;;;;12705.562;-2974.368;0.577;2.495;-0.905
2023-10-01 03:00:00;;;;;;;;;;;;;;;12704.936;-2958.086;0.359;2.653;-1.000
2023-10-01 03:15:00;;;;;;;;;;;;;;;12684.155;-2938.981;0.326;2.259;-1.289
2023-10-01 03:30:00;;;;;;;;;;;;;;;12698.415;-2960.213;0.541;1.911;-1.269
2023-10-01 03:45:00;;;;;;;;;;;;;;;12690.437;-2947.572;0.575;2.431;-0.171
2023-10-01 04:00:00;;;;;;;;;;;;;;;12689.657;-2937.652;0.737;2.579;-1.000
2023-10-01 04:15:00;;;;;;;;;;;;;;;12677.724;-2969.157;0.572;2.607;-0.977
2023-10-01 04:30:00;;;;;;;;;;;;;;;12674.458;-2923.328;0.121;2.035;-1.513
2023-10-01 04:45:00;;;;;;;;;;;;;;;12659.835;-2883.079;0.489;1.723;-1.000
2023-10-01 05:00:00;;;;;;;;;;;;;;;12654.847;-2884.849;0.619;1.829;-0.969
2023-10-01 05:15:00;;;;;;;;;;;;;;;12635.996;-2974.754;0.605;2.033;-0.751
2023-10-01 05:30:00;;;;;;;;;;;;;;;12631.406;-2968.416;0.259;1.917;-0.958
2023-10-01 05:45:00;;;;;;;;;;;;;;;12677.410;-2966.486;0.720;1.797;-1.000
2023-10-01 06:00:00;;;;;;;;;;;;;;;12682.199;-2998.524;1.039;1.833;-0.837
2023-10-01 06:15:00;;;;;;;;;;;;;;;12690.129;-3085.690;1.144;2.889;-0.289
2023-10-01 06:30:00;;;;;;;;;;;;;;;12688.838;-3183.941;1.203;2.340;-0.817
2023-10-01 06:45:00;;;;;;;;;;;;;;;12671.204;-3103.877;1.026;2.272;-0.869
2023-10-01 07:00:00;0.000;;;;;;;;;;;;;;12676.591;-3155.700;0.468;1.483;-1.115
2023-10-01 07:15:00;407.856;204.499;223.722;194.832;424.449;405.816;390.658;448.540;271.888;279.555;407.112;278.223;496.015;402.473;12713.211;2178.411;0.851;1.057;1.416
2023-10-01 07:30:00;2118.334;1577.111;1565.611;1074.022;2273.999;2018.056;2320.931;2232.364;1652.277;1628.833;2291.721;1749.001;2241.722;2031.945;12739.135;24369.740;0.778;1.129;10.565
2023-10-01 07:45:00;11500.165;5498.501;6503.668;5853.181;10737.444;5064.112;8356.908;8258.772;7580.999;9096.333;9728.278;10592.222;10507.000;5306.666;12737.721;110269.502;0.509;1.871;63.027
2023-10-01 08:00:00;26418.031;20148.111;23216.501;12703.445;25908.911;7902.111;19855.889;22466.333;21162.667;25133.555;19773.111;23643.221;21770.222;10917.444;12763.784;274317.631;0.173;4.719;224.955
2023-10-01 08:15:00;40551.473;34978.000;36224.833;19510.222;39528.181;10889.388;36718.327;39841.319;35634.667;37587.888;31940.667;36406.555;32490.001;25337.167;12783.383;449158.707;0.209;11.410;340.107
2023-10-01 08:30:00;55541.191;52665.333;49689.333;26643.870;53269.159;19556.000;63691.557;57874.997;49254.335;52148.501;52557.166;49696.334;44110.889;43574.056;12776.739;660644.067;0.288;16.953;467.705
2023-10-01 08:45:00;72596.149;75518.889;65121.334;34760.555;69634.500;36354.555;84773.089;76312.222;63724.999;68415.833;76812.943;65109.277;58122.945;62342.333;12752.248;897760.581;0.808;22.132;619.592
2023-10-01 09:00:00;80971.109;85888.943;72568.999;38480.527;84410.111;56740.055;95281.600;85501.593;73458.165;75601.332;88823.889;72440.835;66305.610;75870.055;12738.840;1039261.252;1.055;25.190;684.323
2023-10-01 09:15:00;83055.120;88820.222;74359.443;39323.791;87401.035;70448.777;101164.974;92702.667;75931.056;77184.055;91605.611;73841.777;74030.555;81178.889;12745.909;1097201.037;1.040;28.003;702.435
2023-10-01 09:30:00;107082.445;102599.111;89983.777;53194.321;108289.667;104045.000;120535.502;115848.302;93776.611;96674.445;110999.333;92386.778;101770.391;91074.223;12730.289;1371035.621;1.135;30.096;724.383
2023-10-01 09:45:00;148987.276;140015.778;132949.611;74147.832;137103.795;150111.889;163108.556;151394.353;135896.555;144830.723;166174.056;139686.055;149205.389;117646.887;12776.022;1922486.291;1.291;30.607;735.927
2023-10-01 10:00:00;149778.445;140780.445;133839.724;74377.174;137541.109;157411.777;164890.491;152122.151;136285.888;145475.835;160624.445;140312.777;155445.056;121958.055;12782.561;1940843.523;0.522;32.573;736.776
2023-10-01 10:15:00;149076.711;139658.055;133103.333;73847.947;136751.094;161266.722;163901.251;151906.253;135647.055;144062.110;158140.111;139208.944;159458.334;124674.555;12792.491;1940437.973;0.894;31.971;732.472
2023-10-01 10:30:00;148333.281;138857.111;132376.945;73283.747;136083.549;162707.667;162638.668;151649.613;134938.111;142429.055;155762.333;137862.611;162682.999;126645.667;12746.899;1936200.957;0.743;31.851;726.907
2023-10-01 10:45:00;146432.315;136989.779;130552.167;72220.731;134548.651;162346.723;160154.696;150611.180;133317.055;140186.278;153241.056;135737.222;163411.999;128066.001;12747.231;1917436.607;0.775;33.515;716.256
2023-10-01 11:00:00;144222.788;134726.000;128840.001;71001.943;133398.364;160169.555;157239.585;149516.794;131625.833;137529.389;151973.221;133547.277;162867.833;128934.499;12745.439;1895789.296;0.872;34.589;703.561
2023-10-01 11:15:00;141257.759;131824.111;126529.279;69399.990;132036.780;157351.222;153767.453;147851.391;129465.666;134316.056;150207.833;130724.057;160981.445;129781.001;12752.755;1865887.804;0.765;35.205;689.453
2023-10-01 11:30:00;138138.819;128733.444;124023.555;67777.827;130983.839;153520.223;149778.777;145914.838;126797.278;131036.279;148071.167;127642.223;159486.611;129953.499;12739.960;1833016.019;1.476;34.199;672.224
2023-10-01 11:45:00;135491.158;126686.890;122217.777;66549.420;130814.336;151173.223;146189.330;144371.185;125120.166;127917.611;146842.999;125366.668;158190.500;130921.499;12732.988;1809588.977;1.989;31.894;657.964
2023-10-01 12:00:00;132630.111;124198.777;120094.445;65357.714;131017.873;148290.222;142322.011;142897.245;122985.779;124985.278;146668.279;122989.610;157365.056;131385.889;12745.349;1785287.936;2.396;31.933;645.588
2023-10-01 12:15:00;130199.432;122429.501;118866.112;64387.998;131396.283;146455.223;138447.286;141976.279;121944.499;122905.943;145921.612;121805.333;156205.389;132916.945;12745.915;1768426.915;2.314;30.808;635.657
2023-10-01 12:30:00;127226.315;119907.556;116675.888;63211.689;130980.112;143595.555;133532.511;140022.177;119658.444;120097.945;145183.723;119550.667;153071.166;133169.111;12682.521;1738956.218;1.911;33.277;626.349
2023-10-01 12:45:00;125299.549;118918.389;115895.945;62685.719;131931.413;142045.000;129766.035;139418.749;118777.221;118323.278;145035.999;118427.833;151787.333;134471.555;12688.115;1725774.339;1.944;33.235;621.778
2023-10-01 13:00:00;123784.807;118453.612;115454.167;62432.645;133072.453;141068.443;126283.507;139167.889;118180.667;117264.334;145104.166;118051.111;151042.166;135867.889;12674.531;1718540.419;1.551;33.671;620.351
2023-10-01 13:15:00;123745.147;119217.111;116152.944;62985.664;135591.043;141153.723;123674.809;140126.666;118916.889;117488.111;144649.499;118779.501;151761.835;137760.944;12691.113;1725356.770;1.997;33.415;625.417
2023-10-01 13:30:00;123903.110;120256.500;116974.334;63434.657;137851.235;141829.109;121652.003;140999.825;119546.222;118017.945;143581.057;119835.945;152779.723;139683.166;12713.426;1733426.116;2.997;32.812;628.919
2023-10-01 13:45:00;124840.188;121886.499;118390.833;64243.493;140363.345;143005.111;120653.146;142467.588;120648.667;119615.446;143073.055;121341.612;154390.612;142143.722;12735.551;1749711.779;3.395;32.015;635.417
2023-10-01 14:00:00;126625.174;124527.277;120745.167;65679.829;144100.111;145449.555;120749.177;144876.111;122958.223;122217.055;142759.221;123855.945;157479.556;144380.778;12726.546;1778648.879;3.189;32.308;649.342
2023-10-01 14:15:00;128893.213;127554.112;123442.667;67482.660;148208.521;148539.721;120936.679;147676.209;125742.111;125476.111;142238.611;127184.110;161268.777;146934.834;12705.511;1813435.120;3.408;32.809;666.207
2023-10-01 14:30:00;127500.934;127444.779;122860.334;67468.695;147866.704;147137.555;118107.724;146374.844;125162.001;125172.389;142384.555;126911.001;160934.945;145158.611;12691.733;1800333.830;3.406;33.611;664.201
2023-10-01 14:45:00;132629.442;133296.279;128044.222;70617.140;154322.435;153223.666;120934.772;151879.285;130578.778;131383.444;142413.167;133071.445;167246.499;149792.501;12701.355;1869826.624;3.600;33.565;694.817
2023-10-01 15:00:00;135816.083;137196.056;131536.223;72738.019;158267.150;156859.667;122684.445;155093.603;134014.889;135643.501;142081.889;136894.723;166996.444;151434.499;12713.810;1906126.283;4.321;33.147;713.704
2023-10-01 15:15:00;137878.566;139874.555;133646.833;74165.028;158616.044;156510.666;123835.744;156859.885;136309.555;138685.834;141527.945;139679.889;166368.833;151739.611;12713.353;1924281.187;3.744;33.405;727.592
2023-10-01 15:30:00;139929.353;142859.723;135625.555;75607.070;157906.711;150683.221;125401.904;158550.645;138246.444;141651.555;141308.445;127158.279;165768.889;149932.333;12707.016;1921422.997;3.797;33.364;736.422
2023-10-01 15:45:00;143085.416;146445.279;138674.389;77196.644;157647.883;156418.668;127728.699;161327.249;141234.779;144803.778;141005.000;135762.221;165697.445;150315.333;12712.875;1954754.971;3.469;34.033;745.198
2023-10-01 16:00:00;137360.290;140256.221;132528.722;73632.832;157245.177;155264.889;122454.383;154367.749;135168.777;138517.721;141644.000;127969.167;166017.667;144268.611;12718.419;1896064.292;3.555;33.535;704.678
2023-10-01 16:15:00;128011.695;130053.722;122654.888;68104.625;150134.314;145479.889;113939.069;143234.946;125390.055;128765.667;141854.667;129026.556;161846.445;135453.833;12693.569;1794765.475;4.965;31.769;644.007
2023-10-01 16:30:00;116928.117;118319.667;111483.391;61868.987;137951.202;132133.555;104414.562;130388.730;113866.443;117074.943;138087.722;117414.555;147842.722;124669.555;12678.372;1647113.088;3.793;30.947;580.763
2023-10-01 16:45:00;103087.970;103895.111;97806.778;54291.019;115000.731;116075.833;92738.711;114959.169;100056.666;103094.945;121638.388;103304.223;130079.945;109291.277;12667.129;1444425.678;4.027;29.451;505.624
2023-10-01 17:00:00;86889.560;88814.111;83493.667;46195.187;92241.946;99092.168;79610.411;98148.397;85281.111;87098.723;103742.223;88270.390;110998.223;89529.723;12634.051;1222739.271;4.220;26.989;427.186
2023-10-01 17:15:00;71704.447;72148.334;67834.333;37584.936;76920.924;80704.334;65141.177;76910.991;69453.723;70094.889;84378.611;71955.668;90227.333;72957.945;12638.995;994691.174;3.649;25.407;347.365
2023-10-01 17:30:00;55520.149;55151.999;51609.500;28569.444;61160.275;61611.389;51816.498;58999.007;53008.279;53870.389;64326.889;54896.335;68979.278;58038.833;12668.590;766695.796;2.860;24.206;267.737
2023-10-01 17:45:00;38632.257;37740.611;35244.222;19384.535;42966.812;42111.277;37297.793;41258.543;36358.665;36376.945;43808.389;37633.557;47169.388;36893.167;12657.945;523689.465;3.833;22.366;188.644
2023-10-01 18:00:00;26035.791;25845.166;23680.165;13002.781;30211.247;25089.445;26547.822;28185.235;24750.167;24781.889;29361.557;25736.167;32022.166;18611.111;12691.235;345535.843;3.864;20.518;135.903
2023-10-01 18:15:00;11944.222;11221.112;10298.778;5599.832;14132.008;8856.555;12635.305;12909.885;11401.223;11179.166;12800.167;12034.889;13903.445;6762.277;12728.351;148985.152;3.372;19.010;73.953
2023-10-01 18:30:00;3999.277;3093.999;3062.500;1540.188;4632.539;2710.444;4200.717;4363.599;2792.944;3362.889;3068.166;2784.779;3320.445;2816.834;12731.136;41191.506;2.992;17.407;23.388
2023-10-01 18:45:00;1064.461;648.944;624.111;372.353;1108.978;1064.778;1119.683;1235.874;693.333;598.556;1140.443;777.889;1112.500;1095.722;12733.989;9231.717;2.083;15.555;3.671
2023-10-01 19:00:00;203.416;60.055;108.889;76.439;202.242;253.333;222.223;321.485;129.111;68.278;250.278;105.389;236.778;228.445;12716.495;-1256.411;1.693;14.069;-1.025
2023-10-01 19:15:00;20.000;20.000;20.333;21.378;24.238;26.777;21.000;36.222;20.667;20.445;34.333;20.445;24.889;34.000;12691.049;-5113.395;1.131;12.441;-3.565
2023-10-01 19:30:00;17.500;20.000;13.335;17.500;15.000;20.000;15.000;15.000;16.665;20.000;20.000;20.000;20.000;20.000;12698.074;-3767.010;1.794;10.994;-3.467
2023-10-01 19:45:00;;;;;;;;;;;;;;;12750.605;-2314.790;1.057;10.333;-3.145
2023-10-01 20:00:00;;;;;;;;;;;;;;;12780.811;-2436.466;0.367;9.237;-3.909
2023-10-01 20:15:00;;;;;;;;;;;;;;;12816.174;-2446.077;1.191;8.311;-3.032
2023-10-01 20:30:00;;;;;;;;;;;;;;;12809.751;-2434.335;0.563;8.579;-2.229
2023-10-01 20:45:00;;;;;;;;;;;;;;;12806.713;-2498.781;0.843;8.008;-2.267
2023-10-01 21:00:00;;;;;;;;;;;;;;;12735.034;-2502.802;0.725;8.264;-1.323
2023-10-01 21:15:00;;;;;;;;;;;;;;;12744.329;-2507.472;0.607;7.997;-1.677
2023-10-01 21:30:00;;;;;;;;;;;;;;;12767.344;-2513.836;0.201;7.181;-2.000
2023-10-01 21:45:00;;;;;;;;;;;;;;;12753.795;-2422.212;1.130;6.914;-1.706
2023-10-01 22:00:00;;;;;;;;;;;;;;;12774.533;-2392.399;0.841;7.400;-0.689
2023-10-01 22:15:00;;;;;;;;;;;;;;;12787.382;-2457.209;0.616;6.967;-1.363
2023-10-01 22:30:00;;;;;;;;;;;;;;;12730.068;-2802.165;0.822;6.637;-1.128
2023-10-01 22:45:00;;;;;;;;;;;;;;;12748.357;-3079.425;0.601;6.432;-1.000
2023-10-01 23:00:00;;;;;;;;;;;;;;;12764.600;-3012.129;0.396;5.805;-1.894
2023-10-01 23:15:00;;;;;;;;;;;;;;;12726.385;-2998.727;0.690;5.157;-1.654
2023-10-01 23:30:00;;;;;;;;;;;;;;;12717.728;-2960.701;0.375;5.093;-1.313
2023-10-01 23:45:00;;;;;;;;;;;;;;;12730.507;-2977.439;0.508;4.913;-1.439
2023-10-02 00:00:00;;;;;;;;;;;;;;;12749.855;-2940.887;0.407;4.822;-1.899
2023-10-02 00:15:00;;;;;;;;;;;;;;;12749.946;-2948.720;1.057;4.512;-0.993
2023-10-02 00:30:00;;;;;;;;;;;;;;;12762.429;-2990.159;0.481;5.167;-0.319
2023-10-02 00:45:00;;;;;;;;;;;;;;;12693.367;-2958.705;0.183;4.421;-1.365
2023-10-02 01:00:00;;;;;;;;;;;;;;;12704.357;-2973.713;0.658;4.130;-1.000
2023-10-02 01:15:00;;;;;;;;;;;;;;;12709.179;-2982.025;1.163;4.251;-0.622
2023-10-02 01:30:00;;;;;;;;;;;;;;;12723.933;-3006.263;0.273;4.845;-0.829
2023-10-02 01:45:00;;;;;;;;;;;;;;;12738.219;-2992.428;0.541;4.357;-0.657
2023-10-02 02:00:00;;;;;;;;;;;;;;;12723.727;-3000.943;1.040;5.239;-0.197
2023-10-02 02:15:00;;;;;;;;;;;;;;;12728.339;-3002.823;0.332;4.583;-1.353
2023-10-02 02:30:00;;;;;;;;;;;;;;;12733.395;-3046.031;0.365;3.948;-1.386
2023-10-02 02:45:00;;;;;;;;;;;;;;;12735.391;-3002.958;0.424;3.751;-1.000
2023-10-02 03:00:00;;;;;;;;;;;;;;;12742.394;-3006.970;0.331;3.984;-0.620
2023-10-02 03:15:00;;;;;;;;;;;;;;;12721.983;-3007.755;0.025;3.447;-1.000
2023-10-02 03:30:00;;;;;;;;;;;;;;;12716.539;-3016.719;0.241;3.785;-0.163
2023-10-02 03:45:00;;;;;;;;;;;;;;;12708.950;-2982.483;0.587;5.644;0.975
2023-10-02 04:00:00;;;;;;;;;;;;;;;12699.813;-2993.177;0.857;6.743;1.000
2023-10-02 04:15:00;;;;;;;;;;;;;;;12674.909;-2973.418;0.403;7.491;0.645
2023-10-02 04:30:00;;;;;;;;;;;;;;;12661.014;-2925.557;0.593;7.811;0.000
2023-10-02 04:45:00;;;;;;;;;;;;;;;12650.702;-2996.107;0.473;8.011;0.000
2023-10-02 05:00:00;;;;;;;;;;;;;;;12634.743;-2952.065;0.327;8.317;0.000
2023-10-02 05:15:00;;;;;;;;;;;;;;;12671.106;-2997.828;0.171;8.595;0.000
2023-10-02 05:30:00;;;;;;;;;;;;;;;12647.049;-2965.009;0.558;8.819;0.000
2023-10-02 05:45:00;;;;;;;;;;;;;;;12666.250;-3022.843;0.702;9.025;0.000
2023-10-02 06:00:00;;;;;;;;;;;;;;;12677.693;-3127.929;0.829;9.137;0.000
2023-10-02 06:15:00;;;;;;;;;;;;;;;12660.950;-3073.812;0.508;8.856;0.000
2023-10-02 06:30:00;;;;;;;;;;;;;;;12727.834;-3322.982;0.435;8.824;0.000
2023-10-02 06:45:00;;;;;;;;;;;;;;;12732.187;-3303.719;0.538;9.168;0.000
2023-10-02 07:00:00;;;;;;;;;;;;;;;12719.592;-3110.689;0.445;9.373;0.000
2023-10-02 07:15:00;104.069;26.667;35.250;31.249;158.332;138.898;132.500;118.823;54.833;40.542;142.084;48.167;145.500;134.499;12718.827;-2200.115;0.373;9.490;1.326
2023-10-02 07:30:00;550.366;401.501;416.723;219.665;639.013;675.055;612.220;682.689;446.223;357.444;752.834;427.389;735.222;635.779;12752.481;4712.845;0.537;9.625;4.804
2023-10-02 07:45:00;2403.779;1918.390;1933.333;1063.555;2541.658;2649.555;2453.608;2705.461;2027.055;1937.277;2816.722;1953.055;2804.333;2684.499;12737.395;29199.145;0.890;9.767;14.185
2023-10-02 08:00:00;5725.085;5045.166;4947.889;2586.261;6169.333;6354.999;5894.623;6421.585;5166.112;5047.943;6679.501;5143.945;6820.335;6462.833;12721.283;74044.443;1.253;10.106;30.013
2023-10-02 08:15:00;8889.334;8161.777;7911.555;4204.825;9375.000;9835.777;9214.540;9872.013;8120.000;8124.389;10303.055;8159.499;10468.443;9923.777;12728.675;116796.581;1.002;10.468;43.630
2023-10-02 08:30:00;10548.071;9668.445;9368.165;5007.687;11011.889;11520.499;11128.889;11676.667;9678.555;9636.167;12092.001;9629.611;12241.555;11593.723;12711.850;138444.122;0.919;10.865;50.927
2023-10-02 08:45:00;11425.543;10339.778;10030.611;5365.000;12132.981;12065.166;12194.777;12599.111;10258.722;10237.333;12717.667;10124.277;13003.555;13121.055;12724.559;148785.435;0.877;11.052;52.496
2023-10-02 09:00:00;16574.999;15315.112;14732.222;7868.711;17759.890;17625.166;17920.480;18344.291;15117.555;15082.444;18493.111;14859.113;18885.611;19206.889;12719.734;220243.309;1.127;11.510;74.249
2023-10-02 09:15:00;18304.888;16857.000;16318.499;8675.000;19819.358;19665.500;19558.888;20319.173;16816.388;16747.611;20571.000;16549.445;20927.277;21862.999;12709.560;245257.817;1.418;12.029;80.723
2023-10-02 09:30:00;23077.615;21348.611;20681.111;11099.075;24975.000;24609.610;24605.890;25619.982;21180.833;21269.889;25817.723;20918.666;26303.777;26849.778;12702.155;309924.398;1.651;13.317;101.487
2023-10-02 09:45:00;29582.346;27726.833;26852.277;14240.667;31444.667;32575.667;31173.890;32535.905;27522.445;27698.445;34103.999;27395.167;34524.721;34397.001;12706.357;402351.002;1.937;14.617;132.140
2023-10-02 10:00:00;30810.905;28767.222;27847.165;14962.335;32983.523;33647.000;32407.572;33950.445;28566.610;28950.499;35442.500;28597.167;35815.111;35246.722;12712.551;418913.775;2.400;15.201;137.299
2023-10-02 10:15:00;54985.217;52028.777;50019.833;26764.231;58180.991;60723.833;57427.223;60070.112;51378.889;52113.667;63883.945;51452.944;64564.778;62600.278;12762.429;754875.777;2.610;16.683;244.071
2023-10-02 10:30:00;57254.333;53772.389;51977.889;28021.890;60369.829;62180.555;60116.536;62442.797;53078.221;54288.277;65439.722;52977.445;66123.112;62429.500;12759.235;779137.301;3.022;17.845;253.293
2023-10-02 10:45:00;34281.889;32378.000;31326.501;16824.334;36988.079;37565.055;35745.066;37988.333;31990.388;32374.333;39340.611;31885.611;40209.779;38732.723;12742.536;467429.263;3.135;17.032;148.777
2023-10-02 11:00:00;21676.667;20280.556;19696.222;10627.527;23508.664;23491.279;22508.702;24083.689;20028.278;20268.057;24624.000;20044.777;25258.279;24156.276;12735.528;291824.879;3.069;15.280;92.165
2023-10-02 11:15:00;18216.666;17068.888;16584.833;8918.629;19580.666;20063.667;18872.089;20188.271;16962.833;17086.389;20941.500;16942.056;21442.499;20143.389;12718.821;245074.867;2.838;14.627;78.782
2023-10-02 11:30:00;16030.717;14966.000;14535.500;7875.503;17252.705;17498.723;16623.334;17773.556;14773.277;14980.055;18322.833;14821.723;18797.445;17527.111;12709.226;214313.047;2.764;14.448;70.195
2023-10-02 11:45:00;19505.815;18314.278;17768.444;9564.959;20915.467;21422.777;20333.555;21624.222;18073.055;18332.222;22322.111;18047.721;22884.500;21046.056;12689.401;261987.035;2.796;14.764;86.319
2023-10-02 12:00:00;18186.889;17051.945;16494.779;8914.987;19455.269;20082.111;18785.848;20115.277;16830.278;17112.611;21009.611;16931.555;21485.722;19823.110;12728.207;243983.245;2.708;14.879;80.787
2023-10-02 12:15:00;25617.445;24068.335;23415.666;12641.829;27467.667;28256.277;26331.380;28349.775;23785.555;24187.055;29514.279;23912.167;30134.667;27963.222;12771.087;346730.166;2.541;14.452;112.008
2023-10-02 12:30:00;23974.293;22348.777;21702.667;11684.343;25458.383;26481.778;24960.207;26445.199;22022.000;22495.833;27596.945;22151.556;28082.610;26270.333;12775.229;322458.161;2.327;14.411;105.180
2023-10-02 12:45:00;19183.197;17784.945;17352.945;9374.111;20486.599;21006.835;19764.539;21129.556;17650.721;17866.944;21991.222;17713.500;22385.889;21168.888;12753.439;256477.583;2.627;13.837;84.222
2023-10-02 13:00:00;27189.924;25296.500;24729.278;13393.193;29134.283;29840.167;27940.843;30017.521;25104.945;25571.778;31320.724;25266.277;31765.667;30316.777;12763.753;367553.751;2.599;15.084;120.151
2023-10-02 13:15:00;21345.646;19712.389;19310.057;10401.444;22779.854;23506.944;22200.984;23591.112;19682.166;19954.334;24592.667;19683.221;24882.111;24392.389;12737.888;287479.785;2.464;15.725;96.239
2023-10-02 13:30:00;32292.440;30034.666;29323.777;15763.641;34476.476;36149.333;33450.556;35703.439;30018.944;30585.333;37772.111;30178.167;38068.611;38000.277;12762.501;442215.221;2.608;16.055;144.195
2023-10-02 13:45:00;28558.116;26107.500;25635.777;13972.350;30677.435;30970.167;29450.971;31468.959;26135.167;26671.223;32719.444;26248.722;32803.945;33241.332;12768.873;385676.851;2.563;15.289;125.077
2023-10-02 14:00:00;27328.055;24637.944;24328.389;13250.071;29384.197;29088.778;28790.635;30193.241;24643.445;25111.833;30625.499;24604.444;30850.610;32137.667;12742.401;366177.892;2.525;15.249;116.304
2023-10-02 14:15:00;24523.032;21672.833;21611.278;11878.588;26542.433;25397.389;26226.191;27138.749;21763.833;22329.723;26895.000;21612.889;26819.167;28514.111;12763.693;324100.210;2.537;15.116;104.279
2023-10-02 14:30:00;14194.489;12308.722;12276.556;6743.111;15302.679;14525.833;15406.509;15689.441;12439.723;12642.499;15505.278;12318.389;15394.612;16815.555;12745.193;183916.112;2.408;14.681;59.420
2023-10-02 14:45:00;14902.285;13058.334;12924.556;7056.905;16134.445;15725.055;15912.275;16404.143;13167.168;13361.667;16620.722;13128.111;16493.278;18470.167;12770.479;195500.811;2.269;14.708;62.983
2023-10-02 15:00:00;17129.786;15096.945;14995.389;8082.665;18497.315;18285.611;18162.012;18880.927;15412.779;15427.945;19351.389;15241.944;19191.000;21936.111;12768.842;227856.360;2.127;14.751;72.197
2023-10-02 15:15:00;15444.663;13245.890;13252.389;7164.371;16645.746;16131.555;16777.999;17000.024;13615.944;13653.777;17078.555;13387.888;16856.055;19962.500;12743.297;202520.815;2.339;14.724;63.853
2023-10-02 15:30:00;13637.874;12010.611;11907.389;6531.157;14800.440;14535.723;14348.129;15123.190;12180.999;12361.112;15492.445;12173.500;15332.722;17133.723;12768.101;179747.681;2.397;14.145;59.225
2023-10-02 15:45:00;23434.978;21382.277;21076.945;11518.429;25321.803;25191.111;24437.148;26047.155;21380.557;21795.222;26754.667;21474.000;26869.667;27558.167;12754.955;315116.808;3.167;14.495;107.043
2023-10-02 16:00:00;21550.959;19701.277;19339.557;10687.727;23353.996;22753.721;22297.917;23841.857;19501.001;20005.000;24096.279;19592.779;24355.833;23970.946;12750.911;285910.428;3.436;14.439;98.298
2023-10-02 16:15:00;11720.000;10400.999;10297.388;5801.555;12705.533;12130.000;12423.593;12988.247;10321.723;10559.501;12847.611;10313.277;12910.832;12485.833;12748.021;150403.438;3.251;13.873;53.873
2023-10-02 16:30:00;14074.191;12676.333;12531.445;7042.285;15213.635;14793.777;14156.141;15486.241;12663.889;13030.610;15815.777;12854.389;15885.778;15093.889;12777.815;183419.916;3.021;13.949;64.587
2023-10-02 16:45:00;17099.956;15251.446;15143.167;8660.981;18721.365;17522.222;17316.092;18802.883;15150.777;15806.557;18745.667;15401.111;18808.001;17646.446;12775.303;221841.556;3.375;14.119;76.885
2023-10-02 17:00:00;15572.797;13855.999;13752.223;7861.001;16940.158;16156.277;15610.250;17060.667;13813.500;14435.834;17359.278;14180.889;17335.389;16280.611;12732.588;202088.499;3.493;14.227;69.331
2023-10-02 17:15:00;12203.171;11001.556;10801.722;6065.473;13229.263;13000.222;12284.095;13427.124;10958.056;11205.723;13719.277;11061.223;13867.722;12988.056;12744.961;158393.656;3.351;14.097;56.355
2023-10-02 17:30:00;14016.759;12926.223;12562.333;6940.712;15146.565;15156.946;14163.889;15499.594;12735.389;12959.167;15922.722;12905.111;16421.166;15171.443;12760.577;184715.767;3.259;14.325;65.345
