Timestamp;Carnes Creek - Inverter 4 - AC power [W] - P_AC;Carnes Creek - Inverter 11 - AC power [W] - P_AC;Carnes Creek - Inverter 13 - AC power [W] - P_AC;Carnes Creek - Inverter 8 - AC power [W] - P_AC;Carnes Creek - Inverter 12 - AC power [W] - P_AC;Carnes Creek - Inverter 9 - AC power [W] - P_AC;Carnes Creek - Inverter 1 - AC power [W] - P_AC;Carnes Creek - Inverter 2 - AC power [W] - P_AC;Carnes Creek - Inverter 5 - AC power [W] - P_AC;Carnes Creek - Inverter 6 - AC power [W] - P_AC;Carnes Creek - Inverter 7 - AC power [W] - P_AC;Carnes Creek - Inverter 3 - AC power [W] - P_AC;Carnes Creek - Inverter 10 - AC power [W] - P_AC;Carnes Creek - Inverter 14 - AC power [W] - P_AC;Carnes Creek - Schneider Electric PM5560 605064978 - Voltage L1L2 [V] - M_AC_U_L1L2;Carnes Creek - Schneider Electric PM5560 605064978 - Power [W] - M_AC_P;Carnes Creek - POA - Irradiance [Wh/m²] - SRAD;Carnes Creek - Lufft WS600 - Temperature [°C] - T;Carnes Creek - Lufft WS600 - Wind speed [m/s] - E_W_S
2023-10-01 00:00:00;;;;;;;;;;;;;;;;;;;
2023-10-01 00:15:00;;;;;;;;;;;;;;;12943.047;-3669.349;-1.000;9.487;0.742
2023-10-01 00:30:00;;;;;;;;;;;;;;;12963.075;-3684.307;-1.000;9.237;0.971
2023-10-01 00:45:00;;;;;;;;;;;;;;;12965.187;-3560.317;-1.407;9.123;0.405
2023-10-01 01:00:00;;;;;;;;;;;;;;;12973.295;-3545.773;-1.531;9.841;0.425
2023-10-01 01:15:00;;;;;;;;;;;;;;;12987.583;-3557.698;-1.000;9.998;0.257
2023-10-01 01:30:00;;;;;;;;;;;;;;;13017.151;-3648.867;-1.000;9.093;0.836
2023-10-01 01:45:00;;;;;;;;;;;;;;;13024.938;-3652.316;-1.676;8.220;0.409
2023-10-01 02:00:00;;;;;;;;;;;;;;;13037.087;-3612.423;-1.000;8.143;0.535
2023-10-01 02:15:00;;;;;;;;;;;;;;;13039.459;-3624.152;-1.000;7.867;0.471
2023-10-01 02:30:00;;;;;;;;;;;;;;;13045.180;-3567.943;-1.000;8.134;0.112
2023-10-01 02:45:00;;;;;;;;;;;;;;;13049.573;-3589.404;-1.469;7.688;0.476
2023-10-01 03:00:00;;;;;;;;;;;;;;;13052.826;-3585.773;-1.000;7.619;0.615
2023-10-01 03:15:00;;;;;;;;;;;;;;;13051.746;-3594.056;-0.693;7.651;0.483
2023-10-01 03:30:00;;;;;;;;;;;;;;;13046.392;-3473.524;-0.736;7.663;0.495
2023-10-01 03:45:00;;;;;;;;;;;;;;;13067.083;-3520.653;-0.571;7.799;0.247
2023-10-01 04:00:00;;;;;;;;;;;;;;;13075.543;-3653.545;-1.025;7.826;0.056
2023-10-01 04:15:00;;;;;;;;;;;;;;;13069.512;-3840.285;-1.000;7.464;0.518
2023-10-01 04:30:00;;;;;;;;;;;;;;;13065.785;-3765.029;-1.039;6.993;0.434
2023-10-01 04:45:00;;;;;;;;;;;;;;;13059.609;-3716.143;-0.908;6.753;0.255
2023-10-01 05:00:00;;;;;;;;;;;;;;;13050.064;-3673.365;-0.805;6.993;0.174
2023-10-01 05:15:00;;;;;;;;;;;;;;;13021.497;-3610.883;-0.746;7.074;0.091
2023-10-01 05:30:00;;;;;;;;;;;;;;;13014.144;-3591.040;-0.526;6.281;0.641
2023-10-01 05:45:00;;;;;;;;;;;;;;;13020.366;-3556.922;-0.558;6.380;0.793
2023-10-01 06:00:00;;;;;;;;;;;;;;;13055.047;-3713.995;-0.833;6.091;0.482
2023-10-01 06:15:00;;;;;;;;;;;;;;;13027.439;-3774.071;-1.815;6.127;0.427
2023-10-01 06:30:00;;;;;;;;;;;;;;;13039.063;-3798.425;-1.185;6.160;0.703
2023-10-01 06:45:00;;;;;;;;;;;;;;;13034.993;-3777.139;-1.000;5.906;0.777
2023-10-01 07:00:00;;;;;;;;;;;;;;;13012.143;-3779.955;-0.489;5.317;0.389
2023-10-01 07:15:00;432.967;288.408;261.528;263.306;410.722;260.815;301.644;305.492;371.911;461.259;286.666;333.311;268.981;223.723;13009.591;35.921;1.415;5.479;0.995
2023-10-01 07:30:00;2389.467;1759.111;1428.167;2098.277;1935.000;1757.334;1962.022;1929.600;2519.600;2169.355;1862.833;1896.289;1974.389;1366.333;13030.859;23373.497;10.537;5.547;0.991
2023-10-01 07:45:00;8324.600;6905.501;5299.167;8158.834;6810.055;7372.501;7519.333;8122.567;9008.533;7932.333;7593.277;7617.489;8277.833;3498.555;13032.429;97730.737;21.148;5.862;0.419
2023-10-01 08:00:00;21682.200;18407.555;14839.555;18641.000;18342.945;19370.000;19120.033;20654.167;20020.900;20044.167;19786.389;19636.567;20233.833;13338.945;13051.283;258066.171;32.197;5.743;0.837
2023-10-01 08:15:00;34186.267;34768.612;28543.944;32321.279;35157.667;36256.889;34767.567;37513.189;34936.433;37026.733;36815.167;36210.067;36315.000;26034.111;13112.227;475005.351;145.239;6.807;0.423
2023-10-01 08:30:00;51489.833;52020.777;42389.999;46522.111;52417.889;53487.278;51146.533;55114.967;50164.233;54371.533;53640.778;53272.467;53219.555;39005.499;13119.783;701644.933;258.478;7.755;0.341
2023-10-01 08:45:00;75961.267;75414.889;61303.722;66172.000;76667.055;76857.945;72827.011;77979.767;71028.767;78927.767;77282.779;76257.200;75866.556;56683.389;13128.146;1014213.234;362.371;8.444;0.547
2023-10-01 09:00:00;91637.167;96611.999;78341.333;83301.945;98153.056;97807.722;92777.378;99035.033;88957.467;100588.889;98154.778;97287.500;96092.167;72905.999;13158.425;1285829.279;448.021;8.955;0.812
2023-10-01 09:15:00;109799.967;116997.778;94677.611;100380.278;119066.611;118053.777;111711.600;119021.855;110110.945;121038.833;118612.944;117268.067;115766.334;88928.111;13149.871;1554710.839;544.414;9.798;0.873
2023-10-01 09:30:00;127692.133;137184.333;110867.611;120923.556;139695.111;137954.667;130770.267;139083.900;133207.500;141601.567;139025.221;137090.900;139779.889;104438.000;13107.911;1830064.933;632.571;10.332;0.845
2023-10-01 09:45:00;141181.967;156389.222;126097.945;139821.444;159482.722;156729.834;148088.600;157544.867;149565.867;160811.933;157941.277;155768.300;159934.945;118858.833;13062.581;2076784.372;727.767;11.165;0.738
2023-10-01 10:00:00;146692.667;161307.389;129805.667;145605.001;164527.222;161511.444;153289.067;162023.089;153616.967;165283.000;162231.611;160466.500;164875.222;122387.056;13055.969;2141433.929;752.941;11.697;1.069
2023-10-01 10:15:00;148914.033;161485.945;129619.001;147297.390;164807.722;161328.500;153681.733;161620.067;153519.033;164848.433;162046.223;160356.322;165231.723;122407.833;13071.421;2143997.729;750.209;11.923;1.593
2023-10-01 10:30:00;151050.955;161777.111;129946.555;149048.833;165193.333;161407.555;154602.200;161729.033;153701.033;164879.833;162408.445;160564.478;165207.167;122393.778;13095.240;2151237.741;749.436;12.414;1.646
2023-10-01 10:45:00;151744.900;160025.999;128311.722;149485.278;163248.667;159913.611;154487.267;160765.867;152482.967;163483.633;161504.945;159543.467;163676.388;120945.944;13099.127;2136796.470;742.929;12.938;1.619
2023-10-01 11:00:00;151059.867;157849.279;126476.222;149183.667;160994.722;157725.834;153206.900;158346.500;150520.933;161096.200;159823.667;157175.800;161317.389;119079.222;13095.834;2110987.466;735.411;13.179;1.399
2023-10-01 11:15:00;151201.978;156369.945;125041.000;148869.890;159147.444;155699.278;152738.500;157169.300;149140.200;159418.500;158405.111;156164.133;159652.500;117411.333;13103.704;2093443.507;726.420;13.632;2.083
2023-10-01 11:30:00;150533.633;154846.333;123822.777;148578.111;157636.667;154370.611;151242.567;154940.033;147491.033;157553.233;157219.500;154355.455;157807.500;116418.389;13082.291;2075003.709;713.458;13.653;2.595
2023-10-01 11:45:00;148259.189;151852.723;121583.945;147141.278;154856.445;151695.000;148518.733;151485.233;145092.945;154740.767;154737.167;151171.667;154746.610;114341.611;13095.673;2038512.535;698.885;14.100;2.033
2023-10-01 12:00:00;145838.733;149236.277;119589.833;145452.333;152122.721;149094.277;146578.667;148644.267;142493.333;151646.655;152150.111;148584.545;151870.556;112445.278;13094.330;2003788.779;685.766;14.516;1.564
2023-10-01 12:15:00;142731.300;145740.945;116876.000;142134.500;148566.278;145509.111;144716.933;145956.000;139410.467;147437.000;147018.000;145789.433;147983.277;109839.611;13108.514;1958526.032;666.969;15.005;1.578
2023-10-01 12:30:00;140049.400;143954.167;115304.888;141742.833;146598.499;143964.167;142855.389;143295.833;137992.667;146869.045;147656.001;143739.000;145886.056;108565.501;13112.955;1936877.486;666.290;15.392;1.333
2023-10-01 12:45:00;137978.333;143320.945;114658.778;140953.722;145994.111;143226.167;142174.400;141808.167;137044.833;145649.767;146916.390;142931.567;144816.667;107855.556;13099.098;1923772.436;660.285;15.825;1.668
2023-10-01 13:00:00;135768.433;142312.555;113679.833;140064.333;144819.723;142367.501;141826.000;140867.400;136153.367;145175.367;146215.277;142387.000;143244.556;106728.667;13078.639;1910253.446;655.313;15.937;1.639
2023-10-01 13:15:00;133016.867;142527.111;113956.333;139645.610;145068.445;142405.667;141990.745;140130.067;135460.400;145172.100;146312.667;142287.267;142706.889;107125.445;13097.169;1906520.147;653.059;16.239;1.655
2023-10-01 13:30:00;131122.911;142274.666;113985.389;138973.112;145143.056;142217.944;142176.600;139836.133;135212.733;145135.055;146457.333;142459.667;142074.779;107165.778;13099.963;1903182.995;654.600;16.720;1.678
2023-10-01 13:45:00;128265.167;141555.778;112884.111;137182.555;144100.056;141637.888;141487.133;138613.200;133898.367;144497.633;145747.611;141729.133;140658.556;106236.278;13107.285;1887554.506;652.894;17.147;1.417
2023-10-01 14:00:00;127995.567;145928.445;116706.277;139796.445;148661.945;145833.221;144164.767;140947.400;136288.211;148301.267;149505.223;144862.489;144311.723;109828.222;13101.711;1931542.429;669.759;17.816;1.099
2023-10-01 14:15:00;125700.233;146683.945;117425.389;138738.778;149437.555;146437.778;144797.367;141296.722;135996.333;148764.489;149699.334;145705.133;144260.723;110430.611;13094.505;1933696.966;673.576;18.061;1.076
2023-10-01 14:30:00;124657.267;149535.167;119325.277;140276.500;152311.889;149380.000;147278.767;143614.367;137951.867;152057.667;152930.945;148843.800;146540.667;112350.111;13083.573;1964646.223;689.867;18.405;1.376
2023-10-01 14:45:00;122443.567;151278.277;121040.500;140331.111;154164.223;151128.277;148936.300;145140.567;138951.567;154267.022;154656.721;150917.300;147730.055;113784.611;13089.070;1982628.203;699.994;18.813;1.755
2023-10-01 15:00:00;120552.667;154176.500;123216.277;141493.555;157156.779;153975.555;150653.633;147213.900;140288.300;156877.867;157218.611;153261.545;150096.945;115792.222;13120.704;2009246.380;713.114;19.031;1.190
2023-10-01 15:15:00;117602.778;154899.779;123912.167;140890.555;157936.166;154668.889;151486.500;148352.133;140448.700;157767.411;157577.333;154499.000;150853.445;116449.667;13117.498;2014326.459;720.349;19.532;1.103
2023-10-01 15:30:00;115016.367;156698.389;125306.889;141048.333;159683.557;156415.667;152320.400;149756.700;141661.167;159661.100;159234.277;156009.533;152630.000;117978.389;13123.199;2029972.201;726.112;19.959;1.944
2023-10-01 15:45:00;112215.467;158341.945;126584.277;141188.833;161262.001;158205.889;152855.322;150975.033;143020.667;161435.767;160551.333;157184.845;154262.278;118919.500;13126.291;2043162.159;728.771;19.980;2.519
2023-10-01 16:00:00;109092.767;159520.222;127324.001;140523.111;162366.833;159301.000;153199.322;152310.511;144142.911;162595.367;161230.112;158497.733;155451.499;119648.611;13119.101;2051008.954;730.473;20.192;2.188
2023-10-01 16:15:00;104656.622;158595.167;126995.555;138423.945;161930.333;158436.334;152131.533;151967.578;143359.900;161792.400;160207.723;157895.733;154685.000;119221.888;13107.999;2036742.916;728.223;20.539;1.687
2023-10-01 16:30:00;91649.289;144632.499;114762.611;124767.945;146052.999;144337.889;136798.867;137140.133;129867.500;146499.878;144770.111;142582.911;141202.222;108923.723;13050.853;1843905.024;662.784;20.526;1.131
2023-10-01 16:45:00;90384.133;142441.055;109451.055;124155.556;136715.833;144084.001;136268.667;136972.478;129932.722;147776.645;145827.000;144688.533;141466.333;105867.834;13047.038;1823243.785;679.056;20.723;1.992
2023-10-01 17:00:00;77404.578;117072.667;87210.833;107334.945;109285.556;122654.723;114449.189;114772.400;110204.955;127476.067;126678.611;125980.745;120435.944;84593.445;13007.240;1536374.296;588.395;20.602;2.143
2023-10-01 17:15:00;64666.889;96019.833;70219.612;90692.167;88437.999;101934.555;95195.855;95244.867;92792.267;106909.055;106172.945;106103.622;100524.889;68343.278;13001.507;1276066.845;493.965;20.553;2.789
2023-10-01 17:30:00;52481.833;71866.167;50554.445;71986.723;63864.000;78401.611;71519.133;71759.900;70408.267;82487.667;83372.167;83826.423;76421.556;48898.167;12985.048;972355.533;405.483;20.367;2.728
2023-10-01 17:45:00;40492.355;50894.278;35614.889;53126.667;45256.277;55392.443;48908.667;50349.445;49231.933;57964.500;60561.611;60392.867;53776.611;34316.113;12957.245;690794.783;320.948;20.093;2.786
2023-10-01 18:00:00;28298.733;33856.499;24813.055;35830.389;32113.333;35790.611;22675.733;33289.078;32411.267;36867.867;39187.945;38539.600;34918.611;23601.833;12974.186;445802.758;235.148;19.803;2.451
2023-10-01 18:15:00;16521.467;20407.055;15641.778;20925.778;20592.111;20555.112;7595.733;12811.889;20225.489;20857.333;21736.278;20197.678;19984.723;14660.167;12977.294;245820.662;150.745;19.409;1.953
2023-10-01 18:30:00;3585.122;5400.223;4193.889;5161.389;5732.556;5222.556;2960.011;3133.622;5023.833;5264.733;5354.833;3683.211;5278.777;3803.611;12979.402;58013.963;32.782;18.777;1.091
2023-10-01 18:45:00;1091.545;1552.333;1237.833;1128.111;1753.055;1257.278;982.155;1032.089;1305.867;1368.867;1137.278;1148.500;1380.223;1087.166;12969.429;12680.175;5.753;18.154;1.109
2023-10-01 19:00:00;112.000;102.499;166.667;97.834;212.166;70.389;90.633;104.367;180.433;221.800;86.166;110.433;73.667;170.389;12945.488;-4172.917;-2.341;17.782;1.133
2023-10-01 19:15:00;20.933;20.000;21.167;20.000;23.111;20.000;20.000;20.933;24.533;22.800;20.000;20.000;20.000;21.555;12965.309;-7485.855;-3.904;16.877;1.877
2023-10-01 19:30:00;20.000;20.000;20.000;20.000;20.000;20.000;20.000;15.000;20.000;20.000;20.000;10.000;15.000;15.000;12964.653;-5107.579;-3.000;16.290;1.607
2023-10-01 19:45:00;;;;;;;;;;;;;;;12953.168;-3031.749;-3.304;15.987;1.271
2023-10-01 20:00:00;;;;;;;;;;;;;;;12979.823;-3170.346;-3.504;15.453;1.164
2023-10-01 20:15:00;;;;;;;;;;;;;;;12998.475;-3775.243;-2.689;15.373;0.977
2023-10-01 20:30:00;;;;;;;;;;;;;;;12996.826;-3816.913;-2.899;15.287;0.662
2023-10-01 20:45:00;;;;;;;;;;;;;;;12978.229;-3901.193;-2.000;14.809;0.451
2023-10-01 21:00:00;;;;;;;;;;;;;;;12969.265;-3710.709;-1.921;14.373;0.727
2023-10-01 21:15:00;;;;;;;;;;;;;;;12995.240;-3832.372;-1.533;13.375;1.375
2023-10-01 21:30:00;;;;;;;;;;;;;;;13003.706;-3699.143;-0.024;13.837;1.228
2023-10-01 21:45:00;;;;;;;;;;;;;;;12999.002;-3864.093;-0.157;13.097;0.807
2023-10-01 22:00:00;;;;;;;;;;;;;;;13027.027;-3918.390;0.000;12.866;1.089
2023-10-01 22:15:00;;;;;;;;;;;;;;;13047.522;-3616.459;0.000;13.388;1.244
2023-10-01 22:30:00;;;;;;;;;;;;;;;13065.192;-3615.551;-0.274;12.974;0.656
2023-10-01 22:45:00;;;;;;;;;;;;;;;13074.847;-3671.419;-1.494;12.647;0.369
2023-10-01 23:00:00;;;;;;;;;;;;;;;13090.716;-3656.654;-1.799;12.303;0.782
2023-10-01 23:15:00;;;;;;;;;;;;;;;13025.193;-3693.961;-1.535;11.122;1.034
2023-10-01 23:30:00;;;;;;;;;;;;;;;13024.203;-3682.097;-1.655;10.846;0.643
2023-10-01 23:45:00;;;;;;;;;;;;;;;13029.441;-3693.611;-2.000;10.993;0.375
2023-10-02 00:00:00;;;;;;;;;;;;;;;13051.994;-3660.401;-2.000;11.113;0.295
2023-10-02 00:15:00;;;;;;;;;;;;;;;13056.442;-3468.407;-2.000;10.662;0.173
2023-10-02 00:30:00;;;;;;;;;;;;;;;13065.341;-3510.677;-1.180;10.473;0.409
2023-10-02 00:45:00;;;;;;;;;;;;;;;13067.092;-3478.642;-1.000;10.002;0.712
2023-10-02 01:00:00;;;;;;;;;;;;;;;13074.195;-3493.209;-1.000;9.661;0.535
2023-10-02 01:15:00;;;;;;;;;;;;;;;13085.299;-3531.345;-1.000;9.539;0.415
2023-10-02 01:30:00;;;;;;;;;;;;;;;13096.364;-3554.180;-0.645;9.225;0.895
2023-10-02 01:45:00;;;;;;;;;;;;;;;13115.081;-3528.897;-0.504;9.174;0.907
2023-10-02 02:00:00;;;;;;;;;;;;;;;13108.764;-3563.588;-1.000;9.245;0.760
2023-10-02 02:15:00;;;;;;;;;;;;;;;13105.373;-3525.088;-0.449;9.227;0.241
2023-10-02 02:30:00;;;;;;;;;;;;;;;13112.941;-3707.409;0.000;9.473;0.402
2023-10-02 02:45:00;;;;;;;;;;;;;;;13119.060;-3718.012;0.000;9.647;0.260
2023-10-02 03:00:00;;;;;;;;;;;;;;;13112.939;-3563.407;0.000;9.535;0.355
2023-10-02 03:15:00;;;;;;;;;;;;;;;13114.694;-3598.599;0.000;9.600;0.596
2023-10-02 03:30:00;;;;;;;;;;;;;;;13109.613;-3626.794;0.000;9.567;0.698
2023-10-02 03:45:00;;;;;;;;;;;;;;;13107.557;-3622.321;0.000;10.058;0.485
2023-10-02 04:00:00;;;;;;;;;;;;;;;13092.863;-3592.231;0.000;10.134;0.749
2023-10-02 04:15:00;;;;;;;;;;;;;;;13088.086;-3876.217;-0.020;10.061;1.619
2023-10-02 04:30:00;;;;;;;;;;;;;;;13077.635;-3752.139;-0.365;9.893;1.001
2023-10-02 04:45:00;;;;;;;;;;;;;;;13069.411;-3825.309;0.000;9.920;0.762
2023-10-02 05:00:00;;;;;;;;;;;;;;;13041.039;-3809.416;0.000;9.971;0.361
2023-10-02 05:15:00;;;;;;;;;;;;;;;13029.035;-3739.643;0.000;10.333;0.677
2023-10-02 05:30:00;;;;;;;;;;;;;;;13032.781;-3655.470;0.000;10.579;0.329
2023-10-02 05:45:00;;;;;;;;;;;;;;;13026.495;-3840.677;0.000;10.601;0.571
2023-10-02 06:00:00;;;;;;;;;;;;;;;13005.835;-3775.413;0.000;10.693;0.675
2023-10-02 06:15:00;;;;;;;;;;;;;;;12953.715;-3817.667;0.000;10.733;1.437
2023-10-02 06:30:00;;;;;;;;;;;;;;;12999.070;-3925.393;0.000;10.693;2.257
2023-10-02 06:45:00;;;;;;;;;;;;;;;12962.408;-4027.144;0.000;10.873;1.871
2023-10-02 07:00:00;;;;;;;;;;;;;;;12960.119;-3998.140;0.000;10.960;1.577
2023-10-02 07:15:00;102.483;99.501;73.584;67.459;138.000;51.750;76.850;102.617;97.117;130.050;69.333;131.900;40.500;59.333;12934.802;-3565.645;0.849;11.006;1.217
2023-10-02 07:30:00;1152.767;1121.389;1012.556;1105.612;1334.000;1026.445;1132.167;1099.400;1168.400;1335.678;1130.279;1147.567;1101.999;921.166;12926.519;12029.943;8.185;10.999;1.310
2023-10-02 07:45:00;2926.267;3134.945;2474.555;3022.278;3329.223;2922.777;3054.467;2975.155;3062.100;3388.011;3069.055;3038.833;2974.000;2253.000;12930.911;37613.522;17.590;11.093;1.250
2023-10-02 08:00:00;5638.167;6015.723;4716.723;5812.278;6261.667;5787.111;5766.867;5703.467;5748.167;6214.089;5913.834;5773.089;5878.165;4222.723;12973.848;74353.709;29.606;11.100;1.638
2023-10-02 08:15:00;11602.800;12079.889;9682.278;11790.833;12513.945;11865.778;11622.822;11665.478;11564.100;12243.822;12100.222;11639.678;12057.723;8895.667;12974.340;155541.585;55.617;11.174;2.037
2023-10-02 08:30:00;21468.711;21775.056;17332.833;21380.889;22273.721;21602.223;21526.867;21807.267;21226.678;22315.533;22152.779;21615.567;21962.556;16015.667;12943.003;287844.749;97.516;11.445;2.505
2023-10-02 08:45:00;17934.445;18630.555;14924.945;18177.778;19167.667;18416.055;17996.300;18206.233;17911.567;18909.733;18836.944;18226.622;18632.388;13767.834;12960.565;242815.947;83.769;11.785;2.566
2023-10-02 09:00:00;22832.867;23813.389;19102.833;23157.167;24415.889;23412.723;22930.011;23095.533;22758.100;23946.333;23983.555;23089.333;23806.057;17739.999;12975.939;310543.505;103.908;12.046;2.269
2023-10-02 09:15:00;23478.478;24002.833;19141.834;23716.445;24613.000;23607.611;23590.900;23478.067;23224.055;24295.133;24379.333;23518.500;23953.222;17773.333;12981.592;315117.918;104.115;12.240;2.191
2023-10-02 09:30:00;29595.200;29650.667;23717.834;29601.000;30494.722;29179.612;29475.322;29160.233;28848.367;30007.733;30282.723;29120.900;29725.334;22083.000;12994.097;393514.183;128.103;12.401;2.317
2023-10-02 09:45:00;33798.200;32789.334;26251.778;33137.833;33691.000;32240.501;32499.311;32130.978;32072.545;33066.667;33496.889;31965.033;32957.723;24614.777;13036.758;436797.429;142.425;12.786;2.436
2023-10-02 10:00:00;34459.200;32193.556;25797.222;33210.277;33088.055;31590.055;32373.400;31783.611;31971.133;32600.089;33142.945;31560.878;32465.057;24227.111;13022.382;433457.874;137.675;13.046;2.629
2023-10-02 10:15:00;24814.178;23451.555;18759.445;23998.389;24176.723;22890.666;23352.300;22894.255;23034.678;23701.567;24010.667;22808.678;23543.666;17553.722;13063.279;311709.588;101.409;13.266;2.251
2023-10-02 10:30:00;47901.867;45085.556;36007.167;46479.833;46225.499;44543.611;45943.467;45091.933;44909.267;45766.322;46591.944;44813.955;45488.944;33800.444;13074.069;613383.106;192.292;13.406;2.803
2023-10-02 10:45:00;44436.211;43136.166;34504.889;43650.389;44237.056;42417.778;43137.567;42583.867;42243.155;43520.311;44221.611;42333.345;43405.112;32435.444;12980.324;579209.403;184.991;13.747;3.186
2023-10-02 11:00:00;28838.933;28015.500;22382.055;28420.612;28685.167;27510.889;28151.433;27573.145;27487.500;28367.067;28705.610;27478.345;28044.056;20853.945;12942.209;373145.319;117.676;13.880;2.816
2023-10-02 11:15:00;25099.600;24807.500;19833.333;25002.389;25495.778;24348.167;24744.767;24322.500;24186.667;25147.055;25310.833;24314.133;24811.611;18416.779;12953.508;328185.351;103.219;14.140;3.085
2023-10-02 11:30:00;16532.822;16825.167;13471.500;16664.000;17361.111;16443.389;16418.577;16205.645;16179.200;16992.767;17013.389;16273.122;16708.944;12473.000;12938.939;218113.756;70.403;14.120;3.729
2023-10-02 11:45:00;16700.089;16977.389;13583.389;16825.277;17494.722;16698.499;16821.477;16567.333;16439.633;17240.933;17257.944;16637.733;16846.611;12582.500;12930.195;221336.557;71.521;14.120;2.996
2023-10-02 12:00:00;17643.445;18194.612;14522.778;17872.001;18725.167;17831.166;17906.467;17723.600;17537.200;18419.100;18394.055;17719.767;18083.612;13487.723;13029.480;236699.807;76.833;14.193;3.261
2023-10-02 12:15:00;18510.045;19367.388;15548.334;18983.111;19972.722;19007.667;18859.655;18747.278;18550.022;19526.533;19551.000;18800.555;19243.111;14356.278;13075.057;251453.858;81.517;14.200;3.301
2023-10-02 12:30:00;19302.733;20099.833;16058.722;19710.333;20644.889;19800.001;19917.867;19750.000;19417.933;20469.567;20402.667;19774.900;20032.278;14855.999;13068.179;262924.825;84.891;14.219;3.121
2023-10-02 12:45:00;27193.555;28429.500;22734.055;28007.445;29143.388;28168.889;28256.267;27937.200;27411.322;28852.622;28862.555;28004.478;28488.944;21064.444;13051.475;374649.700;115.671;14.187;3.575
2023-10-02 13:00:00;24820.822;26049.999;20776.000;25631.834;26706.055;25732.111;25858.489;25503.400;25053.733;26401.945;26379.833;25580.133;26032.557;19254.667;12987.769;341977.257;105.597;14.120;3.435
2023-10-02 13:15:00;28964.933;30320.221;24132.999;29970.944;31023.111;30088.611;30341.467;30042.211;29304.855;30866.267;30827.611;29940.933;30367.111;22372.556;12963.375;401380.162;123.644;14.186;3.833
2023-10-02 13:30:00;34955.355;36520.944;29233.333;36130.667;37407.945;36311.778;36183.478;35843.911;35126.967;36965.733;37151.667;35933.633;36737.445;27254.945;12979.504;485162.164;150.894;14.359;3.716
2023-10-02 13:45:00;49743.745;51291.222;41246.445;51195.778;52502.889;51020.778;50994.155;50547.100;49290.500;51815.700;52433.389;50503.555;51774.778;38593.556;13018.295;687471.222;219.055;14.760;3.791
2023-10-02 14:00:00;44065.745;44847.055;35978.055;45019.167;45860.666;44620.388;44797.333;44260.767;43398.978;45450.222;45922.555;44248.233;45286.055;33636.389;13024.180;600813.360;192.636;15.333;4.146
2023-10-02 14:15:00;33415.522;33612.889;26892.722;34038.334;34351.723;33508.444;34063.233;33600.533;32933.733;34429.333;34655.055;33487.045;33970.778;25028.055;12991.723;451090.135;140.854;15.193;5.236
2023-10-02 14:30:00;34323.233;33835.611;27139.444;34633.611;34577.999;33573.445;33787.667;33247.755;32853.078;34179.678;34728.611;33043.467;34247.667;25262.778;12986.976;452346.489;136.583;14.933;4.487
2023-10-02 14:45:00;29788.400;28600.389;22953.278;29672.667;29333.277;28546.611;29075.400;28594.433;28260.967;29203.533;29669.555;28259.367;29106.500;21332.110;13004.239;385067.192;118.339;14.813;4.464
2023-10-02 15:00:00;22874.945;21656.221;17416.056;22630.055;22206.277;21510.333;22012.500;21480.355;21358.989;22083.567;22479.000;21261.233;21938.333;16165.111;13008.179;289440.250;91.389;15.007;4.755
2023-10-02 15:15:00;14615.767;13566.056;10955.556;14329.055;13973.611;13484.945;13866.122;13489.833;13491.855;13949.489;14121.834;13312.355;13731.555;10082.111;12978.651;179880.579;58.410;15.100;4.283
2023-10-02 15:30:00;15467.367;13895.667;11254.500;14989.500;14328.111;13779.223;14236.922;13843.689;13926.422;14226.878;14465.278;13546.133;14158.499;10341.611;13019.561;185180.875;57.299;14.613;3.974
2023-10-02 15:45:00;10397.900;9193.166;7380.444;9960.667;9557.390;9108.499;9491.978;9172.333;9281.933;9507.000;9622.443;9002.733;9323.611;6749.389;12992.237;121547.887;39.097;13.940;4.001
2023-10-02 16:00:00;13272.622;11539.167;9392.721;12723.445;11931.223;11515.556;12072.800;11639.755;11740.589;11950.223;12178.500;11394.645;11806.000;8597.833;12990.105;155322.745;49.353;13.800;3.973
2023-10-02 16:15:00;10788.345;9122.333;7341.945;10118.333;9482.667;9085.000;9635.433;9257.200;9380.400;9475.500;9622.111;9033.233;9337.833;6760.723;13053.355;122244.835;39.531;13.780;3.554
2023-10-02 16:30:00;10184.433;8773.833;7103.333;9703.389;9079.612;8764.443;9351.367;8984.778;8995.822;9206.267;9273.944;8768.400;8945.055;6457.000;13048.870;116814.918;38.365;13.707;4.691
2023-10-02 16:45:00;9613.622;9204.999;7357.556;9566.277;9517.056;9038.111;9332.811;9132.733;9102.000;9546.300;9466.889;9080.289;9157.612;6699.777;13072.479;118892.960;41.961;13.760;4.671
2023-10-02 17:00:00;11976.533;11814.999;9446.333;12034.444;12180.167;11631.501;11819.411;11612.633;11501.667;12086.922;12056.277;11558.500;11796.335;8699.500;13070.840;153255.190;52.105;13.687;5.598
2023-10-02 17:15:00;11834.189;11912.111;9510.889;11967.611;12259.611;11744.500;11829.133;11744.467;11596.433;12187.667;12101.389;11621.133;11880.557;8753.667;13025.065;154045.545;52.291;13.440;6.216
2023-10-02 17:30:00;8983.367;9345.889;7396.611;9208.555;9655.555;9168.556;9369.333;9235.433;9063.555;9671.433;9465.333;9240.167;9242.833;6752.334;12996.594;119132.797;42.581;13.233;5.882
