Timestamp;Carnes Creek - Inverter 4 - AC power [W] - P_AC;Carnes Creek - Inverter 11 - AC power [W] - P_AC;Carnes Creek - Inverter 13 - AC power [W] - P_AC;Carnes Creek - Inverter 8 - AC power [W] - P_AC;Carnes Creek - Inverter 12 - AC power [W] - P_AC;Carnes Creek - Inverter 9 - AC power [W] - P_AC;Carnes Creek - Inverter 1 - AC power [W] - P_AC;Carnes Creek - Inverter 2 - AC power [W] - P_AC;Carnes Creek - Inverter 5 - AC power [W] - P_AC;Carnes Creek - Inverter 6 - AC power [W] - P_AC;Carnes Creek - Inverter 7 - AC power [W] - P_AC;Carnes Creek - Inverter 3 - AC power [W] - P_AC;Carnes Creek - Inverter 10 - AC power [W] - P_AC;Carnes Creek - Inverter 14 - AC power [W] - P_AC;Carnes Creek - Schneider Electric PM5560 605064978 - Voltage L1L2 [V] - M_AC_U_L1L2;Carnes Creek - Schneider Electric PM5560 605064978 - Power [W] - M_AC_P;Carnes Creek - POA - Irradiance [Wh/m²] - SRAD;Carnes Creek - Lufft WS600 - Temperature [°C] - T;Carnes Creek - Lufft WS600 - Wind speed [m/s] - E_W_S
2023-10-05 12:45:00;130673.023;135778.223;108732.890;133730.389;138310.778;135603.499;135425.755;134568.000;129724.267;138451.155;139455.556;135784.300;137295.388;102468.778;12991.738;1824884.408;629.399;19.451;2.175
2023-10-05 13:00:00;128358.567;135600.054;108341.888;133151.166;137992.056;135350.277;135263.100;133851.933;128986.089;137899.289;138987.666;135355.678;136306.222;102071.888;12961.161;1816382.577;626.363;19.945;2.017
2023-10-05 13:15:00;126604.067;136199.111;108885.611;133520.833;138803.222;136124.389;135789.922;133903.200;129138.000;138681.911;139823.278;136151.677;136418.500;102620.221;13000.983;1821383.239;628.096;20.999;2.813
2023-10-05 13:30:00;124961.567;137467.556;109684.723;133576.888;139882.611;137150.389;136767.500;134203.400;129499.623;139670.467;140782.222;137119.223;136908.833;103431.111;13021.015;1830763.691;629.917;21.512;3.111
2023-10-05 13:45:00;123147.345;138215.889;110461.500;133475.055;140730.557;138130.389;137422.389;134375.600;129753.067;140870.145;141859.611;137921.177;136876.778;103901.556;13027.330;1836866.347;634.951;22.237;2.862
2023-10-05 14:00:00;121359.500;139968.333;111699.777;133538.001;142364.389;139803.944;138428.167;135124.933;130013.933;142171.889;143333.555;139297.000;137981.555;105151.944;12950.733;1849546.812;643.173;22.766;2.808
2023-10-05 14:15:00;119569.189;141654.167;112930.056;133599.889;144089.723;141426.056;139868.100;136218.267;130663.733;143766.267;144788.111;141107.955;139003.667;106246.000;12976.799;1863815.801;651.543;23.251;2.929
2023-10-05 14:30:00;117860.578;143669.111;114741.945;133894.056;146346.611;143370.221;141228.367;137678.600;132032.367;146028.022;146536.721;143189.367;140515.111;107933.500;12961.075;1884117.688;661.933;23.466;3.103
2023-10-05 14:45:00;116094.033;145947.889;116711.445;134733.667;148851.277;145930.611;142780.278;139361.733;133270.933;148303.567;148384.723;145232.556;142397.556;109700.111;12981.653;1906247.797;672.225;23.868;3.403
2023-10-05 15:00:00;114208.378;148619.223;118715.389;135891.499;151381.055;148571.111;144987.933;141685.333;134813.455;151307.700;151281.611;147895.611;144764.389;111793.500;12979.201;1934199.271;685.829;24.247;3.465
2023-10-05 15:15:00;111987.745;150881.056;120514.833;136300.279;153622.333;150686.889;146893.822;144001.067;136180.400;153457.655;153160.555;150029.499;146789.833;113127.889;12990.774;1955710.129;697.593;24.495;3.155
2023-10-05 15:30:00;109565.067;152883.166;122001.444;136264.278;155673.223;152544.277;147678.367;145396.200;137528.667;155304.022;154477.722;151578.100;148751.944;114663.777;12990.483;1971807.611;706.561;24.794;2.927
2023-10-05 15:45:00;107110.645;154483.389;123386.944;136499.334;157459.279;154274.167;148808.267;147287.867;139151.055;157322.800;156296.001;153409.267;150373.000;116007.612;13054.789;1988548.099;714.349;24.825;3.468
2023-10-05 16:00:00;103980.200;155897.666;124742.389;136030.556;159143.389;155333.167;149192.000;148592.289;140238.522;158193.611;156685.777;154681.755;151704.556;117076.000;13050.949;1998186.473;719.109;25.095;3.361
2023-10-05 16:15:00;99533.733;155883.889;124355.221;134218.944;158676.335;155160.555;147820.933;148330.267;139508.200;157791.578;155854.167;154241.733;151629.390;116886.055;13089.569;1986488.881;719.789;25.461;3.054
2023-10-05 16:30:00;91801.100;148308.167;115825.389;126925.499;146547.277;147980.889;140592.833;141434.067;133775.989;150895.089;148556.667;147527.133;145178.000;110938.611;13093.642;1882974.419;692.644;25.621;3.185
2023-10-05 16:45:00;80001.211;127514.889;97086.444;112232.611;120582.555;130811.167;122885.067;123496.522;116610.533;134401.211;132769.278;131792.733;128150.444;93972.944;13102.503;1642002.138;615.232;25.642;3.295
2023-10-05 17:00:00;68179.033;102251.945;75277.111;95887.667;94643.778;109044.500;100955.167;101339.155;97713.189;113925.867;113166.833;113048.578;106889.056;73100.500;13088.305;1358285.874;531.944;25.645;3.485
2023-10-05 17:15:00;56496.133;82360.833;59807.055;79407.666;75135.667;89080.889;81834.455;81981.989;80495.577;93520.700;92728.666;93548.267;87485.055;57822.055;13019.857;1105712.951;442.933;25.537;3.459
2023-10-05 17:30:00;44752.678;59753.501;42004.889;60598.889;52641.834;65911.722;59298.689;59606.278;58982.100;69173.367;70350.779;71174.567;63280.500;40437.889;12948.628;812418.034;356.153;25.215;3.586
2023-10-05 17:45:00;32839.700;40442.667;28586.555;42536.110;36469.335;43861.555;35176.811;40582.389;38790.011;45053.867;47642.445;48172.000;42798.944;27347.889;12934.466;544326.181;268.912;24.919;2.877
2023-10-05 18:00:00;21467.800;25330.778;18732.611;26402.445;24543.167;26432.111;10499.200;22349.422;24735.667;27203.533;28300.390;28763.100;25635.000;17746.499;12895.026;321446.765;186.467;24.654;2.003
2023-10-05 18:15:00;10048.433;14084.888;10813.056;14453.500;14414.110;14006.945;4273.200;5576.933;14053.200;13961.955;14574.277;10122.722;13753.556;10091.222;12910.134;157676.213;110.137;24.107;1.780
2023-10-05 18:30:00;2501.155;5798.000;4540.057;4931.500;6234.500;5134.944;2525.300;2444.355;3726.189;4077.967;4465.111;2611.333;5511.722;4097.555;12902.179;52933.061;38.504;23.519;1.353
2023-10-05 18:45:00;802.933;917.445;777.333;798.667;1155.334;727.000;720.589;802.222;990.267;1069.233;704.943;848.011;811.111;776.111;12882.342;7842.069;4.525;22.618;1.221
2023-10-05 19:00:00;91.911;53.111;100.055;51.722;143.945;44.389;62.400;63.500;146.333;144.078;62.611;74.133;69.777;91.999;12883.991;-4929.354;-2.731;22.151;1.459
2023-10-05 19:15:00;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;12892.937;-8048.275;-4.639;20.957;0.696
2023-10-05 19:30:00;18.333;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;15.557;15.000;10.000;12895.646;-5296.429;-3.595;20.803;0.709
2023-10-05 19:45:00;;;;;;;;;;;;;;;12894.121;-4257.759;-1.961;20.777;1.675
2023-10-05 20:00:00;;;;;;;;;;;;;;;12891.560;-4019.765;-1.057;20.607;1.627
2023-10-05 20:15:00;;;;;;;;;;;;;;;12877.345;-3907.549;-1.439;20.082;0.847
2023-10-05 20:30:00;;;;;;;;;;;;;;;12910.082;-4039.329;-1.753;19.497;1.011
2023-10-05 20:45:00;;;;;;;;;;;;;;;12906.281;-4149.303;-1.496;19.157;1.477
2023-10-05 21:00:00;;;;;;;;;;;;;;;12920.757;-4040.177;-0.017;20.133;2.670
2023-10-05 21:15:00;;;;;;;;;;;;;;;12945.340;-4021.755;0.000;20.265;2.335
2023-10-05 21:30:00;;;;;;;;;;;;;;;12936.817;-4015.449;-1.059;19.707;1.354
2023-10-05 21:45:00;;;;;;;;;;;;;;;12943.332;-3963.447;-1.641;19.451;1.779
2023-10-05 22:00:00;;;;;;;;;;;;;;;12955.143;-4070.212;-0.642;19.375;2.033
2023-10-05 22:15:00;;;;;;;;;;;;;;;12987.666;-3997.591;-1.279;18.820;0.911
2023-10-05 22:30:00;;;;;;;;;;;;;;;12998.690;-3982.728;-1.635;18.561;0.833
2023-10-05 22:45:00;;;;;;;;;;;;;;;12985.352;-4065.735;-1.029;18.702;1.401
2023-10-05 23:00:00;;;;;;;;;;;;;;;13020.092;-4063.252;-0.581;18.400;1.277
2023-10-05 23:15:00;;;;;;;;;;;;;;;13017.591;-3878.188;-1.252;18.288;0.423
2023-10-05 23:30:00;;;;;;;;;;;;;;;12959.491;-3963.710;-0.703;18.423;1.029
2023-10-05 23:45:00;;;;;;;;;;;;;;;12991.793;-3979.842;-0.376;18.302;1.544
2023-10-06 00:00:00;;;;;;;;;;;;;;;12985.839;-3931.623;-0.287;17.794;0.761
2023-10-06 00:15:00;;;;;;;;;;;;;;;13002.203;-3887.345;-0.941;17.763;1.081
2023-10-06 00:30:00;;;;;;;;;;;;;;;12988.981;-3876.254;-0.010;17.645;1.390
2023-10-06 00:45:00;;;;;;;;;;;;;;;12989.118;-3787.903;-1.000;17.072;1.483
2023-10-06 01:00:00;;;;;;;;;;;;;;;13001.639;-3783.517;-0.111;17.289;1.233
2023-10-06 01:15:00;;;;;;;;;;;;;;;13022.682;-3794.997;-1.207;16.661;0.712
2023-10-06 01:30:00;;;;;;;;;;;;;;;13030.073;-3855.489;-0.353;17.263;0.939
2023-10-06 01:45:00;;;;;;;;;;;;;;;13066.617;-3852.100;-0.010;17.409;1.516
2023-10-06 02:00:00;;;;;;;;;;;;;;;13007.287;-3772.319;-1.400;16.581;0.737
2023-10-06 02:15:00;;;;;;;;;;;;;;;12968.639;-3770.939;-1.983;16.227;0.432
2023-10-06 02:30:00;;;;;;;;;;;;;;;13016.672;-3686.465;-1.000;16.429;0.585
2023-10-06 02:45:00;;;;;;;;;;;;;;;13019.210;-3705.526;-1.000;16.268;0.615
2023-10-06 03:00:00;;;;;;;;;;;;;;;13026.996;-3626.003;-1.000;16.327;0.671
2023-10-06 03:15:00;;;;;;;;;;;;;;;13046.215;-3725.022;-0.832;16.401;0.735
2023-10-06 03:30:00;;;;;;;;;;;;;;;13048.994;-3680.835;-0.284;17.055;0.523
2023-10-06 03:45:00;;;;;;;;;;;;;;;13064.675;-3757.817;-0.331;17.117;0.413
2023-10-06 04:00:00;;;;;;;;;;;;;;;13045.554;-3731.403;-0.101;16.965;0.794
2023-10-06 04:15:00;;;;;;;;;;;;;;;13005.667;-3802.520;-0.536;17.060;0.617
2023-10-06 04:30:00;;;;;;;;;;;;;;;13008.378;-3713.434;-0.768;16.719;0.551
2023-10-06 04:45:00;;;;;;;;;;;;;;;13009.267;-3797.369;-1.000;16.315;0.705
2023-10-06 05:00:00;;;;;;;;;;;;;;;13010.667;-3849.927;-0.963;14.461;0.731
2023-10-06 05:15:00;;;;;;;;;;;;;;;13002.611;-3672.541;-0.726;14.780;0.494
2023-10-06 05:30:00;;;;;;;;;;;;;;;12966.482;-3678.113;-1.000;13.625;0.855
2023-10-06 05:45:00;;;;;;;;;;;;;;;12991.291;-3655.479;-1.000;13.401;0.695
2023-10-06 06:00:00;;;;;;;;;;;;;;;12992.916;-3677.708;-0.836;13.181;0.938
2023-10-06 06:15:00;;;;;;;;;;;;;;;13004.663;-3780.458;-0.963;13.500;0.736
2023-10-06 06:30:00;;;;;;;;;;;;;;;13006.565;-3781.897;-0.681;13.631;0.413
2023-10-06 06:45:00;;;;;;;;;;;;;;;12962.609;-3867.109;-1.000;12.244;1.064
2023-10-06 07:00:00;;;;;;;;;;;;;;;12948.341;-3859.941;-0.765;11.541;0.931
2023-10-06 07:15:00;223.500;163.833;138.889;145.277;199.722;96.389;136.745;282.689;195.055;196.577;133.778;140.133;144.944;184.584;12931.740;-1590.122;1.307;13.524;0.981
2023-10-06 07:30:00;1240.178;937.111;839.889;1140.444;1147.945;871.389;963.322;1235.933;1384.100;1178.833;958.778;1019.767;1090.723;774.056;12964.219;11468.443;6.716;14.047;1.314
2023-10-06 07:45:00;4971.133;3881.444;2654.111;5595.111;3834.279;4322.111;4594.200;6384.667;6709.322;4971.667;4689.889;4688.278;5626.445;1872.278;12921.222;60727.231;15.311;13.756;0.744
2023-10-06 08:00:00;17016.167;13836.611;11255.667;14736.056;13678.166;14991.167;14662.222;17096.267;16228.122;15305.133;15381.389;15251.567;15930.833;8222.944;12990.788;198334.091;22.350;14.358;0.391
2023-10-06 08:15:00;29520.533;29014.222;23852.333;27501.611;29344.778;30663.667;29608.333;32116.400;29397.033;30991.900;31326.611;30907.711;31017.111;21908.889;12988.385;401428.915;66.571;14.773;0.561
2023-10-06 08:30:00;45717.045;48303.167;39511.611;43203.611;48763.889;49966.000;47638.833;50425.122;47057.200;50835.900;50626.445;50130.000;49443.500;36153.389;13025.044;652631.599;239.801;15.359;0.444
2023-10-06 08:45:00;69972.533;69070.721;56041.722;60614.444;69903.056;70756.667;67015.567;70352.511;65239.278;72299.300;71338.277;70525.600;70084.165;51655.389;13052.222;930187.504;361.059;16.891;0.507
2023-10-06 09:00:00;86881.245;89823.889;72775.056;77350.889;91191.944;91386.055;86513.355;89575.533;83107.367;94228.200;91808.111;91232.900;89768.111;67797.667;13026.976;1198229.209;445.194;17.536;0.390
2023-10-06 09:15:00;101536.189;109156.889;88442.333;93085.445;110987.444;110458.556;104493.267;107486.545;100523.600;113720.700;110978.944;110290.533;107901.889;82975.834;12982.605;1445821.784;508.815;18.591;0.587
2023-10-06 09:30:00;119696.600;127994.778;103308.779;110752.723;130223.111;128980.944;121592.589;125956.000;123908.423;132330.678;129342.222;128360.967;128856.834;97273.223;12972.908;1699961.640;597.868;18.604;1.242
2023-10-06 09:45:00;132918.689;146586.611;117933.666;130584.500;149345.055;147021.945;138892.478;148221.933;140586.133;150690.800;147447.278;146444.389;150323.723;111132.944;13003.451;1946568.031;692.459;19.355;0.760
2023-10-06 10:00:00;139574.145;154660.889;124417.945;138859.667;157867.111;154682.333;146399.667;155263.300;147201.100;158518.389;155106.167;154157.667;158269.223;117123.000;12968.713;2049521.976;740.617;21.407;0.894
2023-10-06 10:15:00;141161.955;153839.444;123528.500;139779.445;156960.389;153760.445;146218.133;154669.789;146337.878;157426.289;154514.611;153376.767;157468.389;116249.779;12997.261;2042263.765;738.197;22.469;1.137
2023-10-06 10:30:00;142462.022;153006.278;122755.778;140608.555;156075.167;152827.722;146018.833;153874.467;145411.467;156272.455;153925.223;152613.755;156329.778;115426.611;12963.197;2034037.115;731.790;23.021;1.586
2023-10-06 10:45:00;142790.767;151644.056;121432.055;140743.779;154548.944;151226.667;145401.600;152066.411;144085.722;154558.567;152530.055;150942.367;154883.056;114318.944;12930.867;2017669.137;722.212;24.013;2.251
2023-10-06 11:00:00;142297.811;149362.722;119646.834;140456.056;152295.612;149121.501;144161.900;149821.200;141771.000;152049.767;150810.833;148720.045;152586.055;112405.000;12921.759;1992381.601;710.055;24.326;2.279
2023-10-06 11:15:00;141323.989;146855.612;117510.834;139610.501;149574.000;146743.389;142384.033;146919.467;139593.078;149745.311;148724.999;146158.100;150093.277;110398.833;12929.730;1962742.771;698.461;25.435;3.084
2023-10-06 11:30:00;140201.789;144687.611;115725.111;138395.222;147264.445;144268.500;140164.978;144393.211;137445.778;147382.667;146647.167;143966.000;147808.777;108905.611;13005.385;1935244.593;684.350;25.873;3.753
2023-10-06 11:45:00;138221.800;142093.500;113393.501;137163.611;144652.389;141753.111;138384.711;141686.467;135052.433;144522.367;144357.334;141238.155;144975.888;107038.721;12995.175;1902578.663;670.969;26.443;3.429
2023-10-06 12:00:00;135828.989;139082.112;111207.833;135369.056;141544.055;138920.555;136122.633;138292.033;132488.733;141454.533;141884.333;138320.333;141670.222;104618.111;13003.463;1865018.933;657.199;27.225;3.219
2023-10-06 12:15:00;133317.867;136681.889;109202.556;133716.889;139152.278;136497.333;134414.933;135686.055;130548.967;139245.600;139856.779;136144.122;139068.389;102761.999;13041.172;1834163.503;645.052;27.533;3.297
2023-10-06 12:30:00;131023.123;134800.278;107619.444;132270.000;137099.833;134809.777;133129.233;133654.867;128946.033;137276.789;137847.223;134484.511;136709.278;101242.444;13019.064;1809488.803;635.017;28.069;3.169
2023-10-06 12:45:00;128347.711;133259.389;106360.945;130975.055;135628.167;133017.167;131970.445;131703.500;127314.433;135782.067;136559.167;132986.178;134780.388;100147.111;12950.053;1787939.439;628.531;28.333;3.727
2023-10-06 13:00:00;125995.855;133024.333;106074.667;130502.222;135274.111;132785.444;131751.933;130913.600;126317.411;135316.533;136212.000;132510.867;133945.443;99912.999;12934.543;1779382.120;624.994;28.616;3.856
2023-10-06 13:15:00;123536.633;132779.334;105894.723;129795.223;135153.611;132543.500;131459.855;130105.800;125609.600;135146.567;136147.222;132257.211;133087.778;99656.500;12920.565;1771931.199;623.897;28.896;3.909
2023-10-06 13:30:00;121863.267;133502.555;106464.501;129570.667;135789.667;133204.278;132111.455;130046.078;125794.045;135922.855;136808.444;132950.000;132966.167;100263.444;13031.787;1776221.059;624.934;28.923;4.371
2023-10-06 13:45:00;120392.355;134687.001;107483.611;129605.889;136969.278;134358.333;133328.711;130732.900;126180.145;137267.522;138027.443;134237.467;133471.167;101188.167;13070.770;1787001.772;630.948;29.011;4.475
2023-10-06 14:00:00;118956.133;136465.999;108727.112;130035.834;138756.223;136060.389;134465.345;131646.467;126985.555;138956.200;140072.611;136102.633;134384.001;102530.111;13079.978;1802855.387;638.563;29.127;4.575
2023-10-06 14:15:00;117210.667;138635.389;110637.445;130518.721;141032.722;138219.667;136127.267;133168.322;127923.433;141149.955;141871.945;138028.800;136029.999;104198.223;13080.978;1823165.945;648.112;29.352;4.479
2023-10-06 14:30:00;115302.633;140822.944;112474.999;131023.723;143379.112;140349.056;137861.478;134588.367;129159.467;143474.289;143842.723;140069.533;137796.166;105920.722;13043.249;1843991.614;658.641;29.499;4.501
2023-10-06 14:45:00;113615.467;143257.889;114392.445;131862.611;145950.222;142742.277;139767.267;136588.967;130694.867;145936.478;146078.221;142399.000;139580.667;107878.222;13020.384;1868393.869;670.366;29.621;4.653
2023-10-06 15:00:00;111438.133;145634.221;116411.389;132336.111;148274.667;144973.556;141171.689;138465.067;131749.033;148117.422;147789.777;144475.989;141846.833;109646.278;12990.391;1889760.267;681.871;29.981;3.895
2023-10-06 15:15:00;109517.945;148336.445;118899.389;133336.278;151385.833;147911.889;142873.333;140628.833;133480.189;150547.833;149670.778;146780.022;144472.611;111718.667;13053.695;1916266.469;693.897;29.999;4.057
2023-10-06 15:30:00;107657.833;150544.721;120736.167;133881.722;153561.999;150234.999;144592.167;142949.167;135446.767;153061.467;151844.166;149231.322;146691.723;113568.444;13054.296;1940671.994;704.843;29.919;4.019
2023-10-06 15:45:00;105074.300;152418.111;122019.945;133851.667;155455.722;151878.334;145728.933;144857.978;137327.433;155254.145;153375.056;151064.145;148545.333;114772.333;13089.406;1958116.299;712.455;29.777;4.573
2023-10-06 16:00:00;101888.000;153652.279;123315.667;133458.000;156609.166;153066.500;146015.889;145669.433;138130.233;156215.767;153876.111;152218.655;149623.167;115766.778;13131.296;1966210.459;716.835;29.651;3.922
2023-10-06 16:15:00;98322.845;153939.334;123350.444;132163.499;157003.222;153138.333;145567.611;146205.233;138619.200;156738.522;153775.055;152690.000;149924.833;115967.223;13116.383;1963742.433;719.131;29.445;4.423
2023-10-06 16:30:00;90442.133;146613.278;114760.111;124826.389;144205.333;146288.111;138180.233;139332.700;132363.589;149378.300;146417.166;145750.855;143594.055;110048.333;13082.550;1859072.133;689.391;29.176;4.413
2023-10-06 16:45:00;78815.667;125286.167;95657.501;110214.167;118507.611;128679.055;120927.645;121626.933;115085.700;132637.500;130319.666;129823.711;126329.611;92841.334;13095.719;1616595.417;611.069;28.883;4.721
2023-10-06 17:00:00;66632.300;100222.445;73908.390;93471.555;92309.556;106447.722;98446.989;98697.189;95560.833;111547.133;110356.055;110367.889;104827.889;71926.555;13061.711;1327543.944;524.592;28.631;4.318
2023-10-06 17:15:00;54839.922;79789.277;57633.111;76503.500;72438.945;85802.445;79419.400;79020.745;77667.033;90605.000;89605.723;90415.967;84517.167;56127.833;12985.317;1068478.849;432.158;28.281;4.217
2023-10-06 17:30:00;43184.000;57122.055;40059.667;57815.889;50338.501;62901.777;56435.400;56595.500;56079.833;66185.867;66946.000;68043.111;61036.222;38801.445;12897.098;776792.797;344.107;27.951;4.168
2023-10-06 17:45:00;31323.878;38355.221;27155.111;40451.055;34788.833;41623.500;31598.867;38279.922;36550.833;42610.178;45138.111;45577.900;40836.723;26105.833;12961.286;514590.875;257.220;27.587;3.803
2023-10-06 18:00:00;19813.000;23581.223;17473.499;24477.777;22928.945;24560.499;8762.067;19518.900;23077.567;25196.900;26090.278;26365.267;23896.610;16555.611;12944.464;296230.967;174.314;26.969;3.382
2023-10-06 18:15:00;8599.867;12782.167;9764.055;13040.056;13140.167;12688.222;4293.633;5187.400;12447.733;12536.533;13137.611;8452.967;12627.278;9130.112;12888.918;141745.874;100.030;26.287;3.123
2023-10-06 18:30:00;2250.533;4771.278;3771.500;4009.167;5200.778;4287.833;2309.733;2345.600;3173.133;3288.600;3609.556;2449.989;4580.500;3443.500;12854.351;44512.127;29.930;25.610;3.075
2023-10-06 18:45:00;685.267;686.944;674.501;635.222;955.167;582.333;567.433;679.133;847.833;860.167;573.778;650.667;613.223;614.333;12914.789;5623.039;4.073;24.813;2.921
2023-10-06 19:00:00;84.167;33.833;64.500;51.777;100.333;58.889;37.167;68.467;99.467;129.467;55.277;55.333;50.555;80.056;12929.324;-4836.768;-1.857;23.998;2.180
2023-10-06 19:15:00;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;18.333;12928.497;-7164.250;-3.975;22.776;1.393
2023-10-06 19:30:00;13.330;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;20.000;0.000;10.000;;12934.912;-3538.170;-3.379;22.414;1.657
2023-10-06 19:45:00;;;;;;;;;;;;;;;12928.296;-3077.594;-2.000;22.077;1.550
2023-10-06 20:00:00;;;;;;;;;;;;;;;12955.150;-3150.804;-2.319;21.262;1.515
2023-10-06 20:15:00;;;;;;;;;;;;;;;13006.155;-3714.239;-2.000;21.038;1.345
2023-10-06 20:30:00;;;;;;;;;;;;;;;12956.347;-4061.627;-1.961;20.375;1.222
2023-10-06 20:45:00;;;;;;;;;;;;;;;12963.089;-3762.918;-2.000;20.035;1.232
2023-10-06 21:00:00;;;;;;;;;;;;;;;12991.128;-3854.268;-1.027;19.735;1.394
2023-10-06 21:15:00;;;;;;;;;;;;;;;12996.475;-4060.755;-1.000;19.467;1.196
2023-10-06 21:30:00;;;;;;;;;;;;;;;13002.480;-3936.091;-1.000;19.664;1.233
2023-10-06 21:45:00;;;;;;;;;;;;;;;12983.431;-3991.007;-1.000;19.201;1.307
2023-10-06 22:00:00;;;;;;;;;;;;;;;12911.680;-3862.754;-1.210;18.599;1.187
2023-10-06 22:15:00;;;;;;;;;;;;;;;12941.747;-3830.669;-1.000;18.157;0.835
2023-10-06 22:30:00;;;;;;;;;;;;;;;12986.267;-3734.323;-1.000;18.044;0.899
2023-10-06 22:45:00;;;;;;;;;;;;;;;12987.607;-3749.995;-1.000;17.721;1.311
2023-10-06 23:00:00;;;;;;;;;;;;;;;12906.031;-3605.993;-1.000;17.392;1.339
2023-10-06 23:15:00;;;;;;;;;;;;;;;12919.125;-3734.267;-1.000;17.435;1.304
2023-10-06 23:30:00;;;;;;;;;;;;;;;12952.210;-3673.007;-1.000;17.400;1.058
2023-10-06 23:45:00;;;;;;;;;;;;;;;12958.573;-3628.088;-1.000;17.527;0.877
2023-10-07 00:00:00;;;;;;;;;;;;;;;12893.956;-3593.683;-1.000;17.388;0.819
2023-10-07 00:15:00;;;;;;;;;;;;;;;12846.101;-3491.793;-1.000;17.333;0.725
2023-10-07 00:30:00;;;;;;;;;;;;;;;12864.567;-3513.619;-0.235;17.103;1.026
2023-10-07 00:45:00;;;;;;;;;;;;;;;12906.641;-3477.770;-0.815;17.007;0.670
2023-10-07 01:00:00;;;;;;;;;;;;;;;12903.985;-3499.889;-1.000;16.939;0.818
2023-10-07 01:15:00;;;;;;;;;;;;;;;12922.871;-3465.929;-1.787;16.667;0.313
2023-10-07 01:30:00;;;;;;;;;;;;;;;12915.293;-3498.840;-1.373;15.965;0.503
2023-10-07 01:45:00;;;;;;;;;;;;;;;12949.336;-3565.627;-1.694;15.404;0.111
2023-10-07 02:00:00;;;;;;;;;;;;;;;13034.318;-3501.570;-1.000;15.258;0.435
2023-10-07 02:15:00;;;;;;;;;;;;;;;13059.565;-3572.873;-1.000;14.296;1.019
2023-10-07 02:30:00;;;;;;;;;;;;;;;13018.798;-3616.527;-1.481;14.167;0.569
2023-10-07 02:45:00;;;;;;;;;;;;;;;13010.402;-3596.599;-0.477;14.761;0.397
2023-10-07 03:00:00;;;;;;;;;;;;;;;13014.683;-3581.648;-0.763;14.995;0.188
2023-10-07 03:15:00;;;;;;;;;;;;;;;13012.217;-3439.103;-0.674;14.735;0.172
2023-10-07 03:30:00;;;;;;;;;;;;;;;13020.089;-3525.443;-1.000;14.983;0.329
2023-10-07 03:45:00;;;;;;;;;;;;;;;13038.510;-3492.641;-0.669;13.563;0.692
2023-10-07 04:00:00;;;;;;;;;;;;;;;13053.023;-3487.060;-1.000;12.919;0.858
2023-10-07 04:15:00;;;;;;;;;;;;;;;13049.293;-3597.173;-0.835;12.396;0.808
2023-10-07 04:30:00;;;;;;;;;;;;;;;13059.971;-3667.152;0.000;12.352;0.922
2023-10-07 04:45:00;;;;;;;;;;;;;;;13073.501;-3614.278;-0.509;12.265;0.597
2023-10-07 05:00:00;;;;;;;;;;;;;;;13075.829;-3625.679;-0.548;12.253;0.510
2023-10-07 05:15:00;;;;;;;;;;;;;;;13037.133;-3575.545;-0.632;12.187;0.491
2023-10-07 05:30:00;;;;;;;;;;;;;;;13030.063;-3563.012;-0.894;11.995;0.509
2023-10-07 05:45:00;;;;;;;;;;;;;;;13015.553;-3524.188;-0.451;11.729;0.783
2023-10-07 06:00:00;;;;;;;;;;;;;;;13011.355;-3503.995;0.000;11.635;0.989
2023-10-07 06:15:00;;;;;;;;;;;;;;;12987.131;-3598.807;-0.190;11.553;0.765
2023-10-07 06:30:00;;;;;;;;;;;;;;;12930.271;-3639.974;-1.029;11.477;0.498
2023-10-07 06:45:00;;;;;;;;;;;;;;;12959.491;-3731.379;-1.104;11.435;0.788
2023-10-07 07:00:00;;;;;;;;;;;;;;;12962.237;-3630.591;-0.738;11.445;0.367
2023-10-07 07:15:00;163.122;190.147;129.521;122.750;222.897;96.334;156.233;144.117;219.900;248.533;130.333;154.600;127.000;131.708;12954.891;-2456.788;0.830;11.527;0.798
2023-10-07 07:30:00;1064.267;915.611;770.666;942.111;1041.721;758.945;871.833;1010.367;1124.845;1081.333;883.777;900.400;943.389;717.055;12956.639;9305.468;6.046;11.305;0.543
2023-10-07 07:45:00;4383.933;3571.778;2449.389;4739.667;3452.723;3796.556;3894.067;5261.055;5468.722;4272.433;3921.833;3961.422;4717.611;1916.555;12956.118;51542.407;15.042;11.499;0.325
2023-10-07 08:00:00;14542.778;12003.277;9515.000;12884.000;11819.500;13006.001;12651.233;14817.800;13984.578;13114.689;13152.667;13123.445;13731.778;6884.945;12996.724;169829.853;24.061;11.884;0.163
2023-10-07 08:15:00;26779.900;26124.333;21100.000;24796.277;26146.111;27537.278;26303.967;28680.300;26317.333;27415.467;27655.611;27520.400;27908.667;19370.389;13093.866;357300.153;55.671;12.553;0.171
2023-10-07 08:30:00;41639.722;43961.667;35803.889;39590.723;44389.777;45619.889;43282.133;45920.111;42884.433;45906.277;45788.222;45399.645;45044.390;32626.389;13063.235;592283.710;216.067;13.492;0.486
