
I.


Detected missing values in the 'POA Irradiance' column.
These have been filled with a placeholder value of -999.
Details of all missing rows:
+-------+---------------------+----------------+---------------------+------------+---------------+-------------+------------+------------+------------+------------+-----------+
| Index |      Timestamp      | POA Irradiance | Ambient Temperature | Wind Speed | Meter Voltage | Meter Power | Inverter_1 | Inverter_2 | Inverter_3 | Inverter_4 | Day/Night |
|   96  | 2023-08-01 23:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|   97  | 2023-08-01 23:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|   98  | 2023-08-02 00:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|   99  | 2023-08-02 00:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  100  | 2023-08-02 00:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  101  | 2023-08-02 00:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  102  | 2023-08-02 01:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  103  | 2023-08-02 01:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  104  | 2023-08-02 01:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  105  | 2023-08-02 01:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  106  | 2023-08-02 02:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  107  | 2023-08-02 02:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  108  | 2023-08-02 02:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  109  | 2023-08-02 02:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  110  | 2023-08-02 03:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  111  | 2023-08-02 03:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  112  | 2023-08-02 03:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  113  | 2023-08-02 03:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  114  | 2023-08-02 04:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  115  | 2023-08-02 04:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  116  | 2023-08-02 04:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  117  | 2023-08-02 04:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  118  | 2023-08-02 05:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  119  | 2023-08-02 05:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  120  | 2023-08-02 05:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  121  | 2023-08-02 05:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  122  | 2023-08-02 06:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  123  | 2023-08-02 06:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  124  | 2023-08-02 06:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  125  | 2023-08-02 06:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  126  | 2023-08-02 07:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  127  | 2023-08-02 07:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  128  | 2023-08-02 07:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  129  | 2023-08-02 07:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  130  | 2023-08-02 08:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  131  | 2023-08-02 08:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  132  | 2023-08-02 08:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  133  | 2023-08-02 08:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  134  | 2023-08-02 09:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  135  | 2023-08-02 09:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  136  | 2023-08-02 09:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  137  | 2023-08-02 09:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  138  | 2023-08-02 10:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  139  | 2023-08-02 10:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  140  | 2023-08-02 10:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  141  | 2023-08-02 10:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  142  | 2023-08-02 11:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  143  | 2023-08-02 11:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  144  | 2023-08-02 11:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  145  | 2023-08-02 11:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  146  | 2023-08-02 12:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  147  | 2023-08-02 12:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  148  | 2023-08-02 12:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  149  | 2023-08-02 12:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  150  | 2023-08-02 13:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  151  | 2023-08-02 13:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  152  | 2023-08-02 13:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  153  | 2023-08-02 13:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  154  | 2023-08-02 14:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  155  | 2023-08-02 14:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  156  | 2023-08-02 14:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  157  | 2023-08-02 14:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  158  | 2023-08-02 15:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  159  | 2023-08-02 15:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  160  | 2023-08-02 15:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  161  | 2023-08-02 15:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  162  | 2023-08-02 16:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  163  | 2023-08-02 16:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  164  | 2023-08-02 16:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  165  | 2023-08-02 16:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  166  | 2023-08-02 17:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  167  | 2023-08-02 17:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  168  | 2023-08-02 17:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  169  | 2023-08-02 17:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  170  | 2023-08-02 18:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  171  | 2023-08-02 18:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  172  | 2023-08-02 18:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  173  | 2023-08-02 18:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  174  | 2023-08-02 19:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  175  | 2023-08-02 19:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  176  | 2023-08-02 19:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  177  | 2023-08-02 19:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  178  | 2023-08-02 20:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  179  | 2023-08-02 20:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  180  | 2023-08-02 20:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  181  | 2023-08-02 20:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  182  | 2023-08-02 21:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  183  | 2023-08-02 21:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  184  | 2023-08-02 21:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  185  | 2023-08-02 21:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  186  | 2023-08-02 22:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  187  | 2023-08-02 22:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  188  | 2023-08-02 22:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  189  | 2023-08-02 22:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  190  | 2023-08-02 23:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  191  | 2023-08-02 23:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  192  | 2023-08-02 23:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  193  | 2023-08-02 23:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  194  | 2023-08-03 00:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  195  | 2023-08-03 00:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  196  | 2023-08-03 00:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  197  | 2023-08-03 00:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  198  | 2023-08-03 01:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  199  | 2023-08-03 01:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  200  | 2023-08-03 01:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  201  | 2023-08-03 01:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  202  | 2023-08-03 02:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  203  | 2023-08-03 02:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  204  | 2023-08-03 02:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  205  | 2023-08-03 02:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  206  | 2023-08-03 03:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  207  | 2023-08-03 03:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  208  | 2023-08-03 03:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  209  | 2023-08-03 03:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  210  | 2023-08-03 04:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  211  | 2023-08-03 04:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  212  | 2023-08-03 04:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  213  | 2023-08-03 04:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  214  | 2023-08-03 05:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  215  | 2023-08-03 05:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  216  | 2023-08-03 05:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  217  | 2023-08-03 05:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  218  | 2023-08-03 06:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  219  | 2023-08-03 06:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
|  220  | 2023-08-03 06:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  221  | 2023-08-03 06:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  222  | 2023-08-03 07:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  223  | 2023-08-03 07:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  224  | 2023-08-03 07:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  225  | 2023-08-03 07:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  226  | 2023-08-03 08:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  227  | 2023-08-03 08:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  228  | 2023-08-03 08:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  229  | 2023-08-03 08:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  230  | 2023-08-03 09:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  231  | 2023-08-03 09:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  232  | 2023-08-03 09:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  233  | 2023-08-03 09:45:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  234  | 2023-08-03 10:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  235  | 2023-08-03 10:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  251  | 2023-08-03 14:15:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  252  | 2023-08-03 14:30:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |    Day    |
|  662  | 2023-08-07 21:00:00 |     -999.0     |         nan         |    nan     |      nan      |     nan     |    nan     |    nan     |    nan     |    nan     |   Night   |
