Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,0,-13.21783
2023-07-01 01:00:00,0.05028465,0,0,0,0,-13.22112
2023-07-01 02:00:00,0,0,0,0,0,-13.20333
2023-07-01 03:00:00,0,0,0,0,0,-13.23483
2023-07-01 04:00:00,0,0,0,0,0,-13.28017
2023-07-01 05:00:00,3.116627,8.130833,8.415,8.081668,7.040833,40.28716
2023-07-01 06:00:00,387.3303,284.145,345.5659,415.8,438.7542,1448.476
2023-07-01 07:00:00,714.8666,1766.097,1789.818,1871.531,1729.381,7080.357
2023-07-01 08:00:00,859.8309,2525.341,2514.316,2520.933,2422.667,9891.47
2023-07-01 09:00:00,924.5041,2534.253,2534.16,2534.208,2534.252,10000.47
2023-07-01 10:00:00,956.2869,2541.506,2541.302,2541.409,2541.389,10000.02
2023-07-01 11:00:00,974.23,2545.751,2545.56,2545.728,2545.826,10000.13
2023-07-01 12:00:00,998.7629,2546.469,2546.422,2546.374,2546.406,10000.18
2023-07-01 13:00:00,1006,2549.082,2548.832,2548.971,2548.264,10000.3
2023-07-01 14:00:00,972.5059,2552.057,2549.096,2537.373,2531.95,9979.953
2023-07-01 15:00:00,960.7985,2548.182,2547.731,2548.208,2547.563,10000.8
2023-07-01 16:00:00,927.3481,2508.772,2525.3,2554.799,2551.335,9946.174
2023-07-01 17:00:00,901.2949,2551.759,2542.687,2547.272,2455.762,9918.204
2023-07-01 18:00:00,777.4639,2220.389,2185.781,2199.651,2045.785,8521.837
2023-07-01 19:00:00,459.7069,966.9199,962.2391,967.869,924.1898,3801.27
2023-07-01 20:00:00,22.21626,34.32416,34.26918,35.46916,34.07501,157.0838
2023-07-01 21:00:00,0.004617773,0,0,0,0,-13.08383
2023-07-01 22:00:00,0,0,0,0,0,-13.11034
2023-07-01 23:00:00,0,0,0,0,0,-13.09733
2023-07-02 00:00:00,0,0,0,0,0,-13.16233
2023-07-02 01:00:00,0,0,0,0,0,-13.11983
2023-07-02 02:00:00,0,0,0,0,0,-13.22683
2023-07-02 03:00:00,0,0,0,0,0,-13.279
2023-07-02 04:00:00,0,0,0,0,0,-13.06333
