Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Total Power","Schneider SmartGen CS1800 Inverter - 1.2, Total Power","Schneider SmartGen CS1800 Inverter - 2.1, Total Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-07-01 00:00:00,0,0.00374589,-0.009374319,-0.01565279,-7.671909
2023-07-01 01:00:00,0,-0.003911206,-0.0059894,0.01112277,-7.721184
2023-07-01 02:00:00,0,-0.000570562,-0.01555342,0.004382948,-7.779896
2023-07-01 03:00:00,0,-0.01084428,-0.006447433,0.007266811,-7.753055
2023-07-01 04:00:00,0,-0.01056398,-0.004480207,-0.005156443,-7.648287
2023-07-01 05:00:00,0.1830112,-0.01756001,-0.01961419,-9.4485e-06,-7.645448
2023-07-01 06:00:00,20.96534,34.20967,37.56488,0.006278322,67.26132
2023-07-01 07:00:00,119.5854,214.1284,216.7134,-0.001543609,426.8565
2023-07-01 08:00:00,238.4259,476.6567,489.6487,0.006069313,957.1698
2023-07-01 09:00:00,442.9018,772.2335,792.6202,0.004361818,1552.559
2023-07-01 10:00:00,697.7626,1225.012,1222.768,0.007123971,2415.003
2023-07-01 11:00:00,834.2333,1411.536,1448.319,-0.001305644,2815.07
2023-07-01 12:00:00,866.8198,1413.37,1501.093,-0.005026652,2848.167
2023-07-01 13:00:00,847.3925,1326.956,1367.494,-0.001858098,2653.106
2023-07-01 14:00:00,831.7631,1410.378,1438.613,-0.007329443,2792.011
2023-07-01 15:00:00,616.5577,1043.672,1074.466,-0.005543727,2094.913
2023-07-01 16:00:00,531.269,913.189,921.0532,0.008980225,1803.229
2023-07-01 17:00:00,284.6469,501.6158,509.098,0.002820422,991.4374
2023-07-01 18:00:00,163.2702,300.5806,306.1972,-0.01664325,599.4231
2023-07-01 19:00:00,43.13745,75.0304,76.76353,0.003285335,149.074
2023-07-01 20:00:00,1.057183,0.3407038,0.5215136,-0.003510956,-3.648598
2023-07-01 21:00:00,0,-0.01697914,-0.01774972,0.00287652,-7.450724
2023-07-01 22:00:00,0,-0.005833611,0.00637269,0.0004073848,-7.465907
2023-07-01 23:00:00,0,-0.01501878,0.009068492,0.007175038,-7.517679
2023-07-02 00:00:00,0,,0.0137987,0.008676536,-7.666942
2023-07-02 01:00:00,0,,0.001102089,0.004347166,-7.76906
2023-07-02 02:00:00,0,,-0.01554232,-0.0005202935,-7.692909
2023-07-02 03:00:00,0,,0.00619777,-0.003358882,-7.525999
2023-07-02 04:00:00,0,,-0.002821468,-0.01193344,-7.603019
2023-07-02 05:00:00,0.02536567,,0.001143758,0.005545869,-7.657445
2023-07-02 06:00:00,19.57612,,25.63041,-0.002532852,45.52586
2023-07-02 07:00:00,131.6033,,194.0234,-0.002483201,380.2058
2023-07-02 08:00:00,313.6751,,602.3911,0.0102819,1186.685
2023-07-02 09:00:00,347.3388,,647.9453,-0.008079336,1271.972
2023-07-02 10:00:00,521.8947,,986.553,0.01264952,1882.045
2023-07-02 11:00:00,734.5087,,1239.286,0.01081708,2492.24
2023-07-02 12:00:00,873.7648,,1494.981,0.005895767,2930.488
2023-07-02 13:00:00,908.9337,,1505.928,0.01055271,2946.388
2023-07-02 14:00:00,705.9164,,1210.299,0.001933826,2391.874
2023-07-02 15:00:00,626.2425,,1077.321,-0.006183596,2097.196
2023-07-02 16:00:00,342.4828,,589.6933,0.007862594,1155.918
2023-07-02 17:00:00,406.1721,,729.8385,-0.00172933,1428.997
2023-07-02 18:00:00,239.4374,,358.1967,-0.00974171,707.6542
2023-07-02 19:00:00,59.97697,,76.65923,-0.002550768,151.525
2023-07-02 20:00:00,1.692314,,4.502345,0.005923374,4.743563
2023-07-02 21:00:00,0,,-0.0005753587,0.01356455,-7.578873
2023-07-02 22:00:00,0,,-0.01671634,-0.0008203848,-7.710761
2023-07-02 23:00:00,0,,-0.001869658,-0.003775669,-7.732795
2023-07-03 00:00:00,0,,0.001018695,0.01525691,-7.794548
2023-07-03 01:00:00,0,,0.003113019,0.003120065,-7.859376
2023-07-03 02:00:00,0,,0.003612988,-0.0001463027,-7.911046
2023-07-03 03:00:00,0,,-0.0002572227,-0.005531411,-7.802651
2023-07-03 04:00:00,0,,0.000777337,-0.01294174,-7.808527
2023-07-03 05:00:00,0.4451675,,-0.001345956,-0.002468035,-7.780603
2023-07-03 06:00:00,24.49218,,43.84573,0.005635393,81.5571
2023-07-03 07:00:00,131.7168,,193.0636,0.01573317,379.6635
2023-07-03 08:00:00,267.3144,,500.0872,-0.001851503,991.2322
2023-07-03 09:00:00,518.8834,,918.091,0.009407023,1807.667
2023-07-03 10:00:00,634.1744,,1094.145,0.001080926,2144.928
2023-07-03 11:00:00,775.106,,1319.364,-0.002734326,2611.471
2023-07-03 12:00:00,645.7294,,1153.536,-0.008345951,2246.669
2023-07-03 13:00:00,922.416,,1515.663,-0.01332065,2968.833
2023-07-03 14:00:00,66.43759,,102.7225,0.001679205,192.1833
2023-07-03 15:00:00,,,,,
2023-07-03 16:00:00,,,,,
2023-07-03 17:00:00,,,,,
2023-07-03 18:00:00,,,,,
2023-07-03 19:00:00,,,,,
2023-07-03 20:00:00,,,,,
2023-07-03 21:00:00,0,-0.008162691,-0.01712367,0.0002819283,-7.679164
2023-07-03 22:00:00,0,0.0005646795,0.0001022203,-0.002910148,-7.740454
2023-07-03 23:00:00,0,-0.004988525,-0.01122509,-0.01026867,-7.794762
2023-07-04 00:00:00,0,0.01228118,0.01392878,-0.001676826,-7.792745
2023-07-04 01:00:00,0,-0.009355181,0.008495611,0.01204559,-7.847787
2023-07-04 02:00:00,0,0.004398505,-0.003259019,-0.002042032,-7.806259
2023-07-04 03:00:00,0,-0.009984667,0.01298566,0.0009967922,-7.588942
2023-07-04 04:00:00,0,-0.01521643,-0.003724081,0.004565507,-7.524169
2023-07-04 05:00:00,0.3108168,-0.007117094,0.002678072,-0.008053315,-7.504031
2023-07-04 06:00:00,22.55631,37.41508,3.860938,0.007681567,34.85729
2023-07-04 07:00:00,114.6692,205.1358,204.966,-0.008403004,403.0167
2023-07-04 08:00:00,263.6112,473.8076,483.5082,0.0108315,949.9395
2023-07-04 09:00:00,547.1827,954.1313,967.6083,0.001326869,1903.199
2023-07-04 10:00:00,754.1325,1304.324,1323.95,0.003901625,2594.217
2023-07-04 11:00:00,875.5805,1497.456,1499.445,0.0088007,2946.24
2023-07-04 12:00:00,809.9194,1335.481,1358.865,0.006882616,2655.086
2023-07-04 13:00:00,886.0182,1427.302,1505.365,-0.002474753,2905.56
2023-07-04 14:00:00,864.0148,1380.32,1396.913,-0.0002753343,2759.863
2023-07-04 15:00:00,726.5054,1294.355,1233.795,-0.009816313,2464.286
2023-07-04 16:00:00,568.5532,978.9361,976.4966,-0.007296097,1923.323
2023-07-04 17:00:00,396.9562,662.8011,667.1677,-0.008973944,1309.776
2023-07-04 18:00:00,180.2041,267.5455,268.125,-0.002648704,520.4877
2023-07-04 19:00:00,56.25583,75.84069,75.50319,-0.005828979,145.9209
2023-07-04 20:00:00,1.409582,5.174094,4.334575,0.007277049,4.332185
2023-07-04 21:00:00,0,-0.0008661865,-0.006513699,0.008730371,-7.601759
2023-07-04 22:00:00,0,0.00696151,-0.003732619,0.002696452,-7.7375
2023-07-04 23:00:00,0,-0.01704644,-0.007391284,-0.01777965,-7.773759
2023-07-05 00:00:00,0,-0.0170964,-0.005027351,0.001796187,-7.686065
2023-07-05 01:00:00,0,-0.001668613,-0.00868865,0.01274739,-7.651862
2023-07-05 02:00:00,0,0.01043173,0.01035526,0.004092111,-7.727042
2023-07-05 03:00:00,0,-0.01833633,-0.003254526,-0.0005395652,-7.810477
2023-07-05 04:00:00,0,-0.02846632,-0.007700894,0.000852033,-7.795426
2023-07-05 05:00:00,0.05631221,-0.01005055,0.005474412,-0.004642434,-7.718233
2023-07-05 06:00:00,19.75557,30.89814,31.9286,-0.007899111,60.41648
2023-07-05 07:00:00,126.5255,205.6346,212.1236,-0.01223398,414.6604
2023-07-05 08:00:00,267.2234,539.6652,549.9274,-0.0013253,1084.363
2023-07-05 09:00:00,474.8664,852.2795,848.8899,0.01027869,1681.875
2023-07-05 10:00:00,652.5698,1142.089,1160.799,-0.004407994,2272.324
2023-07-05 11:00:00,801.5632,1341.24,1393.572,0.006461849,2720.275
2023-07-05 12:00:00,736.4307,1271.311,1281.872,-0.0006276035,2520.594
