Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,0,0,0,-7.983518
2023-07-01 01:00:00,0,0,0,0,0,0,0,-8.029334
2023-07-01 02:00:00,0,0,0,0,0,0,0,-7.966611
2023-07-01 03:00:00,0,0,0,0,0,0,0,-8.044682
2023-07-01 04:00:00,0,0,0,0,0,0,0,-8.154162
2023-07-01 05:00:00,0,0,0,0,0,0,0,-8.157538
2023-07-01 06:00:00,10.74855,8.114505,8.456993,2.432761,7.472947,2.343617,8.873023,30.03607
2023-07-01 07:00:00,71.44382,69.34376,69.31057,68.98814,64.7501,67.38724,72.85881,410.6497
2023-07-01 08:00:00,181.7433,174.0108,172.4017,169.5925,157.294,163.4471,173.5748,1015.635
2023-07-01 09:00:00,487.2127,456.8987,454.0493,454.2102,432.1002,444.1027,475.2234,2717.623
2023-07-01 10:00:00,476.7614,444.7967,442.307,441.7381,421.8367,430.0997,452.4634,2643.448
2023-07-01 11:00:00,475.7825,438.0048,441.0131,436.6416,413.4514,425.9792,445.5875,2595.049
2023-07-01 12:00:00,956.076,788.6285,814.4948,776.8192,770.7893,779.5499,788.7913,4691.693
2023-07-01 13:00:00,783.6459,692.4588,623.7032,685.2151,682.522,690.2519,681.9687,4030.923
2023-07-01 14:00:00,826.1168,681.5295,677.8207,730.4567,696.2258,705.4158,678.3766,4165.973
2023-07-01 15:00:00,764.8201,654.228,677.3778,663.4471,646.7038,656.7595,689.8068,3972.135
2023-07-01 16:00:00,653.8088,551.0806,578.4619,567.1883,533.9969,554.3992,560.782,3334.549
2023-07-01 17:00:00,441.1865,363.5935,387.1685,386.5879,365.1426,386.2317,387.7386,2279.319
2023-07-01 18:00:00,184.6482,146.4187,154.1963,158.5797,153.9844,161.2531,160.5433,934.0034
2023-07-01 19:00:00,50.95695,45.64163,46.17435,47.31002,45.43927,47.38298,48.13729,274.7552
2023-07-01 20:00:00,2.334432,2.119998,1.870809,2.186082,1.994186,2.125447,2.14538,4.552315
2023-07-01 21:00:00,0,0,0,0,0,0,0,-7.92588
2023-07-01 22:00:00,0,0,0,0,0,0,0,-7.88761
2023-07-01 23:00:00,0,0,0,0,0,0,0,-8.010861
2023-07-02 00:00:00,0,0,0,0,0,0,0,-7.94412
2023-07-02 01:00:00,0,0,0,0,0,0,0,-8.037138
2023-07-02 02:00:00,0,0,0,0,0,0,0,-7.94179
2023-07-02 03:00:00,0,0,0,0,0,0,0,-8.019244
2023-07-02 04:00:00,0,0,0,0,0,0,0,-8.113552
2023-07-02 05:00:00,0,0,0,0,0,0,0,-8.136786
2023-07-02 06:00:00,11.53215,9.481052,11.30794,6.828493,9.195689,9.124623,11.89286,49.91203
2023-07-02 07:00:00,64.06165,60.71733,60.97588,60.55725,57.06454,59.21841,64.1046,359.0926
2023-07-02 08:00:00,151.789,147.0499,147.4274,150.61,141.205,147.42,157.5194,890.3185
2023-07-02 09:00:00,282.2646,271.0915,270.2353,275.1746,259.2191,269.717,290.5256,1647.24
2023-07-02 10:00:00,403.3213,374.3653,373.4058,372.6266,344.8445,360.6349,387.4978,2229.636
2023-07-02 11:00:00,829.2035,694.5406,720.5363,696.5036,652.6578,701.1203,692.0107,4124.937
2023-07-02 12:00:00,951.4528,815.6245,821.8876,808.7153,759.8939,796.0842,829.1869,4800.304
2023-07-02 13:00:00,970.5684,820.8389,828.3217,811.616,765.2651,800.829,828.6324,4814.849
2023-07-02 14:00:00,924.0219,791.3975,800.001,762.194,706.7217,739.2172,789.2343,4569.02
2023-07-02 15:00:00,811.4929,689.1656,726.1929,719.5792,634.9328,727.8149,698.0908,4180.683
2023-07-02 16:00:00,611.3099,517.4649,560.9293,533.265,490.1345,526.176,552.1641,3155.858
2023-07-02 17:00:00,343.8665,290.6472,292.9831,315.1245,277.8157,307.4898,297.4387,1780.205
2023-07-02 18:00:00,224.1638,193.2428,201.502,200.9247,189.6804,199.9483,211.3375,1204.264
2023-07-02 19:00:00,81.18201,62.87994,65.27626,66.69608,64.25976,67.08374,70.66341,391.8121
2023-07-02 20:00:00,2.851285,2.528773,2.549551,2.086035,2.51936,2.592245,2.851305,7.022154
2023-07-02 21:00:00,0,0,0,0,0,0,0,-7.873237
2023-07-02 22:00:00,0,0,0,0,0,0,0,-7.911431
2023-07-02 23:00:00,0,0,0,0,0,0,0,-7.937682
2023-07-03 00:00:00,0,0,0,0,0,0,0,-7.990007
2023-07-03 01:00:00,0,0,0,0,0,0,0,-7.952633
2023-07-03 02:00:00,0,0,0,0,0,0,0,-8.011224
