Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,0,0,-13.42521
2023-07-01 01:00:00,0,0,0,0,0,0,-13.55508
2023-07-01 02:00:00,0,0,0,0,0,0,-13.49615
2023-07-01 03:00:00,0,0,0,0,0,0,-13.49793
2023-07-01 04:00:00,0,0,0,0,0,0,-13.52211
2023-07-01 05:00:00,0,0,-0.05555555,0,0,0,-18.83078
2023-07-01 06:00:00,25.24342,30.62736,29.94291,30.75695,29.85667,28.49569,124.3495
2023-07-01 07:00:00,74.6059,78.37376,79.76371,80.09885,79.22509,74.20763,367.951
2023-07-01 08:00:00,123.2973,125.3619,125.9238,127.295,122.7339,114.5904,593.5333
2023-07-01 09:00:00,245.1074,267.7321,272.0982,274.535,266.8435,245.4204,1314.037
2023-07-01 10:00:00,447.0156,471.5129,469.6836,481.0808,462.4437,440.1902,2309.422
2023-07-01 11:00:00,573.5753,596.873,591.1111,605.4741,583.8868,553.3514,2906.377
2023-07-01 12:00:00,787.9019,814.955,796.0779,852.4813,809.8578,776.8327,4042.359
2023-07-01 13:00:00,757.5912,729.0994,718.5545,740.4286,716.3027,683.7255,3571.988
2023-07-01 14:00:00,637.3422,659.4313,646.7019,661.4672,637.4155,608.0048,3188.886
2023-07-01 15:00:00,465.894,489.9333,487.0654,511.6554,479.9699,465.5042,2419.662
2023-07-01 16:00:00,456.1631,488.074,477.5108,492.6462,471.1935,450.6263,2364.728
2023-07-01 17:00:00,218.6351,228.4323,225.3212,231.5733,224.7495,213.6076,1097.055
2023-07-01 18:00:00,43.92901,37.32435,37.14736,37.73509,36.90891,34.81497,157.6162
2023-07-01 19:00:00,3.665583,0.5842292,0.586375,0.58335,1.444116,0.550411,-22.15973
2023-07-01 20:00:00,0,0,0,0,0,0,-23.02586
2023-07-01 21:00:00,0,0,0,0,0,0,-13.50058
2023-07-01 22:00:00,0,0,0,0,0,0,-13.48182
2023-07-01 23:00:00,0,0,0,0,0,0,-13.37314
2023-07-02 00:00:00,0,0,0,0,0,0,-13.42238
2023-07-02 01:00:00,0,0,0,0,0,0,-13.4825
2023-07-02 02:00:00,0,0,0,0,0,0,-13.54038
2023-07-02 03:00:00,0,0,0,0,0,0,-13.59647
