"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,-9.599999
2023-07-01 01:00:00,0,0,0,0,-9.599999
2023-07-01 02:00:00,0,0,0,0,-9.599999
2023-07-01 03:00:00,0,0,0,0,-9.599999
2023-07-01 04:00:00,0,0,0,0,-9.599999
2023-07-01 05:00:00,0,0,0,0,-9.599999
2023-07-01 06:00:00,12.06738,10.71276,11.12362,11.24329,23.98194
2023-07-01 07:00:00,71.27306,111.5244,114.3073,113.0102,331.7817
2023-07-01 08:00:00,281.6496,483.7978,489.0764,479.2407,1446.91
2023-07-01 09:00:00,358.4579,615.35,624.465,613.8704,1842.056
2023-07-01 10:00:00,630.5499,1046.636,1057.714,1042.773,3131.347
2023-07-01 11:00:00,853.4166,1323.952,1334.199,1321.439,3949.819
2023-07-01 12:00:00,597.6507,1028.518,1033.503,990.9604,3039.134
2023-07-01 13:00:00,913.7307,1260.024,1330.245,1298.295,3852.787
2023-07-01 14:00:00,913.4733,1214.248,1295.394,1315.901,3776.86
2023-07-01 15:00:00,734.9328,1041.201,1092.816,1118.846,3210.126
2023-07-01 16:00:00,632.9197,945.4193,960.0281,948.4778,2825.465
2023-07-01 17:00:00,253.349,399.0229,408.9294,402.047,1196.694
2023-07-01 18:00:00,182.4596,281.561,292.9553,290.7402,852.9341
2023-07-01 19:00:00,20.06197,28.74246,29.94188,29.93447,96.85895
2023-07-01 20:00:00,6.761372,10.50963,10.79413,10.74421,35.58342
2023-07-01 21:00:00,0,0,0,0,-9.599999
2023-07-01 22:00:00,0,0,0,0,-9.599999
2023-07-01 23:00:00,0,0,0,0,-9.599999
2023-07-02 00:00:00,0,0,0,0,-9.599999
2023-07-02 01:00:00,0,0,0,0,-9.599999
2023-07-02 02:00:00,0,0,0,0,-9.599999
2023-07-02 03:00:00,0,0,0,0,-9.599999
2023-07-02 04:00:00,0,0,0,0,-9.599999
2023-07-02 05:00:00,0,0,0,0,-9.599999
2023-07-02 06:00:00,10.2459,7.021667,7.268397,7.32612,12.21054
2023-07-02 07:00:00,96.46279,162.8224,166.6769,159.3825,486.5609
2023-07-02 08:00:00,204.2689,357.1721,362.2252,354.233,1062.411
2023-07-02 09:00:00,448.4498,735.0157,752.6094,765.5685,2249.262
2023-07-02 10:00:00,602.9964,997.9927,1007.593,991.798,2983.643
2023-07-02 11:00:00,863.1925,1346.202,1363.139,1352.941,4032.449
2023-07-02 12:00:00,842.6151,1319.435,1331.776,1312.6,3921.797
2023-07-02 13:00:00,966.5404,1451.968,1475.93,1474.421,4365.484
2023-07-02 14:00:00,939.9338,1379.177,1397.157,1388.109,4123.771
2023-07-02 15:00:00,768.8469,1168.602,1187.688,1184.033,3502.155
2023-07-02 16:00:00,543.7889,840.4455,858.4667,852.7515,2532.122
2023-07-02 17:00:00,436.4995,682.7623,699.4801,690.3071,2055.557
2023-07-02 18:00:00,248.7756,337.5849,349.3858,345.5605,1019.897
2023-07-02 19:00:00,69.64783,78.31567,82.46857,81.7633,233.63
2023-07-02 20:00:00,3.877505,3.318857,5.211448,3.38358,22.33981
2023-07-02 21:00:00,0,0,0,0,-9.599999
2023-07-02 22:00:00,0,0,0,0,-9.599999
2023-07-02 23:00:00,0,0,0,0,-9.599999
2023-07-03 00:00:00,0,0,0,0,-9.599999
2023-07-03 01:00:00,0,0,0,0,-9.599999
2023-07-03 02:00:00,0,0,0,0,-9.455972
2023-07-03 03:00:00,0,0,0,0,-9.523693
2023-07-03 04:00:00,0,0,0,0,-9.599999
2023-07-03 05:00:00,0,0,0,0,-9.599999
2023-07-03 06:00:00,12.86484,18.729,19.33824,19.1538,48.19811
2023-07-03 07:00:00,92.6816,169.2624,173.9332,171.1814,508.5974
2023-07-03 08:00:00,137.2547,253.5488,261.8022,258.5983,768.9992
2023-07-03 09:00:00,375.6241,649.9084,662.6544,658.8902,1974.184
2023-07-03 10:00:00,707.9011,1163.96,1175.679,1160.848,3480.996
2023-07-03 11:00:00,886.9713,1384.771,1406.175,1400.705,4163.616
2023-07-03 12:00:00,836.5634,1317.454,1325.221,1322.985,3884.5
2023-07-03 13:00:00,797.6166,1252.142,1274.675,1256.197,3740.023
2023-07-03 14:00:00,696.5906,1101.211,1115.667,1098.96,3274.783
2023-07-03 15:00:00,701.6309,1099.547,1119.008,1112.769,3294.528
2023-07-03 16:00:00,262.5422,417.7003,429.5732,421.848,1248.642
2023-07-03 17:00:00,86.70403,156.914,162.8422,160.9684,471.338
2023-07-03 18:00:00,172.2534,258.3625,268.4026,264.3296,775.9314
