NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0.2069445,0,0,0,0,-1.591571
2023-07-01 01:00:00,0.3118055,0,0,0,0,-1.557083
2023-07-01 02:00:00,0.3338889,0,0,0,0,-1.563333
2023-07-01 03:00:00,0,0,0,0,0,-3.110852
2023-07-01 04:00:00,0.1266555,0,0,0,0,-3.052562
2023-07-01 05:00:00,1.111111e-05,0,0,0,0,1.91598
2023-07-01 06:00:00,12.92554,4.523802,4.223621,4.078904,3.567777,5.445265
2023-07-01 07:00:00,60.69844,29.51772,28.6293,28.43994,25.51734,57.35413
2023-07-01 08:00:00,168.8245,84.79418,81.62645,81.63316,72.18589,161.2854
2023-07-01 09:00:00,425.4118,209.5188,196.9476,202.8265,179.7793,398.2633
2023-07-01 10:00:00,659.9236,322.7218,303.2982,312.7102,279.6394,586.1516
2023-07-01 11:00:00,764.3729,379.553,355.2602,362.8415,326.9963,802.6409
2023-07-01 12:00:00,804.5825,386.5753,363.8352,375.8214,338.3982,872.6133
2023-07-01 13:00:00,767.1742,377.2198,356.4087,355.7939,314.5871,525.822
2023-07-01 14:00:00,686.6776,334.3633,313.8975,326.2344,285.261,488.1728
2023-07-01 15:00:00,593.0959,282.7083,264.2625,267.8213,236.1083,431.0547
2023-07-01 16:00:00,647.9891,319.4211,304.593,309.8308,273.0605,495.6837
2023-07-01 17:00:00,330.6892,164.3391,161.1371,163.453,141.7094,245.139
2023-07-01 18:00:00,218.9193,99.53556,97.65313,94.87415,82.66458,158.6246
2023-07-01 19:00:00,93.37379,40.58028,39.81791,38.53736,34.0631,95.45769
2023-07-01 20:00:00,6.866718,1.472046,1.343868,1.230206,1.126784,1.094954
2023-07-01 21:00:00,0,0,0,0,0,-1.574083
2023-07-01 22:00:00,0,0,0,0,0,-1.60235
2023-07-01 23:00:00,0,0,0,0,0,-1.547096
2023-07-02 00:00:00,0,0,0,0,0,-1.645417
2023-07-02 01:00:00,0,0,0,0,0,-1.741643
2023-07-02 02:00:00,0,0,0,0,0,3.218666
2023-07-02 03:00:00,0,0,0,0,0,3.822755
2023-07-02 04:00:00,0.3353471,0,0,0,0,2.654022
2023-07-02 05:00:00,0,0,0,0,0,4.098128
2023-07-02 06:00:00,10.58806,3.686822,3.331213,3.237453,2.859751,6.602716
2023-07-02 07:00:00,110.8118,42.25104,40.8404,40.71838,35.23375,67.26643
2023-07-02 08:00:00,278.0319,122.0578,118.4856,119.3015,105.2662,202.6454
2023-07-02 09:00:00,490.5699,240.0314,226.5193,233.11,205.928,385.8611
2023-07-02 10:00:00,659.1002,328.1129,308.8057,318.5222,283.3732,747.2737
2023-07-02 11:00:00,805.9596,395.2036,369.1408,382.7643,341.5895,880.2957
2023-07-02 12:00:00,829.1136,416.7235,390.7137,403.098,360.6845,1051.901
2023-07-02 13:00:00,669.9521,325.8855,307.225,318.2253,284.2142,856.8148
2023-07-02 14:00:00,727.9507,369.5241,343.7091,355.9699,311.7324,540.5972
2023-07-02 15:00:00,753.7854,378.1519,353.3147,364.1388,325.9967,591.4037
2023-07-02 16:00:00,546.6376,278.9337,264.666,265.2452,238.099,451.9632
2023-07-02 17:00:00,395.6324,202.6725,195.7872,192.6392,169.9395,308.8715
2023-07-02 18:00:00,201.1451,93.67578,93.18145,88.74122,77.89243,182.5707
2023-07-02 19:00:00,64.8304,24.15129,23.76387,22.62954,20.04466,44.82175
2023-07-02 20:00:00,7.680706,1.265421,1.129439,1.163294,0.8116856,-0.2091306
2023-07-02 21:00:00,1.481481e-06,0,0,0,0,-3.480264
2023-07-02 22:00:00,0,0,0,0,0,-3.478691
2023-07-02 23:00:00,0,0,0,0,0,-1.597075
2023-07-03 00:00:00,0.6038195,0,0,0,0,-1.59437
2023-07-03 01:00:00,0,0,0,0,0,-1.561256
