Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2023-07-01 00:00:00,0,0,0,-5.025972
2023-07-01 01:00:00,0,0,0,-5.013945
2023-07-01 02:00:00,0,0,0,-5.066844
2023-07-01 03:00:00,0.04747222,0,0,-5.03073
2023-07-01 04:00:00,0.04456944,0,0,-5.033739
2023-07-01 05:00:00,0.01220833,0,0,-6.954303
2023-07-01 06:00:00,30.09461,23.44247,29.63006,43.4689
2023-07-01 07:00:00,99.79245,71.34566,90.74005,153.4004
2023-07-01 08:00:00,253.5224,185.5593,234.0329,412.9637
2023-07-01 09:00:00,376.0956,279.314,349.4192,621.8521
2023-07-01 10:00:00,456.6304,331.1801,419.1555,742.6957
2023-07-01 11:00:00,520.197,374.2975,467.4028,835.1216
2023-07-01 12:00:00,859.0527,589.6918,738.9976,1323.405
2023-07-01 13:00:00,826.8956,544.0741,692.8873,1221.975
2023-07-01 14:00:00,755.3405,521.009,645.5905,1159.384
2023-07-01 15:00:00,640.5324,440.0236,532.0402,969.7768
2023-07-01 16:00:00,338.6082,238.3568,299.4914,531.4281
2023-07-01 17:00:00,329.5557,229.4469,287.981,507.2581
2023-07-01 18:00:00,96.01065,63.52488,80.24934,134.6004
2023-07-01 19:00:00,27.64384,15.62613,19.71234,25.75341
2023-07-01 20:00:00,2.107472,0.2602777,0.3458455,-8.21424
2023-07-01 21:00:00,0.02266667,0,0,-5.083552
2023-07-01 22:00:00,0.01743056,0,0,-5.130621
2023-07-01 23:00:00,0.02222222,0,0,-5.032273
2023-07-02 00:00:00,0,0,0,-5.072731
2023-07-02 01:00:00,0.01955556,0,0,-4.925271
2023-07-02 02:00:00,0.01911111,0,0,-4.888772
2023-07-02 03:00:00,0,0,0,-4.917437
2023-07-02 04:00:00,0,0,0,-4.913817
2023-07-02 05:00:00,0.03644444,0,0,-6.776545
2023-07-02 06:00:00,19.7186,16.05495,20.54963,26.93719
2023-07-02 07:00:00,88.82889,65.04585,81.81341,138.001
2023-07-02 08:00:00,269.516,202.9057,255.3691,451.9101
2023-07-02 09:00:00,418.5587,316.2632,394.5134,702.9779
2023-07-02 10:00:00,553.6216,409.6434,503.6771,907.9879
2023-07-02 11:00:00,742.2465,530.3596,665.127,1192.479
2023-07-02 12:00:00,846.3746,601.3228,742.806,1341.437
2023-07-02 13:00:00,823.3775,573.014,721.1144,1287.526
2023-07-02 14:00:00,614.4083,448.8269,563.3796,1033.521
2023-07-02 15:00:00,427.7128,303.1135,356.4878,687.3657
2023-07-02 16:00:00,38.98486,22.27355,28.37943,40.35292
2023-07-02 17:00:00,185.9967,148.0967,185.6649,325.7887
2023-07-02 18:00:00,217.5621,137.1461,172.0748,300.828
2023-07-02 19:00:00,63.92259,31.41439,39.79355,61.66574
2023-07-02 20:00:00,4.232002,1.089828,1.428998,-7.057932
2023-07-02 21:00:00,0,0,0,-5.159959
2023-07-02 22:00:00,0,0,0,-5.097642
2023-07-02 23:00:00,0.02334722,0,0,-5.069542
2023-07-03 00:00:00,0.02541666,0,0,-5.126726
2023-07-03 01:00:00,0,0,0,-5.117814
2023-07-03 02:00:00,0,0,0,-5.074841
2023-07-03 03:00:00,0.03458333,0,0,-5.032519
2023-07-03 04:00:00,0.01163889,0,0,-5.005137
2023-07-03 05:00:00,0,0,0,-6.863892
2023-07-03 06:00:00,18.43324,14.07451,18.7827,23.01043
2023-07-03 07:00:00,88.54297,64.50645,81.55627,137.6591
2023-07-03 08:00:00,241.2836,173.5864,216.1853,384.1955
2023-07-03 09:00:00,466.7574,350.3739,438.8164,783.4579
2023-07-03 10:00:00,637.5564,463.0659,578.4964,1036.23
2023-07-03 11:00:00,768.6342,538.4384,672.0706,1206.855
2023-07-03 12:00:00,763.248,539.5054,638.0951,1193.4
2023-07-03 13:00:00,711.9409,473.786,618.4929,1087.053
2023-07-03 14:00:00,203.3254,144.3191,181.9782,318.7176
2023-07-03 15:00:00,152.7029,123.3833,154.4122,275.6151
2023-07-03 16:00:00,107.936,95.16526,122.1872,208.543
2023-07-03 17:00:00,360.5037,277.3304,340.6042,611.1002
2023-07-03 18:00:00,218.3857,114.4464,143.3692,249.1604
2023-07-03 19:00:00,47.39774,23.08028,28.95368,42.46846
2023-07-03 20:00:00,5.95865,2.493333,3.608194,-3.377653
2023-07-03 21:00:00,0,0,0,-5.177063
2023-07-03 22:00:00,0.01747222,0,0,-5.057644
2023-07-03 23:00:00,0.01668056,0,0,-5.050096
2023-07-04 00:00:00,4.8916e-05,0,0,-5.002651
2023-07-04 01:00:00,0.008964973,0,0,-5.025865
2023-07-04 02:00:00,0.0004119007,0,0,-5.029634
2023-07-04 03:00:00,0.01526865,0,0,-5.040837
2023-07-04 04:00:00,0.01445833,0,0,-5.046241
2023-07-04 05:00:00,0.02266667,0,0,-6.694486
2023-07-04 06:00:00,12.14736,10.22253,13.12314,13.8359
2023-07-04 07:00:00,90.3539,62.43213,79.24085,133.5447
2023-07-04 08:00:00,243.7966,182.4453,228.3637,404.4794
2023-07-04 09:00:00,455.0327,346.493,425.8702,771.935
2023-07-04 10:00:00,591.5913,382.1319,510.5753,852.7301
2023-07-04 11:00:00,711.5765,477.898,590.0455,1048.304
2023-07-04 12:00:00,899.5426,542.9487,680.0027,1201.987
2023-07-04 13:00:00,801.8713,510.7064,643.5323,1136.233
2023-07-04 14:00:00,860.4089,582.2798,727.6423,1307.702
