Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-07-01 00:00:00,-0.3401875,0,0,0,0,-13.74934
2023-07-01 01:00:00,-0.4458573,0,0,0,0,-13.66767
2023-07-01 02:00:00,-0.4588517,0,0,0,0,-13.78166
2023-07-01 03:00:00,-0.3218235,0,0,0,0,-13.73816
2023-07-01 04:00:00,-0.3797683,0,0,0,0,-13.75367
2023-07-01 05:00:00,3.349556,1.941667,1.55,1.675,1.393333,16.62917
2023-07-01 06:00:00,258.7662,358.7833,209.76,299.8016,268.765,1128.741
2023-07-01 07:00:00,697.3209,1368.152,1053.828,1245.277,1183.623,4829.548
2023-07-01 08:00:00,882.155,1926.092,1873.864,1896.638,1924.18,7568.996
2023-07-01 09:00:00,959.2755,2004.47,1949.858,1974.787,1999.947,7843.799
2023-07-01 10:00:00,1001.548,2031.813,1977.621,2003.198,2027.989,7931.937
2023-07-01 11:00:00,1005.285,1993.465,1933.205,1959.41,1982.45,7749.879
2023-07-01 12:00:00,1002.568,1961.937,1901.792,1934.842,1957.848,7635.738
2023-07-01 13:00:00,1001.003,1963.312,1911.357,1947.03,1965.265,7655.825
2023-07-01 14:00:00,1010.149,1981.088,1927.845,1965.525,1985.749,7730.731
2023-07-01 15:00:00,993.749,1977.085,1923.372,1960.813,1976.57,7707.38
2023-07-01 16:00:00,965.9481,1956.71,1902.968,1941.672,1956.947,7625.126
2023-07-01 17:00:00,844.8779,1804.641,1762.823,1800.778,1818.67,7050.482
2023-07-01 18:00:00,761.2712,1595.12,1565.16,1578.953,1604.492,6242.594
2023-07-01 19:00:00,398.725,736.7849,731.7484,736.4233,751.9134,2914.486
2023-07-01 20:00:00,32.00273,43.81833,44.33834,44.27168,45.18,188.35
2023-07-01 21:00:00,-0.3768976,0,0,0,0,-13.578
2023-07-01 22:00:00,-0.4662597,0,0,0,0,-13.70317
2023-07-01 23:00:00,-0.3443968,0,0,0,0,-13.662
2023-07-02 00:00:00,-0.3209263,0,0,0,0,-13.69883
2023-07-02 01:00:00,-0.4299226,0,0,0,0,-13.83933
2023-07-02 02:00:00,-0.4166363,0,0,0,0,-13.86749
2023-07-02 03:00:00,-0.3764719,0,0,0,0,-13.70417
2023-07-02 04:00:00,-0.4581192,0,0,0,0,-13.71667
2023-07-02 05:00:00,3.285497,2.628333,2.39,2.258333,1.513333,18.32851
2023-07-02 06:00:00,264.4945,360.8566,211.88,299.1884,269.675,1128.886
