Cotten Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,0,0,0,-8.501698
2023-07-01 01:00:00,0,0,0,0,0,0,0,-8.504839
2023-07-01 02:00:00,0,0,0,0,0,0,0,-8.556777
2023-07-01 03:00:00,0,0,0,0,0,0,0,-8.631393
2023-07-01 04:00:00,0,0,0,0,0,0,0,-8.68577
2023-07-01 05:00:00,0.1745613,0,0,0,0,0,0,-8.635541
2023-07-01 06:00:00,18.39189,17.55882,16.726,17.03827,16.96634,16.53606,18.876,97.1747
2023-07-01 07:00:00,83.83225,79.31664,76.01939,76.97019,76.69443,79.10808,80.02711,469.1364
2023-07-01 08:00:00,212.3188,202.1017,189.2321,193.3641,185.8607,202.0795,196.871,1178.344
2023-07-01 09:00:00,381.9889,364.0511,349.4527,347.3359,341.3992,386.3599,383.6596,2173.061
2023-07-01 10:00:00,496.9591,440.2755,446.0302,442.278,452.5154,483.8476,467.0077,2751.397
2023-07-01 11:00:00,721.4537,656.2925,654.0073,654.9131,633.3465,675.9362,666.8508,3931.144
2023-07-01 12:00:00,652.8925,577.8425,581.8179,578.9956,597.0315,652.8541,677.2224,3664.476
2023-07-01 13:00:00,657.1856,594.2866,580.6612,594.3279,616.2709,635.9918,613.8967,3635.03
2023-07-01 14:00:00,644.6021,549.4438,549.1748,539.8879,544.0093,566.8066,579.1041,3323.014
2023-07-01 15:00:00,798.2023,670.6223,652.0426,665.9421,662.6081,681.4109,676.9104,3989.713
2023-07-01 16:00:00,432.4721,361.9171,341.1582,333.4615,325.722,357.5491,358.1422,2095.597
2023-07-01 17:00:00,56.11179,59.1559,57.39794,57.14331,56.00747,60.16417,59.86134,345.7248
2023-07-01 18:00:00,0.1358621,0.09403577,0,0,0,0,0,-8.771959
2023-07-01 19:00:00,5.1674,1.314501,0.5384649,1.31682,0.01124083,1.095621,0.1994803,-4.051477
2023-07-01 20:00:00,1.710299,0.8331792,0.48166,0.7050267,0.4860925,0.7326288,0.5047002,-4.847765
2023-07-01 21:00:00,0,0,0,0,0,0,0,-8.836613
2023-07-01 22:00:00,0,0,0,0,0,0,0,-8.791429
2023-07-01 23:00:00,0,0,0,0,0,0,0,-8.717164
2023-07-02 00:00:00,0,0,0,0,0,0,0,-8.722852
2023-07-02 01:00:00,0,0,0,0,0,0,0,-8.755252
2023-07-02 02:00:00,0,0,0,0,0,0,0,-8.72043
2023-07-02 03:00:00,0,0,0,0,0,0,0,-8.698959
2023-07-02 04:00:00,0,0,0,0,0,0,0,-8.724977
2023-07-02 05:00:00,0,0,0,0,0,0,0,-8.724362
2023-07-02 06:00:00,14.33553,8.612001,10.34949,8.304996,10.42777,10.31175,11.79266,52.37207
2023-07-02 07:00:00,100.7155,91.34425,82.9986,86.77734,81.44267,90.44374,86.0424,520.3526
2023-07-02 08:00:00,246.3362,236.6182,223.7358,222.7273,211.0874,236.788,229.9344,1371.943
2023-07-02 09:00:00,451.472,440.6002,419.9295,420.0974,406.5557,441.7693,434.359,2588.736
2023-07-02 10:00:00,522.3842,468.0898,426.6132,444.599,436.5735,467.1181,464.6242,2738.995
2023-07-02 11:00:00,667.3259,607.1669,586.4154,593.1459,577.5752,606.7004,612.6298,3579.872
2023-07-02 12:00:00,899.7582,780.1881,777.1973,773.4224,773.4704,784.3809,769.606,4596.943
2023-07-02 13:00:00,979.246,801.7494,785.0972,822.3688,827.0101,832.9232,832.8834,4876.518
2023-07-02 14:00:00,933.6338,802.0309,776.5265,793.3798,752.0357,816.1718,817.0054,4734.219
2023-07-02 15:00:00,815.7795,687.6439,672.3537,683.2065,690.4667,708.8327,709.2933,4135.921
2023-07-02 16:00:00,642.9366,535.1161,525.4082,537.6248,545.8689,554.5546,553.8287,3257.996
2023-07-02 17:00:00,480.4219,392.8195,392.3488,398.2274,407.3488,411.7789,416.0208,2427.416
2023-07-02 18:00:00,220.3699,170.136,169.7163,176.7239,179.6956,179.7036,184.1284,1060.709
2023-07-02 19:00:00,60.72357,53.38364,52.14928,53.44348,53.3186,54.80612,55.00477,318.002
2023-07-02 20:00:00,3.679774,4.186731,3.732275,4.001136,3.995185,4.344235,4.148124,16.13172
2023-07-02 21:00:00,0,0,0,0,0,0,0,-8.954998
2023-07-02 22:00:00,0,0,0,0,0,0,0,-8.853002
2023-07-02 23:00:00,0,0,0,0,0,0,0,-8.739729
2023-07-03 00:00:00,0,0,0,0,0,0,0,-8.697456
2023-07-03 01:00:00,0,0,0,0,0,0,0,-8.768577
2023-07-03 02:00:00,0,0,0,0,0,0,0,-8.77943
2023-07-03 03:00:00,0,0,0,0,0,0,0,-8.725456
2023-07-03 04:00:00,0,0,0,0,0,0,0,-8.692071
2023-07-03 05:00:00,0,0,0,0,0,0,0,-8.649645
2023-07-03 06:00:00,17.09315,13.90363,13.1858,13.55018,13.23701,13.10703,15.72634,75.56759
2023-07-03 07:00:00,112.8435,107.5718,100.1557,103.2398,98.66418,107.0508,104.4449,624.0591
2023-07-03 08:00:00,271.8387,258.9114,240.9831,235.8861,229.8685,262.9366,250.5626,1520.149
2023-07-03 09:00:00,459.0721,441.6716,415.9461,422.2113,409.7678,443.4735,433.8222,2582.599
2023-07-03 10:00:00,606.4279,562.0587,538.4795,543.3335,534.0939,578.7058,564.4942,3315.954
2023-07-03 11:00:00,556.7114,519.0536,503.6928,501.3573,500.5492,524.0954,516.155,3049.043
2023-07-03 12:00:00,790.5237,668.874,653.3266,674.2037,675.2122,697.338,692.7713,4053.856
2023-07-03 13:00:00,599.7437,517.1855,500.2072,507.9607,498.7885,524.3774,521.8608,3056.419
2023-07-03 14:00:00,208.1981,203.1763,195.6602,198.1461,196.3927,205.5889,203.7893,1205.832
2023-07-03 15:00:00,601.4811,513.9823,497.3185,521.7004,514.6095,528.1337,545.2609,3126.547
2023-07-03 16:00:00,452.3734,396.3051,384.8468,399.1284,397.4993,406.4182,406.8663,2391.75
2023-07-03 17:00:00,439.2102,366.14,364.9484,373.9631,377.4247,382.4307,385.5409,2237.54
2023-07-03 18:00:00,142.366,121.518,122.2254,121.5925,123.3322,126.8579,129.1431,748.8292
2023-07-03 19:00:00,61.44412,55.08072,52.79898,54.6148,54.38667,56.21856,55.49672,325.2943
2023-07-03 20:00:00,7.368329,10.47657,9.878031,10.35171,10.25369,10.63365,10.37758,54.54308
2023-07-03 21:00:00,0,0,0,0,0,0,0,-8.977613
2023-07-03 22:00:00,0,0,0,0,0,0,0,-8.835895
2023-07-03 23:00:00,0,0,0,0,0,0,0,-8.720225
2023-07-04 00:00:00,0,0,0,0,0,0,0,-8.716055
2023-07-04 01:00:00,0,0,0,0,0,0,0,-8.755127
2023-07-04 02:00:00,0,0,0,0,0,0,0,-8.777009
2023-07-04 03:00:00,0,0,0,0,0,0,0,-8.78557
2023-07-04 04:00:00,0,0,0,0,0,0,0,-8.804422
2023-07-04 05:00:00,0.005691465,0,0,0,0,0,0,-8.676663
2023-07-04 06:00:00,13.3898,4.124975,5.451508,5.6595,5.551355,5.909587,5.65088,24.52061
2023-07-04 07:00:00,99.32258,86.10973,77.71535,80.68719,75.45414,86.61649,80.05775,488.8463
2023-07-04 08:00:00,294.2288,284.8464,260.8419,261.5103,249.4479,282.0432,265.6615,1631.632
2023-07-04 09:00:00,470.5248,448.351,418.5436,433.2599,419.9748,456.6051,449.1574,2640.583
2023-07-04 10:00:00,706.676,654.5551,620.0466,631.6798,618.3149,658.4169,653.3152,3832.213
2023-07-04 11:00:00,866.6743,766.645,724.1196,753.0571,733.686,769.8326,759.0603,4484.382
2023-07-04 12:00:00,925.4838,788.9615,772.8229,780.9442,776.7958,793.3121,796.0074,4673.73
2023-07-04 13:00:00,882.7429,749.2582,738.2272,738.8113,740.6573,749.9897,749.5317,4441.31
2023-07-04 14:00:00,709.6849,637.2221,620.2128,634.2381,638.1765,621.5567,610.5065,3763.515
2023-07-04 15:00:00,761.5286,646.9714,631.0488,639.4988,648.5653,665.9254,665.7358,3904.327
2023-07-04 16:00:00,581.6851,481.9532,492.6971,497.5329,530.8826,532.1172,495.1103,3047.713
2023-07-04 17:00:00,452.7824,383.3094,391.4863,393.2104,403.9005,421.3197,435.0864,2408.676
2023-07-04 18:00:00,264.8414,192.9597,198.1505,198.8467,207.1126,206.452,211.4219,1226.953
2023-07-04 19:00:00,52.74118,42.4171,40.95074,42.5843,42.24269,43.31831,43.15443,249.6223
2023-07-04 20:00:00,2.552183,4.410696,3.806012,4.148131,4.05614,4.390915,3.879569,16.57258
2023-07-04 21:00:00,0,0,0,0,0,0,0,-8.860469
2023-07-04 22:00:00,0,0,0,0,0,0,0,-8.738156
2023-07-04 23:00:00,0,0,0,0,0,0,0,-8.749653
2023-07-05 00:00:00,0,0,0,0,0,0,0,-8.705865
2023-07-05 01:00:00,0,0,0,0,0,0,0,-8.655757
2023-07-05 02:00:00,0,0,0,0,0,0,0,-8.633784
2023-07-05 03:00:00,0,0,0,0,0,0,0,-8.646669
2023-07-05 04:00:00,0,0,0,0,0,0,0,-8.647926
2023-07-05 05:00:00,0,0,0,0,0,0,0,-8.804797
2023-07-05 06:00:00,12.06574,0.008105023,0.005916288,0.02552055,0.02190048,0.01954765,0.01469534,-8.7569
2023-07-05 07:00:00,82.51135,75.9761,72.07802,73.5845,72.00462,77.13786,75.68991,445.4918
2023-07-05 08:00:00,237.022,227.0298,209.2578,214.3991,204.6315,227.816,220.0197,1320.901
2023-07-05 09:00:00,374.8174,364.6352,346.8569,347.2336,340.787,364.9005,361.0554,2148.896
2023-07-05 10:00:00,606.3016,560.5304,523.0897,555.8599,519.8261,549.0492,553.4786,3268.57
2023-07-05 11:00:00,754.0291,657.1942,622.0467,639.4896,627.4162,650.7606,645.2522,3824.108
2023-07-05 12:00:00,814.0012,685.534,652.6398,673.3469,662.7557,687.9356,684.2607,4038.884
2023-07-05 13:00:00,739.3411,627.6321,606.3787,615.3726,564.6046,574.9372,583.4076,3571.611
2023-07-05 14:00:00,559.9092,498.7953,473.3543,494.8166,488.6829,487.874,482.6833,2905.057
2023-07-05 15:00:00,390.7726,363.0476,348.0896,361.7891,366.8042,374.9989,369.2872,2189.242
2023-07-05 16:00:00,562.7897,500.584,485.6853,500.1104,502.3098,514.048,511.6461,3019.565
2023-07-05 17:00:00,411.4947,351.2485,348.2072,352.0674,360.425,363.7845,362.1112,2166.137
2023-07-05 18:00:00,92.50652,86.33741,83.26717,84.45237,84.366,87.86127,86.83023,512.2693
2023-07-05 19:00:00,45.77139,42.55397,41.05864,41.69964,41.3707,43.29155,42.98098,248.9841
2023-07-05 20:00:00,4.200871,6.939881,6.605451,6.7464,6.545653,7.006521,6.883397,33.01381
2023-07-05 21:00:00,0,0,0,0,0,0,0,-8.865417
2023-07-05 22:00:00,0,0,0,0,0,0,0,-8.848607
2023-07-05 23:00:00,0,0,0,0,0,0,0,-8.825922
2023-07-06 00:00:00,0,0,0,0,0,0,0,-8.786871
2023-07-06 01:00:00,0,0,0,0,0,0,0,-8.814042
2023-07-06 02:00:00,0,0,0,0,0,0,0,-8.717315
2023-07-06 03:00:00,0,0,0,0,0,0,0,-8.757883
2023-07-06 04:00:00,0,0,0,0,0,0,0,-8.70125
2023-07-06 05:00:00,0,0,0,0,0,0,0,-8.636087
