S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-07-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.2268
2023-07-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.2246
2023-07-01 02:00:00,0.00876389,0,0,0,0,0,0,0,0,0,0,-10.27215
2023-07-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.31668
2023-07-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.34089
2023-07-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.46482
2023-07-01 06:00:00,8.150189,2.871944,1.965813,2.962302,2.937982,1.752301,2.633487,1.308447,1.987793,2.607929,2.380759,13.85281
2023-07-01 07:00:00,58.06342,28.76557,24.92554,28.51575,30.38341,25.21943,29.45807,29.45331,25.11712,29.6777,29.94015,264.2383
2023-07-01 08:00:00,116.1243,59.63034,51.50908,59.17278,62.33515,51.7662,59.83026,60.91602,51.31589,60.20322,61.5755,557.0452
2023-07-01 09:00:00,370.8329,188.9084,164.7983,191.1592,196.7856,162.901,188.2554,192.1782,162.7984,184.3144,190.6525,1768.212
2023-07-01 10:00:00,643.1902,308.3279,273.3083,314.4397,321.6568,268.6209,310.5879,314.8225,268.6062,258.2228,314.6974,2850.092
2023-07-01 11:00:00,751.8098,347.645,310.9874,356.3065,362.2491,304.6881,351.1993,354.9366,303.2315,342.1419,354.6078,3255.087
2023-07-01 12:00:00,854.5607,379.9983,344.0486,394.111,400.8782,337.8506,387.5276,392.2629,332.6353,377.3953,392.8269,3593.552
2023-07-01 13:00:00,605.8182,296.0402,256.9422,316.9868,294.6105,253.2349,288.4457,287.6076,248.8362,302.2437,291.8708,2717.595
2023-07-01 14:00:00,611.2365,298.8702,249.2021,298.5427,296.6265,252.888,298.9784,299.995,253.5489,294.2405,309.9753,2729.953
2023-07-01 15:00:00,649.5607,311.2878,269.6141,311.2401,311.3592,266.1357,301.7838,305.5837,259.8132,288.3398,305.231,2823.818
2023-07-01 16:00:00,353.9383,175.7817,147.9588,182.4223,183.3233,147.8098,163.222,175.4731,146.9627,130.5425,171.9056,1555.823
2023-07-01 17:00:00,344.3722,171.2803,149.8557,170.4497,175.9014,149.0163,162.0282,172.869,146.479,169.4518,175.1323,1587.573
2023-07-01 18:00:00,174.1896,85.82329,76.87646,87.3546,91.76321,75.61582,78.99081,89.11366,73.6075,79.17465,88.50132,786.5285
2023-07-01 19:00:00,50.25871,24.30993,20.74002,23.98068,25.50267,20.96503,23.46173,22.37484,20.91006,23.94822,22.39466,210.5043
2023-07-01 20:00:00,4.096969,1.690778,1.399408,1.855266,1.788625,1.739,1.827392,0.533611,1.085999,1.812891,0.535102,2.24887
2023-07-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-11.19052
2023-07-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.22824
2023-07-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.20722
2023-07-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.25432
2023-07-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.21638
2023-07-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.27713
2023-07-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.23707
2023-07-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26858
2023-07-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.33204
2023-07-02 06:00:00,8.121731,2.06884,1.599856,2.407068,1.743385,1.842945,2.231082,0.9872082,1.193761,1.436942,2.103592,6.267127
2023-07-02 07:00:00,91.81882,41.37905,35.34409,38.75785,43.68113,35.83267,42.00461,41.12661,36.44474,43.03726,40.95576,380.6127
2023-07-02 08:00:00,242.8149,116.8124,101.0229,114.5636,123.8228,101.4368,118.4091,121.3181,103.1721,117.8431,120.2724,1093.806
2023-07-02 09:00:00,442.3253,219.9763,193.3509,222.2024,229.636,192.0726,222.7681,226.0876,192.7881,221.7112,227.5364,2080.717
2023-07-02 10:00:00,635.5108,308.9163,274.0114,314.675,321.7859,269.2342,311.4185,315.7512,269.6463,236.8289,315.6486,2832.738
2023-07-02 11:00:00,772.3785,363.8349,325.5929,372.3747,377.3073,318.5197,366.154,367.7947,315.535,358.562,371.9828,3394.2
