2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
0.9997346878305544,0.9998158643784837,0.999863356858405,0.9998909865066142,0.9999101535516364,0.9999284804234896,0.9999400784348149,0.9998539011392983,0.9998602837052041,0.9998583409684096,0.9993874974125939,0.9980358869149762
