2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
0.9616989058492954,0.9808539947143508,0.9739093688857762,0.9568095569065719,0.9585627144672145,0.9599529034152369,0.9668043055953356,0.9728201026509552,0.9730663221212122,0.9754332760749861,0.9771638807581522,0.9785049756840093
