2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
0.9976322871522092,0.9986690205179741,0.9989302975165952,0.9991781553958317,0.9993366048498594,0.9994549677733284,0.9995401755448042,0.9995663648266317,0.9996227728887467,0.9996534615162542,0.9996912200456385,0.9997165040388598
