2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
0.998847225381364,0.9991189248400784,0.9988642485361098,0.9985971620241446,0.998871690792585,0.9989205377556069,0.9980720035038211,0.9983838910066531,0.998597851171135,0.9975591116590786,0.9977858609547934,0.9979564786981019
