2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
1,1,0.9999946204017967,0.9999957920862698,0.9999967888697316,0.9999974942394335,0.9999981321332572,0.9999985627578214,0.9999988338614784,0.999999038535537,0.9999991492390077,0.9999992203600943
