2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01
0.9733164536694057,0.9824138223365692,0.9811541383492896,0.9820559791931942,0.9857016601991847,0.9875516709654519,0.986763816182345,0.9885501263349723,0.9902215742583502,0.9905829857832833,0.9915114901286682,0.9917735684374424
