2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
1,0.9989264216877922,0.9992115522407798,0.9992372873276348,0.9993091039252152,0.9947879732700512,0.9955970424264821,0.9903553534416647,0.978590588071241,0.9600414884690603,0.9646286781316228,0.968268358424448
