2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01
1,1,0.9982588074943732,0.981240721648323,0.986264764061456,0.9860451472929695,0.9885891928195228,0.9892161137963421,0.9878714834715523,0.9810146402890065,0.9835410658960448,0.9855137639554014
