Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Avg_Top_20%,Expected Sum
2022-12-01 00:00:00,0.0,-9.984649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 01:00:00,0.0,-9.935355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 02:00:00,0.0,-10.00664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 03:00:00,0.0,-10.02041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 04:00:00,0.0,-10.07058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 05:00:00,0.0,-10.02547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 06:00:00,0.0,-10.30052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 07:00:00,83.91991,66.8315,7.881583,7.428889,7.325627,8.317053,9.520756,8.368696,4.409001,5.097239,10.19573,9.665253,9.930491499999999,78.20982699999999
2022-12-01 08:00:00,387.1641,1660.581,168.2107,166.6441,172.4473,185.3962,168.3011,163.2277,181.1837,158.674,168.5706,175.7042,183.28994999999998,1708.3596
2022-12-01 09:00:00,604.0566,3338.52,335.2684,343.9819,343.053,354.0068,340.0204,346.7604,346.5374,341.4344,343.004,354.7451,354.37595,3448.8118000000004
2022-12-01 10:00:00,761.3911,4065.979,411.8767,425.0122,421.3069,431.7573,417.9446,424.5444,424.0793,418.3178,416.6025,433.2236,432.49045,4224.6653
2022-12-01 11:00:00,837.5278,4351.444,443.4775,459.8609,453.5179,464.1762,452.5683,457.2649,456.9497,450.09,449.8777,466.4322,465.30420000000004,4554.215300000001
2022-12-01 12:00:00,847.9146,4361.224,445.201,460.5223,455.685,464.9093,453.8057,457.9198,456.3674,450.5277,447.8125,463.8066,464.35794999999996,4556.5573
2022-12-01 13:00:00,786.1725,4013.511,413.5977,426.6573,420.5139,430.0746,422.0409,424.6952,423.1599,417.3328,413.9309,428.3368,429.2057,4220.34
2022-12-01 14:00:00,631.6006,3317.779,339.2773,348.1491,344.0581,352.9294,346.3492,348.4944,346.9944,339.3257,335.3492,348.6231,350.77625,3449.5499
2022-12-01 15:00:00,414.0717,1870.596,199.3515,202.5252,190.9661,198.1645,203.0142,194.7152,198.8077,182.3501,180.7975,196.4887,202.7697,1947.1807
2022-12-01 16:00:00,115.5239,127.1689,15.77766,16.07095,13.51439,14.17834,20.88109,17.81571,10.14838,15.46249,12.0593,6.758232,19.348399999999998,142.666542
2022-12-01 17:00:00,0.5721595,-10.2617,0.0,0.02320076,0.0,0.0,0.02635342,0.0,0.0,0.03106535,0.0,0.0,,0.08061953
2022-12-01 18:00:00,0.0,-9.961304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 19:00:00,0.0,-10.07537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 20:00:00,0.0,-10.13828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 21:00:00,0.0,-10.13157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 22:00:00,0.0,-10.21951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-01 23:00:00,0.0,-10.28631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 00:00:00,0.0,-10.20091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 01:00:00,0.0,-10.11806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 02:00:00,0.0,-10.11163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 03:00:00,0.0,-10.11211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 04:00:00,0.0,-10.14514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 05:00:00,0.0,-10.15102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-12-02 06:00:00,0.0,-10.32839,0.0,0.0702821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0702821
2022-12-02 07:00:00,74.13423,69.46987,8.469236,8.474926,7.515028,8.462113,9.301079,8.089047,4.118392,7.063566,9.923484,9.235429,9.6122815,80.6523
2022-12-02 08:00:00,353.6766,1336.812,140.479,132.4713,132.3656,141.98,133.1032,129.1695,139.2988,121.6883,145.0537,146.1099,145.5818,1361.7193
