Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-12-01 00:00:00,-0.1918965,0,0,0,0,-13.66866
2022-12-01 01:00:00,-0.3294104,0,0,0,0,-13.7575
2022-12-01 02:00:00,-0.2869856,0,0,0,0,-13.78683
2022-12-01 03:00:00,-0.3261834,0,0,0,0,-13.75
2022-12-01 04:00:00,-0.0656408,0,0,0,0,-13.72367
2022-12-01 05:00:00,0.3540916,0,0,0,0,-13.71284
2022-12-01 06:00:00,0.2056655,0,0,0,0,-13.67467
2022-12-01 07:00:00,36.21431,0,0,0,0,-13.77633
2022-12-01 08:00:00,119.7329,0,0,0,0,-12.72517
2022-12-01 09:00:00,553.0411,27.76,29.86167,30.15333,32.83833,127.6965
2022-12-01 10:00:00,607.1155,43.69833,44.44333,43.16833,45.9,164.5927
2022-12-01 11:00:00,530.3475,43.62333,48.805,96.54333,96.84167,275.8682
2022-12-01 12:00:00,497.4987,52.19333,59.385,195.1133,226.285,523.7986
2022-12-01 13:00:00,578.3045,301.4583,291.0117,175.41,215.8967,974.2164
2022-12-01 14:00:00,637.9322,1253.008,1235.415,212.0183,248.62,2912.765
2022-12-01 15:00:00,307.7425,542.8768,555.5949,114.56,125.7733,1320.179
2022-12-01 16:00:00,21.64428,20.875,21.785,10.41167,12.02833,78.99783
2022-12-01 17:00:00,-0.0945463,0,0,0,0,-13.626
2022-12-01 18:00:00,-0.2672715,0,0,0,0,-13.68917
2022-12-01 19:00:00,-0.139331,0,0,0,0,-13.73466
2022-12-01 20:00:00,-0.07457775,0,0,0,0,-13.75767
2022-12-01 21:00:00,-0.2574121,0,0,0,0,-13.61
2022-12-01 22:00:00,-0.1563316,0,0,0,0,-13.68883
2022-12-01 23:00:00,-0.2177339,0,0,0,0,-13.76283
2022-12-02 00:00:00,-0.1947656,0,0,0,0,-13.80834
2022-12-02 01:00:00,-0.2466315,0,0,0,0,-13.7995
2022-12-02 02:00:00,-0.08981125,0,0,0,0,-13.78767
2022-12-02 03:00:00,-0.2141833,0,0,0,0,-13.74384
2022-12-02 04:00:00,0.01545195,0,0,0,0,-13.75533
2022-12-02 05:00:00,-0.2288529,0,0,0,0,-13.62866
2022-12-02 06:00:00,0.1830696,0,0,0,0,-13.65617
2022-12-02 07:00:00,80.01356,14.64833,14.075,0,5.528333,56.17934
2022-12-02 08:00:00,492.9763,240.935,235.1883,150.995,177.57,796.585
2022-12-02 09:00:00,645.2202,505.8817,493.225,1181.822,1337.39,3534.96
