Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2022-12-01 00:00:00,0,0,0,-5.126084
2022-12-01 01:00:00,0,0,0,-5.137495
2022-12-01 02:00:00,0,0,0,-5.134004
2022-12-01 03:00:00,0,0,0,-5.119582
2022-12-01 04:00:00,0,0,0,-5.127948
2022-12-01 05:00:00,0,0,0,-5.061484
2022-12-01 06:00:00,0.002249867,0.0472328,0.1266581,-7.153325
2022-12-01 07:00:00,108.543,48.50518,61.21014,100.3512
2022-12-01 08:00:00,382.7554,246.7227,323.9195,566.6891
2022-12-01 09:00:00,593.0363,483.5284,613.3594,1095.646
2022-12-01 10:00:00,744.2966,596.526,750.2875,1340.21
2022-12-01 11:00:00,842.7787,644.8924,814.1853,1454.272
2022-12-01 12:00:00,850.8986,642.2496,808.7822,1445.754
2022-12-01 13:00:00,768.632,586.8178,738.3021,1319.399
2022-12-01 14:00:00,604.2614,471.2497,592.0493,1058.311
2022-12-01 15:00:00,388.4494,246.8549,309.5268,548.573
2022-12-01 16:00:00,139.7734,55.02127,64.57629,110.8827
2022-12-01 17:00:00,0.8730085,0.055561,0.1694445,-7.602119
2022-12-01 18:00:00,0,0,0,-5.128218
2022-12-01 19:00:00,0,0,0,-5.08033
2022-12-01 20:00:00,0,0,0,-5.127411
2022-12-01 21:00:00,0,0,0,-5.080229
2022-12-01 22:00:00,0,0,0,-5.110586
2022-12-01 23:00:00,0,0,0,-5.117978
2022-12-02 00:00:00,0,0,0,-5.129367
2022-12-02 01:00:00,0,0,0,-5.149375
2022-12-02 02:00:00,0,0,0,-5.152944
2022-12-02 03:00:00,0,0,0,-5.18492
2022-12-02 04:00:00,0,0,0,-5.148789
2022-12-02 05:00:00,0,0,0,-5.068884
2022-12-02 06:00:00,0,0.05856097,0.05856097,-7.040079
2022-12-02 07:00:00,63.20777,31.76214,41.06839,63.54961
2022-12-02 08:00:00,348.2752,223.1729,293.4052,512.2651
2022-12-02 09:00:00,484.1092,383.3112,494.8048,873.288
2022-12-02 10:00:00,371.3603,252.3183,346.6032,569.3826
2022-12-02 11:00:00,691.0011,544.9974,711.9991,1201.474
2022-12-02 12:00:00,768.4478,544.8492,673.5228,1211.048
2022-12-02 13:00:00,702.7227,488.5839,627.3353,1121.086
2022-12-02 14:00:00,513.3651,363.0936,467.6277,805.5366
2022-12-02 15:00:00,287.2025,176.0649,221.8473,387.2028
2022-12-02 16:00:00,94.44555,39.28099,47.45539,77.59918
2022-12-02 17:00:00,0.7418976,0.0424138,0.04724137,-7.713285
2022-12-02 18:00:00,0,0,0,-5.12048
2022-12-02 19:00:00,0,0,0,-5.131054
2022-12-02 20:00:00,0,0,0,-5.167172
2022-12-02 21:00:00,0,0,0,-5.173005
2022-12-02 22:00:00,0,0,0,-5.170331
2022-12-02 23:00:00,0,0,0,-5.190266
2022-12-03 00:00:00,0,0,0,-5.230443
2022-12-03 01:00:00,0,0,0,-5.243588
2022-12-03 02:00:00,0,0,0,-5.221004
2022-12-03 03:00:00,0,0,0,-5.233199
2022-12-03 04:00:00,0,0,0,-5.258472
2022-12-03 05:00:00,0,0,0,-5.227248
2022-12-03 06:00:00,0,0,0,-6.620332
2022-12-03 07:00:00,7.947397,7.556012,10.32394,7.763308
2022-12-03 08:00:00,78.77045,60.64181,78.14435,130.0253
2022-12-03 09:00:00,204.6883,152.0737,192.7633,336.7114
2022-12-03 10:00:00,425.4439,302.5736,382.7063,683.5007
2022-12-03 11:00:00,558.8856,411.2049,520.1698,911.8939
2022-12-03 12:00:00,154.4959,117.2607,148.7519,256.2964
2022-12-03 13:00:00,107.3554,76.73373,97.56232,165.6892
2022-12-03 14:00:00,46.35509,31.68232,40.58341,62.52604
2022-12-03 15:00:00,25.85007,16.41631,20.79996,27.26801
2022-12-03 16:00:00,11.74609,7.220007,9.539449,7.075907
2022-12-03 17:00:00,0.07265359,0,0,-7.029319
2022-12-03 18:00:00,0,0,0,-5.216551
2022-12-03 19:00:00,0,0,0,-5.084179
2022-12-03 20:00:00,0,0,0,-4.981513
2022-12-03 21:00:00,0,0,0,-4.973785
2022-12-03 22:00:00,0,0,0,-5.007221
2022-12-03 23:00:00,0,0,0,-5.032681
2022-12-04 00:00:00,0,0,0,-5.001425
2022-12-04 01:00:00,0,0,0,-5.001513
2022-12-04 02:00:00,0,0,0,-5.023877
2022-12-04 03:00:00,0,0,0,-5.009229
2022-12-04 04:00:00,0,0,0,-4.992369
2022-12-04 05:00:00,0,0,0,-5.025818
2022-12-04 06:00:00,0,0,0,-6.743188
2022-12-04 07:00:00,60.61333,37.76581,48.26542,77.20338
2022-12-04 08:00:00,129.9889,94.33023,120.6337,206.8857
2022-12-04 09:00:00,177.7934,136.0813,175.5611,302.6757
2022-12-04 10:00:00,166.2913,127.0424,162.1687,282.1411
2022-12-04 11:00:00,159.8817,120.0322,153.3203,266.1536
2022-12-04 12:00:00,175.6809,134.7348,171.807,299.76
2022-12-04 13:00:00,121.7821,90.25974,115.4286,197.7827
2022-12-04 14:00:00,86.42056,64.05481,81.50914,137.2541
2022-12-04 15:00:00,59.02822,42.41298,54.29919,88.1096
2022-12-04 16:00:00,16.4063,10.10938,13.09549,13.82617
2022-12-04 17:00:00,0.2903332,0,0,-7.355772
2022-12-04 18:00:00,0,0,0,-5.18301
2022-12-04 19:00:00,0,0,0,-5.130553
2022-12-04 20:00:00,0,0,0,-5.084114
