Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-12-01 00:00:00,-0.0398828,0,0,0,0,-14.58333
2022-12-01 01:00:00,-0.1074084,0,0,0,0,-14.48417
2022-12-01 02:00:00,-0.0753997,0,0,0,0,-14.4855
2022-12-01 03:00:00,0.05227974,0,0,0,0,-14.5135
2022-12-01 04:00:00,-0.2215745,0,0,0,0,-14.52367
2022-12-01 05:00:00,-0.1436296,0,0,0,0,-14.53633
2022-12-01 06:00:00,0.07254204,0,0,0,0,-14.56666
2022-12-01 07:00:00,25.05012,0,0,0,0,-14.57683
2022-12-01 08:00:00,159.5353,0,0,0,0,-2.645743
2022-12-01 09:00:00,522.823,66.64668,55.245,57.01499,53.025,231.2438
2022-12-01 10:00:00,656.0356,980.4749,829.6917,823.4332,512.0217,3143.47
2022-12-01 11:00:00,478.8368,1077.453,1040.443,1104.667,958.5349,4171.18
2022-12-01 12:00:00,358.8515,574.85,563.5884,608.565,540.06,2278.246
2022-12-01 13:00:00,307.3287,382.8883,383.405,411.6117,365.705,1532.499
2022-12-01 14:00:00,311.3068,302.4283,303.0233,320.785,288.7267,1201.869
2022-12-01 15:00:00,240.7613,189.1434,189.62,198.8466,179.3266,740.9763
2022-12-01 16:00:00,16.88715,15.25,14.995,15.70333,13.94,69.39282
2022-12-01 17:00:00,-0.1418828,0,0,0,0,-14.57
2022-12-01 18:00:00,-0.1638056,0,0,0,0,-14.64
2022-12-01 19:00:00,-0.06663007,0,0,0,0,-14.70933
2022-12-01 20:00:00,-0.07832022,0,0,0,0,-14.68467
2022-12-01 21:00:00,-0.1541413,0,0,0,0,-14.67217
2022-12-01 22:00:00,-0.2187067,0,0,0,0,-14.781
2022-12-01 23:00:00,-0.0359263,0,0,0,0,-14.94167
2022-12-02 00:00:00,-0.1527115,0,0,0,0,-14.93883
2022-12-02 01:00:00,-0.02641427,0,0,0,0,-14.88583
2022-12-02 02:00:00,-0.2014681,0,0,0,0,-14.92283
2022-12-02 03:00:00,-0.08996484,0,0,0,0,-14.92284
2022-12-02 04:00:00,-0.1740278,0,0,0,0,-14.87333
2022-12-02 05:00:00,-0.0754984,0,0,0,0,-14.75333
