S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-9.984649
2022-12-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-9.935355
2022-12-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.00664
2022-12-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.02041
2022-12-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.07058
2022-12-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.02547
2022-12-01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30052
2022-12-01 07:00:00,83.91991,7.881583,7.428889,7.325627,8.317053,9.520756,8.368696,4.409001,5.097239,10.19573,9.665253,66.8315
2022-12-01 08:00:00,387.1641,168.2107,166.6441,172.4473,185.3962,168.3011,163.2277,181.1837,158.674,168.5706,175.7042,1660.581
2022-12-01 09:00:00,604.0566,335.2684,343.9819,343.053,354.0068,340.0204,346.7604,346.5374,341.4344,343.004,354.7451,3338.52
2022-12-01 10:00:00,761.3911,411.8767,425.0122,421.3069,431.7573,417.9446,424.5444,424.0793,418.3178,416.6025,433.2236,4065.979
2022-12-01 11:00:00,837.5278,443.4775,459.8609,453.5179,464.1762,452.5683,457.2649,456.9497,450.09,449.8777,466.4322,4351.444
2022-12-01 12:00:00,847.9146,445.201,460.5223,455.685,464.9093,453.8057,457.9198,456.3674,450.5277,447.8125,463.8066,4361.224
2022-12-01 13:00:00,786.1725,413.5977,426.6573,420.5139,430.0746,422.0409,424.6952,423.1599,417.3328,413.9309,428.3368,4013.511
2022-12-01 14:00:00,631.6006,339.2773,348.1491,344.0581,352.9294,346.3492,348.4944,346.9944,339.3257,335.3492,348.6231,3317.779
2022-12-01 15:00:00,414.0717,199.3515,202.5252,190.9661,198.1645,203.0142,194.7152,198.8077,182.3501,180.7975,196.4887,1870.596
2022-12-01 16:00:00,115.5239,15.77766,16.07095,13.51439,14.17834,20.88109,17.81571,10.14838,15.46249,12.0593,6.758232,127.1689
2022-12-01 17:00:00,0.5721595,0,0.02320076,0,0,0.02635342,0,0,0.03106535,0,0,-10.2617
2022-12-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,-9.961304
2022-12-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.07537
2022-12-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.13828
2022-12-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.13157
2022-12-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.21951
2022-12-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.28631
2022-12-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.20091
2022-12-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.11806
2022-12-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.11163
2022-12-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.11211
2022-12-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.14514
2022-12-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.15102
2022-12-02 06:00:00,0,0,0.0702821,0,0,0,0,0,0,0,0,-10.32839
2022-12-02 07:00:00,74.13423,8.469236,8.474926,7.515028,8.462113,9.301079,8.089047,4.118392,7.063566,9.923484,9.235429,69.46987
2022-12-02 08:00:00,353.6766,140.479,132.4713,132.3656,141.98,133.1032,129.1695,139.2988,121.6883,145.0537,146.1099,1336.812
2022-12-02 09:00:00,349.3939,171.5132,172.2406,169.509,180.8433,176.7007,181.4888,179.0669,179.4248,176.0895,188.2457,1730.839
2022-12-02 10:00:00,647.7778,356.1801,360.7602,358.9193,368.641,350.5327,355.1573,352.6711,350.4141,363.8162,382.276,3473.547
2022-12-02 11:00:00,656.3036,329.9288,331.3295,334.7579,340.8983,319.0683,328.5051,318.2859,313.9118,320.131,329.0078,3145.039
2022-12-02 12:00:00,663.6992,352.4208,365.636,360.1899,356.7227,350.2585,356.1715,365.77,362.3196,369.1245,382.7601,3409.675
2022-12-02 13:00:00,472.5814,221.3241,236.756,223.1359,238.1697,238.2711,244.0027,242.9319,245.923,243.1181,255.1151,2416.626
