Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,0,-13.1898
2022-12-01 01:00:00,0.01810356,0,0,0,0,-13.233
2022-12-01 02:00:00,0.1372566,0,0,0,0,-13.19883
2022-12-01 03:00:00,0.3764199,0,0,0,0,-13.10966
2022-12-01 04:00:00,0.01812297,0,0,0,0,-13.024
2022-12-01 05:00:00,0.1215836,0,0,0,0,-12.92367
2022-12-01 06:00:00,0.1029166,0,0,0,0,-12.85816
2022-12-01 07:00:00,10.86687,0,0,0,0,-10.79283
2022-12-01 08:00:00,50.03699,0,0,0,0,59.70716
2022-12-01 09:00:00,107.4118,10.58833,1.178333,10.75667,10.45833,129.4875
2022-12-01 10:00:00,139.0215,27.05667,18.82166,29.96,28.60583,150.5535
2022-12-01 11:00:00,218.614,71.4025,64.53834,72.22,71.36667,263.3665
2022-12-01 12:00:00,281.3438,97.24251,87.05584,97.91416,96.82999,364.5617
2022-12-01 13:00:00,400.0378,200.5892,177.9425,223.23,219.0475,811.1111
2022-12-01 14:00:00,492.6398,621.6317,620.9467,880.0235,781.2533,2869.514
2022-12-01 15:00:00,322.9219,580.385,590.5101,719.9133,639.0933,2559.653
2022-12-01 16:00:00,49.2215,36.33751,36.36666,42.02417,38.41668,155.4623
2022-12-01 17:00:00,0.004435356,0,0,0,0,-13.23617
2022-12-01 18:00:00,0,0,0,0,0,-13.489
2022-12-01 19:00:00,0,0,0,0,0,-13.489
2022-12-01 20:00:00,0.00676929,0,0,0,0,-13.454
2022-12-01 21:00:00,0,0,0,0,0,-13.4495
2022-12-01 22:00:00,0,0,0,0,0,-13.507
2022-12-01 23:00:00,0,0,0,0,0,-13.52374
2022-12-02 00:00:00,0.1287766,0,0,0,0,-13.50867
2022-12-02 01:00:00,0,0,0,0,0,-13.47267
2022-12-02 02:00:00,0.0515059,0,0,0,0,-13.48967
2022-12-02 03:00:00,0,0,0,0,0,-13.49567
2022-12-02 04:00:00,0.00184391,0,0,0,0,-13.413
2022-12-02 05:00:00,0,0,0,0,0,-13.36084
2022-12-02 06:00:00,0.2163907,0,0,0,0,-13.345
