Siler 421 Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,0,0,0,-8.38462
2022-12-01 01:00:00,0,0,0,0,0,0,0,-8.577738
2022-12-01 02:00:00,0,0,0,0,0,0,0,-8.513044
2022-12-01 03:00:00,0,0,0,0,0,0,0,-8.308892
2022-12-01 04:00:00,0,0,0,0,0,0,0,-8.541192
2022-12-01 05:00:00,0,0,0,0,0,0,0,-8.374908
2022-12-01 06:00:00,0.0594431,0,0,0,0,0,0,-8.330043
2022-12-01 07:00:00,44.44228,29.58162,24.64927,33.82222,28.86269,29.57683,32.15361,175.2168
2022-12-01 08:00:00,350.497,282.4182,268.1599,322.6826,288.9614,332.4709,354.1318,1871.801
2022-12-01 09:00:00,591.4447,603.196,598.6278,613.5595,606.1467,656.668,656.1011,3769.645
2022-12-01 10:00:00,758.2189,760.3398,755.6362,771.4349,768.2438,811.9973,808.2715,4691.575
2022-12-01 11:00:00,849.702,830.8629,828.8249,832.4413,832.3419,833.0426,833.0149,4975.972
2022-12-01 12:00:00,830.6965,806.476,804.6539,796.0789,798.1076,791.3621,794.4206,4814.062
2022-12-01 13:00:00,782.8886,761.9348,753.5978,769.3589,772.8913,805.3412,795.7209,4630.43
2022-12-01 14:00:00,639.56,623.3079,611.5863,628.7158,634.5903,665.4447,650.996,3809.444
2022-12-01 15:00:00,330.2656,302.9478,281.4406,323.6025,320.0765,330.8842,323.7831,1874.918
2022-12-01 16:00:00,95.98698,63.25576,52.19698,79.56187,69.69296,70.37502,74.37699,405.8422
2022-12-01 17:00:00,0.009357661,0.1520256,0.2095998,0.1590727,0.1542617,0.1643102,0.2520182,-7.174713
2022-12-01 18:00:00,0,0,0,0,0,0,0,-8.250696
2022-12-01 19:00:00,0,0,0,0,0,0,0,-8.289541
2022-12-01 20:00:00,0.02566175,0,0,0,0,0,0,-8.304983
2022-12-01 21:00:00,0,0,0,0,0,0,0,-8.25865
2022-12-01 22:00:00,0,0,0,0,0,0,0,-8.336295
2022-12-01 23:00:00,0,0,0,0,0,0,0,-8.351239
2022-12-02 00:00:00,0,0,0,0,0,0,0,-8.266161
2022-12-02 01:00:00,0,0,0,0,0,0,0,-8.251
2022-12-02 02:00:00,0,0,0,0,0,0,0,-8.309424
2022-12-02 03:00:00,0,0,0,0,0,0,0,-8.301697
2022-12-02 04:00:00,0,0,0,0,0,0,0,-8.330059
2022-12-02 05:00:00,0,0,0,0,0,0,0,-8.28849
2022-12-02 06:00:00,0,0,0,0,0,0,0,-8.30529
2022-12-02 07:00:00,17.52548,25.91921,16.97858,29.41557,25.35213,21.29669,26.25332,140.3189
2022-12-02 08:00:00,367.7148,266.49,250.9041,310.4472,273.6494,316.056,339.4304,1781.207
2022-12-02 09:00:00,545.0654,559.3589,556.901,569.2348,562.3936,613.1038,610.0715,3507.997
2022-12-02 10:00:00,711.7917,708.3246,712.7952,719.0945,715.7969,773.0566,763.3694,4409.357
2022-12-02 11:00:00,773.2657,747.4222,743.6633,772.7845,768.5754,793.2064,792.1497,4578.892
2022-12-02 12:00:00,771.9229,753.1747,745.3428,748.5266,749.9203,763.5975,767.2755,4553.513
2022-12-02 13:00:00,536.3069,519.2779,514.2906,524.5936,525.8351,549.6965,540.3591,3163.53
2022-12-02 14:00:00,540.6616,514.687,500.9819,545.8631,551.7421,554.316,555.3581,3226.478
2022-12-02 15:00:00,213.5562,187.9854,173.7296,198.5334,197.8903,216.4344,206.4651,1183.491
2022-12-02 16:00:00,98.96912,63.92366,55.40425,75.67451,68.3411,69.78917,72.49185,405.5323
2022-12-02 17:00:00,0.01836994,0,0,0.0573605,0,0,0,-8.254121
2022-12-02 18:00:00,0.1008075,0,0,0,0,0,0,-8.377653
2022-12-02 19:00:00,0.02047809,0,0,0,0,0,0,-8.23118
2022-12-02 20:00:00,0.02167219,0,0,0,0,0,0,-8.264136
2022-12-02 21:00:00,0,0,0,0,0,0,0,-8.277093
2022-12-02 22:00:00,0.07997808,0,0,0,0,0,0,-8.314971
2022-12-02 23:00:00,0.2193844,0,0,0,0,0,0,-8.357892
2022-12-03 00:00:00,0,0,0,0,0,0,0,-8.369943
2022-12-03 01:00:00,0,0,0,0,0,0,0,-8.387326
2022-12-03 02:00:00,0,0,0,0,0,0,0,-8.369946
2022-12-03 03:00:00,0,0,0,0,0,0,0,-8.414336
2022-12-03 04:00:00,0.117325,0,0,0,0,0,0,-8.400557
2022-12-03 05:00:00,0.08685515,0,0,0,0,0,0,-8.360285
2022-12-03 06:00:00,0.06364855,0,0,0,0,0,0,-8.306473
2022-12-03 07:00:00,37.93571,11.99385,11.90665,21.06143,21.6245,18.26978,13.07276,92.70625
2022-12-03 08:00:00,109.1116,82.70435,82.51158,84.52447,83.60274,89.77866,89.12419,517.2822
2022-12-03 09:00:00,58.52674,51.91149,51.43493,54.14706,53.20428,58.06506,56.98183,325.4883
2022-12-03 10:00:00,51.43034,45.92464,46.13158,46.82322,46.54037,49.65495,48.92123,282.6204
2022-12-03 11:00:00,50.35418,46.86585,46.85672,47.8567,47.55978,51.14381,50.0363,289.0248
2022-12-03 12:00:00,209.4451,165.4139,164.2151,171.2534,168.8832,186.6313,183.1848,1068.053
2022-12-03 13:00:00,304.0895,262.6239,262.8512,277.6511,279.7206,273.66,283.6071,1634.426
2022-12-03 14:00:00,68.88518,58.08051,57.89133,59.6943,59.13909,62.36682,62.27421,358.9215
2022-12-03 15:00:00,29.96578,23.78797,23.75895,24.73454,24.3482,26.52354,26.01324,145.2948
2022-12-03 16:00:00,22.29206,13.759,13.6797,14.1275,13.98122,15.0142,14.95826,79.6369
2022-12-03 17:00:00,0.2003079,0,0,0,0,0,0,-8.403126
2022-12-03 18:00:00,0,0,0,0,0,0,0,-8.245107
2022-12-03 19:00:00,0,0,0,0,0,0,0,-8.2546
2022-12-03 20:00:00,0,0,0,0,0,0,0,-8.232348
2022-12-03 21:00:00,0,0,0,0,0,0,0,-8.287769
2022-12-03 22:00:00,0,0,0,0,0,0,0,-8.336917
2022-12-03 23:00:00,0.0128599,0,0,0,0,0,0,-8.604546
2022-12-04 00:00:00,0,0,0,0,0,0,0,-8.631251
2022-12-04 01:00:00,0,0,0,0,0,0,0,-8.647735
2022-12-04 02:00:00,0,0,0,0,0,0,0,-8.614264
2022-12-04 03:00:00,0,0,0,0,0,0,0,-8.596776
2022-12-04 04:00:00,0,0,0,0,0,0,0,-8.53251
2022-12-04 05:00:00,0,0,0,0,0,0,0,-8.546026
2022-12-04 06:00:00,0,0,0,0,0,0,0,-8.54146
2022-12-04 07:00:00,30.11801,15.25089,12.60209,16.9952,19.94001,14.59334,13.73594,87.05547
2022-12-04 08:00:00,161.9668,118.2642,116.5034,122.77,109.1971,131.2721,130.9557,740.4114
2022-12-04 09:00:00,228.2218,187.5471,187.356,190.156,188.5788,202.9027,200.9954,1180.322
2022-12-04 10:00:00,214.6528,179.4792,179.5912,183.7278,182.3557,195.3649,193.0449,1129.765
2022-12-04 11:00:00,230.2377,196.9351,196.6069,201.7339,200.5072,215.6422,211.9758,1240.232
2022-12-04 12:00:00,306.8909,264.9633,264.0954,271.2887,269.7181,289.2656,284.1572,1664.915
2022-12-04 13:00:00,222.9254,193.6572,193.0623,197.1752,196.2836,211.1525,206.7272,1213.573
2022-12-04 14:00:00,149.8929,127.3585,157.372,129.429,128.8745,137.7347,135.5136,796.6191
2022-12-04 15:00:00,140.4741,113.682,,115.3589,115.4164,122.6338,120.3279,708.1363
2022-12-04 16:00:00,40.45683,29.91973,,31.09307,30.61164,32.97641,32.33818,182.5326
2022-12-04 17:00:00,0.004202058,0,,0,0,0,0,-8.25961
2022-12-04 18:00:00,0,0,,0,0,0,0,-8.313567
2022-12-04 19:00:00,0,0,,0,0,0,0,-8.269975
2022-12-04 20:00:00,0,0,,0,0,0,0,-8.294378
2022-12-04 21:00:00,0,0,,0,0,0,0,-8.344645
2022-12-04 22:00:00,0,0,,0,0,0,0,-8.396575
2022-12-04 23:00:00,0.1081625,0,,0,0,0,0,-8.322165
2022-12-05 00:00:00,0,0,,0,0,0,0,-8.353861
2022-12-05 01:00:00,0,0,,0,0,0,0,-8.453128
2022-12-05 02:00:00,0,0,,0,0,0,0,-8.514995
2022-12-05 03:00:00,0,0,,0,0,0,0,-8.60049
2022-12-05 04:00:00,0,0,,0,0,0,0,-8.558739
2022-12-05 05:00:00,0,0,,0,0,0,0,-8.626559
2022-12-05 06:00:00,0,0,,0,0,0,0,-8.594566
2022-12-05 07:00:00,25.03911,15.8081,,18.90027,16.42108,14.41676,14.42285,85.74483
2022-12-05 08:00:00,141.0585,126.9162,,133.2955,129.0591,140.9883,141.0798,806.5319
2022-12-05 09:00:00,465.9728,439.4633,,448.3157,442.0166,493.1192,487.1353,2785.07
2022-12-05 10:00:00,538.0679,540.8331,,546.1603,543.7991,575.0652,556.6718,3351.368
2022-12-05 11:00:00,737.9304,693.8304,,696.8221,696.1432,738.271,737.4665,4299.164
2022-12-05 12:00:00,780.1432,737.1074,0,738.8804,733.6908,793.9973,779.4543,4193.375
2022-12-05 13:00:00,351.9091,313.3228,91.35897,336.8811,322.4872,351.4466,355.7092,1700.143
2022-12-05 14:00:00,182.8476,153.3871,87.05015,126.197,125.4862,192.6364,188.6061,860.2797
2022-12-05 15:00:00,77.8855,64.49439,63.57753,65.6228,65.17213,69.55041,68.41473,397.8366
2022-12-05 16:00:00,17.71127,14.83524,14.88318,15.14727,14.97747,16.20017,15.99018,86.32549
2022-12-05 17:00:00,0,0,0,0,0,0,0,-8.234338
2022-12-05 18:00:00,0,0,0,0,0,0,0,-8.284668
2022-12-05 19:00:00,0,0,0,0,0,0,0,-8.327254
2022-12-05 20:00:00,0,0,0,0,0,0,0,-8.315651
2022-12-05 21:00:00,0,0,0,0,0,0,0,-8.277425
2022-12-05 22:00:00,0,0,0,0,0,0,0,-8.348799
2022-12-05 23:00:00,0,0,0,0,0,0,0,-8.342765
2022-12-06 00:00:00,0,0,0,0,0,0,0,-8.260183
2022-12-06 01:00:00,0,0,0,0,0,0,0,-8.272467
2022-12-06 02:00:00,0,0,0,0,0,0,0,-8.285039
2022-12-06 03:00:00,0,0,0,0,0,0,0,-8.277061
2022-12-06 04:00:00,0,0,0,0,0,0,0,-8.240799
2022-12-06 05:00:00,0,0,0,0,0,0,0,-8.25474
2022-12-06 06:00:00,0,0,0,0,0,0,0,-8.280285
2022-12-06 07:00:00,3.851597,1.149709,0.235392,1.183345,1.167884,0.2053333,0.1555555,-4.019173
2022-12-06 08:00:00,31.96511,26.90009,26.44002,27.59752,27.3906,28.80401,28.19687,161.8211
2022-12-06 09:00:00,95.0873,78.76533,78.69849,80.56483,80.13164,85.79115,84.36288,491.5115
2022-12-06 10:00:00,122.0711,104.9258,104.4938,107.4469,106.6318,112.1273,112.982,658.3549
2022-12-06 11:00:00,143.6776,124.5689,124.2973,126.8897,126.2543,134.8115,132.7417,779.0178
2022-12-06 12:00:00,209.2238,177.2416,177.2379,181.6658,180.6315,189.6014,189.6926,1108.695
2022-12-06 13:00:00,86.12438,78.12225,78.15316,79.45829,79.05927,84.7317,83.26461,486.2476
2022-12-06 14:00:00,88.21605,74.22404,73.96325,75.50213,75.03111,81.56712,79.61552,464.0672
