NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-12-01 00:00:00,0.5820835,0,0,0,0,-0.4958417
2022-12-01 01:00:00,0.1059027,0,0,0,0,-0.5008097
2022-12-01 02:00:00,0.1291666,0,0,0,0,-0.5364021
2022-12-01 03:00:00,0.2516665,0,0,0,0,-0.5583333
2022-12-01 04:00:00,0,0,0,0,0,-3.166898
2022-12-01 05:00:00,0,0,0,0,0,-3.547035
2022-12-01 06:00:00,0.619449,0,0.003102992,0,0,-2.022389
2022-12-01 07:00:00,91.55861,22.32336,13.45509,11.29984,5.604612,17.49013
2022-12-01 08:00:00,391.6584,124.1133,110.2644,107.1582,86.77791,129.9228
2022-12-01 09:00:00,591.9496,264.1634,244.0692,275.4222,237.3737,316.988
2022-12-01 10:00:00,732.4088,426.6889,396.3204,416.2439,380.5551,379.9576
2022-12-01 11:00:00,800.6578,465.6504,433.1143,452.2987,415.7819,412.7399
2022-12-01 12:00:00,798.1797,468.7433,436.3889,453.85,416.5218,713.3151
2022-12-01 13:00:00,725.4216,433.2214,403.5526,418.3315,384.1708,651.5346
2022-12-01 14:00:00,587.8043,324.0117,307.9632,310.7824,277.8834,504.1905
2022-12-01 15:00:00,388.5035,137.2364,128.0867,135.547,125.7209,123.2976
2022-12-01 16:00:00,111.5373,37.60252,35.16933,36.91479,32.8403,30.64162
2022-12-01 17:00:00,1.984908,0.08358332,0.06817698,0.0629103,0.04761193,-0.4554264
2022-12-01 18:00:00,0,0,0,0,0,-0.4475083
2022-12-01 19:00:00,0,0,0,0,0,-0.4554166
2022-12-01 20:00:00,0.3138888,0,0,0,0,-0.4312833
2022-12-01 21:00:00,0.62375,0,0,0,0,-3.20077
2022-12-01 22:00:00,0.813435,0,0,0,0,-3.251262
2022-12-01 23:00:00,0.3346901,0,0,0,0,-2.692012
2022-12-02 00:00:00,1.039481,0,0,0,0,-3.191076
2022-12-02 01:00:00,0.8559355,0,0,0,0,-0.4270751
2022-12-02 02:00:00,0.3758332,0,0,0,0,-0.4425
2022-12-02 03:00:00,0.996597,0,0,0,0,-0.4216737
2022-12-02 04:00:00,0.4983334,0,0,0,0,-0.4433333
2022-12-02 05:00:00,0.417699,0,0,0,0,-2.626701
2022-12-02 06:00:00,9.25926e-06,0.002664512,0,0,0,-2.566099
2022-12-02 07:00:00,59.68048,18.19955,10.98827,9.692841,5.127543,3.566629
2022-12-02 08:00:00,358.7698,116.8903,105.3714,100.4802,80.30186,87.14957
2022-12-02 09:00:00,545.7529,239.5261,220.5291,250.0008,215.5147,316.753
2022-12-02 10:00:00,636.7241,373.0532,347.8782,359.4734,325.4935,444.5018
2022-12-02 11:00:00,569.3359,322.8472,297.5331,308.6081,281.6409,300.1122
2022-12-02 12:00:00,594.0146,349.3993,325.6929,329.3356,300.5504,298.6119
2022-12-02 13:00:00,483.6866,263.8868,245.4466,250.0281,220.3808,245.3009
2022-12-02 14:00:00,423.9666,255.5438,235.7233,237.3447,211.0108,202.0272
2022-12-02 15:00:00,242.9838,99.57452,94.2459,96.06158,87.11684,87.02458
2022-12-02 16:00:00,87.38529,26.89409,25.57428,25.40272,22.2513,20.93706
2022-12-02 17:00:00,2.413107,0.07832566,0.0636121,0.05524481,0.04441597,-0.472882
2022-12-02 18:00:00,1.247151,0,0,0,0,-0.4583556
2022-12-02 19:00:00,0.7079205,0,0,0,0,-0.4592192
2022-12-02 20:00:00,0.2062524,0,0,0,0,-0.4610451
2022-12-02 21:00:00,0.3531949,0,0,0,0,-0.4283375
2022-12-02 22:00:00,0.6674995,0,0,0,0,-0.4445833
2022-12-02 23:00:00,0.4618633,0,0,0,0,-0.4341541
2022-12-03 00:00:00,0.7506945,0,0,0,0,-0.4287473
2022-12-03 01:00:00,9.228495e-06,0,0,0,0,-0.4337444
