Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2022-12-01 00:00:00,0,,0,0,-9.599999
2022-12-01 01:00:00,0,,0,0,-9.599999
2022-12-01 02:00:00,0,,0,0,-9.599999
2022-12-01 03:00:00,0,,0,0,-9.599999
2022-12-01 04:00:00,0,,0,0,-9.599999
2022-12-01 05:00:00,0,,0,0,-9.599999
2022-12-01 06:00:00,0,,0,0,-9.599999
2022-12-01 07:00:00,84.91309,,65.70623,54.91055,122.8692
2022-12-01 08:00:00,382.4867,,421.5001,430.5204,850.1434
2022-12-01 09:00:00,623.395,,1069.678,1083.811,2158.463
2022-12-01 10:00:00,789.1407,,1424.701,1423.063,2841.155
2022-12-01 11:00:00,879.2938,,1568.996,1579.043,3128.857
2022-12-01 12:00:00,892.1453,,1579.563,1590.891,3150.805
2022-12-01 13:00:00,790.9659,,1441.269,1449.097,2836.13
2022-12-01 14:00:00,635.9645,,1124.586,1184.257,2282.135
2022-12-01 15:00:00,453.5878,,639.2444,756.5815,1392.79
2022-12-01 16:00:00,104.6035,,105.2022,131.4481,234.322
2022-12-01 17:00:00,0.3673155,,0,0,-5.302227
2022-12-01 18:00:00,0,,0,0,-9.599999
2022-12-01 19:00:00,0,,0,0,-9.599999
2022-12-01 20:00:00,0,,0,0,-9.599999
2022-12-01 21:00:00,0,,0,0,-9.599999
2022-12-01 22:00:00,0,,0,0,-9.599999
2022-12-01 23:00:00,0,,0,0,-9.599999
2022-12-02 00:00:00,0,,0,0,-9.599999
2022-12-02 01:00:00,0,,0,0,-9.599999
2022-12-02 02:00:00,0,,0,0,-9.599999
2022-12-02 03:00:00,0,,0,0,-9.599999
2022-12-02 04:00:00,0,,0,0,-9.423332
2022-12-02 05:00:00,0,,0,0,-9.599999
2022-12-02 06:00:00,0,,0,0,-9.119886
2022-12-02 07:00:00,66.56146,,53.54534,46.39624,102.4934
2022-12-02 08:00:00,128.5744,,187.2764,193.3308,377.2275
2022-12-02 09:00:00,391.9742,,599.1428,620.2478,1297.653
2022-12-02 10:00:00,596.3129,,1098.474,1149.95,2132.827
2022-12-02 11:00:00,675.1533,,1220.844,1190.102,2334.054
2022-12-02 12:00:00,518.5302,,832.5794,882.1951,1656.294
2022-12-02 13:00:00,708.1166,,1246.398,1237.099,2473.198
2022-12-02 14:00:00,471.499,,773.2659,797.424,1603.489
2022-12-02 15:00:00,137.4586,,197.073,195.8737,386.4968
2022-12-02 16:00:00,92.77392,,107.9936,111.6798,214.2987
2022-12-02 17:00:00,0.7779099,,0,0,-6.00545
2022-12-02 18:00:00,0,,0,0,-9.599999
2022-12-02 19:00:00,0,,0,0,-9.599999
2022-12-02 20:00:00,0,,0,0,-9.599999
2022-12-02 21:00:00,0,,0,0,-9.599999
2022-12-02 22:00:00,0,,0,0,-9.599999
2022-12-02 23:00:00,0,,0,0,-9.599999
2022-12-03 00:00:00,0,,0,0,-9.599999
2022-12-03 01:00:00,0,,0,0,-9.599999
2022-12-03 02:00:00,0,,0,0,-9.599999
2022-12-03 03:00:00,0,,0,0,-9.599999
2022-12-03 04:00:00,0,,0,0,-9.599999
2022-12-03 05:00:00,0,,0,0,-9.599999
2022-12-03 06:00:00,0,,0,0,-9.599999
2022-12-03 07:00:00,21.12137,,26.06802,27.84686,45.32001
2022-12-03 08:00:00,52.8346,,80.56281,81.57549,154.6316
2022-12-03 09:00:00,41.59972,,77.245,80.64768,147.9432
2022-12-03 10:00:00,78.87439,,127.5869,128.7355,249.6741
2022-12-03 11:00:00,158.5636,,241.8528,238.7221,473.9065
2022-12-03 12:00:00,157.3342,,255.1853,253.9866,499.322
2022-12-03 13:00:00,221.9091,,337.7025,342.8079,659.7996
2022-12-03 14:00:00,297.1346,,452.8474,436.673,864.9678
2022-12-03 15:00:00,79.35396,,112.2673,113.8904,219.9462
2022-12-03 16:00:00,54.61169,,63.50328,64.44252,127.4422
2022-12-03 17:00:00,0.9205264,,0,0,-5.692528
2022-12-03 18:00:00,0,,0,0,-9.599999
2022-12-03 19:00:00,0,,0,0,-9.599999
2022-12-03 20:00:00,0,,0,0,-9.599999
2022-12-03 21:00:00,0,,0,0,-9.599999
2022-12-03 22:00:00,0,,0,0,-9.599999
2022-12-03 23:00:00,0,,0,0,-9.599999
2022-12-04 00:00:00,0,,0,0,-9.599999
2022-12-04 01:00:00,0,,0,0,-9.599999
2022-12-04 02:00:00,0,,0,0,-9.599999
2022-12-04 03:00:00,0,,0,0,-9.599999
2022-12-04 04:00:00,0,,0,0,-9.599999
2022-12-04 05:00:00,0,,0,0,-9.599999
2022-12-04 06:00:00,0,,0,0,-9.599999
2022-12-04 07:00:00,9.494884,,8.963988,10.26346,22.17254
2022-12-04 08:00:00,179.3839,,250.7735,276.025,510.3365
2022-12-04 09:00:00,327.6736,,507.7936,507.4014,1010.352
2022-12-04 10:00:00,259.0698,,398.8777,406.6783,801.9996
2022-12-04 11:00:00,253.0529,,395.3303,402.5412,792.6349
2022-12-04 12:00:00,211.4534,,328.3001,330.4207,653.1735
2022-12-04 13:00:00,229.149,,358.3014,358.5295,708.3431
2022-12-04 14:00:00,157.5262,,238.7452,243.2712,472.4856
2022-12-04 15:00:00,113.7598,,166.8262,169.2018,329.0926
2022-12-04 16:00:00,39.15362,,53.57021,53.35484,105.4806
2022-12-04 17:00:00,0.0624503,,0,0,-8.90391
2022-12-04 18:00:00,0,,0,0,-9.599999
2022-12-04 19:00:00,0,,0,0,-9.599999
2022-12-04 20:00:00,0,,0,0,-9.599999
2022-12-04 21:00:00,0,,0,0,-9.599999
2022-12-04 22:00:00,0,,0,0,-9.599999
2022-12-04 23:00:00,0,,0,0,-9.599999
2022-12-05 00:00:00,0,,0,0,-9.599999
2022-12-05 01:00:00,0,,0,0,-9.599999
2022-12-05 02:00:00,0,,0,0,-9.599999
2022-12-05 03:00:00,0,,0,0,-9.599999
2022-12-05 04:00:00,0,,0,0,-9.599999
2022-12-05 05:00:00,0.0200229,,0,0,-9.599999
2022-12-05 06:00:00,0,,0,0,-9.599999
2022-12-05 07:00:00,14.93785,,13.74224,13.78965,26.09006
2022-12-05 08:00:00,119.9341,,175.8956,176.0233,345.9678
2022-12-05 09:00:00,416.6701,,683.1783,666.442,1372.727
2022-12-05 10:00:00,415.4492,,825.6587,719.7517,1401.869
2022-12-05 11:00:00,267.6603,,426.7268,403.2251,803.44
2022-12-05 12:00:00,281.0268,,416.2428,429.4389,836.8837
2022-12-05 13:00:00,155.6192,,237.3338,246.5535,474.0444
2022-12-05 14:00:00,137.7761,,209.285,212.0518,414.5927
2022-12-05 15:00:00,36.39636,,62.46742,64.25116,119.569
2022-12-05 16:00:00,8.858628,,3.672825,5.560105,20.48764
2022-12-05 17:00:00,0,,0,0,-9.599999
2022-12-05 18:00:00,0,,0,0,-9.599999
2022-12-05 19:00:00,0,,0,0,-9.599999
2022-12-05 20:00:00,0,,0,0,-9.599999
2022-12-05 21:00:00,0,,0,0,-9.599999
2022-12-05 22:00:00,0,,0,0,-9.599999
2022-12-05 23:00:00,0,,0,0,-9.599999
2022-12-06 00:00:00,0,,0,0,-9.599999
2022-12-06 01:00:00,0,,0,0,-9.599999
2022-12-06 02:00:00,0,,0,0,-9.599999
2022-12-06 03:00:00,0,,0,0,-9.599999
2022-12-06 04:00:00,0,,0,0,-9.599999
2022-12-06 05:00:00,0,,0,0,-9.112415
2022-12-06 06:00:00,0,,0,0,-9.398582
2022-12-06 07:00:00,1.215937,,0,0,-9.599999
2022-12-06 08:00:00,24.9102,,39.0015,39.38426,76.46567
2022-12-06 09:00:00,54.18191,,96.5024,100.5452,189.558
2022-12-06 10:00:00,46.619,,81.13081,83.29276,156.1863
2022-12-06 11:00:00,56.37368,,97.79113,98.70281,189.6698
2022-12-06 12:00:00,98.67543,,156.3904,156.6357,307.1004
2022-12-06 13:00:00,69.35177,,117.2546,118.1651,227.6663
2022-12-06 14:00:00,92.49139,,147.1892,150.3938,290.5612
2022-12-06 15:00:00,38.28293,,57.65358,58.43565,115.4019
2022-12-06 16:00:00,11.33809,,7.414588,7.545544,24.06091
2022-12-06 17:00:00,0.02506487,,0,0,-9.599999
2022-12-06 18:00:00,0,,0,0,-9.599999
2022-12-06 19:00:00,0,,0,0,-9.599999
2022-12-06 20:00:00,0,,0,0,-9.599999
2022-12-06 21:00:00,0,,0,0,-9.599999
2022-12-06 22:00:00,0,,0,0,-9.599999
2022-12-06 23:00:00,0,,0,0,-9.599999
2022-12-07 00:00:00,0,,0,0,-9.599999
