Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,-6.941305
2022-12-01 01:00:00,0,0,0,0,-6.926566
2022-12-01 02:00:00,0,0,0,0,-6.920464
2022-12-01 03:00:00,0,0,0,0,-6.964685
2022-12-01 04:00:00,0,0,0,0,-6.978355
2022-12-01 05:00:00,0,0,0,0,-6.992883
2022-12-01 06:00:00,0,0,0,0,-6.94523
2022-12-01 07:00:00,95.73099,60.25,101.25,65.5,220.5105
2022-12-01 08:00:00,363.2494,692.25,688.5,614.25,1990.544
2022-12-01 09:00:00,594.6927,1254.25,1227.25,1256.75,3740.916
2022-12-01 10:00:00,759.4672,1558,1541.5,1570.75,4667.95
2022-12-01 11:00:00,841.7897,1651,1653.5,1659.25,4966.611
2022-12-01 12:00:00,846.3187,1659.5,1657.75,1662,4959.041
2022-12-01 13:00:00,782.7945,1560.75,1561.25,1574.75,4699.207
2022-12-01 14:00:00,628.0253,1250.25,1270.25,1274.25,3819.89
2022-12-01 15:00:00,409.2086,765.25,806,754.5,2346.906
2022-12-01 16:00:00,46.01305,121.75,130.25,108.75,360.0661
2022-12-01 17:00:00,0.03026783,0.75,0.75,0.75,-3.96714
2022-12-01 18:00:00,0,0,0,0,-6.980469
2022-12-01 19:00:00,0,0,0,0,-7.006024
2022-12-01 20:00:00,0,0,0,0,-7.044563
2022-12-01 21:00:00,0,0,0,0,-7.08171
2022-12-01 22:00:00,0,0,0,0,-7.159651
2022-12-01 23:00:00,0,0,0,0,-7.17291
2022-12-02 00:00:00,0.002757143,0,0,0,-7.123092
2022-12-02 01:00:00,0.05801255,0,0,0,-7.020326
2022-12-02 02:00:00,0,0,0,0,-7.01002
2022-12-02 03:00:00,0,0,0,0,-7.031507
2022-12-02 04:00:00,0,0,0,0,-7.055173
2022-12-02 05:00:00,0,0,0,0,-7.029185
2022-12-02 06:00:00,0.1039722,0,0,0,-7.054748
2022-12-02 07:00:00,95.51902,55.5,89.25,63.25,200.431
2022-12-02 08:00:00,313.2969,594.75,601.75,534.25,1727.111
2022-12-02 09:00:00,360.9922,701.25,678,677.5,2042.012
2022-12-02 10:00:00,709.6121,1401.25,1416,1419.5,4241.298
2022-12-02 11:00:00,734.2907,1378.75,1361.5,1387.5,4195.246
2022-12-02 12:00:00,593.639,1212,1237.5,1219.75,3585.074
2022-12-02 13:00:00,510.9459,1031.75,1015.25,1009.5,2974.53
2022-12-02 14:00:00,526.4233,1031.25,1051.75,1048,3061.467
2022-12-02 15:00:00,363.7317,655.25,686.75,663.75,2053.833
2022-12-02 16:00:00,61.02922,132.5,140,121.5,383.381
2022-12-02 17:00:00,0.2538468,0.75,1,0.75,-4.063924
2022-12-02 18:00:00,0,0,0,0,-6.936352
2022-12-02 19:00:00,0,0,0,0,-6.967975
2022-12-02 20:00:00,0,0,0,0,-6.974734
2022-12-02 21:00:00,0,0,0,0,-6.970342
2022-12-02 22:00:00,0,0,0,0,-6.961342
2022-12-02 23:00:00,0,0,0,0,-6.995892
2022-12-03 00:00:00,0,0,0,0,-7.033771
2022-12-03 01:00:00,0,0,0,0,-7.032203
2022-12-03 02:00:00,0,0,0,0,-7.012157
2022-12-03 03:00:00,0,0,0,0,-7.003856
2022-12-03 04:00:00,0,0,0,0,-7.001076
2022-12-03 05:00:00,0,0,0,0,-6.959771
2022-12-03 06:00:00,0.007940855,0,0,0,-6.918117
2022-12-03 07:00:00,18.98136,25.5,26.25,26,71.05891
2022-12-03 08:00:00,149.0974,248,259,263.25,740.4575
2022-12-03 09:00:00,514.6747,976.25,965.25,925.75,2861.623
2022-12-03 10:00:00,587.8688,1084.25,1064,1062,3259.673
2022-12-03 11:00:00,178.3732,326.5,322.5,307.75,992.5888
2022-12-03 12:00:00,209.8597,374,377.5,380,1142.849
2022-12-03 13:00:00,134.6436,236.75,238.25,239,718.049
2022-12-03 14:00:00,83.60684,146.75,146.75,146.5,434.7185
2022-12-03 15:00:00,24.20368,44.75,45.25,45.25,131.647
2022-12-03 16:00:00,2.583209,8.25,8.5,8.25,19.79482
2022-12-03 17:00:00,0,0,0,0,-6.917579
2022-12-03 18:00:00,0,0,0,0,-6.916123
2022-12-03 19:00:00,0,0,0,0,-6.860988
2022-12-03 20:00:00,0,0,0,0,-6.836395
2022-12-03 21:00:00,0,0,0,0,-6.866365
2022-12-03 22:00:00,0,0,0,0,-6.850338
2022-12-03 23:00:00,0,0,0,0,-6.881297
2022-12-04 00:00:00,0,0,0,0,-6.89886
2022-12-04 01:00:00,0,0,0,0,-6.903737
2022-12-04 02:00:00,0,0,0,0,-6.903551
2022-12-04 03:00:00,0,0,0,0,-6.899622
2022-12-04 04:00:00,0,0,0,0,-6.90036
2022-12-04 05:00:00,0,0,0,0,-6.962036
2022-12-04 06:00:00,0,0,0,0,-6.927859
2022-12-04 07:00:00,25.68773,34,34.5,34,95.9812
2022-12-04 08:00:00,194.3618,335.25,336.25,330.25,1063.835
2022-12-04 09:00:00,546.3237,1104,1088.75,1102.5,3304.734
2022-12-04 10:00:00,577.5698,1173.5,1166.25,1159.75,3423.787
2022-12-04 11:00:00,629.9719,1201.5,1224.25,1236,3606.365
2022-12-04 12:00:00,713.0127,1326.5,1322.5,1334.75,3955.982
2022-12-04 13:00:00,487.8893,859,876,877.25,2586.051
2022-12-04 14:00:00,479.9397,857.75,876,878.5,2599.648
2022-12-04 15:00:00,132.7031,220,221.25,221.5,670.7348
2022-12-04 16:00:00,21.7504,37.25,38.25,38,111.1469
2022-12-04 17:00:00,0.06438161,0.25,0.25,0,-6.369263
2022-12-04 18:00:00,0,0,0,0,-6.937753
2022-12-04 19:00:00,0,0,0,0,-6.917399
2022-12-04 20:00:00,0,0,0,0,-6.939009
2022-12-04 21:00:00,0,0,0,0,-6.969309
2022-12-04 22:00:00,0,0,0,0,-7.014795
2022-12-04 23:00:00,0,0,0,0,-7.035633
2022-12-05 00:00:00,0,0,0,0,-7.046302
2022-12-05 01:00:00,0,0,0,0,-6.950894
