Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2022-12-01 00:00:00,0,0,0,0,0,0,0,-8.19364
2022-12-01 01:00:00,0,0,0,0,0,0,0,-8.153253
2022-12-01 02:00:00,0,0,0,0,0,0,0,-8.132607
2022-12-01 03:00:00,0,0,0,0,0,0,0,-8.079678
2022-12-01 04:00:00,0,0,0,0,0,0,0,-8.029365
2022-12-01 05:00:00,0,0,0,0,0,0,0,-7.982504
2022-12-01 06:00:00,0,0,0,0,0,0,0,-8.013773
2022-12-01 07:00:00,81.51057,32.07413,29.43212,30.49835,32.06295,30.1719,33.15533,181.8977
2022-12-01 08:00:00,376.2422,243.4857,192.9355,215.4735,225.0488,227.4433,225.5924,1339.875
2022-12-01 09:00:00,604.1973,563.0672,483.9252,549.2139,513.7551,529.237,552.0719,3201.856
2022-12-01 10:00:00,768.3566,724.5674,684.1179,664.7563,674.5454,687.9926,752.7715,4195.503
2022-12-01 11:00:00,858.4784,766.5905,790.232,793.6275,746.8033,775.7735,826.7903,4671.581
2022-12-01 12:00:00,862.4983,770.5167,805.1913,793.8824,749.5043,787.1112,829.5461,4708.476
2022-12-01 13:00:00,783.1295,691.6826,702.4639,728.5735,687.4995,724.6461,767.3405,4280.43
2022-12-01 14:00:00,641.5852,546.7532,538.0631,604.726,570.9253,563.5152,637.5331,3453.833
2022-12-01 15:00:00,412.4847,290.7076,255.3394,346.5844,343.4359,349.6056,366.8318,1951.911
2022-12-01 16:00:00,86.63358,49.76614,36.96753,56.01245,57.64404,59.42563,64.18349,317.9234
2022-12-01 17:00:00,0.1283524,0.4206865,0.4116547,0.4510578,0.4374048,0.430768,0.684764,-5.121251
2022-12-01 18:00:00,0,0,0,0,0,0,0,-8.091071
2022-12-01 19:00:00,0,0,0,0,0,0,0,-8.013935
2022-12-01 20:00:00,0,0,0,0,0,0,0,-8.066442
2022-12-01 21:00:00,0,0,0,0,0,0,0,-8.120722
2022-12-01 22:00:00,0,0,0,0,0,0,0,-8.152648
2022-12-01 23:00:00,0,0,0,0,0,0,0,-8.166338
2022-12-02 00:00:00,0,0,0,0,0,0,0,-8.15481
2022-12-02 01:00:00,0,0,0,0,0,0,0,-8.141838
2022-12-02 02:00:00,0,0,0,0,0,0,0,-8.075107
2022-12-02 03:00:00,0,0,0,0,0,0,0,-8.001473
2022-12-02 04:00:00,0,0,0,0,0,0,0,-7.954374
2022-12-02 05:00:00,0,0,0,0,0,0,0,-7.909375
2022-12-02 06:00:00,0,0,0,0,0,0,0,-8.030772
2022-12-02 07:00:00,68.13413,21.16703,16.41832,17.51003,21.23805,19.86179,19.62706,108.7133
2022-12-02 08:00:00,353.653,231.4482,199.0685,217.3965,212.3303,216.7609,220.8131,1307.759
2022-12-02 09:00:00,162.8817,143.1278,140.3842,144.9392,142.1349,146.3572,160.6227,877.5871
2022-12-02 10:00:00,494.3048,469.7583,440.1655,479.5323,469.2263,473.8087,536.6622,2837.006
2022-12-02 11:00:00,628.5679,593.4896,603.5399,600.0247,530.4663,563.2004,606.128,3488.01
2022-12-02 12:00:00,584.5045,508.9299,530.6398,510.7675,485.4156,500.3344,533.7066,3078.371
2022-12-02 13:00:00,686.3398,589.583,605.1083,614.2812,601.5279,619.114,662.3895,3684.854
2022-12-02 14:00:00,443.8387,368.5262,375.4109,393.7351,377.0019,391.5488,422.1101,2347.152
2022-12-02 15:00:00,240.3639,179.5863,174.893,193.8524,187.2294,209.5557,197.4953,1129.966
2022-12-02 16:00:00,62.87447,44.65228,41.95207,47.70697,46.94716,50.66594,52.21228,279.776
2022-12-02 17:00:00,0.7541831,0.6444765,0.575643,0.5811037,0.7461632,0.6547015,1.051641,-3.735653
2022-12-02 18:00:00,0,0,0,0,0,0,0,-8.070364
2022-12-02 19:00:00,0,0,0,0,0,0,0,-8.113892
2022-12-02 20:00:00,0,0,0,0,0,0,0,-8.149492
2022-12-02 21:00:00,0,0,0,0,0,0,0,-8.184561
2022-12-02 22:00:00,0,0,0,0,0,0,0,-8.164432
2022-12-02 23:00:00,0,0,0,0,0,0,0,-8.234288
2022-12-03 00:00:00,0,0,0,0,0,0,0,-8.201642
2022-12-03 01:00:00,0,0,0,0,0,0,0,-8.247927
2022-12-03 02:00:00,0,0,0,0,0,0,0,-8.261267
2022-12-03 03:00:00,0,0,0,0,0,0,0,-8.239003
2022-12-03 04:00:00,0,0,0,0,0,0,0,-8.221153
2022-12-03 05:00:00,0,0,0,0,0,0,0,-8.170047
2022-12-03 06:00:00,0,0,0,0,0,0,0,-8.059825
