Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-12-01 00:00:00,-0.3408647,0,0,0,0,-13.59633
2022-12-01 01:00:00,-0.332826,0,0,0,0,-13.57917
2022-12-01 02:00:00,-0.5021025,0,0,0,0,-13.57695
2022-12-01 03:00:00,-0.2785417,,,,,
2022-12-01 04:00:00,-0.336827,,,,,
2022-12-01 05:00:00,-0.001075763,,,,,
2022-12-01 06:00:00,0.01432946,,,,,
2022-12-01 07:00:00,11.21402,0,0,0,0,-14.52611
2022-12-01 08:00:00,102.1557,3.43,3.56,3.935,3.743332,2.589
2022-12-01 09:00:00,511.5179,64.51167,59.00666,59.29,56.52833,225.2383
2022-12-01 10:00:00,453.5581,248.07,190.845,72.855,73.53333,574.0283
2022-12-01 11:00:00,276.4789,559.4301,518.2584,636.4301,668.6284,2374.285
2022-12-01 12:00:00,305.9128,920.5384,903.7667,1030.855,1013.597,3838.223
2022-12-01 13:00:00,198.3607,609.7233,573.5833,587.0634,567.895,2323.888
2022-12-01 14:00:00,136.0618,373.4117,360.7733,385.315,383.6783,1481.255
2022-12-01 15:00:00,104.6412,232.44,224.76,248.3566,248.9516,948.7128
2022-12-01 16:00:00,19.81433,48.97667,48.16834,51.00667,50.195,190.496
2022-12-01 17:00:00,-0.1757858,0,0,0,0,-13.91083
2022-12-01 18:00:00,-0.1720036,0,0,0,0,-13.85683
2022-12-01 19:00:00,-0.038698,0,0,0,0,-13.9365
2022-12-01 20:00:00,-0.1725687,0,0,0,0,-14.0055
2022-12-01 21:00:00,-0.3129193,0,0,0,0,-13.80383
2022-12-01 22:00:00,-0.153409,0,0,0,0,-13.91033
2022-12-01 23:00:00,-0.1900888,0,0,0,0,-13.6855
2022-12-02 00:00:00,-0.2488673,0,0,0,0,-13.72667
2022-12-02 01:00:00,-0.2231254,0,0,0,0,-13.66967
2022-12-02 02:00:00,-0.1551738,0,0,0,0,-13.7075
2022-12-02 03:00:00,-0.2833377,0,0,0,0,-13.6605
2022-12-02 04:00:00,-0.1682401,0,0,0,0,-13.71817
2022-12-02 05:00:00,-0.07786495,0,0,0,0,-13.85683
2022-12-02 06:00:00,-0.1662229,0,0,0,0,-13.93134
2022-12-02 07:00:00,103.2249,22.05,15.39,14.51667,16.06167,87.44049
2022-12-02 08:00:00,564.6218,607.7534,592.6767,645.3217,644.9601,2491.987
2022-12-02 09:00:00,707.9201,1820.958,1840.323,1898.02,1885.34,7418.956
