Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,-7.194377
2023-01-01 01:00:00,0,0,0,0,-7.201504
2023-01-01 02:00:00,0,0,0,0,-7.202224
2023-01-01 03:00:00,0,0,0,0,-7.165791
2023-01-01 04:00:00,0,0,0,0,-7.159095
2023-01-01 05:00:00,0,0,0,0,-7.142817
2023-01-01 06:00:00,0,0,0,0,-7.141115
2023-01-01 07:00:00,9.089648,10.5,11.5,10.5,27.06728
2023-01-01 08:00:00,109.3133,168.5,189.5,179,501.8357
2023-01-01 09:00:00,251.4046,447,469.75,442.5,1319.366
2023-01-01 10:00:00,513.7029,1120,1194.25,1140.75,3338.726
2023-01-01 11:00:00,613.8502,1255.25,1355.25,1217.5,3835.528
2023-01-01 12:00:00,581.9459,1173.25,1307.25,1160,3490.958
2023-01-01 13:00:00,701.2311,1376.25,1507.25,1406.5,4240.362
2023-01-01 14:00:00,568.0481,1139.5,1247.25,1163.5,3514.755
2023-01-01 15:00:00,375.117,709.5,782.5,716,2196.457
2023-01-01 16:00:00,129.4259,143,148.5,86.5,376.9628
2023-01-01 17:00:00,0.0001280141,1.25,1.5,1.25,-2.295069
2023-01-01 18:00:00,0,0,0,0,-7.109258
2023-01-01 19:00:00,0,0,0,0,-7.125906
2023-01-01 20:00:00,0,0,0,0,-7.127419
2023-01-01 21:00:00,0,0,0,0,-7.12028
2023-01-01 22:00:00,0,0,0,0,-7.11965
2023-01-01 23:00:00,0,0,0,0,-7.127991
2023-01-02 00:00:00,0,0,0,0,-7.166383
2023-01-02 01:00:00,0,0,0,0,-7.175149
2023-01-02 02:00:00,0,0,0,0,-7.172141
2023-01-02 03:00:00,0,0,0,0,-7.117917
2023-01-02 04:00:00,0,0,0,0,-7.078185
2023-01-02 05:00:00,0,0,0,0,-7.032388
2023-01-02 06:00:00,0,0,0,0,-7.099405
2023-01-02 07:00:00,17.95443,25,28,25.5,72.45524
2023-01-02 08:00:00,150.692,262.75,289.25,270,807.6756
2023-01-02 09:00:00,400.1502,856.75,947.5,913.5,2688.816
2023-01-02 10:00:00,622.4775,1282,1407.25,1302,3940.778
2023-01-02 11:00:00,709.897,1411,1548.25,1445.75,4351.994
2023-01-02 12:00:00,754.7671,1446.5,1579.25,1493.25,4490.519
2023-01-02 13:00:00,657.9871,1295.25,1427.25,1329,3953.791
2023-01-02 14:00:00,340.8992,637.25,691.5,658.5,2015.619
2023-01-02 15:00:00,235.215,413.75,454.5,421.5,1280.372
2023-01-02 16:00:00,77.59229,109.25,117.75,101.5,328.4789
2023-01-02 17:00:00,0.4487611,2.25,2.5,2,1.128515
2023-01-02 18:00:00,0,0,0,0,-7.186945
