S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26725
2023-01-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.34432
2023-01-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.35708
2023-01-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30292
2023-01-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.31902
2023-01-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30019
2023-01-01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26202
2023-01-01 07:00:00,7.091358,0.8992696,1.405057,1.822226,0.9085788,1.688999,0.7457197,0.7189585,1.09966,1.426779,0.7600348,0.09743325
2023-01-01 08:00:00,91.51899,37.77687,39.7302,36.54163,40.78309,40.57426,40.43435,39.26193,40.15367,45.52385,45.75544,390.0881
2023-01-01 09:00:00,359.747,181.6703,183.8226,183.7737,194.3893,178.4447,192.6623,193.5054,194.969,190.2847,182.0266,1839.945
2023-01-01 10:00:00,660.9762,320.0806,343.1267,337.628,346.2681,337.8008,350.9456,342.8904,342.614,346.7083,357.9822,3297.732
2023-01-01 11:00:00,750.969,389.8692,393.8757,396.5857,405.6203,391.7541,397.3114,395.8875,391.9292,371.9481,390.0616,3684.836
2023-01-01 12:00:00,772.7568,378.8886,402.9215,397.7621,410.2828,399.7962,404.7759,391.4089,385.9998,408.8651,416.203,3923.38
2023-01-01 13:00:00,638.4889,323.734,348.6277,349.1754,348.3192,339.5285,346.2649,338.901,340.4837,335.1293,346.5443,3199.552
2023-01-01 14:00:00,541.0971,294.8595,297.7411,268.8018,293.3768,292.3991,295.029,292.4464,286.2685,279.6922,288.3968,2747.322
2023-01-01 15:00:00,406.8164,205.4106,207.0427,197.1783,204.2299,209.1944,204.7911,201.9794,191.1517,195.573,206.4504,1946.406
2023-01-01 16:00:00,178.2264,23.81357,23.98431,19.44842,20.76642,31.17912,26.44424,18.18249,21.70605,18.26349,15.64614,201.6298
2023-01-01 17:00:00,2.302723,0.2017058,0,0.1869382,0.4417658,0,0.2201761,0.1824295,0.1941198,0,0.2427222,-10.18011
2023-01-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.18834
2023-01-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.17822
2023-01-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.2101
2023-01-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.23645
2023-01-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.3068
2023-01-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.39659
2023-01-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.34452
2023-01-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.3325
2023-01-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.32584
2023-01-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26825
2023-01-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.2277
2023-01-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.09128
2023-01-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.02118
2023-01-02 07:00:00,13.89371,3.724596,3.79754,3.653771,3.803712,3.247366,3.595855,1.597371,3.46749,3.291759,2.495621,23.05831
2023-01-02 08:00:00,91.94899,39.76572,39.99987,39.63597,42.00708,40.48108,40.85503,39.81336,40.48286,41.83525,41.45597,390.4655
2023-01-02 09:00:00,168.3777,77.2548,78.03648,78.74196,83.99586,78.52161,80.41369,83.05107,81.12051,83.03227,84.82938,781.5905
2023-01-02 10:00:00,212.914,95.12949,96.01924,96.30387,102.4475,98.39947,100.7199,101.4231,98.66483,98.63102,101.7873,959.424
2023-01-02 11:00:00,234.5954,110.2318,109.9954,106.9006,113.3594,109.609,112.095,111.0199,109.2193,112.4705,117.2544,1080.306
2023-01-02 12:00:00,366.1362,175.8132,167.1369,172.2957,176.5185,179.6543,183.4289,177.0733,183.5095,207.9446,220.0764,1796.417
2023-01-02 13:00:00,739.6746,368.6118,382.1948,377.968,388.2419,376.0083,381.0222,380.8229,374.671,364.2176,381.5132,3597.397
