Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,0,0,-13.70103
2023-01-01 01:00:00,0,0,0,0,0,0,-13.7235
2023-01-01 02:00:00,0,0,0,0,0,0,-13.62812
2023-01-01 03:00:00,0,0,0,0,0,0,-13.62678
2023-01-01 04:00:00,0,0,0,0,0,0,-13.63435
2023-01-01 05:00:00,0,0,0,0,0,0,-13.62304
2023-01-01 06:00:00,0,0,0,0,0,0,-14.06933
2023-01-01 07:00:00,3.95752,6.041926,6.22407,6.17758,6.384306,5.933651,4.553785
2023-01-01 08:00:00,44.93954,58.0098,51.5124,62.647,59.42515,57.50149,267.3687
2023-01-01 09:00:00,175.2741,209.5902,198.938,222.1502,213.6326,222.0526,1046.935
2023-01-01 10:00:00,306.6635,349.7962,329.0057,359.5179,341.2912,338.9972,1716.485
2023-01-01 11:00:00,685.5526,723.4532,731.571,741.0198,718.6537,681.5269,3524.223
2023-01-01 12:00:00,786.7245,889.1387,867.6536,877.6566,850.6445,830.252,4319.318
2023-01-01 13:00:00,679.4172,735.1321,716.4898,736.9623,720.2556,696.7884,3575.729
2023-01-01 14:00:00,484.7626,570.162,555.1592,562.2333,546.6182,528.034,2749.673
2023-01-01 15:00:00,419.046,336.0717,333.8026,325.4189,296.3221,315.4354,1586.448
2023-01-01 16:00:00,174.9876,84.36536,94.9417,85.02695,85.57516,81.94061,406.9777
2023-01-01 17:00:00,3.008589,1.299411,1.452295,1.411563,1.316078,1.21132,-16.63993
2023-01-01 18:00:00,0,0,0,0,0,0,-13.47821
2023-01-01 19:00:00,0,0,0,0,0,0,-13.49565
2023-01-01 20:00:00,0,0,0,0,0,0,-13.50931
2023-01-01 21:00:00,0,0,0,0,0,0,-13.52761
2023-01-01 22:00:00,0,0,0,0,0,0,-13.58047
2023-01-01 23:00:00,0,0,0,0,0,0,-13.61947
2023-01-02 00:00:00,0,0,0,0,0,0,-13.66481
2023-01-02 01:00:00,0,0,0,0,0,0,-13.69265
2023-01-02 02:00:00,0,0,0,0,0,0,-13.69483
2023-01-02 03:00:00,0,0,0,0,0,0,-13.65956
2023-01-02 04:00:00,0,0,0,0,0,0,-13.61347
