Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,,0,0,-8.512679
2023-01-01 01:00:00,0,0,0,0,,0,0,-8.54118
2023-01-01 02:00:00,0,0,0,0,,0,0,-8.57989
2023-01-01 03:00:00,0,0,0,0,,0,0,-8.568735
2023-01-01 04:00:00,0,0,0,0,,0,0,-8.557815
2023-01-01 05:00:00,0,0,0,0,,0,0,-8.537393
2023-01-01 06:00:00,0,0,0,0,,0,0,-8.496196
2023-01-01 07:00:00,9.443873,1.145731,0,1.473917,,1.473332,0,-4.412728
2023-01-01 08:00:00,103.582,73.1076,79.37413,74.20572,,79.81377,73.89713,460.7845
2023-01-01 09:00:00,197.0089,155.4848,173.173,163.0651,,174.0626,164.6508,1004.843
2023-01-01 10:00:00,517.5991,520.6769,569.3174,545.0447,,532.5452,496.5805,3188.619
2023-01-01 11:00:00,548.8309,513.8516,528.0821,501.1721,,559.8214,543.3115,3203.884
2023-01-01 12:00:00,848.9368,745.2712,765.9767,766.9358,,782.6425,782.4246,4617.974
2023-01-01 13:00:00,566.858,544.9753,560.3757,564.4695,,582.3375,568.9504,3443.373
2023-01-01 14:00:00,580.1119,553.418,558.8514,596.9372,,618.3428,609.4962,3566.795
2023-01-01 15:00:00,374.7344,234.4917,232.0246,288.0305,,274.8196,271.4106,1617.623
2023-01-01 16:00:00,52.73747,65.50669,67.39801,78.47446,,77.29269,79.4062,438.519
2023-01-01 17:00:00,0.06147484,0.575647,0.644719,0.6491168,,0.7796219,0.4860792,-5.217708
2023-01-01 18:00:00,0,0,0,0,,0,0,-8.3946
2023-01-01 19:00:00,0,0,0,0,,0,0,-8.413035
2023-01-01 20:00:00,0,0,0,0,,0,0,-8.409678
2023-01-01 21:00:00,0,0,0,0,,0,0,-8.438932
2023-01-01 22:00:00,0,0,0,0,,0,0,-8.449593
2023-01-01 23:00:00,0,0,0,0,,0,0,-8.494528
2023-01-02 00:00:00,0,0,0,0,,0,0,-8.5377
2023-01-02 01:00:00,0,0,0,0,,0,0,-8.540566
2023-01-02 02:00:00,0,0,0,0,,0,0,-8.524819
2023-01-02 03:00:00,0,0,0,0,,0,0,-8.455074
2023-01-02 04:00:00,0,0,0,0,,0,0,-8.401631
2023-01-02 05:00:00,0,0,0,0,,0,0,-8.398238
2023-01-02 06:00:00,0,0,0,0,,0,0,-8.456065
2023-01-02 07:00:00,20.68848,6.412865,7.095,7.16658,,7.884013,7.369845,36.59919
2023-01-02 08:00:00,173.6075,114.0084,132.27,134.1085,,139.9993,138.2017,813.1815
2023-01-02 09:00:00,378.3759,309.1536,353.7601,369.3112,,334.774,338.7776,2095.905
2023-01-02 10:00:00,640.9076,629.7787,647.5438,647.3658,,688.7856,667.4749,3987.496
2023-01-02 11:00:00,732.0016,697.804,719.7343,723.2097,,761.4098,738.6838,4404.372
2023-01-02 12:00:00,757.8621,716.0801,739.6906,747.1048,,784.7031,764.5378,4529.418
2023-01-02 13:00:00,666.058,654.2942,634.5144,647.0543,,678.5478,661.2188,3914.363
2023-01-02 14:00:00,438.3424,403.0447,405.2627,422.3176,,442.0917,434.8173,2577.857
2023-01-02 15:00:00,214.8465,168.451,168.4056,184.4823,,186.0326,182.2238,1083.861
2023-01-02 16:00:00,85.76832,64.27464,66.48146,72.37677,,74.21095,74.45121,427.223
2023-01-02 17:00:00,0.6092756,0.3688363,0.8415925,1.049124,,0.9861905,0.9172047,-3.132525
2023-01-02 18:00:00,0,0,0,0,,0,0,-8.41295
2023-01-02 19:00:00,0,0,0,0,,0,0,-8.471746
2023-01-02 20:00:00,0,0,0,0,,0,0,-8.478889
2023-01-02 21:00:00,0,0,0,0,,0,0,-8.501738
2023-01-02 22:00:00,0,0,0,0,,0,0,-8.551069
2023-01-02 23:00:00,0,0,0,0,,0,0,-8.509804
2023-01-03 00:00:00,0,0,0,0,,0,0,-8.525004
2023-01-03 01:00:00,0,0,0,0,,0,0,-8.545558
2023-01-03 02:00:00,0,0,0,0,,0,0,-8.526781
2023-01-03 03:00:00,0,0,0,0,,0,0,-8.496344
2023-01-03 04:00:00,0,0,0,0,,0,0,-8.44538
2023-01-03 05:00:00,0,0,0,0,,0,0,-8.402898
2023-01-03 06:00:00,0,0,0,0,,0,0,-8.387703
2023-01-03 07:00:00,27.95378,6.948875,7.977558,8.143087,,8.476015,7.710262,39.98231
2023-01-03 08:00:00,145.4099,99.03461,104.1349,104.1251,,111.4389,106.6156,640.6514
2023-01-03 09:00:00,487.1414,416.5282,427.4933,403.3473,,452.8888,428.782,2637.695
2023-01-03 10:00:00,640.7717,605.7895,630.0252,633.0012,,659.9344,646.3448,3867.821
2023-01-03 11:00:00,546.0941,475.7531,515.1074,533.3621,,537.7485,525.453,3151.955
2023-01-03 12:00:00,588.7703,539.1462,559.3364,572.7055,,592.5892,577.5328,3457.293
2023-01-03 13:00:00,506.7527,450.8724,478.9585,483.5089,,504.5908,494.6042,2970.082
2023-01-03 14:00:00,282.6959,240.3431,241.8087,248.3329,,261.4432,253.3259,1504.807
2023-01-03 15:00:00,172.5159,128.6981,132.9552,137.4956,,144.0408,139.8284,835.2974
2023-01-03 16:00:00,47.0582,31.23164,34.22082,34.24438,,36.74975,35.63914,207.3311
2023-01-03 17:00:00,0.02709628,0.04272115,0.04840995,0,,0.1246009,0.04424565,-8.184594
2023-01-03 18:00:00,0,0,0,0,,0,0,-8.487386
2023-01-03 19:00:00,0,0,0,0,,0,0,-8.517041
2023-01-03 20:00:00,0,0,0,0,,0,0,-8.553524
2023-01-03 21:00:00,0,0,0,0,,0,0,-8.511194
2023-01-03 22:00:00,0,0,0,0,,0,0,-8.533315
2023-01-03 23:00:00,0,0,0,0,,0,0,-8.566208
2023-01-04 00:00:00,0,0,0,0,,0,0,-8.526312
2023-01-04 01:00:00,0,0,0,0,,0,0,-8.560022
2023-01-04 02:00:00,0,0,0,0,,0,0,-8.591582
2023-01-04 03:00:00,0,0,0,0,,0,0,-8.610865
2023-01-04 04:00:00,0,0,0,0,,0,0,-8.574539
2023-01-04 05:00:00,0,0,0,0,,0,0,-8.454725
2023-01-04 06:00:00,0,0,0,0,,0,0,-8.443144
2023-01-04 07:00:00,11.70778,0,0,0,,0,0,-8.393956
2023-01-04 08:00:00,21.63572,16.08452,17.03938,17.67931,,18.33516,17.73878,99.43138
2023-01-04 09:00:00,47.8832,37.93811,40.07867,40.24651,,44.34093,41.56974,240.0069
2023-01-04 10:00:00,130.5312,98.55286,104.6552,103.3311,,111.6208,108.2377,642.9212
2023-01-04 11:00:00,370.0784,276.3902,283.7559,292.4565,,316.3826,296.3027,1820.271
2023-01-04 12:00:00,367.8358,281.2852,305.6394,306.4474,,337.5586,322.1559,1903.774
2023-01-04 13:00:00,69.70702,54.12805,60.2934,62.25285,,64.21252,62.15482,364.5088
2023-01-04 14:00:00,166.8191,128.5728,132.7789,137.595,,144.1518,140.2005,820.6146
2023-01-04 15:00:00,91.42957,65.86104,71.22414,74.26266,,76.53837,74.38235,437.2539
2023-01-04 16:00:00,40.73132,24.66509,27.32394,27.76182,,29.4235,28.61212,162.1467
2023-01-04 17:00:00,0.2866678,0,0,0,,0,0,-8.399653
2023-01-04 18:00:00,0.0501189,0,0,0,,0,0,-8.401049
2023-01-04 19:00:00,0.03608561,0,0,0,,0,0,-8.415113
2023-01-04 20:00:00,0,0,0,0,,0,0,-8.409067
2023-01-04 21:00:00,0,0,0,0,,0,0,-8.492253
2023-01-04 22:00:00,0,0,0,0,,0,0,-8.542883
2023-01-04 23:00:00,0,0,0,0,,0,0,-8.52205
2023-01-05 00:00:00,0,0,0,0,,0,0,-8.516665
2023-01-05 01:00:00,0,0,0,0,,0,0,-8.560049
2023-01-05 02:00:00,0,0,0,0,,0,0,-8.582815
2023-01-05 03:00:00,0,0,0,0,,0,0,-8.594851
2023-01-05 04:00:00,0,0,0,0,,0,0,-8.575039
2023-01-05 05:00:00,0,0,0,0,,0,0,-8.485922
2023-01-05 06:00:00,0,0,0,0,,0,0,-8.422039
2023-01-05 07:00:00,5.953689,0,0,0,,0,0,-8.481206
2023-01-05 08:00:00,176.2198,102.4211,110.5679,108.4616,,117.7991,111.3742,678.9534
2023-01-05 09:00:00,261.7413,216.3419,213.2242,202.3859,,215.683,206.0289,1317.502
2023-01-05 10:00:00,471.1902,434.3577,432.4391,451.2833,,462.9268,456.5491,2695.186
2023-01-05 11:00:00,627.3118,566.8798,575.7333,575.2738,,656.6204,648.8472,3604.277
2023-01-05 12:00:00,645.9787,522.6078,523.4293,623.3297,,584.2011,550.0779,3233.988
2023-01-05 13:00:00,538.2371,478.7079,509.6749,610.1295,,513.9254,497.4377,3110.104
2023-01-05 14:00:00,581.1446,561.9108,568.0968,555.1879,,605.8746,618.0527,3550.617
2023-01-05 15:00:00,207.7081,169.137,149.7016,161.4523,,153.343,158.9395,1000.672
2023-01-05 16:00:00,72.04555,74.39222,75.11883,89.36373,,88.40858,88.07788,487.8835
2023-01-05 17:00:00,0.4102376,0.8719072,0.5656908,0.9022995,,1.029215,1.013153,-3.598085
2023-01-05 18:00:00,0,0,0,0,,0,0,-8.3848
2023-01-05 19:00:00,0,0,0,0,,0,0,-8.388434
2023-01-05 20:00:00,0,0,0,0,,0,0,-8.415834
2023-01-05 21:00:00,0,0,0,0,,0,0,-8.449491
2023-01-05 22:00:00,0,0,0,0,,0,0,-8.45654
2023-01-05 23:00:00,0,0,0,0,,0,0,-8.468515
2023-01-06 00:00:00,0,0,0,0,,0,0,-8.496074
2023-01-06 01:00:00,0,0,0,0,,0,0,-8.522547
2023-01-06 02:00:00,0,0,0,0,,0,0,-8.495218
2023-01-06 03:00:00,0,0,0,0,,0,0,-8.478005
2023-01-06 04:00:00,0,0,0,0,,0,0,-8.432445
2023-01-06 05:00:00,0,0,0,0,,0,0,-8.447998
2023-01-06 06:00:00,0,0,0,0,,0,0,-8.406965
2023-01-06 07:00:00,15.53302,3.226725,6.626825,7,,6.585312,5.732213,28.3168
2023-01-06 08:00:00,292.9973,90.71316,131.746,132.8258,,128.7917,120.2842,717.1913
2023-01-06 09:00:00,523.9339,454.0234,471.3955,467.1441,,495.2369,458.3402,2887.865
2023-01-06 10:00:00,693.3054,678.434,700.0602,698.744,,742.1507,717.5894,4289.745
2023-01-06 11:00:00,791.8048,767.961,790.3149,791.8325,,828.219,813.4859,4811.844
2023-01-06 12:00:00,810.6893,781.2969,805.7077,812.5693,,832.9288,830.9731,4897.286
2023-01-06 13:00:00,751.2181,725.046,749.1995,761.5727,,800.1045,781.2079,4609.456
2023-01-06 14:00:00,631.0926,613.3267,624.5876,646.2703,,680.9081,668.7507,3925.922
2023-01-06 15:00:00,425.7643,285.908,281.6532,349.8715,,333.5873,333.2884,1962.844
2023-01-06 16:00:00,48.36526,55.15651,58.37961,60.08017,,63.12098,62.72067,361.8733
2023-01-06 17:00:00,0.1951962,0.1428099,0.3233075,0.2695,,0.3376898,0.334091,-6.3466
2023-01-06 18:00:00,0,0,0,0,,0,0,-8.451618
2023-01-06 19:00:00,0,0,0,0,,0,0,-8.411785
2023-01-06 20:00:00,0,0,0,0,,0,0,-8.529592
2023-01-06 21:00:00,0,0,0,0,,0,0,-8.53225
2023-01-06 22:00:00,0,0,0,0,,0,0,-8.548648
