Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,-7.954481
2023-01-01 01:00:00,0,0,0,0,-8.023777
2023-01-01 02:00:00,0,0,0,0,-8.055108
2023-01-01 03:00:00,0,0,0,0,-8.080231
2023-01-01 04:00:00,0,0,0,0,-8.074774
2023-01-01 05:00:00,0,0,0,0,-8.131825
2023-01-01 06:00:00,0,0,0,0,-8.131989
2023-01-01 07:00:00,3.60238,3.299945,2.051739,5.28604,5.870306
2023-01-01 08:00:00,49.40223,99.983,95.63064,89.55177,277.7274
2023-01-01 09:00:00,272.983,540.2035,533.1282,528.9048,1341.569
2023-01-01 10:00:00,438.7135,737.3875,730.0659,698.9574,2326.811
2023-01-01 11:00:00,730.6025,1247.573,1251.329,1159.526,3946.628
2023-01-01 12:00:00,837.1135,1436.063,1440.289,1357.936,4289.417
2023-01-01 13:00:00,739.3185,1208.827,1223.199,1180.831,3528.408
2023-01-01 14:00:00,589.4249,981.6927,993.482,953.5544,3188.107
2023-01-01 15:00:00,405.1869,637.024,669.6241,655.2778,2002.489
2023-01-01 16:00:00,160.7047,129.0163,155.1136,163.8447,273.0368
2023-01-01 17:00:00,3.643734,0,0,0,-7.670386
2023-01-01 18:00:00,0,0,0,0,-7.687527
2023-01-01 19:00:00,0,0,0,0,-7.76803
2023-01-01 20:00:00,0,0,0,0,-7.763032
2023-01-01 21:00:00,0,0,0,0,-7.858199
2023-01-01 22:00:00,0,0,0,0,-7.957251
2023-01-01 23:00:00,0,0,0,0,-8.040687
2023-01-02 00:00:00,0,0,0,0,-7.998615
2023-01-02 01:00:00,0,0,0,0,-8.133594
2023-01-02 02:00:00,0,0,0,0,-8.220498
2023-01-02 03:00:00,0,0,0,0,-8.20714
2023-01-02 04:00:00,0,0,0,0,-8.365688
2023-01-02 05:00:00,0,0,0,0,-8.516892
2023-01-02 06:00:00,0,0,0,0,-8.55739
2023-01-02 07:00:00,3.736123,3.791378,3.84451,4.241625,0.5782255
2023-01-02 08:00:00,45.57367,74.51453,76.95625,81.00122,266.0844
2023-01-02 09:00:00,125.7216,263.8096,264.3297,250.5875,768.7999
2023-01-02 10:00:00,154.9769,315.3675,311.5102,311.4783,915.8082
2023-01-02 11:00:00,304.4812,591.8992,639.0672,661.5532,1714.844
2023-01-02 12:00:00,831.2469,1425.009,1423.649,1333.844,4142.045
2023-01-02 13:00:00,425.6061,750.3846,749.1317,697.3116,1291.88
2023-01-02 14:00:00,149.2504,271.4138,269.3281,264.5474,751.1467
2023-01-02 15:00:00,99.53551,171.0573,173.0128,173.0871,528.4244
2023-01-02 16:00:00,38.78935,46.40481,53.52521,51.33738,150.4184
2023-01-02 17:00:00,2.917611,0,0,0,-9.120873
2023-01-02 18:00:00,0,0,0,0,-7.914376
2023-01-02 19:00:00,0,0,0,0,-7.939244
2023-01-02 20:00:00,0,0,0,0,-7.976836
2023-01-02 21:00:00,0,0,0,0,-8.028945
2023-01-02 22:00:00,0,0,0,0,-8.081815
2023-01-02 23:00:00,0,0,0,0,-8.092541
2023-01-03 00:00:00,0,0,0,0,-8.063388
2023-01-03 01:00:00,0,0,0,0,-8.213508
2023-01-03 02:00:00,0,0,0,0,-8.078983
2023-01-03 03:00:00,0,0,0,0,-8.073547
2023-01-03 04:00:00,0,0,0,0,-8.024096
2023-01-03 05:00:00,0,0,0,0,-8.062434
2023-01-03 06:00:00,0,0,0,0,-8.183926
2023-01-03 07:00:00,20.86171,18.53634,22.79947,19.7627,49.59021
2023-01-03 08:00:00,90.92458,150.5773,148.3266,148.5767,465.3155
2023-01-03 09:00:00,80.87512,174.1604,179.9709,179.9628,525.267
2023-01-03 10:00:00,174.4678,335.9227,343.2002,334.2197,966.7097
2023-01-03 11:00:00,691.4257,1108.759,1104.774,1041.759,3211.263
2023-01-03 12:00:00,585.7514,1038.193,1025.991,990.3096,2609.149
2023-01-03 13:00:00,367.6094,613.3735,616.7271,598.5709,1791.711
2023-01-03 14:00:00,183.8003,324.0405,324.016,317.1379,917.1047
2023-01-03 15:00:00,116.2883,195.9698,196.0179,193.711,575.6964
2023-01-03 16:00:00,62.05864,59.41986,76.09435,73.9166,206.8379
2023-01-03 17:00:00,3.039854,0,0,0,-7.248683
2023-01-03 18:00:00,0,0,0,0,-7.817059
2023-01-03 19:00:00,0,0,0,0,-7.835154
2023-01-03 20:00:00,0,0,0,0,-7.912652
2023-01-03 21:00:00,0,0,0,0,-7.896709
2023-01-03 22:00:00,0,0,0,0,-7.878566
2023-01-03 23:00:00,0,0,0,0,-7.928425
2023-01-04 00:00:00,0,0,0,0,-7.959144
2023-01-04 01:00:00,0,0,0,0,-8.003921
2023-01-04 02:00:00,0,0,0,0,-8.025138
2023-01-04 03:00:00,0.01688889,0,0,0,-8.081808
2023-01-04 04:00:00,0.008041668,0,0,0,-7.987319
2023-01-04 05:00:00,0,0,0,0,-7.970334
2023-01-04 06:00:00,0,0,0,0,-7.910367
2023-01-04 07:00:00,5.928388,7.263418,7.749168,6.133428,11.9997
2023-01-04 08:00:00,63.69465,113.195,110.0924,113.2179,345.462
2023-01-04 09:00:00,58.51218,99.69176,100.9581,100.2062,281.4177
2023-01-04 10:00:00,185.743,351.7154,354.5679,348.6024,1001.223
2023-01-04 11:00:00,281.5963,467.9785,481.0044,468.2669,1263.761
2023-01-04 12:00:00,191.666,285.4022,292.3669,288.1772,952.9865
2023-01-04 13:00:00,85.73746,170.3782,169.9641,124.1016,469.6584
2023-01-04 14:00:00,163.3487,277.6296,274.7917,277.8706,828.3092
2023-01-04 15:00:00,50.77748,75.79362,78.90919,77.51305,211.1305
2023-01-04 16:00:00,32.4729,31.95861,34.32154,40.94277,106.7853
2023-01-04 17:00:00,2.574572,0,0,0,-7.882586
2023-01-04 18:00:00,0,0,0,0,-7.928266
2023-01-04 19:00:00,0,0,0,0,-7.988634
2023-01-04 20:00:00,0,0,0,0,-8.063042
2023-01-04 21:00:00,0,0,0,0,-8.008183
2023-01-04 22:00:00,0,0,0,0,-8.042153
2023-01-04 23:00:00,0,0,0,0,-7.982048
2023-01-05 00:00:00,0,0,0,0,-8.106424
2023-01-05 01:00:00,0,0,0,0,-8.058881
2023-01-05 02:00:00,0,0,0,0,-8.147611
2023-01-05 03:00:00,0,0,0,0,-8.022327
2023-01-05 04:00:00,0,0,0,0,-8.016788
2023-01-05 05:00:00,0,0,0,0,-7.946598
2023-01-05 06:00:00,0,0,0,0,-7.969745
2023-01-05 07:00:00,3.230314,5.309895,6.96475,7.216533,-8.00333
2023-01-05 08:00:00,116.4788,164.7141,178.4719,170.7784,613.5345
2023-01-05 09:00:00,210.4559,379.5195,380.7067,365.54,1216.005
2023-01-05 10:00:00,632.1164,1129.966,1148.394,1027.991,2670.958
2023-01-05 11:00:00,279.7839,478.7262,474.7043,467.3286,1339.959
2023-01-05 12:00:00,392.2333,674.0328,669.7457,659.2293,2155.524
2023-01-05 13:00:00,536.3736,954.3894,958.0948,919.8743,2804.207
2023-01-05 14:00:00,603.9628,1037.031,1069.501,1041.511,3094.696
2023-01-05 15:00:00,430.2587,692.8534,718.6486,703.0916,2115.867
2023-01-05 16:00:00,180.5717,158.1644,189.6063,200.4728,538.1099
2023-01-05 17:00:00,5.002146,0,0.0007792208,0.001142857,-7.774415
2023-01-05 18:00:00,0,0,0,0,-7.776404
2023-01-05 19:00:00,0,0,0,0,-7.884898
2023-01-05 20:00:00,0,0,0,0,-7.937103
2023-01-05 21:00:00,0,0,0,0,-7.924586
2023-01-05 22:00:00,0,0,0,0,-8.042775
2023-01-05 23:00:00,0,0,0,0,-8.091184
2023-01-06 00:00:00,0,0,0,0,-8.080096
2023-01-06 01:00:00,0,0,0,0,-8.23499
2023-01-06 02:00:00,0,0,0,0,-8.308908
2023-01-06 03:00:00,0,0,0,0,-8.672004
2023-01-06 04:00:00,0,0,0,0,-8.690158
2023-01-06 05:00:00,0,0,0,0,-8.689471
2023-01-06 06:00:00,0,0,0,0,-8.905283
2023-01-06 07:00:00,39.92896,10.40847,8.8019,11.76508,27.58808
2023-01-06 08:00:00,338.7186,312.4215,312.9891,251.8974,899.8233
2023-01-06 09:00:00,582.5547,920.3702,1010.719,842.9301,3017.852
2023-01-06 10:00:00,763.6662,1357.967,1387.839,1234.819,3937.963
2023-01-06 11:00:00,861.9098,1512.818,1529.103,1419.027,4391.471
2023-01-06 12:00:00,873.9389,1528.499,1533.642,1446.217,4451.733
2023-01-06 13:00:00,799.4266,1409.991,1413.139,1344.545,4107.659
2023-01-06 14:00:00,650.7591,1157.291,1164.755,1114.428,3408.809
2023-01-06 15:00:00,442.4701,722.1179,756.56,738.0717,2261.738
2023-01-06 16:00:00,111.2803,119.851,148.4029,148.5349,319.43
2023-01-06 17:00:00,9.850826,1.478444,2.625187,2.951683,6.938645
2023-01-06 18:00:00,0,0,0,0,-7.89447
2023-01-06 19:00:00,0,0,0,0,-7.993289
2023-01-06 20:00:00,0,0,0,0,-7.976278
2023-01-06 21:00:00,0,0,0,0,-7.994451
2023-01-06 22:00:00,0,0,0,0,-8.157402
2023-01-06 23:00:00,0,0,0,0,-8.451844
2023-01-07 00:00:00,0,0,0,0,-8.62479
2023-01-07 01:00:00,0,0,0,0,-8.917945
2023-01-07 02:00:00,0,0,0,0,-8.993834
2023-01-07 03:00:00,0,0,0,0,-9.055359
2023-01-07 04:00:00,0,0,0,0,-9.075532
2023-01-07 05:00:00,0,0,0,0,-9.019777
2023-01-07 06:00:00,0,0,0,0,-9.098409
2023-01-07 07:00:00,26.00964,28.35463,25.84329,18.52274,10.02866
2023-01-07 08:00:00,136.4241,210.009,204.7371,199.9128,806.1995
2023-01-07 09:00:00,261.7611,480.6084,491.9702,396.4673,646.9124
2023-01-07 10:00:00,257.3738,456.6584,457.4675,442.4995,1241.912
2023-01-07 11:00:00,220.5367,411.2503,412.0301,402.5634,1320.271
2023-01-07 12:00:00,193.9631,358.7545,359.058,353.5279,1008.48
2023-01-07 13:00:00,220.3192,419.6866,418.8069,414.3498,1274.815
2023-01-07 14:00:00,198.1269,339.9311,345.9533,341.8755,1158.881
2023-01-07 15:00:00,329.9592,581.2354,601.213,580.4743,1140.086
2023-01-07 16:00:00,70.58056,117.9884,111.7545,109.4481,206.6429
2023-01-07 17:00:00,5.728116,1.674719,0.8956367,0.8560735,-4.313528
2023-01-07 18:00:00,0,0,0,0,-9.142462
2023-01-07 19:00:00,0,0,0,0,-9.171402
2023-01-07 20:00:00,0,0,0,0,-9.303697
2023-01-07 21:00:00,0,0,0,0,-8.115934
2023-01-07 22:00:00,0,0,0,0,-8.560273
2023-01-07 23:00:00,0,0,0,0,-8.722763
2023-01-08 00:00:00,0,0,0,0,-8.798187
2023-01-08 01:00:00,0,0,0,0,-9.038037
2023-01-08 02:00:00,0,0,0,0,-9.209179
2023-01-08 03:00:00,0,0,0,0,-9.287668
2023-01-08 04:00:00,0,0,0,0,-9.355697
2023-01-08 05:00:00,0,0,0,0,-9.344804
2023-01-08 06:00:00,0,0,0,0,-9.473421
2023-01-08 07:00:00,5.354819,3.738837,6.47312,5.609703,-2.333311
2023-01-08 08:00:00,32.6907,47.13629,55.39935,48.44957,144.6718
2023-01-08 09:00:00,99.75446,230.6398,228.1042,212.2454,1171.569
2023-01-08 10:00:00,312.528,660.8044,670.3183,631.388,2611.524
2023-01-08 11:00:00,398.5888,658.0825,657.4986,628.1752,2326.097
2023-01-08 12:00:00,97.46478,184.9691,187.2548,184.7077,502.7549
2023-01-08 13:00:00,78.39153,142.328,138.3054,133.5043,461.3925
2023-01-08 14:00:00,53.40822,74.12766,84.91319,79.36099,474.06
2023-01-08 15:00:00,71.84731,126.8594,122.8803,126.448,265.5031
2023-01-08 16:00:00,33.56641,30.76977,37.66219,33.17221,89.16589
2023-01-08 17:00:00,1.826488,0,0,0,-9.100859
2023-01-08 18:00:00,0,0,0,0,-8.187183
2023-01-08 19:00:00,0,0,0,0,-7.930506
2023-01-08 20:00:00,0,0,0,0,-8.128714
2023-01-08 21:00:00,0,0,0,0,-8.03965
2023-01-08 22:00:00,0,0,0,0,-8.110393
2023-01-08 23:00:00,0,0,0,0,-8.607188
2023-01-09 00:00:00,0,0,0,0,-8.739911
2023-01-09 01:00:00,0,0,0,0,-8.89755
2023-01-09 02:00:00,0,0,0,0,-8.883778
2023-01-09 03:00:00,0,0,0,0,-8.895418
2023-01-09 04:00:00,0,0,0,0,-8.830463
2023-01-09 05:00:00,0,0,0,0,-8.916105
2023-01-09 06:00:00,0,0,0,0,-8.998864
2023-01-09 07:00:00,2.576084,4.416657,1.31326,2.731163,-6.776906
2023-01-09 08:00:00,224.8448,259.1786,261.6623,237.4977,715.5305
2023-01-09 09:00:00,553.2502,922.1284,1005.001,842.2047,2733.133
