"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,-9.599999
2023-01-01 01:00:00,0,0,0,0,-9.599999
2023-01-01 02:00:00,0,0,0,0,-9.599999
2023-01-01 03:00:00,0,0,0,0,-9.599999
2023-01-01 04:00:00,0,0,0,0,-9.599999
2023-01-01 05:00:00,0,0,0,0,-9.599999
2023-01-01 06:00:00,0,0,0,0,-9.599999
2023-01-01 07:00:00,8.574037,5.014907,5.116113,4.977075,6.156241
2023-01-01 08:00:00,28.98969,39.95748,40.76492,40.56183,121.5152
2023-01-01 09:00:00,79.91829,112.7333,115.2617,115.2216,343.5321
2023-01-01 10:00:00,138.7474,211.8064,208.0396,200.2758,613.0331
2023-01-01 11:00:00,129.2592,196.7221,195.2037,189.7978,575.4171
2023-01-01 12:00:00,343.5886,480.9258,513.9766,531.5291,1522.688
2023-01-01 13:00:00,718.2202,1119.171,1081.391,1086.261,3272.747
2023-01-01 14:00:00,711.5928,966.0607,1118.027,1140.12,3213.169
2023-01-01 15:00:00,493.1188,571.5261,738.1554,767.3797,2062.779
2023-01-01 16:00:00,216.3326,132.2554,181.7658,212.2612,518.827
2023-01-01 17:00:00,3.513291,0.2975152,1.638976,0.2273055,8.905865
2023-01-01 18:00:00,0,0,0,0,-9.599999
2023-01-01 19:00:00,0,0,0,0,-9.599999
2023-01-01 20:00:00,0,0,0,0,-9.599999
2023-01-01 21:00:00,0,0,0,0,-9.599999
2023-01-01 22:00:00,0,0,0,0,-9.599999
2023-01-01 23:00:00,0,0,0,0,-9.599999
2023-01-02 00:00:00,0,0,0,0,-9.599999
2023-01-02 01:00:00,0,0,0,0,-9.599999
2023-01-02 02:00:00,0,0,0,0,-9.599999
2023-01-02 03:00:00,0,0,0,0,-9.599999
2023-01-02 04:00:00,0,0,0,0,-9.599999
2023-01-02 05:00:00,0,0,0,0,-9.599999
2023-01-02 06:00:00,0,0,0,0,-9.599999
2023-01-02 07:00:00,3.653775,0,0,0,-7.175666
2023-01-02 08:00:00,48.06995,61.59712,64.22784,65.48012,189.772
2023-01-02 09:00:00,172.5767,283.056,261.9526,234.2677,776.6837
2023-01-02 10:00:00,438.0361,667.0786,689.999,669.0448,2023.077
2023-01-02 11:00:00,779.1012,1319.189,1334.374,1324.334,3960.152
2023-01-02 12:00:00,746.0801,1225.785,1242.972,1225.144,3704.216
2023-01-02 13:00:00,574.012,915.6773,946.6673,945.9319,2801.644
2023-01-02 14:00:00,506.7931,753.4697,855.3674,841.7826,2441.216
2023-01-02 15:00:00,473.5696,554.7589,704.7003,739.4468,1987.526
2023-01-02 16:00:00,148.6597,116.8092,138.4411,145.8534,401.4515
2023-01-02 17:00:00,5.377196,4.77636,6.247661,6.022675,16.38461
2023-01-02 18:00:00,0,0,0,0,-9.599999
2023-01-02 19:00:00,0,0,0,0,-9.599999
2023-01-02 20:00:00,0,0,0,0,-9.599999
2023-01-02 21:00:00,0,0,0,0,-9.599999
2023-01-02 22:00:00,0,0,0,0,-9.599999
2023-01-02 23:00:00,0,0,0,0,-9.599999
2023-01-03 00:00:00,0,0,0,0,-9.599999
2023-01-03 01:00:00,0,0,0,0,-9.599999
2023-01-03 02:00:00,0,0,0,0,-9.599999
2023-01-03 03:00:00,0,0,0,0,-9.599999
2023-01-03 04:00:00,0,0,0,0,-9.599999
2023-01-03 05:00:00,0,0,0,0,-9.599999
2023-01-03 06:00:00,0,0,0,0,-9.599999
2023-01-03 07:00:00,6.722461,1.662097,1.787833,1.857302,7.833055
2023-01-03 08:00:00,77.7828,106.0024,109.2847,107.7909,315.1178
2023-01-03 09:00:00,144.0471,211.2299,217.1268,216.3725,647.5636
2023-01-03 10:00:00,242.8026,353.749,366.0468,367.0753,1086.688
2023-01-03 11:00:00,278.2107,402.7037,411.3423,404.9554,1216.788
2023-01-03 12:00:00,356.4803,510.8839,522.6472,523.7114,1551.312
2023-01-03 13:00:00,295.9131,395.7235,410.3223,413.6027,1214.833
2023-01-03 14:00:00,211.8521,310.5592,309.4673,304.0789,920.5264
2023-01-03 15:00:00,45.75967,69.70863,70.1655,70.606,202.2849
2023-01-03 16:00:00,20.00293,12.91261,15.64353,17.53665,70.86586
2023-01-03 17:00:00,0.6560801,0,0,0,-9.007999
2023-01-03 18:00:00,0,0,0,0,-9.599999
2023-01-03 19:00:00,0.07274395,0,0,0,-9.599999
2023-01-03 20:00:00,0,0,0,0,-9.599999
2023-01-03 21:00:00,0,0,0,0,-9.599999
2023-01-03 22:00:00,0,0,0,0,-9.599999
2023-01-03 23:00:00,0,0,0,0,-9.599999
