"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-01-01 00:00:00,0,0,0,0,-4.655119
2023-01-01 01:00:00,0,0,0,0,-4.646135
2023-01-01 02:00:00,0,0,0,0,-4.670152
2023-01-01 03:00:00,0,0,0,0,-4.662098
2023-01-01 04:00:00,0,0,0,0,-4.673337
2023-01-01 05:00:00,0,0,0,0,-4.708122
2023-01-01 06:00:00,0,0,0,0,-4.692434
2023-01-01 07:00:00,3.538789,5.75,6,5.75,13.80383
2023-01-01 08:00:00,24.51478,39.25,39,38,114.5401
2023-01-01 09:00:00,154.5076,260.25,254.5,242,754.3785
2023-01-01 10:00:00,206.1492,366,356.25,337.5,1057.233
2023-01-01 11:00:00,218.8394,375,378.5,366.75,1117.795
2023-01-01 12:00:00,278.9196,490.5,497.25,479.75,1463.483
2023-01-01 13:00:00,395.9634,795.25,798,809.5,2390.775
2023-01-01 14:00:00,639.0873,1226.25,1239.5,1180.5,3619.185
2023-01-01 15:00:00,432.7003,878.25,819.5,830.75,2514.421
2023-01-01 16:00:00,206.4219,314.25,291,334.25,937.0405
2023-01-01 17:00:00,8.328541,14,12,12.75,35.46377
2023-01-01 18:00:00,0,0,0,0,-4.612833
2023-01-01 19:00:00,0,0,0,0,-4.637603
2023-01-01 20:00:00,0,0,0,0,-4.542951
2023-01-01 21:00:00,0,0,0,0,-4.539894
2023-01-01 22:00:00,0,0,0,0,-4.577579
2023-01-01 23:00:00,0,0,0,0,-4.594784
2023-01-02 00:00:00,0,0,0,0,-4.568307
2023-01-02 01:00:00,0,0,0,0,-4.64286
2023-01-02 02:00:00,0,0,0,0,-4.530533
2023-01-02 03:00:00,0,0,0,0,-4.533853
2023-01-02 04:00:00,0,0,0,0,-4.553505
2023-01-02 05:00:00,0,0,0,0,-4.625612
2023-01-02 06:00:00,0,0,0,0,-4.705824
2023-01-02 07:00:00,2.530797,3.25,3.25,3,5.527585
2023-01-02 08:00:00,41.52033,67.25,67.75,63.5,196.7819
2023-01-02 09:00:00,128.4366,218.5,219.5,207.75,644.0051
2023-01-02 10:00:00,173.989,302.5,300.25,282.75,884.1977
2023-01-02 11:00:00,243.9279,422.25,416,394.75,1229.718
2023-01-02 12:00:00,500.4243,941,980.25,994.25,2902.303
2023-01-02 13:00:00,638.5157,1261.25,1269.25,1234.25,3741.331
2023-01-02 14:00:00,596.8264,1207.25,1209,1193.75,3584.534
2023-01-02 15:00:00,398.6419,838,806.25,830,2458.687
2023-01-02 16:00:00,157.3256,253,238,264.75,752.0449
2023-01-02 17:00:00,2.462613,3.75,3.75,3.5,7.086912
2023-01-02 18:00:00,0,0,0,0,-4.597536
2023-01-02 19:00:00,0,0,0,0,-4.613938
2023-01-02 20:00:00,0.2713854,0,0,0,-4.621602
2023-01-02 21:00:00,0,0,0,0,-4.651344
2023-01-02 22:00:00,0,0,0,0,-4.574075
2023-01-02 23:00:00,0,0,0,0,-4.534791
2023-01-03 00:00:00,0,0,0,0,-4.656243
2023-01-03 01:00:00,0,0,0,0,-4.659122
2023-01-03 02:00:00,0,0,0,0,-4.663866
2023-01-03 03:00:00,0,0,0,0,-4.643679
2023-01-03 04:00:00,0,0,0,0,-4.647695
2023-01-03 05:00:00,0,0,0,0,-4.698835
2023-01-03 06:00:00,0,0,0,0,-4.72235
2023-01-03 07:00:00,3.06301,4.75,5,4.75,11.22731
2023-01-03 08:00:00,27.917,48.75,49.25,47,142.9925
2023-01-03 09:00:00,65.255,121,125.25,123.5,367.9801
2023-01-03 10:00:00,82.43323,156,157.75,151.75,464.3661
2023-01-03 11:00:00,96.10481,174.25,173.75,163.25,509.4988
2023-01-03 12:00:00,96.50159,177,178.25,171,523.6918
2023-01-03 13:00:00,83.81773,162.25,164.75,159.5,484.4146
2023-01-03 14:00:00,89.62038,173.25,176.75,171.25,518.7964
2023-01-03 15:00:00,40.19669,80.5,81.5,79,239.0148
2023-01-03 16:00:00,15.63626,29.5,29.75,28.5,86.05317
2023-01-03 17:00:00,0.3067049,0.25,0,0,-4.352026
2023-01-03 18:00:00,0,0,0,0,-4.584447
2023-01-03 19:00:00,0,0,0,0,-4.596564
2023-01-03 20:00:00,0,0,0,0,-4.509402
2023-01-03 21:00:00,0,0,0,0,-4.542399
2023-01-03 22:00:00,0,0,0,0,-4.720708
2023-01-03 23:00:00,0,0,0,0,-4.669039
2023-01-04 00:00:00,0,0,0,0,-4.650464
2023-01-04 01:00:00,0,0,0,0,-4.728558
2023-01-04 02:00:00,0,0,0,0,-4.730223
2023-01-04 03:00:00,0,0,0,0,-4.716861
2023-01-04 04:00:00,0,0,0,0,-4.719979
2023-01-04 05:00:00,0,0,0,0,-4.736371
2023-01-04 06:00:00,0,0,0,0,-4.687747
2023-01-04 07:00:00,0,0,0,0,-4.686162
2023-01-04 08:00:00,2.564996,3.25,3.25,3,6.472065
2023-01-04 09:00:00,8.445873,14.75,14.75,14,41.28993
2023-01-04 10:00:00,19.29033,37.75,38,36.25,110.1875
2023-01-04 11:00:00,41.85395,84.75,85.25,81.5,249.3114
2023-01-04 12:00:00,119.3365,227.5,231.5,223.75,680.347
2023-01-04 13:00:00,161.7202,288.5,296.5,290,872.5334
2023-01-04 14:00:00,146.3521,256.5,259.75,248.75,762.5922
2023-01-04 15:00:00,90.18056,156,159.25,152.25,465.3234
2023-01-04 16:00:00,24.82517,44,44.75,42.25,129.5178
2023-01-04 17:00:00,0.8923231,0.5,0.75,0.5,-2.336041
2023-01-04 18:00:00,0,0,0,0,-4.577088
2023-01-04 19:00:00,0,0,0,0,-4.556088
2023-01-04 20:00:00,0,0,0,0,-4.579917
2023-01-04 21:00:00,0,0,0,0,-4.590252
2023-01-04 22:00:00,0,0,0,0,-4.537841
2023-01-04 23:00:00,0,0,0,0,-4.557754
2023-01-05 00:00:00,0,0,0,0,-4.610181
2023-01-05 01:00:00,0,0,0,0,-4.641719
2023-01-05 02:00:00,0,0,0,0,-4.642359
2023-01-05 03:00:00,0,0,0,0,-4.663097
2023-01-05 04:00:00,0,0,0,0,-4.614169
2023-01-05 05:00:00,0,0,0,0,-4.594374
2023-01-05 06:00:00,0,0,0,0,-4.632589
2023-01-05 07:00:00,4.914678,13.5,12.75,9.5,32.82326
2023-01-05 08:00:00,223.7044,334.5,404.75,259,994.7849
2023-01-05 09:00:00,452.6313,977.75,1048.5,909.25,2920.937
2023-01-05 10:00:00,663.8594,1366.75,1396.5,1308.75,4040.96
2023-01-05 11:00:00,782.1113,1593.25,1609.5,1532.25,4688.751
2023-01-05 12:00:00,828.7303,1665.75,1665.5,1626.75,4908.319
2023-01-05 13:00:00,786.2044,1596.75,1592.5,1556,4698.102
2023-01-05 14:00:00,664.7966,1367.25,1350.75,1278.25,3963.114
2023-01-05 15:00:00,469.2042,987.25,947.75,978.75,2896.981
2023-01-05 16:00:00,234.4367,364.75,334,390.5,1085.78
2023-01-05 17:00:00,13.08053,20,15,17.25,48.70287
2023-01-05 18:00:00,0,0,0,0,-4.491333
2023-01-05 19:00:00,0,0,0,0,-4.51826
