Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Avg_Top_20%,Expected Sum
2024-01-01 00:00:00,0.0,-10.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 01:00:00,0.0,-10.05705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 02:00:00,0.0,-10.07508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 03:00:00,0.0,-10.06283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 04:00:00,0.0,-9.981318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 05:00:00,0.0,-9.945783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 06:00:00,0.0,-9.940575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 07:00:00,15.99597,22.76967,3.798615,3.242444,3.941878,4.271318,4.419959,4.3115,2.032173,2.305726,4.71279,2.145819,,35.182222
2024-01-01 08:00:00,136.5314,530.1963,59.30862,52.18865,59.51958,63.77689,59.56276,61.22793,45.04834,43.26711,61.08897,43.75749,62.50241,548.74634
2024-01-01 09:00:00,307.2034,1456.764,160.752,141.5629,157.1986,167.5813,162.1126,174.0924,126.5626,125.2038,153.65,117.7693,170.83685,1486.4855
2024-01-01 10:00:00,346.9073,1583.27,178.5641,155.0413,177.4398,183.3778,171.3612,179.4172,133.3404,130.5525,173.0904,132.7973,181.3975,1614.9820000000002
2024-01-01 11:00:00,359.9751,1668.179,182.8063,164.3727,184.1846,193.9119,185.1533,195.5644,142.3853,140.9268,191.2781,144.9684,194.73815000000002,1725.5517999999997
2024-01-01 12:00:00,513.4229,2274.506,259.0829,221.5073,248.3485,255.1723,251.6352,272.7396,199.2859,200.1635,246.5323,185.3802,265.91125,2339.8477
2024-01-01 13:00:00,325.4391,1335.275,147.1179,131.107,150.0152,154.5571,149.6729,155.5264,117.2418,114.7011,148.6505,112.8364,155.04174999999998,1381.4262999999999
2024-01-01 14:00:00,176.6118,752.2133,84.0816,73.86407,84.02054,88.35329,84.24816,87.43385,64.79888,63.21267,84.96764,64.53679,87.89357000000001,779.51749
2024-01-01 15:00:00,53.18819,224.8641,26.86316,23.09217,26.39625,28.17847,26.68952,27.84727,17.50735,19.72333,27.05346,18.19259,28.01287,241.54357000000002
2024-01-01 16:00:00,44.21779,120.9847,15.67115,13.0366,14.40501,15.55634,15.4199,15.67583,9.289166,11.00382,15.75552,7.406703,,133.220039
2024-01-01 17:00:00,1.555242,-10.78212,0.1830419,0.0,0.1758297,0.2008025,0.1720203,0.2026304,0.0,0.0,0.0156939,0.0120155,,0.9620342000000001
2024-01-01 18:00:00,0.0,-10.01213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 19:00:00,0.0,-9.934669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 20:00:00,0.0,-9.935831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 21:00:00,0.0,-9.919971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 22:00:00,0.0,-10.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-01 23:00:00,0.0,-9.994444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 00:00:00,0.0,-10.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 01:00:00,0.0,-10.02791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 02:00:00,0.0,-9.969535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 03:00:00,0.0,-9.940787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 04:00:00,0.0,-9.944149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 05:00:00,0.0,-10.06049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 06:00:00,0.0,-9.970316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 07:00:00,20.25424,11.59074,2.663224,1.47923,2.463854,2.306905,3.306818,2.602051,0.7458193,1.03847,3.596802,2.319499,,22.5226723
2024-01-02 08:00:00,287.6474,642.0165,73.98779,62.79448,75.27384,84.51243,72.34725,67.16611,59.21173,44.12961,70.32074,51.14132,79.893135,660.8852999999999
2024-01-02 09:00:00,515.6185,2643.102,290.3175,260.2319,295.9424,305.8539,288.227,303.2293,223.6636,220.946,297.2427,225.0555,304.5416,2710.7098
2024-01-02 10:00:00,688.9761,3403.098,377.2393,341.1182,384.8882,393.1625,373.9381,392.3141,288.3115,285.6646,385.4019,291.3216,392.7383,3513.3599999999997
2024-01-02 11:00:00,793.8337,3808.368,425.2103,385.9498,434.5866,441.1619,421.382,440.4926,323.4308,320.5125,431.9239,326.0382,440.82725,3950.6886000000004
2024-01-02 12:00:00,821.784,3847.988,430.872,390.9687,439.3292,445.8115,428.0091,445.5369,327.5482,324.8164,437.5981,329.5106,445.67420000000004,4000.0007000000005
2024-01-02 13:00:00,773.5516,3625.96,406.7343,368.0584,414.8685,420.6519,404.4701,419.8715,308.3604,305.4552,411.6571,309.6993,420.2617,3769.8266999999996
2024-01-02 14:00:00,650.7875,3097.135,347.6271,313.4319,351.9363,359.2906,346.3405,359.1047,263.747,260.958,350.7675,264.8641,359.19764999999995,3218.0676999999996
2024-01-02 15:00:00,462.6331,2064.192,241.6129,214.1371,232.4218,240.2975,237.9967,237.1821,175.8341,163.6832,221.5849,175.0118,240.9552,2139.7621
2024-01-02 16:00:00,209.1203,179.9136,26.03519,22.50332,18.65427,19.22901,33.80493,27.6492,14.23653,9.407895,16.72009,10.6821,30.727065,198.92253499999998
2024-01-02 17:00:00,2.134576,-8.668069,0.5338615,0.1760398,0.111374,0.0001361868,0.3068835,0.4076028,0.1439826,0.1529334,0.2013155,0.1427439,,2.1768731868
2024-01-02 18:00:00,0.0,-10.05865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 19:00:00,0.0,-10.07824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 20:00:00,0.0,-10.02795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 21:00:00,0.0,-10.03238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 22:00:00,0.0,-10.12047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-02 23:00:00,0.0,-10.13823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 00:00:00,0.0,-10.11156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 01:00:00,0.0,-10.06341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 02:00:00,0.0,-10.06668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 03:00:00,0.0,-10.21809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 04:00:00,0.0,-10.18792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 05:00:00,0.0,-10.25427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 06:00:00,0.0,-10.39477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 07:00:00,20.39363,7.116475,2.486096,1.29963,2.31289,2.364015,3.323252,3.126693,0.9737969,1.009112,2.875959,2.053449,,21.824892900000002
2024-01-03 08:00:00,316.8463,660.7947,75.43039,64.37524,76.92618,86.02322,73.97516,68.807,60.78082,45.65371,73.27477,54.61022,81.4747,679.85671
2024-01-03 09:00:00,522.8364,2110.696,264.7253,238.1034,271.5983,280.5707,279.9455,293.9158,218.0688,215.5302,287.3022,218.502,290.60900000000004,2568.2622
2024-01-03 10:00:00,657.4312,1775.299,356.1452,356.1452,356.1452,356.1452,345.4827,360.7767,266.2909,262.7427,351.5137,266.6549,356.1452,3278.0424000000003
2024-01-03 11:00:00,611.0494,1490.173,222.5294,195.9956,195.6911,229.3233,275.1379,274.7538,203.3266,200.5762,300.2422,227.8734,287.69005000000004,2325.4495
2024-01-03 12:00:00,399.963,1261.195,235.6659,205.9818,232.3121,242.1391,108.4998,112.0308,45.48661,44.28601,261.071,198.4324,251.60505,1685.90552
2024-01-03 13:00:00,259.981,1006.057,125.897,110.8059,124.6408,130.7747,124.4542,129.5038,95.9194,93.68584,78.84452,60.15748,130.13925,1074.68364
2024-01-03 14:00:00,140.2944,615.7482,67.80434,67.49094,66.80408,70.60511,66.89159,69.64442,59.90095,50.28833,67.81959,51.60871,70.124765,638.85806
2024-01-03 15:00:00,86.29765,370.3236,40.9949,40.81992,40.35764,42.80858,40.61512,42.20791,36.57898,30.33724,41.21584,31.08784,42.508245,387.0239700000001
2024-01-03 16:00:00,58.23209,199.9872,23.1928,23.01315,22.99382,24.37667,23.02505,24.37652,19.46976,16.75184,23.02279,15.70519,24.376595000000002,215.92758999999998
2024-01-03 17:00:00,1.029765,-10.18833,0.0,0.0,0.07131173,0.1774233,0.0,0.08370083,0.07085645,0.0,0.08418818,0.0636216,,0.5511020900000001
2024-01-03 18:00:00,0.0,-10.06373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 19:00:00,0.0,-10.03911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 20:00:00,0.0,-10.05025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 21:00:00,0.0,-10.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 22:00:00,0.0,-10.11261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-03 23:00:00,0.0,-10.12711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 00:00:00,0.0,-10.11383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 01:00:00,0.0,-10.11657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 02:00:00,0.0,-10.11145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 03:00:00,0.0,-10.06615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 04:00:00,0.0,-10.03483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 05:00:00,0.0,-10.00886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 06:00:00,0.0,-10.13352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-01-04 07:00:00,19.85911,16.95292,3.121484,2.702406,3.079457,2.800068,3.719567,3.231948,2.198924,1.729048,3.150165,0.9608613,,26.6939283
2024-01-04 08:00:00,273.2761,658.4692,73.52869,71.14053,74.80034,83.76258,71.76923,66.69648,70.03928,44.61557,70.22346,51.15722,79.28146000000001,677.7333800000001
2024-01-04 09:00:00,498.8914,2405.682,195.3327,178.114,285.582,295.1757,278.3424,292.3239,252.4538,212.8238,287.4775,217.8398,293.7498,2495.4656
2024-01-04 10:00:00,668.5024,2983.366,324.5055,378.6819,346.1425,328.3015,364.0783,381.5618,328.5111,277.6306,374.7909,283.1642,380.12185,3387.3683
