Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Avg_Top_20%,Expected Sum
2023-09-01 00:00:00,0.0,-4.678016,0.0,,,0.0
2023-09-01 01:00:00,0.0,-4.688754,0.0,,,0.0
2023-09-01 02:00:00,0.0,-4.691518,0.0,,,0.0
2023-09-01 03:00:00,0.0,-4.739671,0.0,,,0.0
2023-09-01 04:00:00,0.0,-4.751147,0.0,,,0.0
2023-09-01 05:00:00,0.0,-4.669625,0.0,,,0.0
2023-09-01 06:00:00,0.8195,-5.387573,0.8420013,,,0.8420013
2023-09-01 07:00:00,81.56975,33.30687,39.94333,,39.94333,39.94333
2023-09-01 08:00:00,260.4656,188.5741,194.2127,,194.2127,194.2127
2023-09-01 09:00:00,501.929,376.7777,381.8969,,381.8969,381.8969
2023-09-01 10:00:00,723.5267,530.0153,535.2258,,535.2258,535.2258
2023-09-01 11:00:00,867.62,1145.976,614.9012,727.0436,727.0436,1341.9448
2023-09-01 12:00:00,989.1259,1561.977,687.4423,880.7319,880.7319,1568.1742
2023-09-01 13:00:00,1006.332,1573.872,693.1626,887.3424,887.3424,1580.505
2023-09-01 14:00:00,950.0297,1484.828,653.4884,837.729,837.729,1491.2174
2023-09-01 15:00:00,821.6686,1271.23,558.1085,720.1409,720.1409,1278.2494000000002
2023-09-01 16:00:00,632.5106,1000.157,442.2899,568.3453,568.3453,1010.6351999999999
2023-09-01 17:00:00,389.639,602.1537,269.0055,340.3109,340.3109,609.3163999999999
2023-09-01 18:00:00,160.4872,202.6895,92.26603,119.5314,119.5314,211.79743000000002
2023-09-01 19:00:00,21.96883,5.843475,6.756616,9.226894,,15.983509999999999
2023-09-01 20:00:00,0.02929848,-5.637888,0.0,0.0,,0.0
2023-09-01 21:00:00,0.0,-4.970002,0.0,0.0,,0.0
2023-09-01 22:00:00,0.0,-4.904092,0.0,0.0,,0.0
2023-09-01 23:00:00,0.0,-4.880116,0.0,0.0,,0.0
2023-09-02 00:00:00,0.0,-4.922468,0.0,0.0,,0.0
2023-09-02 01:00:00,0.0,-4.917438,0.0,0.0,,0.0
2023-09-02 02:00:00,0.0,-4.923335,0.0,0.0,,0.0
2023-09-02 03:00:00,0.0,-4.902648,0.0,0.0,,0.0
2023-09-02 04:00:00,0.0,-4.933434,0.0,0.0,,0.0
2023-09-02 05:00:00,0.0,-4.926067,0.0,0.0,,0.0
2023-09-02 06:00:00,0.9442688,-4.227147,1.896318,2.262497,,4.158815000000001
2023-09-02 07:00:00,65.20128,100.9246,47.31741,62.26427,62.26427,109.58168
2023-09-02 08:00:00,227.8861,419.7419,186.188,242.6114,242.6114,428.7994
2023-09-02 09:00:00,388.9802,655.4316,287.8845,372.4883,372.4883,660.3728
2023-09-02 10:00:00,660.2612,1150.506,501.6629,639.8926,639.8926,1141.5555
2023-09-02 11:00:00,775.9369,1301.63,570.9395,728.2054,728.2054,1299.1449
2023-09-02 12:00:00,1010.021,1564.632,688.4457,882.6207,882.6207,1571.0664000000002
2023-09-02 13:00:00,1016.215,1552.529,683.8722,875.2894,875.2894,1559.1616
2023-09-02 14:00:00,957.9289,1447.982,638.4155,816.3144,816.3144,1454.7298999999998
2023-09-02 15:00:00,825.8981,1261.655,555.5629,712.2186,712.2186,1267.7815
2023-09-02 16:00:00,633.2139,979.8036,431.5322,554.5571,554.5571,986.0893
2023-09-02 17:00:00,395.719,605.9789,268.3264,345.3333,345.3333,613.6596999999999
2023-09-02 18:00:00,160.5283,197.4975,90.1348,116.5236,116.5236,206.6584
2023-09-02 19:00:00,23.46021,4.964239,6.381876,8.407118,,14.788994
2023-09-02 20:00:00,0.08104167,-5.926997,0.0,0.0,,0.0
2023-09-02 21:00:00,0.0,-5.007874,0.0,0.0,,0.0
2023-09-02 22:00:00,0.0,-4.956217,0.0,0.0,,0.0
2023-09-02 23:00:00,0.0,-4.990543,0.0,0.0,,0.0
2023-09-03 00:00:00,0.0,-5.048392,0.0,0.0,,0.0
2023-09-03 01:00:00,0.0,-5.040741,0.0,0.0,,0.0
2023-09-03 02:00:00,0.0,-5.065764,0.0,0.0,,0.0
2023-09-03 03:00:00,0.0,-5.071754,0.0,0.0,,0.0
2023-09-03 04:00:00,0.0,-5.070597,0.0,0.0,,0.0
2023-09-03 05:00:00,0.0,-4.982929,0.0,0.0,,0.0
2023-09-03 06:00:00,0.437361,-6.588953,0.6566885,0.9300435,,1.586732
2023-09-03 07:00:00,67.72891,80.14684,38.34356,50.75025,50.75025,89.09380999999999
2023-09-03 08:00:00,250.1437,424.8922,187.0484,244.1217,244.1217,431.1701
2023-09-03 09:00:00,486.7462,822.2805,360.2897,466.4085,466.4085,826.6982
2023-09-03 10:00:00,700.9077,1126.156,494.3264,636.5752,636.5752,1130.9016
2023-09-03 11:00:00,862.1565,1326.191,583.4499,748.4916,748.4916,1331.9415
2023-09-03 12:00:00,957.9861,1428.095,628.4647,805.978,805.978,1434.4427
2023-09-03 13:00:00,980.0851,1442.36,633.7217,815.2156,815.2156,1448.9373
2023-09-03 14:00:00,920.1869,1355.793,596.3262,766.2535,766.2535,1362.5797
2023-09-03 15:00:00,790.1956,1185.109,521.5683,670.0669,670.0669,1191.6352000000002
2023-09-03 16:00:00,599.6813,911.7922,401.624,517.0056,517.0056,918.6296
2023-09-03 17:00:00,370.4331,556.8501,246.6325,317.859,317.859,564.4915
2023-09-03 18:00:00,145.9128,177.2733,81.57042,105.2699,105.2699,186.84032000000002
2023-09-03 19:00:00,19.70853,4.167414,5.90473,8.370962,,14.275692
2023-09-03 20:00:00,0.04947222,-5.849406,0.0,0.0,,0.0
2023-09-03 21:00:00,0.0,-5.213938,0.0,0.0,,0.0
2023-09-03 22:00:00,0.0,-5.135209,0.0,0.0,,0.0
2023-09-03 23:00:00,0.0,-5.034301,0.0,0.0,,0.0
2023-09-04 00:00:00,0.0,-4.940665,0.0,0.0,,0.0
2023-09-04 01:00:00,0.0,-4.946801,0.0,0.0,,0.0
2023-09-04 02:00:00,0.0,-4.979214,0.0,0.0,,0.0
2023-09-04 03:00:00,0.0,-4.995305,0.0,0.0,,0.0
2023-09-04 04:00:00,0.0,-4.977748,0.0,0.0,,0.0
2023-09-04 05:00:00,0.0,-4.977148,0.0,0.0,,0.0
2023-09-04 06:00:00,0.6366396,-7.184382,0.456541,0.37455,,0.831091
2023-09-04 07:00:00,60.73736,76.69345,36.91174,48.91713,48.91713,85.82887
2023-09-04 08:00:00,237.4712,391.9196,172.9162,225.4012,225.4012,398.3174
2023-09-04 09:00:00,460.6365,778.8328,342.1007,442.0932,442.0932,784.1939
2023-09-04 10:00:00,675.6176,1080.739,474.5118,611.4541,611.4541,1085.9659000000001
2023-09-04 11:00:00,831.6581,1276.591,560.2573,722.135,722.135,1282.3923
2023-09-04 12:00:00,933.9212,1389.369,611.5245,784.4725,784.4725,1395.9969999999998
2023-09-04 13:00:00,950.7119,1391.272,612.4791,785.6346,785.6346,1398.1136999999999
2023-09-04 14:00:00,895.4484,1312.43,577.4334,744.3495,744.3495,1321.7829000000002
2023-09-04 15:00:00,668.6309,965.6398,423.4914,540.069,540.069,963.5604
2023-09-04 16:00:00,582.5477,892.4103,393.8792,505.7197,505.7197,899.5989
2023-09-04 17:00:00,352.6127,523.6923,232.0708,299.48,299.48,531.5508
2023-09-04 18:00:00,131.2022,154.5901,71.44617,92.78812,92.78812,164.23429
2023-09-04 19:00:00,15.9602,3.205711,5.649745,7.381207,,13.030952
2023-09-04 20:00:00,0.06366667,-5.587845,0.0,0.0,,0.0
2023-09-04 21:00:00,0.0,-5.175898,0.0,0.0,,0.0
2023-09-04 22:00:00,0.006,-5.237563,0.0,0.0,,0.0
2023-09-04 23:00:00,0.01668056,-5.094323,0.0,0.0,,0.0
2023-09-05 00:00:00,0.0,-5.025904,0.0,0.0,,0.0
2023-09-05 01:00:00,0.0,-4.952709,0.0,0.0,,0.0
2023-09-05 02:00:00,0.0,-5.056164,0.0,0.0,,0.0
2023-09-05 03:00:00,0.0,-5.068861,0.0,0.0,,0.0
2023-09-05 04:00:00,0.0,-5.071936,0.0,0.0,,0.0
2023-09-05 05:00:00,0.0,-5.063692,0.0,0.0,,0.0
2023-09-05 06:00:00,0.4847917,-7.678389,0.1818001,0.2121446,,0.3939447
2023-09-05 07:00:00,57.62736,75.11749,36.5218,48.0549,48.0549,84.5767
2023-09-05 08:00:00,229.5898,379.5734,167.9834,218.8049,218.8049,386.7883
2023-09-05 09:00:00,457.3572,760.7106,334.2012,431.762,431.762,765.9631999999999
2023-09-05 10:00:00,659.6891,1055.2,463.1455,597.4196,597.4196,1060.5651
2023-09-05 11:00:00,829.0781,1252.188,550.2628,707.8474,707.8474,1258.1102
2023-09-05 12:00:00,921.0499,1368.365,601.8324,772.7169,772.7169,1374.5493000000001
2023-09-05 13:00:00,959.2328,1410.19,621.3083,795.6214,795.6214,1416.9297000000001
2023-09-05 14:00:00,895.6343,1326.573,584.3242,749.2453,749.2453,1333.5695
2023-09-05 15:00:00,772.6287,1156.16,509.9278,653.0936,653.0936,1163.0214
2023-09-05 16:00:00,602.3222,909.7914,401.2041,515.6617,515.6617,916.8658
2023-09-05 17:00:00,352.0112,534.1421,231.5297,305.1196,305.1196,536.6493
2023-09-05 18:00:00,129.6695,158.2614,74.83051,95.59858,95.59858,170.42909
2023-09-05 19:00:00,18.36317,4.589742,6.115883,8.219,,14.334883
2023-09-05 20:00:00,0.01327778,-5.340114,0.0,0.0,,0.0
2023-09-05 21:00:00,0.0,-5.176858,0.0,0.0,,0.0
2023-09-05 22:00:00,0.0,-5.172959,0.0,0.0,,0.0
2023-09-05 23:00:00,0.0,-5.143913,0.0,0.0,,0.0
2023-09-06 00:00:00,0.02838889,-5.145481,0.0,0.0,,0.0
2023-09-06 01:00:00,0.0,-5.160222,0.0,0.0,,0.0
2023-09-06 02:00:00,0.0,-4.998759,0.0,0.0,,0.0
2023-09-06 03:00:00,0.0,-4.994809,0.0,0.0,,0.0
2023-09-06 04:00:00,0.0,-5.076476,0.0,0.0,,0.0
2023-09-06 05:00:00,0.005666668,-5.038827,0.0,0.0,,0.0
2023-09-06 06:00:00,0.1531806,-7.716463,0.0,0.0,,0.0
2023-09-06 07:00:00,42.74782,57.32583,28.91664,37.89212,,66.80876
2023-09-06 08:00:00,228.8689,381.1594,168.4558,219.7664,219.7664,388.22220000000004
2023-09-06 09:00:00,376.3118,633.4022,277.8958,360.7983,360.7983,638.6940999999999
2023-09-06 10:00:00,651.4062,1041.893,459.0136,588.9261,588.9261,1047.9397
2023-09-06 11:00:00,782.1847,1196.76,526.0671,676.7205,676.7205,1202.7876
2023-09-06 12:00:00,892.9904,1336.695,588.2032,754.9594,754.9594,1343.1626
2023-09-06 13:00:00,982.9248,1417.89,626.5009,798.468,798.468,1424.9688999999998
2023-09-06 14:00:00,924.293,1349.115,594.7382,760.6379,760.6379,1355.3761
2023-09-06 15:00:00,774.6021,1153.755,508.735,652.0745,652.0745,1160.8094999999998
2023-09-06 16:00:00,573.5414,867.9615,382.8677,492.0086,492.0086,874.8763
2023-09-06 17:00:00,350.6645,517.1197,229.1385,295.7898,295.7898,524.9283
2023-09-06 18:00:00,131.3666,154.8166,71.69588,92.81562,92.81562,164.5115
2023-09-06 19:00:00,13.89919,1.161973,4.561524,6.28481,,10.846334
2023-09-06 20:00:00,0.01020833,-5.019758,0.0,0.0,,0.0
2023-09-06 21:00:00,0.0,-5.046743,0.0,0.0,,0.0
2023-09-06 22:00:00,0.0,-5.1019,0.0,0.0,,0.0
2023-09-06 23:00:00,0.0,-5.083366,0.0,0.0,,0.0
2023-09-07 00:00:00,0.023,-5.004429,0.0,0.0,,0.0
2023-09-07 01:00:00,0.0,-4.965141,0.0,0.0,,0.0
2023-09-07 02:00:00,0.02270833,-4.942548,0.0,0.0,,0.0
2023-09-07 03:00:00,0.01701389,-4.961365,0.0,0.0,,0.0
2023-09-07 04:00:00,0.02597222,-4.859349,0.0,0.0,,0.0
2023-09-07 05:00:00,0.01938889,-4.914393,0.0,0.0,,0.0
2023-09-07 06:00:00,0.5002499,-7.481021,0.2683887,0.0,,0.2683887
2023-09-07 07:00:00,49.68887,77.34904,37.48856,49.3386,,86.82715999999999
2023-09-07 08:00:00,236.4798,388.2188,172.1636,224.4642,224.4642,396.6278
2023-09-07 09:00:00,441.761,738.6495,323.8081,420.0256,420.0256,743.8337
2023-09-07 10:00:00,645.5756,786.9423,400.8842,575.3681,575.3681,976.2523000000001
2023-09-07 11:00:00,805.5373,1057.181,472.5251,694.8098,694.8098,1167.3349
2023-09-07 12:00:00,893.0364,852.6769,578.8013,371.8202,578.8013,950.6215
2023-09-07 13:00:00,883.9196,1096.782,507.8412,608.7484,608.7484,1116.5896
2023-09-07 14:00:00,887.1904,1314.275,577.1447,746.2496,746.2496,1323.3943
2023-09-07 15:00:00,725.5699,1056.548,466.64,598.5785,598.5785,1065.2185
2023-09-07 16:00:00,571.6821,873.4113,384.4885,495.3104,495.3104,879.7989
2023-09-07 17:00:00,351.9394,522.7783,231.2662,299.6707,299.6707,530.9369
2023-09-07 18:00:00,122.1377,143.9435,66.80695,86.79675,86.79675,153.6037
2023-09-07 19:00:00,7.49177,-3.44828,2.460834,3.632157,,6.092991
2023-09-07 20:00:00,0.0,-5.153014,0.0,0.0,,0.0
2023-09-07 21:00:00,0.02025,-5.034399,0.0,0.0,,0.0
2023-09-07 22:00:00,0.01702778,-5.02317,0.0,0.0,,0.0
2023-09-07 23:00:00,0.0,-4.954298,0.0,0.0,,0.0
2023-09-08 00:00:00,0.0,-4.836897,0.0,0.0,,0.0
2023-09-08 01:00:00,0.01556944,-4.860765,0.0,0.0,,0.0
2023-09-08 02:00:00,0.0,-4.903146,0.0,0.0,,0.0
2023-09-08 03:00:00,0.0,-4.998857,0.0,0.0,,0.0
2023-09-08 04:00:00,0.02038889,-4.986356,0.0,0.0,,0.0
2023-09-08 05:00:00,0.0,-4.978323,0.0,0.0,,0.0
2023-09-08 06:00:00,0.341297,-7.789336,0.0,0.0,,0.0
2023-09-08 07:00:00,35.22452,57.38769,29.47258,37.44039,,66.91297
2023-09-08 08:00:00,227.1654,384.114,170.2473,220.8692,220.8692,391.1165
2023-09-08 09:00:00,457.2961,658.524,289.5609,374.8848,374.8848,664.4457
2023-09-08 10:00:00,575.538,-1.020833,,,,0.0
2023-09-08 11:00:00,,-0.00971731,,,,0.0
2023-09-08 12:00:00,750.7004,957.4243,416.5643,538.6484,538.6484,955.2127
2023-09-08 13:00:00,701.1936,1121.248,507.0842,630.0618,630.0618,1137.146
2023-09-08 14:00:00,464.1176,682.2606,302.6938,386.8507,386.8507,689.5445
2023-09-08 15:00:00,12.89239,-1.702533,8.15812,0.0,,8.15812
2023-09-08 16:00:00,232.2796,166.1395,175.4728,175.4728,175.4728,350.9456
2023-09-08 17:00:00,263.1756,158.9565,169.8412,169.8412,169.8412,339.6824
2023-09-08 18:00:00,94.86707,46.30392,56.07677,56.07677,56.07677,112.15354
2023-09-08 19:00:00,13.60435,-4.765819,5.117287,0.0,,5.117287
2023-09-08 20:00:00,0.05144446,-5.338432,0.0,0.0,,0.0
2023-09-08 21:00:00,0.0,-5.219265,0.0,0.0,,0.0
2023-09-08 22:00:00,0.0,-5.096972,0.0,0.0,,0.0
2023-09-08 23:00:00,0.0,-5.133062,0.0,0.0,,0.0
2023-09-09 00:00:00,0.0,-5.116297,0.0,0.0,,0.0
2023-09-09 01:00:00,0.0,-5.097567,0.0,0.0,,0.0
2023-09-09 02:00:00,0.0,-5.068927,0.0,0.0,,0.0
2023-09-09 03:00:00,0.005652777,-5.132912,0.0,0.0,,0.0
2023-09-09 04:00:00,0.0,-5.093746,0.0,0.0,,0.0
2023-09-09 05:00:00,0.0,-5.090447,0.0,0.0,,0.0
2023-09-09 06:00:00,0.04958332,-7.6879,0.0,0.0,,0.0
2023-09-09 07:00:00,39.73727,16.43943,26.25989,0.0,,26.25989
2023-09-09 08:00:00,174.1507,130.866,137.7723,137.7723,137.7723,275.5446
2023-09-09 09:00:00,459.0074,321.354,337.0445,337.0445,337.0445,674.089
2023-09-09 10:00:00,342.4868,250.9248,265.3697,265.3697,265.3697,530.7394
2023-09-09 11:00:00,283.0539,217.5413,224.552,224.552,224.552,449.104
2023-09-09 12:00:00,391.5327,282.4189,289.9206,289.9206,289.9206,579.8412
2023-09-09 13:00:00,319.8048,220.2667,229.5611,229.5611,229.5611,459.1222
2023-09-09 14:00:00,410.3525,281.0498,289.0184,289.0184,289.0184,578.0368
2023-09-09 15:00:00,448.2947,290.2443,299.1037,299.1037,299.1037,598.2074
2023-09-09 16:00:00,47.55465,17.45105,27.59695,0.0,,27.59695
2023-09-09 17:00:00,12.06705,-1.741758,8.297004,0.0,,8.297004
2023-09-09 18:00:00,23.76875,5.111285,14.8528,0.0,,14.8528
2023-09-09 19:00:00,2.809171,-8.643623,0.440196,0.0,,0.440196
2023-09-09 20:00:00,0.0,-5.153416,0.0,0.0,,0.0
2023-09-09 21:00:00,0.0,-5.110375,0.0,0.0,,0.0
2023-09-09 22:00:00,0.02268055,-5.12248,0.0,0.0,,0.0
2023-09-09 23:00:00,0.0,-5.151514,0.0,0.0,,0.0
2023-09-10 00:00:00,0.0,-4.979906,0.0,0.0,,0.0
2023-09-10 01:00:00,0.0,-5.012637,0.0,0.0,,0.0
2023-09-10 02:00:00,0.0,-5.062964,0.0,0.0,,0.0
2023-09-10 03:00:00,0.0,-5.099893,0.0,0.0,,0.0
2023-09-10 04:00:00,0.0,-5.036582,0.0,0.0,,0.0
2023-09-10 05:00:00,0.005680555,-5.025552,0.0,0.0,,0.0
2023-09-10 06:00:00,0.0,-7.36447,0.0,0.0,,0.0
2023-09-10 07:00:00,14.61121,3.243108,13.03007,0.0,,13.03007
2023-09-10 08:00:00,135.1881,89.7231,98.86061,98.86061,98.86061,197.72122
2023-09-10 09:00:00,450.7439,325.8727,330.3719,330.3719,330.3719,660.7438
2023-09-10 10:00:00,678.281,473.1814,481.0248,481.0248,481.0248,962.0496
2023-09-10 11:00:00,877.1663,469.141,471.4628,471.4628,471.4628,942.9256
2023-09-10 12:00:00,821.6096,521.799,527.0909,527.0909,527.0909,1054.1818
2023-09-10 13:00:00,650.2793,391.2744,398.3055,398.3055,398.3055,796.611
2023-09-10 14:00:00,838.893,520.7697,530.3231,530.3231,530.3231,1060.6462
2023-09-10 15:00:00,845.3663,525.7634,533.4208,533.4208,533.4208,1066.8416
2023-09-10 16:00:00,461.0491,301.6006,306.1418,306.1418,306.1418,612.2836
2023-09-10 17:00:00,309.5576,176.6712,184.9812,184.9812,184.9812,369.9624
2023-09-10 18:00:00,41.07714,15.0067,24.6581,0.0,,24.6581
2023-09-10 19:00:00,6.191833,-6.706342,2.517683,0.0,,2.517683
2023-09-10 20:00:00,0.0,-5.113304,0.0,0.0,,0.0
2023-09-10 21:00:00,0.0,-5.042862,0.0,0.0,,0.0
2023-09-10 22:00:00,0.0,-5.130013,0.0,0.0,,0.0
2023-09-10 23:00:00,0.0,-5.087555,0.0,0.0,,0.0
2023-09-11 00:00:00,0.0,-5.012749,0.0,0.0,,0.0
2023-09-11 01:00:00,0.0,-5.061009,0.0,0.0,,0.0
2023-09-11 02:00:00,0.0,-5.063066,0.0,0.0,,0.0
2023-09-11 03:00:00,0.0,-4.97584,0.0,0.0,,0.0
2023-09-11 04:00:00,0.0,-4.965718,0.0,0.0,,0.0
2023-09-11 05:00:00,0.02815305,-5.040066,0.0,0.0,,0.0
2023-09-11 06:00:00,0.3350005,-6.229448,0.0,0.0,,0.0
2023-09-11 07:00:00,58.74491,27.57091,34.66564,34.66564,34.66564,69.33128
2023-09-11 08:00:00,237.1445,167.4337,173.7706,173.7706,173.7706,347.5412
2023-09-11 09:00:00,473.7373,341.7173,347.0125,347.0125,347.0125,694.025
2023-09-11 10:00:00,677.6546,472.0053,478.1302,478.1302,478.1302,956.2604
2023-09-11 11:00:00,861.7382,582.1896,587.7297,587.7297,587.7297,1175.4594
2023-09-11 12:00:00,896.091,580.1196,570.1026,570.1026,570.1026,1140.2052
2023-09-11 13:00:00,888.7807,551.7821,560.9562,560.9562,560.9562,1121.9124
2023-09-11 14:00:00,861.0579,564.0457,575.7911,,575.7911,575.7911
2023-09-11 15:00:00,700.5085,453.0301,465.2069,,465.2069,465.2069
2023-09-11 16:00:00,554.5992,380.8095,385.9928,,385.9928,385.9928
2023-09-11 17:00:00,324.2491,220.6628,226.7582,,226.7582,226.7582
