NC Solar I,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - 1A, Total AC Active Power","SMA Inverter - 2A, Total AC Active Power","SMA Inverter - 1B, Total AC Active Power","SMA Inverter - 2B, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,,0,,0.07721625
2023-05-01 01:00:00,0,0,,0,,0.1294802
2023-05-01 02:00:00,0,0,,0,,0.3405615
2023-05-01 03:00:00,0,0,,0,,0.6161909
2023-05-01 04:00:00,0,0,,0,,0.905894
2023-05-01 05:00:00,0,0,,0,,0.8327212
2023-05-01 06:00:00,7.702596,5.382442,,5.281899,,3.474314
2023-05-01 07:00:00,121.1623,59.91686,,62.77004,,37.50937
2023-05-01 08:00:00,322.175,168.2098,,173.1858,,203.5838
2023-05-01 09:00:00,539.5107,272.3982,,278.1082,,408.395
2023-05-01 10:00:00,721.5593,351.5649,,357.2284,,183.1418
2023-05-01 11:00:00,850.619,394.5466,,402.3476,,736.5662
2023-05-01 12:00:00,939.1383,423.364,,429.4089,,800.2916
2023-05-01 13:00:00,965.6431,418.2328,,424.0984,,791.6551
2023-05-01 14:00:00,898.1583,385.7066,,393.5871,,785.2776
2023-05-01 15:00:00,785.7424,255.7207,,292.4933,,630.8943
2023-05-01 16:00:00,457.6035,151.1483,,215.0677,,404.7692
2023-05-01 17:00:00,379.6143,130.6852,,143.0768,,189.1157
2023-05-01 18:00:00,205.4795,38.177,,42.04045,,152.0277
2023-05-01 19:00:00,52.91204,3.701798,,3.148842,,7.879136
2023-05-01 20:00:00,0.7299136,0.0001350223,,0.0001176058,,0.0622625
2023-05-01 21:00:00,0,0,,0,,0.07917307
2023-05-01 22:00:00,0,0,,0,,0.08119915
2023-05-01 23:00:00,0.01183334,0,,0,,0.05429583
2023-05-02 00:00:00,0,0,,0,,0.03832607
2023-05-02 01:00:00,0,0,,0,,0.09636282
2023-05-02 02:00:00,0,0,,0,,0.1577349
2023-05-02 03:00:00,0,0,,0,,0.2595814
2023-05-02 04:00:00,0,0,,0,,0.3000999
2023-05-02 05:00:00,0,0,,0,,0.4075673
2023-05-02 06:00:00,7.416586,4.957513,,4.97893,,7.060866
2023-05-02 07:00:00,120.4223,58.65093,,61.1622,,87.24869
2023-05-02 08:00:00,322.7199,167.5579,,172.2801,,341.6728
2023-05-02 09:00:00,542.1675,270.9968,,275.914,,377.7601
2023-05-02 10:00:00,728.4887,345.022,,351.1462,,808.7144
2023-05-02 11:00:00,871.6049,360.4512,,402.3382,,312.6212
2023-05-02 12:00:00,946.1944,371.6864,312.0955,407.0827,276.258,1018.958
2023-05-02 13:00:00,974.9233,417.8944,335.1927,421.6236,463.2272,791.1066
2023-05-02 14:00:00,890.334,378.3026,300.6768,381.2669,417.8059,703.1561
2023-05-02 15:00:00,814.3762,269.875,270.9018,334.1674,370.6689,383.1093
2023-05-02 16:00:00,592.3458,189.979,173.7426,210.2633,234.7771,321.0194
2023-05-02 17:00:00,255.7802,66.52403,70.77473,77.95675,96.24024,127.5448
2023-05-02 18:00:00,134.5635,19.16918,22.63523,27.58947,32.77538,63.31195
2023-05-02 19:00:00,18.09047,2.919285,3.10286,4.756186,6.072476,4.463514
2023-05-02 20:00:00,0.990654,0.0002115409,0.002122513,0.0010901,0.00500827,0.4905939
2023-05-02 21:00:00,0,0,0,0,0,0.4922914
2023-05-02 22:00:00,0,0,0,0,0,0.4519553
2023-05-02 23:00:00,0,0,0,0,0,0.4899707
2023-05-03 00:00:00,0,0,0,0,0,0.4492108
2023-05-03 01:00:00,0,0,0,0,0,0.4287911
2023-05-03 02:00:00,0,0,0,0,0,0.1660931
2023-05-03 03:00:00,0,0,0,0,0,0.09057
2023-05-03 04:00:00,0,0,0,0,0,0.1898328
2023-05-03 05:00:00,0,0,0,0,0,0.1043339
2023-05-03 06:00:00,7.645245,5.633247,3.149335,5.592563,5.529127,5.361379
2023-05-03 07:00:00,122.1241,61.25183,37.35677,63.4356,62.03524,70.10871
2023-05-03 08:00:00,318.6867,167.5537,133.4003,172.1156,185.3577,234.3678
2023-05-03 09:00:00,549.3784,255.1954,214.1472,259.747,283.7705,360.3201
2023-05-03 10:00:00,658.969,322.6848,266.7674,326.5148,355.0472,440.9388
2023-05-03 11:00:00,850.1389,403.2073,326.9125,405.3633,436.0919,297.9016
2023-05-03 12:00:00,916.6262,370.383,324.412,405.0503,434.8001,1050.704
2023-05-03 13:00:00,830.4486,295.9265,265.7593,344.0396,357.6294,396.1607
2023-05-03 14:00:00,745.4212,331.555,267.7981,337.0958,355.009,928.9805
2023-05-03 15:00:00,714.7186,264.0242,239.9487,297.8873,317.0712,275.1847
2023-05-03 16:00:00,564.8824,216.9821,183.8613,216.3596,247.0168,470.8423
2023-05-03 17:00:00,435.0804,117.9533,124.0364,141.1513,168.7591,233.887
2023-05-03 18:00:00,223.2838,36.89664,37.0154,40.29187,53.05208,168.1863
2023-05-03 19:00:00,55.31319,3.623673,2.287457,3.023156,4.663615,8.971502
2023-05-03 20:00:00,1.017374,0.0003850615,2.168734e-05,0.0004172561,0.000706065,0.0533281
2023-05-03 21:00:00,0,0,0,0,0,0.4780203
2023-05-03 22:00:00,0,0,0,0,0,0.5037011
2023-05-03 23:00:00,0,0,0,0,0,0.5356938
2023-05-04 00:00:00,0,0,0,0,0,0.6249249
2023-05-04 01:00:00,0,0,0,0,0,0.6638659
2023-05-04 02:00:00,0,0,0,0,0,0.6353958
2023-05-04 03:00:00,0,0,0,0,0,0.3560956
2023-05-04 04:00:00,0,0,0,0,0,0.2118857
2023-05-04 05:00:00,0,0,0,0,0,0.15424
2023-05-04 06:00:00,9.905778,5.460175,2.991063,5.402312,5.229489,5.404151
2023-05-04 07:00:00,125.0973,63.13298,40.97889,65.03666,61.84908,68.19989
2023-05-04 08:00:00,328.1721,170.3859,135.7241,175.0052,189.4484,125.6969
2023-05-04 09:00:00,544.8514,273.5147,230.0109,277.2669,303.4397,497.469
2023-05-04 10:00:00,727.6564,351.9153,288.2061,354.9801,386.9065,483.2442
2023-05-04 11:00:00,872.0092,389.6136,311.6359,390.8612,431.2895,720.1308
2023-05-04 12:00:00,940.7988,398.1971,317.3832,398.5037,445.1572,743.0492
2023-05-04 13:00:00,958.9868,393.7464,311.2499,394.9815,442.7216,734.822
2023-05-04 14:00:00,919.36,373.5991,295.5594,371.7911,417.0846,1071.142
2023-05-04 15:00:00,806.6679,326.4098,262.7133,324.7625,362.4008,639.091
2023-05-04 16:00:00,640.2236,246.9069,203.8891,245.4619,277.8463,529.0093
2023-05-04 17:00:00,436.2021,135.7297,120.6895,139.9259,166.6001,337.016
2023-05-04 18:00:00,211.5352,40.96119,35.9195,40.34261,52.05249,33.68336
2023-05-04 19:00:00,54.94989,4.87295,3.633456,4.692753,6.432502,7.957603
2023-05-04 20:00:00,0.4541276,0.0005428268,0.000283497,0.000505178,0.000831496,0.1325482
2023-05-04 21:00:00,0,0,0,0,0,0.5239074
2023-05-04 22:00:00,0,0,0,0,0,0.6549007
2023-05-04 23:00:00,0,0,0,0,0,0.5899843
2023-05-05 00:00:00,0,0,0,0,0,0.540331
2023-05-05 01:00:00,0,0,0,0,0,0.570045
2023-05-05 02:00:00,0,0,0,0,0,0.5591624
2023-05-05 03:00:00,0,0,0,0,0,0.6425865
2023-05-05 04:00:00,0,0,0,0,0,0.6182922
2023-05-05 05:00:00,0,0,0,0,0,0.463028
2023-05-05 06:00:00,18.68238,11.93964,8.296194,12.03908,12.40205,10.76907
2023-05-05 07:00:00,112.8259,56.41209,45.07198,57.41749,60.44579,74.83831
2023-05-05 08:00:00,248.6531,126.1678,104.437,128.2351,140.9278,61.35806
2023-05-05 09:00:00,425.0233,212.2794,174.4288,215.6428,235.4922,302.2039
2023-05-05 10:00:00,604.3577,278.1711,222.318,282.3,307.5861,253.0253
2023-05-05 11:00:00,769.0284,347.2151,272.5734,351.0251,390.049,607.9463
2023-05-05 12:00:00,779.8732,297.8685,253.1332,324.4331,364.1795,737.7393
2023-05-05 13:00:00,797.7557,255.6904,247.1232,317.3146,352.7986,289.5212
2023-05-05 14:00:00,753.3745,275.1678,242.0872,308.7674,348.087,524.2655
2023-05-05 15:00:00,670.861,237.5151,196.3311,263.1967,276.2758,323.7972
2023-05-05 16:00:00,620.06,186.9982,178.17,222.1251,252.9641,397.2283
2023-05-05 17:00:00,384.7022,48.15425,110.5612,134.492,156.5353,175.641
2023-05-05 18:00:00,199.302,36.26779,40.93051,48.03583,58.67913,183.7885
2023-05-05 19:00:00,52.2376,8.017702,6.104202,7.529385,10.36293,24.37849
2023-05-05 20:00:00,1.051953,0.001041193,0.000424952,0.0009223727,0.001341983,0.05402193
2023-05-05 21:00:00,0,0,0,0,0,0.5191969
2023-05-05 22:00:00,0,0,0,0,0,0.5971346
2023-05-05 23:00:00,0,0,0,0,0,0.6095948
2023-05-06 00:00:00,0,0,0,0,0,0.6047361
2023-05-06 01:00:00,0,0,0,0,0,0.7371979
2023-05-06 02:00:00,0,0,0,0,0,0.8929331
2023-05-06 03:00:00,0,0,0,0,0,0.9331862
2023-05-06 04:00:00,0,0,0,0,0,0.8899923
