"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,-4.597486
2023-05-01 01:00:00,0,0,0,0,-4.641467
2023-05-01 02:00:00,0,0,0,0,-4.618171
2023-05-01 03:00:00,0,0,0,0,-4.596461
2023-05-01 04:00:00,0,0,0,0,-4.566767
2023-05-01 05:00:00,0,0,0,0,-4.612044
2023-05-01 06:00:00,3.440616,9.5,10,9,25.66638
2023-05-01 07:00:00,107.6801,142.75,165.25,131.5,437.6597
2023-05-01 08:00:00,343.6158,588.5,667.75,574,1821.489
2023-05-01 09:00:00,594.4663,1100.5,1214.75,1104.75,3397.634
2023-05-01 10:00:00,815.215,1509,1606.5,1529,4599.987
2023-05-01 11:00:00,722.7669,1210.5,1326,1301.75,3802.479
2023-05-01 12:00:00,967.5228,1435.25,1461.5,1380.75,4238.987
2023-05-01 13:00:00,977.455,1319.75,1407.5,1433,4120.68
2023-05-01 14:00:00,630.7881,947.75,1006,976.25,2918.263
2023-05-01 15:00:00,790.1509,1264.75,1323.5,1335.75,3894.528
2023-05-01 16:00:00,439.2707,852,968,1020.5,2823.158
2023-05-01 17:00:00,203.7142,405.75,449,411.25,1256.638
2023-05-01 18:00:00,73.27412,137,145.5,137.5,418.2082
2023-05-01 19:00:00,49.13889,90.5,94,97.25,279.9152
2023-05-01 20:00:00,0.3372644,1.75,1.75,1.5,1.031628
2023-05-01 21:00:00,0,0,0,0,-4.518775
2023-05-01 22:00:00,0,0,0,0,-4.531628
2023-05-01 23:00:00,0,0,0,0,-4.532728
2023-05-02 00:00:00,0,0,0,0,-4.491882
2023-05-02 01:00:00,0,0,0,0,-4.524797
2023-05-02 02:00:00,0,0,0,0,-4.516393
2023-05-02 03:00:00,0,0,0,0,-4.524218
2023-05-02 04:00:00,0,0,0,0,-4.515564
2023-05-02 05:00:00,0,0,0,0,-4.624245
2023-05-02 06:00:00,4.021835,10,11.25,9.5,27.63955
2023-05-02 07:00:00,110.991,141,163.25,130,432.0933
2023-05-02 08:00:00,348.6524,588.5,666.5,573.25,1822.358
2023-05-02 09:00:00,594.7998,1085.75,1197.75,1090.5,3351.956
2023-05-02 10:00:00,795.4692,1461,1589.5,1488.25,4492.962
2023-05-02 11:00:00,928.1318,1571,1618.25,1662.75,4798.233
2023-05-02 12:00:00,1079.522,1666,1666,1644.25,4918.595
2023-05-02 13:00:00,1069.144,1622.5,1631.25,1623.25,4825.716
2023-05-02 14:00:00,990.6714,1517.25,1521.75,1494.25,4483.704
2023-05-02 15:00:00,742.5286,1220.5,1277,1251.25,3712.269
2023-05-02 16:00:00,308.3553,597.25,628.75,589.25,1804.658
2023-05-02 17:00:00,307.1815,601.75,632.5,623.75,1848.889
2023-05-02 18:00:00,259.7127,446,445.25,477.75,1364.391
2023-05-02 19:00:00,54.25938,81.25,79.5,88,246.7605
2023-05-02 20:00:00,0.2656797,1.75,2,1.75,1.847431
2023-05-02 21:00:00,0,0,0,0,-4.388284
2023-05-02 22:00:00,0,0,0,0,-4.417757
2023-05-02 23:00:00,0,0,0,0,-4.521666
2023-05-03 00:00:00,0,0,0,0,-4.574575
2023-05-03 01:00:00,0,0,0,0,-4.48673
2023-05-03 02:00:00,0,0,0,0,-4.466844
2023-05-03 03:00:00,0,0,0,0,-4.516349
2023-05-03 04:00:00,0,0,0,0,-4.471524
2023-05-03 05:00:00,0,0,0,0,-4.615101
2023-05-03 06:00:00,2.845644,7.25,8,7.25,19.1888
2023-05-03 07:00:00,70.58129,117.5,131.25,115.75,362.5548
2023-05-03 08:00:00,156.2294,303.5,329.5,302.25,932.9611
2023-05-03 09:00:00,502.2318,918.25,1004,905,2810.861
2023-05-03 10:00:00,724.7468,1341.25,1433,1336,4070.343
2023-05-03 11:00:00,828.34,1341.75,1377.75,1367,4069.599
2023-05-03 12:00:00,644.6569,1019.5,1165,1130.75,3297.969
2023-05-03 13:00:00,938.5701,1359,1356.25,1293.5,3959.412
2023-05-03 14:00:00,1040.73,1638.25,1605.5,1579.75,4751.711
2023-05-03 15:00:00,931.3843,1650,1665.5,1664,4925.675
2023-05-03 16:00:00,746.1367,1397.5,1477,1469.5,4304.017
2023-05-03 17:00:00,515.5824,968,1006,1025,2981.04
2023-05-03 18:00:00,263.9912,452.5,450,485.75,1383.517
2023-05-03 19:00:00,55.10364,79.25,76,86.75,240.2273
2023-05-03 20:00:00,0.3422121,2.25,2.25,2,2.862861
2023-05-03 21:00:00,0,0,0,0,-4.409906
2023-05-03 22:00:00,0,0,0,0,-4.405478
2023-05-03 23:00:00,0,0,0,0,-4.466187
2023-05-04 00:00:00,0,0,0,0,-4.595582
2023-05-04 01:00:00,0,0,0,0,-4.620768
2023-05-04 02:00:00,0,0,0,0,-4.635997
2023-05-04 03:00:00,0,0,0,0,-4.668241
2023-05-04 04:00:00,0,0,0,0,-4.576862
2023-05-04 05:00:00,0,0,0,0,-4.533228
2023-05-04 06:00:00,4.285834,10.25,11,9.5,26.95986
2023-05-04 07:00:00,113.8152,149.75,172.5,136.75,457.8198
2023-05-04 08:00:00,349.3159,600.25,681.5,589.5,1864.671
2023-05-04 09:00:00,599.0086,1090,1204.5,1099.5,3372.462
2023-05-04 10:00:00,811.816,1468,1585.75,1492.25,4503.462
2023-05-04 11:00:00,977.8068,1662.75,1666,1665.25,4940.388
2023-05-04 12:00:00,1067.149,1666,1666,1666,4943.457
2023-05-04 13:00:00,1087.76,1666,1666,1666,4942.662
2023-05-04 14:00:00,1032.628,1666.25,1666,1666,4941.861
2023-05-04 15:00:00,915.9147,1619,1657,1648.5,4870.039
2023-05-04 16:00:00,724.8652,1338.75,1412.25,1401.25,4114.264
2023-05-04 17:00:00,489.3097,908.25,948.75,967.5,2808.93
2023-05-04 18:00:00,230.4868,417,417,442,1270.766
2023-05-04 19:00:00,43.71213,79.25,79.5,84.75,242.0811
2023-05-04 20:00:00,0.1193951,1.5,1.5,1.5,0.531005
2023-05-04 21:00:00,0,0,0,0,-4.48969
2023-05-04 22:00:00,0,0,0,0,-4.487284
2023-05-04 23:00:00,0,0,0,0,-4.584753
2023-05-05 00:00:00,0,0,0,0,-4.554513
2023-05-05 01:00:00,0,0,0,0,-4.648704
2023-05-05 02:00:00,0,0,0,0,-4.652322
2023-05-05 03:00:00,0,0,0,0,-4.664011
2023-05-05 04:00:00,0,0,0,0,-4.634051
2023-05-05 05:00:00,0,0,0,0,-4.648323
2023-05-05 06:00:00,7.25452,16.75,18.75,16.25,48.00204
2023-05-05 07:00:00,94.07462,180.25,199.75,180.75,558.6794
2023-05-05 08:00:00,239.2157,449,494.5,453,1392.58
2023-05-05 09:00:00,461.3929,866.75,956.5,880.5,2692.05
2023-05-05 10:00:00,797.8237,1461.25,1569.75,1486.25,4475.758
2023-05-05 11:00:00,972.4398,1663,1666,1664.5,4939.396
2023-05-05 12:00:00,1058.834,1666.25,1666.25,1666,4942.726
2023-05-05 13:00:00,1070.098,1666,1665.75,1666,4942.751
2023-05-05 14:00:00,998.8173,1627.25,1637.75,1609,4819.651
