Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-05-01 00:00:00,-0.3275231,0,0,0,0,-13.48617
2023-05-01 01:00:00,-0.3016215,0,0,0,0,-13.58667
2023-05-01 02:00:00,-0.2338494,0,0,0,0,-13.583
2023-05-01 03:00:00,-0.3638015,0,0,0,0,-13.54983
2023-05-01 04:00:00,-0.3406923,0,0,0,0,-13.522
2023-05-01 05:00:00,-0.07799745,0,0,0,0,-13.4595
2023-05-01 06:00:00,10.74796,15.78,15.56667,16.975,16.33,93.5535
2023-05-01 07:00:00,277.0953,588.6767,620.265,686.7933,650.2016,2534.15
2023-05-01 08:00:00,380.4857,916.6717,902.45,907.2017,867.81,3592.553
2023-05-01 09:00:00,796.3212,1841.781,1682.255,1417.323,1317.308,6215.455
2023-05-01 10:00:00,762.9454,1986.458,1915.433,1983.412,1960.342,7731.909
2023-05-01 11:00:00,891.2487,2244.478,2167.922,2193.815,2345.913,8822.33
2023-05-01 12:00:00,658.1996,1735.995,1711.835,1752.947,1809.26,6867.525
2023-05-01 13:00:00,721.0368,2000.135,1927.34,1821.628,1841.74,7475.127
2023-05-01 14:00:00,222.4743,647.1333,657.2617,671.4266,661.4634,2574.971
2023-05-01 15:00:00,764.1818,1920.298,1949.367,1962.717,1947.38,7665.737
2023-05-01 16:00:00,444.3853,1137.763,1210.438,1262.997,1301.771,4838.865
2023-05-01 17:00:00,306.0584,681.41,714.855,767.2734,824.8699,2967.476
2023-05-01 18:00:00,238.431,430.815,443.9117,468.77,486.4484,1811.671
2023-05-01 19:00:00,42.66365,75.84501,76.53499,79.51999,78.485,315.8245
2023-05-01 20:00:00,0.2025116,0,0,0,0,-12.08467
2023-05-01 21:00:00,-0.2024593,0,0,0,0,-13.57767
2023-05-01 22:00:00,-0.2858385,0,0,0,0,-13.58916
2023-05-01 23:00:00,-0.3088245,0,0,0,0,-13.69133
2023-05-02 00:00:00,-0.3874303,0,0,0,0,-13.70216
2023-05-02 01:00:00,-0.2888092,0,0,0,0,-13.59167
2023-05-02 02:00:00,-0.1323562,0,0,0,0,-13.68767
2023-05-02 03:00:00,-0.1929082,0,0,0,0,-13.56083
2023-05-02 04:00:00,-0.3130403,0,0,0,0,-13.4965
2023-05-02 05:00:00,-0.0814911,0,0,0,0,-13.68767
2023-05-02 06:00:00,7.339059,2.64,2.928333,3.66,3.151668,53.11517
2023-05-02 07:00:00,3.313725,0,0,0,0,-6.3885
