Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,0,,0,-8.256598
2023-05-01 01:00:00,0,0,0,0,0,,0,-8.310739
2023-05-01 02:00:00,0,0,0,0,0,,0,-8.309133
2023-05-01 03:00:00,0,0,0,0,0,,0,-8.237235
2023-05-01 04:00:00,0,0,0,0,0,,0,-8.159013
2023-05-01 05:00:00,0,0,0,0,0,,0,-8.11523
2023-05-01 06:00:00,3.501322,0,2.575666,0,1.487622,,2.93487,-1.058739
2023-05-01 07:00:00,109.9324,82.53759,77.02925,75.0761,69.92365,,60.34219,430.5333
2023-05-01 08:00:00,344.1327,320.566,312.3623,304.568,282.5701,,294.8191,1819.608
2023-05-01 09:00:00,592.9759,564.0533,568.6561,558.8509,520.2662,,579.0679,3347.303
2023-05-01 10:00:00,824.4101,773.7162,778.6145,770.0074,710.3282,,790.1088,4546.965
2023-05-01 11:00:00,979.6102,827.6307,832.947,832.8727,798.3302,,834.5218,4953.051
2023-05-01 12:00:00,1092.339,833.0573,804.9577,832.9011,828.9327,,832.866,4941.016
2023-05-01 13:00:00,1001.425,739.7841,731.7612,729.0683,515.2887,,530.0809,4064.779
2023-05-01 14:00:00,979.7152,756.94,733.3936,744.1548,707.2733,,747.4833,4336.225
2023-05-01 15:00:00,845.6531,699.0571,684.377,673.6303,677.6743,,683.873,4039.739
2023-05-01 16:00:00,540.6586,499.6139,552.4197,468.8399,445.8722,,466.3615,2854.324
2023-05-01 17:00:00,444.7113,393.122,388.3489,450.6028,407.1915,,437.8689,2468.291
2023-05-01 18:00:00,206.7437,152.0325,163.7905,182.7146,176.2827,,182.2258,1043.253
2023-05-01 19:00:00,39.14252,24.12251,24.97488,27.20107,26.96263,,27.59863,151.4276
2023-05-01 20:00:00,0.04580573,0.2334979,0.2982915,0.3302698,0.306655,,0.283369,-6.184183
2023-05-01 21:00:00,0,0,0,0,0,,0,-8.136637
2023-05-01 22:00:00,0,0,0,0,0,,0,-8.190811
2023-05-01 23:00:00,0,0,0,0,0,,0,-8.2183
2023-05-02 00:00:00,0,0,0,0,0,,0,-8.269498
2023-05-02 01:00:00,0,0,0,0,0,,0,-8.218231
2023-05-02 02:00:00,0,0,0,0,0,,0,-8.208119
2023-05-02 03:00:00,0,0,0,0,0,,0,-8.210049
2023-05-02 04:00:00,0,0,0,0,0,,0,-8.168643
2023-05-02 05:00:00,0,0,0,0,0,,0,-8.084348
2023-05-02 06:00:00,3.527769,1.34253,2.854931,0.8560016,1.433387,,2.833978,2.474849
2023-05-02 07:00:00,111.9809,82.97121,75.93241,75.79566,69.56478,,61.73642,431.7986
2023-05-02 08:00:00,346.1425,321.1933,312.8449,304.94,281.9006,,294.6409,1823.352
2023-05-02 09:00:00,599.7753,573.8231,567.9761,556.9476,518.577,,579.0875,3352.817
2023-05-02 10:00:00,811.2173,763.8842,760.1847,751.004,702.222,,788.1791,4482.556
2023-05-02 11:00:00,978.4908,833.0159,833.0167,832.9874,822.7986,,832.8354,4953.872
2023-05-02 12:00:00,1081.512,832.9288,832.8729,832.9449,832.9017,,832.9318,4960.658
2023-05-02 13:00:00,1093.72,832.9364,832.962,832.9861,832.9243,,832.9943,4959.052
2023-05-02 14:00:00,1026.905,826.3828,819.8823,787.4893,814.4076,,795.1547,4798.453
2023-05-02 15:00:00,811.0116,691.9662,695.7236,782.3373,731.9376,,750.0126,4134.003
2023-05-02 16:00:00,391.4326,364.9423,394.2426,341.1725,333.5583,,274.8753,2165.905
2023-05-02 17:00:00,66.74825,69.72096,68.6227,69.81423,65.0304,,73.88522,411.0084
2023-05-02 18:00:00,77.44873,72.21534,73.37827,75.71178,71.93836,,79.82507,443.4636
2023-05-02 19:00:00,38.94077,26.85176,27.76375,30.22418,29.79598,,32.08781,170.0823
2023-05-02 20:00:00,0.0104442,0.304388,0.437158,0.4593015,0.4186487,,0.5023108,-5.594667
2023-05-02 21:00:00,0,0,0,0,0,,0,-8.201896
2023-05-02 22:00:00,0,0,0,0,0,,0,-8.203539
2023-05-02 23:00:00,0,0,0,0,0,,0,-8.2149
2023-05-03 00:00:00,0,0,0,0,0,,0,-8.203448
2023-05-03 01:00:00,0,0,0,0,0,,0,-8.228056
2023-05-03 02:00:00,0,0,0,0,0,,0,-8.240374
2023-05-03 03:00:00,0,0,0,0,0,,0,-8.214068
2023-05-03 04:00:00,0,0,0,0,0,,0,-8.134529
2023-05-03 05:00:00,0,0,0,0,0,,0,-8.079026
2023-05-03 06:00:00,3.798831,0,0,0,0,,3.375978,-4.222631
