S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.32148
2023-05-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.34206
2023-05-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.349
2023-05-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.35425
2023-05-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.29322
2023-05-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.10293
2023-05-01 06:00:00,3.697236,0.892701,1.35585,1.303776,1.324837,1.071988,1.283431,0.4585084,0.3712223,1.32294,0.8709445,-0.3330475
2023-05-01 07:00:00,92.7905,35.6346,34.54331,28.27107,36.91964,30.93865,36.5662,34.22431,27.11796,38.19936,34.37456,321.8834
2023-05-01 08:00:00,302.1406,149.4211,148.7433,145.0178,160.2386,128.9638,151.1526,154.6482,113.4273,155.0081,157.2516,1424.047
2023-05-01 09:00:00,531.8285,277.0465,280.8894,283.2718,293.3538,239.7529,280.1831,285.0228,209.7523,282.8186,287.8114,2638.824
2023-05-01 10:00:00,742.1596,378.9621,388.869,388.9341,398.385,329.8711,382.4797,387.2875,285.4033,381.1529,388.4284,3581.162
2023-05-01 11:00:00,898.8726,448.0913,465.0898,463.1103,471.3789,383.0624,445.1283,452.1633,337.7599,428.7093,426.0814,4075.966
2023-05-01 12:00:00,963.6317,460.3478,468.2939,468.4376,469.4871,408.0881,481.1464,469.1527,351.3084,491.8473,492.912,4362.641
2023-05-01 13:00:00,1020.265,490.81,499.2269,498.8252,499.6234,429.4426,493.1793,495.6522,366.9578,485.334,484.8719,4546.355
2023-05-01 14:00:00,953.1295,462.0399,463.5969,460.8192,474.9167,406.7273,470.5141,473.0293,349.3351,448.4882,407.9174,4200.279
2023-05-01 15:00:00,812.8008,412.8348,413.1109,420.1932,415.0107,342.9769,394.3323,399.9027,295.7278,412.1235,411.9288,3865
2023-05-01 16:00:00,662.4902,331.6786,338.3646,336.0387,344.3649,288.145,333.0035,335.7887,245.694,327.3487,331.607,3069.304
2023-05-01 17:00:00,423.2108,210.1762,206.2505,210.0834,217.9106,170.4978,199.6568,204.5551,145.0452,209.7224,211.5712,1924.841
2023-05-01 18:00:00,197.7455,80.38923,81.23163,78.48122,83.4636,70.61918,78.15131,81.45593,55.24626,74.72741,76.98599,738.9084
2023-05-01 19:00:00,29.98696,8.976383,9.146713,9.413239,9.693019,6.514111,9.15691,5.255093,5.773921,9.1879,6.301618,66.26041
2023-05-01 20:00:00,0.3662633,0,0,0,0,0,0,0,0,0,0,-10.59982
2023-05-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.28181
2023-05-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.22383
2023-05-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.22248
2023-05-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.28078
2023-05-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.36142
2023-05-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.39318
2023-05-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.38641
2023-05-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30803
2023-05-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.16806
2023-05-02 06:00:00,4.244154,0.9169649,1.362665,1.216604,0.9008685,1.808425,1.327917,0.8855781,0.2425902,0.9781563,1.057131,0.0660865
2023-05-02 07:00:00,92.14011,35.87114,34.89185,28.48182,36.99572,31.27329,36.77838,34.05335,26.41398,38.65216,35.76453,324.261
2023-05-02 08:00:00,301.8831,150.2631,149.1199,145.7161,160.5259,129.2469,151.7111,155.0341,113.7297,155.9852,159.3301,1431.162
2023-05-02 09:00:00,531.967,276.8929,280.5231,282.5468,292.8259,239.7204,279.3156,284.2213,208.3562,283.0559,290.4276,2636.294
2023-05-02 10:00:00,739.2307,373.8977,382.6781,382.5351,392.0652,324.1342,376.2396,380.4915,279.9254,376.4506,387.3613,3526.204
2023-05-02 11:00:00,880.7032,385.907,430.2702,395.892,418.7003,392.1283,452.3939,448.5866,337.6654,450.2491,463.5403,4009.452
