Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,0,,0,-8.372701
2023-05-01 01:00:00,0,0,0,0,0,,0,-8.361488
2023-05-01 02:00:00,0,0,0,0,0,,0,-8.359327
2023-05-01 03:00:00,0,0,0,0,0,,0,-8.302341
2023-05-01 04:00:00,0,0,0,0,0,,0,-8.261513
2023-05-01 05:00:00,0,0,0,0,0,,0,-8.217339
2023-05-01 06:00:00,6.261254,2.55213,2.136403,2.618197,2.521158,,2.613455,7.132712
2023-05-01 07:00:00,141.1394,95.86549,83.76073,91.79176,94.64005,,96.42725,574.1832
2023-05-01 08:00:00,380.3563,328.7827,330.1703,331.6422,343.1844,,345.55,2074.304
2023-05-01 09:00:00,616.2949,516.5037,522.6707,576.4064,599.2281,,542.9188,2838.762
2023-05-01 10:00:00,820.2313,,,740.5564,795.5638,,,3070.562
2023-05-01 11:00:00,952.7527,,,829.1819,832.8395,,,3126.71
2023-05-01 12:00:00,1137.901,,,651.3978,685.5845,,,3020.843
2023-05-01 13:00:00,801.2293,613.7988,662.5423,565.1124,569.1768,,639.8832,3287.113
2023-05-01 14:00:00,947.8895,677.1171,668.1424,668.0695,688.6098,,673.6743,4144.421
2023-05-01 15:00:00,635.3502,475.4743,533.7278,491.221,495.3118,,545.0986,3207.695
2023-05-01 16:00:00,491.1892,441.541,491.4211,480.5556,519.7809,,520.9941,2962.816
2023-05-01 17:00:00,226.2629,231.6062,211.4066,205.7346,211.6366,,224.8957,1301.933
2023-05-01 18:00:00,105.0752,84.95166,92.71387,98.91787,104.0221,,101.239,578.6644
2023-05-01 19:00:00,17.30322,14.77083,16.79608,16.00887,17.7741,,17.97331,96.68883
2023-05-01 20:00:00,0,0,0,0,0,,0,-8.492123
2023-05-01 21:00:00,0,0,0,0,0,,0,-8.59663
2023-05-01 22:00:00,0,0,0,0,0,,0,-8.458438
2023-05-01 23:00:00,0,0,0,0,0,,0,-8.537354
2023-05-02 00:00:00,0,0,0,0,0,,0,-8.546319
2023-05-02 01:00:00,0,0,0,0,0,,0,-8.608694
2023-05-02 02:00:00,0,0,0,0,0,,0,-8.613477
2023-05-02 03:00:00,0,0,0,0,0,,0,-8.616338
2023-05-02 04:00:00,0,0,0,0,0,,0,-8.535982
2023-05-02 05:00:00,0,0,0,0,0,,0,-8.574446
2023-05-02 06:00:00,6.980484,3.939393,3.33176,3.687963,3.683103,,4.028775,15.26668
2023-05-02 07:00:00,140.9223,99.91723,88.51713,96.33138,99.4276,,99.73444,597.7625
2023-05-02 08:00:00,378.141,293.3286,293.0916,294.7648,305.5416,,308.4939,1841.99
2023-05-02 09:00:00,620.2911,,,,,,,2376.258
2023-05-02 10:00:00,820.6281,,,,,,,3110.596
2023-05-02 11:00:00,906.502,,,,,,,3280.455
2023-05-02 12:00:00,1090.983,833.1459,832.7817,256.78,833.105,,833.0029,3609.47
2023-05-02 13:00:00,1028.355,806.2356,804.1002,802.1519,794.9716,,805.5361,4751.928
2023-05-02 14:00:00,1008.865,786.6528,716.2067,752.0643,736.9352,,752.2917,4274.768
2023-05-02 15:00:00,730.0854,631.4236,676.701,631.1943,662.255,,551.3866,3811.675
2023-05-02 16:00:00,588.748,525.7448,539.3439,568.3504,605.6534,,577.5749,3307.341
2023-05-02 17:00:00,381.4869,293.7924,337.8596,380.0866,406.0887,,336.2096,2014.149
2023-05-02 18:00:00,130.6857,104.1514,112.1602,121.7637,121.9364,,122.0062,695.522
2023-05-02 19:00:00,23.84222,23.06564,24.28085,25.88955,26.28445,,26.9894,148.0861
2023-05-02 20:00:00,0,0,0,0,0,,0,-8.514997
2023-05-02 21:00:00,0,0,0,0,0,,0,-8.581695
2023-05-02 22:00:00,0,0,0,0,0,,0,-8.48976
2023-05-02 23:00:00,0,0,0,0,0,,0,-8.566985
2023-05-03 00:00:00,0,0,0,0,0,,0,-8.531618
2023-05-03 01:00:00,0,0,0,0,0,,0,-8.570074
2023-05-03 02:00:00,0,0,0,0,0,,0,-8.520844
2023-05-03 03:00:00,0,0,0,0,0,,0,-8.483543
2023-05-03 04:00:00,0,0,0,0,0,,0,-8.512817
2023-05-03 05:00:00,0,0,0,0,0,,0,-8.529499
2023-05-03 06:00:00,6.767994,2.471273,2.559508,2.8568,2.90657,,2.862217,8.342945
2023-05-03 07:00:00,142.8064,105.5883,91.60526,100.522,104.2628,,104.2535,624.5982
2023-05-03 08:00:00,318.3443,278.1247,277.8291,269.2419,279.8437,,296.2386,1757.103
2023-05-03 09:00:00,403.7717,251.3409,236.8916,401.2866,383.7888,,403.4378,2094.265
2023-05-03 10:00:00,690.0613,,,638.4303,651.3983,,653.1683,2617.509
2023-05-03 11:00:00,804.3107,,,670.9985,692.8231,,680.6756,2724.163
2023-05-03 12:00:00,721.9833,,,574.7129,571.1006,,546.3762,2207.897
2023-05-03 13:00:00,477.2038,312.3116,333.7319,391.084,407.2031,,415.5461,2285.177
2023-05-03 14:00:00,425.0081,380.2998,406.9616,414.3556,415.5052,,424.882,2590.543
2023-05-03 15:00:00,676.4288,372.0735,413.3497,544.305,625.2971,,619.2718,3136.107
2023-05-03 16:00:00,664.8532,589.2368,613.3583,643.8635,543.5258,,551.0979,3482.853
2023-05-03 17:00:00,456.8811,386.4006,398.4565,437.4841,431.4416,,447.7318,2562.089
2023-05-03 18:00:00,160.7677,112.3771,110.6712,123.4988,131.306,,145.1563,747.0273
2023-05-03 19:00:00,24.84695,18.73856,20.4381,22.20885,22.43803,,24.08823,126.5679
2023-05-03 20:00:00,0,0,0,0,0,,0,-8.451821
2023-05-03 21:00:00,0,0,0,0,0,,0,-8.440909
2023-05-03 22:00:00,0,0,0,0,0,,0,-8.551983
2023-05-03 23:00:00,0,0,0,0,0,,0,-8.489526
2023-05-04 00:00:00,0,0,0,0,0,,0,-8.528627
2023-05-04 01:00:00,0,0,0,0,0,,0,-8.560463
2023-05-04 02:00:00,0,0,0,0,0,,0,-8.519439
2023-05-04 03:00:00,0,0,0,0,0,,0,-8.525511
2023-05-04 04:00:00,0,0,0,0,0,,0,-8.51303
2023-05-04 05:00:00,0,0,0,0,0,,0,-8.496387
2023-05-04 06:00:00,7.540891,5.453535,3.387562,4.153227,4.008717,,4.271366,16.63296
2023-05-04 07:00:00,151.3278,106.6372,91.69419,100.3186,103.4344,,102.79,626.8373
2023-05-04 08:00:00,387.6284,330.9957,332.6895,333.2116,344.5747,,348.6567,2090.898
2023-05-04 09:00:00,623.0212,559.8469,578.5623,580.4691,596.2481,,602.1846,3587.107
2023-05-04 10:00:00,823.9677,749.5717,765.0572,774.9052,789.2977,,792.3844,4692.842
2023-05-04 11:00:00,981.0151,831.3723,832.9924,830.793,833.028,832.9568,697.619,4768.732
2023-05-04 12:00:00,1053.449,832.9532,832.9216,832.8884,833.0906,678.8207,832.8547,4840.223
2023-05-04 13:00:00,833.1543,648.4978,740.2317,680.8405,782.7573,630.3307,634.1498,4136.292
2023-05-04 14:00:00,915.2388,735.2291,729.7657,719.1248,710.3591,727.6566,722.7056,4328.776
2023-05-04 15:00:00,646.4485,617.7766,654.0035,641.3724,657.5575,599.3051,616.8104,3837.278
2023-05-04 16:00:00,504.8474,448.7519,475.8519,518.8633,541.8324,520.4695,528.866,3097.737
2023-05-04 17:00:00,381.7523,311.8606,330.6694,363.6194,374.3672,379.5241,373.8544,2166.989
2023-05-04 18:00:00,148.6302,114.087,111.4259,136.3987,129.5034,141.0276,143.0269,781.0436
2023-05-04 19:00:00,23.56557,18.47212,19.90096,21.7091,22.22305,23.7054,23.34789,124.307
2023-05-04 20:00:00,0,0,0.03633633,0,0.0408088,0.04654362,0.04715765,-8.349732
2023-05-04 21:00:00,0,0,0,0,0,0,0,-8.579054
2023-05-04 22:00:00,0,0,0,0,0,0,0,-8.545245
2023-05-04 23:00:00,0,0,0,0,0,0,0,-8.548228
2023-05-05 00:00:00,0,0,0,0,0,0,0,-8.566927
2023-05-05 01:00:00,0,0,0,0,0,0,0,-8.573469
2023-05-05 02:00:00,0,0,0,0,0,0,0,-8.537309
2023-05-05 03:00:00,0,0,0,0,0,0,0,-8.49254
2023-05-05 04:00:00,0,0,0,0,0,0,0,-8.456868
2023-05-05 05:00:00,0,0,0,0,0,0,0,-8.506516
2023-05-05 06:00:00,11.84191,7.808654,8.088472,8.873892,8.981846,9.967521,9.309313,47.17797
2023-05-05 07:00:00,124.0216,100.4335,91.54705,97.27806,104.569,106.0508,98.67445,604.1741
2023-05-05 08:00:00,379.834,332.2019,339.9048,342.4126,355.1413,372.1658,354.2805,2129.45
2023-05-05 09:00:00,612.1912,552.1949,573.6454,584.1941,598.9921,620.2458,593.4436,3558.213
2023-05-05 10:00:00,791.7649,700.5859,715.11,749.3752,769.4474,777.7576,760.4396,4472.878
2023-05-05 11:00:00,915.2673,725.5115,693.5723,738.1467,765.1473,786.6855,761.6423,4490.711
2023-05-05 12:00:00,1050.918,814.0468,828.9512,807.0515,833.0613,826.4761,817.023,4917.274
2023-05-05 13:00:00,884.2615,715.6701,721.1562,717.6161,760.8365,689.136,720.407,4224.164
2023-05-05 14:00:00,680.6904,556.8909,566.0572,588.0629,526.5494,543.06,578.1796,3362.633
2023-05-05 15:00:00,597.7971,474.1306,496.7636,491.6354,464.0265,538.3019,487.1459,2950.328
2023-05-05 16:00:00,291.1777,190.7467,238.9444,256.6723,254.5339,279.1347,264.7198,1541.323
2023-05-05 17:00:00,268.7426,243.3793,271.1505,255.4252,291.3474,271.7461,269.8094,1615.74
2023-05-05 18:00:00,191.396,134.3378,143.4033,152.23,150.7593,168.0648,158.8639,919.3565
2023-05-05 19:00:00,29.23791,22.43487,24.31466,26.29412,26.08394,29.16116,28.73278,153.4226
2023-05-05 20:00:00,0,0.005534178,0.008071748,0.00948879,0.08781133,0.09762893,0.01106589,-8.353957
2023-05-05 21:00:00,0,0,0,0,0,0,0,-8.54908
2023-05-05 22:00:00,0,0,0,0,0,0,0,-8.538264
2023-05-05 23:00:00,0,0,0,0,0,0,0,-8.582154
2023-05-06 00:00:00,0,0,0,0,0,0,0,-8.600084
2023-05-06 01:00:00,0,0,0,0,0,0,0,-8.573782
2023-05-06 02:00:00,0,0,0,0,0,0,0,-8.498009
2023-05-06 03:00:00,0,0,0,0,0,0,0,-8.504625
2023-05-06 04:00:00,0,0,0,0,0,0,0,-8.468346
2023-05-06 05:00:00,0,0,0,0,0,0,0,-8.456104
2023-05-06 06:00:00,8.608458,0.1895065,0.164819,3.75961,0.1859843,5.655547,0.1849719,1.830593
2023-05-06 07:00:00,71.2215,60.26789,59.41141,63.21409,62.01897,66.05831,63.10307,374.8845
2023-05-06 08:00:00,169.2332,146.8687,151.8677,158.1909,159.8121,166.1536,162.9017,958.444
2023-05-06 09:00:00,434.6671,395.1298,402.8608,387.9175,400.1718,423.3534,406.2147,2442.546
2023-05-06 10:00:00,788.8658,699.4265,712.2701,728.6562,746.5788,775.678,746.696,4429.725
2023-05-06 11:00:00,922.4216,802.9367,816.8574,826.3961,831.9625,832.8975,831.0803,4942.382
2023-05-06 12:00:00,1004.327,832.9313,832.9242,832.8893,832.9276,832.9297,832.9659,4993.564
2023-05-06 13:00:00,1034.473,805.2385,752.4255,764.1039,776.9673,830.9782,813.4486,4640.856
