Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-05-01 00:00:00,-0.1416172,0,0,0,0,-13.814
2023-05-01 01:00:00,-0.2662606,0,0,0,0,-13.78983
2023-05-01 02:00:00,-0.3036137,0,0,0,0,-13.85583
2023-05-01 03:00:00,-0.1231567,0,0,0,0,-13.84083
2023-05-01 04:00:00,-0.2395096,0,0,0,0,-13.9535
2023-05-01 05:00:00,-0.0291859,0,0,0,0,-13.894
2023-05-01 06:00:00,15.02184,17.03833,16.86333,17.22667,17.50333,92.05715
2023-05-01 07:00:00,353.0713,726.6867,635.6333,761.5385,741.695,2865.728
2023-05-01 08:00:00,438.7093,736.82,743.2034,775.2267,793.14,3042.326
2023-05-01 09:00:00,444.496,836.1401,824.5983,848.4583,862.6066,3353.371
2023-05-01 10:00:00,847.2352,1659.433,1651.408,1678.237,1796.945,6775.59
2023-05-01 11:00:00,918.3109,1751.8,1744.962,1637.428,1889.778,6888.948
2023-05-01 12:00:00,744.496,1502.39,1455.052,1457.505,1611.49,5938.509
2023-05-01 13:00:00,377.1136,925.5717,937.9534,980.2983,990.0715,3793.135
2023-05-01 14:00:00,364.9575,847.2382,846.38,841.1033,919.4033,3427.213
2023-05-01 15:00:00,650.2139,1224.375,1188.616,1170.373,1242.661,4864.133
2023-05-01 16:00:00,917.7964,1568.362,1515.837,1504.715,1719.207,6156.078
2023-05-01 17:00:00,454.0309,713.9418,718.0734,737.5766,869.5101,2975.972
2023-05-01 18:00:00,104.0485,190.7583,173.3017,173.86,181.8367,702.7981
2023-05-01 19:00:00,94.79583,135.1833,128.1933,132.6134,134.415,548.1074
2023-05-01 20:00:00,0.964529,0,0,0,0,-13.09184
2023-05-01 21:00:00,-0.2941299,0,0,0,0,-13.833
2023-05-01 22:00:00,-0.3020796,0,0,0,0,-13.67917
2023-05-01 23:00:00,-0.05097485,0,0,0,0,-13.822
2023-05-02 00:00:00,-0.3665304,0,0,0,0,-13.74467
2023-05-02 01:00:00,-0.3730162,0,0,0,0,-13.396
2023-05-02 02:00:00,-0.1132914,0,0,0,0,-13.40367
2023-05-02 03:00:00,0.00028488,0,0,0,0,-13.59783
2023-05-02 04:00:00,-0.2233492,0,0,0,0,-13.7135
2023-05-02 05:00:00,-0.0983125,0,0,0,0,-13.60133
2023-05-02 06:00:00,5.480097,0,0,0,0,14.8975
2023-05-02 07:00:00,6.1473,0,0,0,0,-0.874238
