NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,0,-0.5283361
2023-05-01 01:00:00,0,0,0,0,0,-0.5358347
2023-05-01 02:00:00,0,0,0,0,0,-0.5608333
2023-05-01 03:00:00,0.2483334,0,0,0,0,-3.062764
2023-05-01 04:00:00,0,0,0,0,0,-3.019234
2023-05-01 05:00:00,0,0,0,0,0,-1.600778
2023-05-01 06:00:00,5.411774,1.466567,1.330496,1.316277,0.9352618,-0.7195668
2023-05-01 07:00:00,106.3143,36.95365,36.78862,35.34087,28.14583,4.12522
2023-05-01 08:00:00,206.652,155.5632,148.4958,149.8318,130.8629,27.71733
2023-05-01 09:00:00,277.7241,293.8489,279.0534,283.8169,252.8564,57.54632
2023-05-01 10:00:00,369.3853,408.0515,383.924,389.137,350.935,81.3713
2023-05-01 11:00:00,445.5367,479.5139,451.5843,458.6685,417.2729,254.4576
2023-05-01 12:00:00,485.2568,447.6123,489.4612,491.8498,456.2906,283.5385
2023-05-01 13:00:00,480.2601,492.3981,494.8328,497.6674,461.0532,275.8916
2023-05-01 14:00:00,401.9781,462.1535,453.2742,436.243,405.6043,243.4431
2023-05-01 15:00:00,366.3749,442.3882,420.2024,425.751,383.3395,368.021
2023-05-01 16:00:00,300.0045,322.5114,311.0394,303.9648,268.9842,273.1955
2023-05-01 17:00:00,170.1124,199.4635,190.1752,178.6962,154.7905,148.0908
2023-05-01 18:00:00,95.75925,94.45535,97.36225,89.7075,80.15649,88.79916
2023-05-01 19:00:00,31.26457,11.51631,11.21461,10.29967,8.837554,1.230985
2023-05-01 20:00:00,0.6794448,0.03306402,0.02185564,0.02377863,0.01414322,-0.552891
2023-05-01 21:00:00,0.1048588,0,0,0,0,-0.5353826
2023-05-01 22:00:00,0.1048634,0,0,0,0,-0.5045833
2023-05-01 23:00:00,0,0,0,0,0,-0.505
2023-05-02 00:00:00,0.25,0,0,0,0,-3.72599
2023-05-02 01:00:00,0,0,0,0,0,-3.822815
2023-05-02 02:00:00,0,0,0,0,0,-2.523745
2023-05-02 03:00:00,0,0,0,0,0,-0.5083333
2023-05-02 04:00:00,0.791597,0,0,0,0,-0.5758323
2023-05-02 05:00:00,0.1055555,0,0,0,0,-0.5899945
2023-05-02 06:00:00,6.277129,1.589762,1.390965,1.23076,0.8682077,0.1359427
2023-05-02 07:00:00,108.1524,36.91592,35.14073,33.60891,26.89885,11.02676
2023-05-02 08:00:00,235.763,155.0583,148.2501,149.3705,130.6656,128.3947
2023-05-02 09:00:00,277.395,292.0935,277.4862,282.6344,251.8055,234.9723
2023-05-02 10:00:00,370.2773,400.3105,377.5559,386.4807,347.1948,81.9946
2023-05-02 11:00:00,429.7242,467.9087,439.5218,444.754,402.207,92.2061
2023-05-02 12:00:00,427.3297,472.5842,461.0196,453.4077,435.3376,111.7095
2023-05-02 13:00:00,497.494,491.8705,490.8167,487.2813,453.8701,266.7389
2023-05-02 14:00:00,411.9417,476.9105,451.9488,460.4241,409.0072,247.9324
2023-05-02 15:00:00,388.2296,439.6743,414.7083,418.1902,378.6888,89.9121
2023-05-02 16:00:00,308.4908,325.1151,303.9572,302.4217,264.8011,278.6383
2023-05-02 17:00:00,161.1205,169.0194,172.8444,154.107,138.4834,157.3282
2023-05-02 18:00:00,114.9696,46.47687,44.05694,43.61278,38.31146,8.63473
2023-05-02 19:00:00,16.05412,4.91899,4.447758,4.442705,3.494975,0.362953
2023-05-02 20:00:00,0.8996491,0.1377112,0.1298996,0.1372695,0.1091305,-0.4148649
2023-05-02 21:00:00,0,0,0,0,0,-0.5116667
2023-05-02 22:00:00,0,0,0,0,0,-0.5524667
2023-05-02 23:00:00,0,0,0,0,0,-0.5648326
2023-05-03 00:00:00,0,0,0,0,0,-0.5391667
