Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-05-01 00:00:00,-0.1865383,0,0,0,0,-14.376
2023-05-01 01:00:00,-0.1705659,0,0,0,0,-14.34266
2023-05-01 02:00:00,-0.1532737,0,0,0,0,-14.3075
2023-05-01 03:00:00,-0.2542657,0,0,0,0,-14.46867
2023-05-01 04:00:00,-0.167355,0,0,0,0,-14.31734
2023-05-01 05:00:00,0.04880567,0,0,0,0,-14.385
2023-05-01 06:00:00,19.5602,33.18167,32.72833,0,33.78833,104.2675
2023-05-01 07:00:00,579.6857,1208.292,1225.925,0,1296.625,3686.068
2023-05-01 08:00:00,1027.22,2226.253,2294.18,0,2404.817,6928.98
2023-05-01 09:00:00,1180.981,2514.345,2496.172,0,2635.059,7545.536
2023-05-01 10:00:00,1056.432,2562.473,2574.043,0,2546.758,7568.804
2023-05-01 11:00:00,1017.684,2494.08,2373.702,0,2345.582,7096.41
2023-05-01 12:00:00,809.2149,2103.302,2113.646,0,2174.007,6288.358
2023-05-01 13:00:00,698.1392,1882.708,1802.3,0,1652.98,5248.92
2023-05-01 14:00:00,435.1533,1224.213,1218.965,0,1227.51,3619.863
2023-05-01 15:00:00,384.0196,1036.327,1021.702,0,970.4217,3065.316
2023-05-01 16:00:00,126.5933,295.2467,295.125,0,300.01,872.4189
2023-05-01 17:00:00,538.5641,957.4801,918.1051,0,821.3,2668.052
2023-05-01 18:00:00,320.5685,561.8849,562.1118,0,580.3749,1674.618
2023-05-01 19:00:00,38.68742,65.95167,66.11001,0,67.76501,205.98
2023-05-01 20:00:00,1.047359,0,0,0,0,-12.12817
2023-05-01 21:00:00,-0.2237979,0,0,0,0,-14.44817
2023-05-01 22:00:00,-0.1782869,0,0,0,0,-14.34534
2023-05-01 23:00:00,-0.1671298,0,0,0,0,-14.4305
2023-05-02 00:00:00,-0.1759077,0,0,0,0,-14.421
2023-05-02 01:00:00,-0.185538,0,0,0,0,-14.4625
2023-05-02 02:00:00,-0.119342,0,0,0,0,-14.34184
2023-05-02 03:00:00,-0.128422,0,0,0,0,-14.48383
2023-05-02 04:00:00,-0.07828706,0,0,0,0,-14.4805
