Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-05-01 00:00:00,0,0,0,0,0,0,-12.21284
2023-05-01 01:00:00,0,0,0,0,0,0,-12.28149
2023-05-01 02:00:00,0,0,0,0,0,0,-12.26753
2023-05-01 03:00:00,0,0,0,0,0,0,-12.22397
2023-05-01 04:00:00,0,0,0,0,0,0,-12.21311
2023-05-01 05:00:00,0,0,0,0,0,0,-12.67032
2023-05-01 06:00:00,5.852889,7.331701,7.157465,7.378439,7.328851,7.137601,11.47464
2023-05-01 07:00:00,103.1296,80.61189,79.31767,85.97501,81.39791,80.32635,387.7385
2023-05-01 08:00:00,308.6911,323.6112,323.5576,331.5885,320.7394,305.0747,1595.05
2023-05-01 09:00:00,538.9165,597.5394,601.1985,606.8393,586.739,562.5573,2947.438
2023-05-01 10:00:00,731.2934,817.3431,818.0701,825.1857,801.1467,771.1695,4018.667
2023-05-01 11:00:00,827.1766,862.674,868.6661,870.867,879.7541,808.2902,4274.451
2023-05-01 12:00:00,850.0056,745.4562,789.4266,736.0909,780.8248,718.3489,3678.362
2023-05-01 13:00:00,967.2217,820.0325,858.3002,827.2974,791.6331,771.6476,4017.831
2023-05-01 14:00:00,603.1954,603.224,589.168,609.8208,575.0251,586.7807,2966.963
2023-05-01 15:00:00,439.516,418.8969,418.3448,463.3564,404.4364,434.3898,2259.555
2023-05-01 16:00:00,423.2698,438.2159,440.5706,453.4492,473.7862,448.8156,2256.701
2023-05-01 17:00:00,314.447,324.0156,329.0143,325.6184,332.8574,312.0158,1635.384
2023-05-01 18:00:00,102.5851,114.5055,122.8161,117.7736,121.9858,106.3578,561.412
2023-05-01 19:00:00,23.92193,17.05375,17.77285,17.20215,17.73352,16.193,60.50725
2023-05-01 20:00:00,0.6195276,0,0.03336805,0,0.03336805,0,-17.79768
2023-05-01 21:00:00,0,0,0,0,0,0,-12.33743
2023-05-01 22:00:00,0,0,0,0,0,0,-12.38334
2023-05-01 23:00:00,0,0,0,0,0,0,-12.42074
2023-05-02 00:00:00,0,0,0,0,0,0,-12.4972
2023-05-02 01:00:00,0,0,0,0,0,0,-12.54418
2023-05-02 02:00:00,0,0,0,0,0,0,-12.42422
