Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Inverter_17,Inverter_18,Day/Night
2023-09-01 00:00:00,-1.163971,63.06365,1,12.67205,-1.833482,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 00:15:00,-1.179942,63.13377,1,12.67212,-2.003525,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 00:30:00,-1.175797,63.11605,2,12.69166,-1.5892,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 00:45:00,-1.180528,63.09401,1,12.71031,-1.024309,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 01:00:00,-1.187317,63.02218,1,12.66158,-1.850182,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 01:15:00,-1.14343,62.87371,1,12.60705,-1.943822,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 01:30:00,-1.124179,62.79187,1,12.61567,-1.687817,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 01:45:00,-1.207869,62.98576,0,12.62254,-0.9910567,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 02:00:00,-1.170568,62.85933,1,12.64206,-1.808774,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 02:15:00,-1.136561,62.71068,1,12.6402,-1.967854,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 02:30:00,-1.108215,62.64425,1,12.65076,-1.582385,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 02:45:00,-1.119806,62.60517,1,12.65305,-1.076736,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 03:00:00,-1.123006,62.65103,1,12.64659,-1.897968,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 03:15:00,-1.1394,62.70917,2,12.65238,-2.046637,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 03:30:00,-1.147751,62.67455,2,12.66056,-1.620059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 03:45:00,-1.157192,62.67751,3,12.65644,-1.075809,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 04:00:00,-1.154542,62.57977,3,12.65837,-1.83355,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 04:15:00,-1.130684,62.56976,3,12.64782,-2.086855,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 04:30:00,-1.154559,62.581,3,12.64841,-1.555745,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 04:45:00,-1.135481,62.4499,3,12.60782,-1.105219,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 05:00:00,-1.193891,62.12752,4,12.56364,-1.863318,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 05:15:00,-1.271547,61.90601,4,12.54333,-1.981641,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 05:30:00,-1.260414,61.84035,2,12.53045,-1.36846,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 05:45:00,-1.28681,61.63792,3,12.58371,-1.136923,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 06:00:00,-1.28696,61.55989,2,12.57905,-1.988446,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,Night
2023-09-01 06:15:00,-1.045386,61.52746,2,12.54217,-1.980968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 06:30:00,0.2321738,61.52288,2,12.55598,-1.368217,0.01111111,0.01173778,0.01111111,0.006008889,0.005555556,0.005555556,0.0,0.01067111,0.008546666,0.0,0.01472667,0.003186667,0.0045,0.0,0.0,0.004108889,0.00784,0.0,Night
2023-09-01 06:45:00,6.460783,61.52534,2,12.61096,7.143394,0.5755556,0.5364289,0.6236111,0.5750467,0.5843334,0.5916666,0.4715556,0.5123844,0.61274,0.08981778,0.5925155,0.6177022,0.3855556,0.3662778,0.475,0.4812778,0.5797467,0.2944444,Day
2023-09-01 07:00:00,12.64532,61.63154,2,12.54953,21.35432,1.546313,1.403853,1.615444,1.561889,1.483889,1.600002,1.477667,1.416222,1.549158,1.184858,1.565258,1.602924,1.128833,1.078833,1.330556,1.371111,1.502247,0.989,Day
2023-09-01 07:15:00,19.05806,61.7434,2,12.53243,34.98418,2.40613,2.165647,2.458667,2.321164,2.231538,2.380869,2.188369,2.144853,2.391389,2.021324,2.344975,2.419744,1.750667,1.655858,2.002264,2.079447,2.182176,1.590564,Day
2023-09-01 07:30:00,29.65131,61.83974,2,12.52136,58.70147,3.890958,3.524167,3.904889,3.610062,3.47898,3.648391,3.42856,3.397829,3.909333,3.537001,3.752518,3.864884,2.809253,2.712816,3.212318,3.334667,3.373751,2.617473,Day
2023-09-01 07:45:00,50.59135,62.05976,3,12.528,106.5213,6.496933,5.9715,6.693836,6.065723,5.990114,6.502507,5.937507,5.882026,6.516389,6.256166,6.403378,6.668018,5.014855,4.77983,5.613738,5.843184,5.875956,4.90069,Day
2023-09-01 08:00:00,105.5664,62.64449,3,12.55221,228.4214,13.78343,12.54683,14.38797,13.30337,12.60277,14.23728,12.30675,12.39242,13.67365,13.40257,13.62407,14.39777,10.95301,10.04601,11.73847,12.12593,12.24831,10.77345,Day
2023-09-01 08:15:00,111.0919,63.4251,3,12.56314,249.4003,14.6019,13.68707,15.40746,14.42801,13.86124,15.37728,13.72396,13.56274,14.92786,14.79259,15.04796,15.8431,12.13016,11.37426,13.30832,13.88701,13.79753,12.17991,Day
2023-09-01 08:30:00,97.02296,63.41248,5,12.52879,216.1204,12.87761,12.28696,13.52159,12.71728,12.26659,13.04744,12.20269,11.7799,12.85991,12.81708,12.85023,13.3011,10.16139,9.815567,11.55038,12.03188,11.62145,10.12072,Day
2023-09-01 08:45:00,119.5809,63.70408,4,12.52422,266.3789,15.95736,15.41809,16.9389,16.01963,15.3369,15.94917,14.93264,14.29614,15.88195,15.96937,15.87269,16.25217,12.48594,12.17261,14.16661,14.64007,13.78776,12.0255,Day
2023-09-01 09:00:00,58.08004,63.72391,5,12.52297,130.992,7.49312,7.679022,8.069298,8.050485,7.740924,7.835055,7.630136,6.968738,7.672111,7.769,7.968142,8.008771,6.431611,6.449702,7.539189,7.793371,7.382951,6.380929,Day
2023-09-01 09:15:00,50.04462,63.12047,5,12.51724,114.0831,6.643006,6.951389,7.029683,7.005038,6.76844,6.415327,6.759007,6.085191,6.821387,6.91692,6.923909,6.722118,5.28994,5.57024,6.542702,6.708704,6.047222,5.088275,Day
2023-09-01 09:30:00,53.97824,63.23503,4,12.61056,127.3628,7.467546,7.906747,7.884426,7.874029,7.613904,7.094118,7.62746,6.790174,7.484842,7.61174,7.537391,7.28142,5.722394,6.132598,7.185765,7.37494,6.548669,5.519191,Day
2023-09-01 09:45:00,50.51231,63.33149,5,12.59522,117.1607,6.791631,7.058445,7.28536,7.249293,6.952604,6.741389,6.977484,6.299933,6.847882,6.939724,7.033878,6.881382,5.415,5.630291,6.564471,6.759569,6.143004,5.222327,Day
