Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Day/Night
2023-09-01 00:00:00,-0.4111023,64.68948,0,0.01367122,-9.329,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:15:00,-0.4520247,64.43736,0,0.013689,-9.358,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:30:00,-0.459411,64.19633,0,0.01369056,-9.357667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 00:45:00,-0.494646,64.03961,0,0.01371178,-9.393666,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:00:00,-0.4640763,63.93391,0,0.01372733,-9.427667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:15:00,-0.466267,63.68793,0,0.01375156,-9.471,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:30:00,-0.4313883,63.52402,0,0.01377033,-9.504,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 01:45:00,-0.4533983,63.32508,0,0.01378722,-9.534667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:00:00,-0.456625,63.18765,0,0.01376944,-9.504,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:15:00,-0.377893,62.91743,0,0.01374844,-9.464,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:30:00,-0.4159337,62.66904,0,0.01372711,-9.428667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 02:45:00,-0.4458863,62.41417,0,0.01374234,-9.453333,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:00:00,-0.464503,62.21626,0,0.01373845,-9.447667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:15:00,-0.425448,61.96567,0,0.01374689,-9.462667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:30:00,-0.3971747,61.68497,0,0.01375511,-9.483334,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 03:45:00,-0.4224607,61.41008,0,0.01376156,-9.487667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:00:00,-0.4127417,61.19975,0,0.01375789,-9.485333,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:15:00,-0.438305,61.12804,0,0.01375745,-9.479667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:30:00,-0.402859,60.87686,0,0.01376,-9.484333,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 04:45:00,-0.4069317,60.86901,0,0.01375411,-9.474667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 05:00:00,-0.458984,60.87408,0,0.01373989,-9.460667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 05:15:00,-0.476685,60.82859,0,0.01372689,-9.430667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 05:30:00,-0.3682923,60.86987,0,0.013711,-9.399,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 05:45:00,-0.422458,60.86274,0,0.01369333,-9.369667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 06:00:00,-0.3586113,60.90031,0,0.01366678,-9.324667,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 06:15:00,-0.335489,60.82435,0,0.01365033,-9.303,0.0,0.0,0.0,0.0,0.0,Night
2023-09-01 06:30:00,0.1340479,60.5801,0,0.01363989,-11.39667,-0.51,-0.5466667,-0.4266667,-0.3933333,-0.5766667,Night
2023-09-01 06:45:00,3.234292,60.55016,0,0.01363256,3.910333,2.34,2.48,2.443333,2.446667,2.51,Day
2023-09-01 07:00:00,19.12715,60.98893,0,0.013628,33.14734,7.84,8.47,8.44,8.486667,8.073334,Day
2023-09-01 07:15:00,59.90795,63.20052,0,0.01362156,84.04833,14.88333,19.8,19.95333,19.97333,17.40333,Day
2023-09-01 07:30:00,102.5722,65.11976,0,0.01363333,199.65,34.92,43.89333,44.96,44.33333,39.2,Day
2023-09-01 07:45:00,148.0406,67.35957,1,0.01363067,390.223,69.93667,82.55666,84.13667,82.63667,77.78333,Day
2023-09-01 08:00:00,193.9453,70.74374,0,0.01366833,624.826,114.94,128.9367,131.3433,129.6833,125.8767,Day
2023-09-01 08:15:00,246.5891,73.63795,2,0.01367711,862.165,159.2833,178.12,176.1933,176.0933,177.2,Day
2023-09-01 08:30:00,305.3717,77.71959,2,0.01368022,1120.49,213.0233,229.02,225.5533,227.6533,230.87,Day
2023-09-01 08:45:00,368.4458,78.83871,2,0.01369044,1385.946,266.3733,281.2367,277.22,281.7333,284.23,Day
2023-09-01 09:00:00,433.665,79.62184,3,0.01369356,1641.53,316.3933,332.4467,328.2967,333.59,335.8433,Day
2023-09-01 09:15:00,499.1874,79.73592,3,0.01368833,1875.589,362.47,378.9667,375.1967,380.41,384.18,Day
2023-09-01 09:30:00,562.2347,80.42712,3,0.01372578,2100.445,408.5833,423.58,419.9533,425.39,429.4767,Day
2023-09-01 09:45:00,621.6512,80.66949,4,0.01373145,2308.121,451.6167,464.35,461.3,467.3133,471.2933,Day
2023-09-01 10:00:00,678.243,79.20991,4,0.013812,2503.186,490.25,503.28,500.4833,507.1633,511.02,Day
2023-09-01 10:15:00,730.6548,78.36687,4,0.01384189,2686.355,524.1567,540.1067,537.8734,545.51,549.2333,Day
2023-09-01 10:30:00,780.9372,78.1767,5,0.01381867,2852.44,557.2967,574.15,571.76,579.73,582.3033,Day
2023-09-01 10:45:00,825.2864,78.48278,5,0.01381289,2987.016,582.5167,601.0867,599.47,607.6567,610.7534,Day
2023-09-01 11:00:00,866.6486,78.82354,5,0.01380222,3115.301,607.6433,626.5566,626.3933,634.92,637.1,Day
2023-09-01 11:15:00,906.0161,79.37383,4,0.01377711,3230.835,629.5067,650.01,650.6133,659.8167,660.9,Day
