Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Total Power","Schneider SmartGen CS1800 Inverter - 1.2, Total Power","Schneider SmartGen CS1800 Inverter - 2.1, Total Power"
,W/m²,kW,kW,kW
2022-10-01 00:00:00,0,-0.008683225,-0.0112335,-0.01279949
2022-10-01 01:00:00,0,-0.0003093391,-0.003460772,0.0009916333
2022-10-01 02:00:00,0,0.002205965,-0.005719292,0.001046735
2022-10-01 03:00:00,0,-0.0008840237,-0.01505961,-0.0008821615
2022-10-01 04:00:00,0,-0.01191405,-0.006644842,0.01333732
2022-10-01 05:00:00,0,-0.004048137,-0.003926528,0.00708539
2022-10-01 06:00:00,0,-0.007719425,-0.007914821,-0.009115086
2022-10-01 07:00:00,6.737943,1.139366,1.317636,0.001659618
2022-10-01 08:00:00,81.02922,121.6899,145.4219,130.472
2022-10-01 09:00:00,152.1581,229.347,275.9741,245.9227
2022-10-01 10:00:00,178.8436,278.5371,322.7594,297.565
2022-10-01 11:00:00,188.2585,296.9687,343.7064,317.8895
2022-10-01 12:00:00,199.2318,312.9027,368.3399,335.2154
2022-10-01 13:00:00,315.6925,484.1082,560.8751,518.6841
2022-10-01 14:00:00,179.4509,280.8181,321.7445,298.9111
2022-10-01 15:00:00,211.6909,323.0947,373.81,346.487
2022-10-01 16:00:00,163.9272,246.2276,286.9065,262.4364
2022-10-01 17:00:00,71.60481,108.0108,126.3844,115.3153
2022-10-01 18:00:00,9.329118,10.40339,12.91938,10.78728
2022-10-01 19:00:00,0,-0.007482362,-0.00503839,0.02153383
2022-10-01 20:00:00,0,-0.01278893,0.009675661,-0.007205485
2022-10-01 21:00:00,0,0.0151439,-0.01421837,0.001006573
2022-10-01 22:00:00,0,-0.01762371,-0.0002676492,0.008219739
2022-10-01 23:00:00,0,-0.006248626,-0.004880781,0.002319561
2022-10-02 00:00:00,0,-0.007464346,0.001162798,-0.01401985
2022-10-02 01:00:00,0,-0.008362123,0.0108946,-0.006780027
2022-10-02 02:00:00,0,0.003162165,0.002610772,-0.0006166006
2022-10-02 03:00:00,0,-0.001949872,-0.01131452,-0.003718959
2022-10-02 04:00:00,0,-0.004053371,-0.00344647,-0.005978649
2022-10-02 05:00:00,0,-0.02052615,0.01061883,0.007182511
2022-10-02 06:00:00,0,-0.001213577,-0.004911626,0.001057984
2022-10-02 07:00:00,19.12272,21.02472,25.35125,21.51635
2022-10-02 08:00:00,101.1518,150.1686,176.4715,158.9249
2022-10-02 09:00:00,206.9691,316.7491,368.2212,333.172
2022-10-02 10:00:00,291.6908,433.0524,508.7898,457.286
2022-10-02 11:00:00,237.5023,370.1644,424.9688,390.6141
2022-10-02 12:00:00,662.4828,931.6456,1095.568,992.7448
2022-10-02 13:00:00,766.2921,1098.172,1310.329,1131.001
2022-10-02 14:00:00,376.9507,525.6238,572.5361,551.4919
2022-10-02 15:00:00,179.7817,263.4821,325.6653,282.4618
2022-10-02 16:00:00,19.74739,28.94427,35.45116,29.95465
2022-10-02 17:00:00,19.18287,29.03497,35.09101,30.65401
2022-10-02 18:00:00,2.615468,2.618375,3.030101,2.635927
2022-10-02 19:00:00,0,-0.01158596,0.01659339,0.005658355
2022-10-02 20:00:00,0,0.001934503,-0.009686784,0.005508367
2022-10-02 21:00:00,0,-0.005675562,-0.005335689,0.01065558
2022-10-02 22:00:00,0,-0.01090806,0.01527271,0.007978209
2022-10-02 23:00:00,0,0.008768643,-0.01431873,-0.001533006
2022-10-03 00:00:00,0,0.000397785,0.000135392,0.001250742
2022-10-03 01:00:00,0,0.00647928,-0.01754261,-0.002533698
2022-10-03 02:00:00,0,-0.006935566,-0.01569061,0.005871519
2022-10-03 03:00:00,0,-0.008715427,0.0004691333,-0.01230167
2022-10-03 04:00:00,0,0.001653305,-0.01379518,0.0002863344
2022-10-03 05:00:00,0,-0.01265506,-0.01394061,0.0127463
2022-10-03 06:00:00,0,-0.01302437,-0.009176601,-0.00809195
2022-10-03 07:00:00,13.78732,14.62214,17.73926,15.61317
2022-10-03 08:00:00,88.09554,135.1069,158.1143,144.4259
2022-10-03 09:00:00,69.67062,112.3621,131.8967,119.4421
2022-10-03 10:00:00,109.8669,179.3725,209.6622,189.6324
2022-10-03 11:00:00,147.6071,239.4779,236.697,219.5622
2022-10-03 12:00:00,288.8431,459.7759,538.4724,494.8716
2022-10-03 13:00:00,376.7469,590.0573,673.3316,628.955
2022-10-03 14:00:00,243.4349,378.0821,446.6809,402.1494
2022-10-03 15:00:00,209.4462,323.6376,378.1849,342.1614
2022-10-03 16:00:00,120.7917,187.9276,218.0865,199.3839
2022-10-03 17:00:00,56.23814,86.79973,101.916,92.54102
2022-10-03 18:00:00,9.81617,11.29941,14.16702,11.96816
2022-10-03 19:00:00,0,0.001230918,-0.002407237,0.001982576
2022-10-03 20:00:00,0,-0.006496228,-0.0007928101,-0.006452429
2022-10-03 21:00:00,0,0.003587002,0.006682964,-0.007776595
2022-10-03 22:00:00,0,-0.01877964,-0.005962536,-0.002196719
2022-10-03 23:00:00,0,-0.009653141,0.007863614,0.002724015
2022-10-04 00:00:00,0,-0.007730958,-0.01636748,0.005492405
2022-10-04 01:00:00,0,-0.01196514,-0.002651968,-0.009791113
2022-10-04 02:00:00,0,-0.01199865,-0.01269659,-0.002898354
2022-10-04 03:00:00,0,-0.002385811,0.004965554,0.000757082
2022-10-04 04:00:00,0,-0.01205586,-0.001182099,-0.006552562
2022-10-04 05:00:00,0,0.0007959118,-0.003917225,0.005255147
2022-10-04 06:00:00,0,-0.007054359,-0.005780233,0.01573762
2022-10-04 07:00:00,26.62103,32.54296,38.50213,32.86905
2022-10-04 08:00:00,179.0034,263.7182,298.05,290.9035
2022-10-04 09:00:00,423.3899,660.4968,834.2837,654.0515
2022-10-04 10:00:00,737.1733,1058.764,1178.562,1092.36
2022-10-04 11:00:00,785.4161,1096.553,1239.932,1107.689
2022-10-04 12:00:00,372.623,554.984,657.7557,597.3405
2022-10-04 13:00:00,424.1686,652.271,755.1064,693.7142
2022-10-04 14:00:00,369.4665,562.9053,654.2668,603.2342
2022-10-04 15:00:00,315.4378,478.3256,556.144,510.9984
2022-10-04 16:00:00,152.9959,235.9905,275.9326,251.1364
2022-10-04 17:00:00,105.9907,160.0773,186.1613,171.2092
2022-10-04 18:00:00,21.59069,31.50663,39.13546,33.49298
2022-10-04 19:00:00,0,-0.008909066,-0.0009906553,0.01063305
2022-10-04 20:00:00,0,-0.006536916,-0.0002267666,-0.01187171
2022-10-04 21:00:00,0,-0.000668375,-0.01136351,0.01588076
2022-10-04 22:00:00,0,0.01177641,-0.004939072,-0.01081063
