Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-02-01 00:00:00,-0.1678057,0,0,0,0,-13.8315
2023-02-01 01:00:00,-0.1966938,0,0,0,0,-14.03934
2023-02-01 02:00:00,-0.15983,0,0,0,0,-13.93883
2023-02-01 03:00:00,-0.1579853,0,0,0,0,-13.896
2023-02-01 04:00:00,-0.2181502,0,0,0,0,-13.94567
2023-02-01 05:00:00,-0.1173696,0,0,0,0,-13.9535
2023-02-01 06:00:00,-0.1816346,0,0,0,0,-14.01667
2023-02-01 07:00:00,70.43425,111.1217,115.9533,119.1033,117.3717,471.7866
2023-02-01 08:00:00,632.436,1455.193,1479.277,1513.487,1503.568,5973.204
2023-02-01 09:00:00,573.746,1470.438,1474.303,1488.177,1482.053,5943.687
2023-02-01 10:00:00,594.9882,1617.764,1641.183,1650.585,1658.955,6516.188
2023-02-01 11:00:00,599.3005,1805.477,1828.308,1835.683,1849.265,7267.582
2023-02-01 12:00:00,584.991,1768.372,1789.482,1810.89,1819.667,7126.734
2023-02-01 13:00:00,618.0779,1837.813,1855.027,1851.2,1881.323,7358.701
2023-02-01 14:00:00,611.9802,1740.267,1758.99,1739.567,1783.77,6967.326
2023-02-01 15:00:00,455.4407,1209.85,1214.807,1250.104,1237.63,4819.281
2023-02-01 16:00:00,186.8994,424.675,436.6783,450.2967,442.6517,1738.95
2023-02-01 17:00:00,6.339033,11.275,11.54167,13.73833,13.86167,48.00816
2023-02-01 18:00:00,-0.1361946,0,0,0,0,-13.69117
2023-02-01 19:00:00,-0.126592,0,0,0,0,-13.7715
2023-02-01 20:00:00,-0.1848162,0,0,0,0,-13.88783
2023-02-01 21:00:00,-0.2329377,0,0,0,0,-13.99933
2023-02-01 22:00:00,-0.1507492,0,0,0,0,-13.94967
2023-02-01 23:00:00,-0.2276189,0,0,0,0,-14.01667
2023-02-02 00:00:00,-0.2429243,0,0,0,0,-13.87667
2023-02-02 01:00:00,-0.2011296,0,0,0,0,-13.88917
2023-02-02 02:00:00,-0.1914002,0,0,0,0,-13.974
2023-02-02 03:00:00,-0.1880656,0,0,0,0,-13.9475
2023-02-02 04:00:00,-0.2228682,0,0,0,0,-13.851
2023-02-02 05:00:00,-0.2069945,0,0,0,0,-14.05634
2023-02-02 06:00:00,-0.09392595,0,0,0,0,-13.9155
2023-02-02 07:00:00,84.42123,141.1617,148.7533,149.9483,149.3233,606.9538
