Princeton,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-02-01 00:00:00,0,0,0,0,-12.29696
2023-02-01 01:00:00,0,0,0,0,-12.3155
2023-02-01 02:00:00,0,0,0,0,-12.35816
2023-02-01 03:00:00,0,0,0,0,-12.43865
2023-02-01 04:00:00,0,0,0,0,-12.46407
2023-02-01 05:00:00,0,0,0,0,-12.43157
2023-02-01 06:00:00,0,0,0,0,-12.58006
2023-02-01 07:00:00,1.571219,1.211111,0,0,-11.61345
2023-02-01 08:00:00,22.60866,25.83029,33.27715,26.48256,77.7188
2023-02-01 09:00:00,70.85247,128.4093,128.5237,113.2993,366.7773
2023-02-01 10:00:00,111.1851,225.8573,214.9247,193.7362,631.5372
2023-02-01 11:00:00,115.5951,226.4696,227.1367,204.9627,653.9071
2023-02-01 12:00:00,124.9395,242.3679,232.8884,209.8776,678.9822
2023-02-01 13:00:00,137.2639,263.1672,252.0043,226.0954,733.4608
2023-02-01 14:00:00,87.21571,140.9122,145.4217,130.7424,408.2358
2023-02-01 15:00:00,51.45032,57.23212,85.81488,67.21563,207.436
2023-02-01 16:00:00,31.57785,29.44593,29.78024,20.41579,69.75671
2023-02-01 17:00:00,4.712876,0,0.04725,0,-11.80374
2023-02-01 18:00:00,0,0,0,0,-12.50031
2023-02-01 19:00:00,0,0,0,0,-12.54529
2023-02-01 20:00:00,0,0,0,0,-12.46586
2023-02-01 21:00:00,0,0,0,0,-12.46998
2023-02-01 22:00:00,0,0,0,0,-12.59068
2023-02-01 23:00:00,0,0,0,0,-12.65525
2023-02-02 00:00:00,0,0,0,0,-12.5372
2023-02-02 01:00:00,0,0,0,0,-12.67971
2023-02-02 02:00:00,0,0,0,0,-12.81528
2023-02-02 03:00:00,0,0,0,0,-12.76468
2023-02-02 04:00:00,0,0,0,0,-12.71379
2023-02-02 05:00:00,0,0,0,0,-12.77634
2023-02-02 06:00:00,0,0,0,0,-12.82689
2023-02-02 07:00:00,0.8860694,0,0,0,-12.47145
2023-02-02 08:00:00,14.65603,10.8535,10.42394,10.82343,25.35044
2023-02-02 09:00:00,53.53856,75.99599,94.61033,86.1593,253.6158
2023-02-02 10:00:00,69.68868,124.0324,132.4307,115.6367,363.166
2023-02-02 11:00:00,112.3369,222.9505,219.1651,192.0187,631.756
2023-02-02 12:00:00,79.31545,133.7224,146.9281,123.2129,399.981
2023-02-02 13:00:00,115.8214,236.3781,230.7408,211.0717,670.7556
2023-02-02 14:00:00,72.6666,121.3062,122.0307,104.7495,340.5837
2023-02-02 15:00:00,50.70873,59.23928,85.22012,69.24571,204.5667
2023-02-02 16:00:00,38.36056,43.27346,49.87682,45.78017,139.2285
2023-02-02 17:00:00,6.548086,0.6966857,1.24559,0.3029845,-10.40955
2023-02-02 18:00:00,0,0,0,0,-12.31831
2023-02-02 19:00:00,0,0,0,0,-12.34446
2023-02-02 20:00:00,0,0,0,0,-12.4012
2023-02-02 21:00:00,0,0,0,0,-12.41665
2023-02-02 22:00:00,0,0,0,0,-12.61762
2023-02-02 23:00:00,0,0,0,0,-12.58869
2023-02-03 00:00:00,0,0,0,0,-12.79609
2023-02-03 01:00:00,0,0,0,0,-12.83456
2023-02-03 02:00:00,0,0,0,0,-12.85506
2023-02-03 03:00:00,0,0,0,0,-12.83617
2023-02-03 04:00:00,0,0,0,0,-12.72509
2023-02-03 05:00:00,0,0,0,0,-12.81348
2023-02-03 06:00:00,0,0,0,0,-12.73353
2023-02-03 07:00:00,2.977638,0,0,0,-12.42972
2023-02-03 08:00:00,29.88444,47.64988,44.1408,35.6362,117.7314
2023-02-03 09:00:00,58.00747,111.0543,99.33691,87.24795,287.6165
2023-02-03 10:00:00,179.9505,361.0564,348.5461,282.4066,983.1971
2023-02-03 11:00:00,411.7184,897.2067,397.9912,502.3946,1790.869
2023-02-03 12:00:00,661.8184,523.8434,1070.951,1134.497,2726.907
2023-02-03 13:00:00,886.7868,1656.949,1636.517,1512.173,4778.132
2023-02-03 14:00:00,745.5175,1453.868,1422.731,1285.685,4126.528
2023-02-03 15:00:00,559.0837,1067.542,1057.398,946.6265,3062.324
2023-02-03 16:00:00,312.8394,432.6961,453.4387,408.243,1294.295
2023-02-03 17:00:00,43.70702,21.33385,18.64618,26.21608,56.30016
2023-02-03 18:00:00,0.186875,0,0,0,-11.91878
2023-02-03 19:00:00,0,0,0,0,-12.20147
2023-02-03 20:00:00,0,0,0,0,-12.44687
2023-02-03 21:00:00,0,0,0,0,-12.64934
2023-02-03 22:00:00,0,0,0,0,-12.60289
2023-02-03 23:00:00,0,0,0,0,-12.7119
2023-02-04 00:00:00,0,0,0,0,-12.9418
2023-02-04 01:00:00,0,0,0,0,-13.12482
2023-02-04 02:00:00,0,0,0,0,-13.34842
2023-02-04 03:00:00,0,0,0,0,-13.4523
2023-02-04 04:00:00,0,0,0,0,-13.84534
2023-02-04 05:00:00,0,0,0,0,-13.81083
2023-02-04 06:00:00,0,0,0,0,-14.20721
2023-02-04 07:00:00,55.19053,29.79971,27.22279,47.82784,98.72134
2023-02-04 08:00:00,334.7374,527.9495,497.3517,529.8075,1554.877
2023-02-04 09:00:00,583.5502,1162.51,1101.099,1049.501,3303.281
2023-02-04 10:00:00,775.4445,1538.864,1499.688,1371.309,4376.961
2023-02-04 11:00:00,874.4714,1650.203,1628.849,1493.908,4745.98
2023-02-04 12:00:00,931.9781,1667.353,1667.363,1562.895,4866.626
2023-02-04 13:00:00,885.9535,1646.88,1619.187,1475.409,4712.013
2023-02-04 14:00:00,767.6953,1458.09,1426.594,1287.593,4136.423
2023-02-04 15:00:00,575.5208,1096.662,1085.815,973.2772,3138.039
2023-02-04 16:00:00,321.6636,452.9857,487.0269,432.012,1366.289
2023-02-04 17:00:00,45.16164,21.76364,22.44712,24.98109,58.77067
2023-02-04 18:00:00,0.1919933,0,0,0,-11.916
2023-02-04 19:00:00,0,0,0,0,-12.26805
2023-02-04 20:00:00,0,0,0,0,-12.34821
2023-02-04 21:00:00,0,0,0,0,-12.55443
2023-02-04 22:00:00,0,0,0,0,-12.79586
2023-02-04 23:00:00,0,0,0,0,-12.70252
2023-02-05 00:00:00,0,0,0,0,-12.66822
2023-02-05 01:00:00,0,0,0,0,-12.68891
2023-02-05 02:00:00,0,0,0,0,-12.69891
