Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-02-01 00:00:00,0,0,0,0,0,,0,-8.243865
2023-02-01 01:00:00,0,0,0,0,0,,0,-8.050468
2023-02-01 02:00:00,0,0,0,0,0,,0,-8.078106
2023-02-01 03:00:00,0,0,0,0,0,,0,-8.105223
2023-02-01 04:00:00,0,0,0,0,0,,0,-8.088236
2023-02-01 05:00:00,0,0,0,0,0,,0,-8.054496
2023-02-01 06:00:00,0,0,0,0,0,,0,-8.098707
2023-02-01 07:00:00,17.22358,3.19767,11.21764,3.202847,3.033437,,12.50929,28.91856
2023-02-01 08:00:00,72.17915,56.82292,57.94539,57.89841,54.76727,,59.24119,335.938
2023-02-01 09:00:00,30.94983,28.46139,28.77321,28.83058,27.56273,,29.87371,164.838
2023-02-01 10:00:00,101.4215,92.45214,94.12337,91.8341,87.34017,,96.32559,554.0754
2023-02-01 11:00:00,97.6696,89.26265,89.992,88.07521,83.64713,,94.0554,536.7537
2023-02-01 12:00:00,62.02092,60.25917,61.27578,60.11436,56.81329,,63.23135,357.4761
2023-02-01 13:00:00,127.1265,117.2933,119.4651,117.8494,113.7584,,128.4723,719.52
2023-02-01 14:00:00,90.23872,82.34789,82.93418,82.64278,78.19273,,86.14594,492.5925
2023-02-01 15:00:00,58.72942,51.8736,52.45618,52.22253,49.83125,,54.08219,308.6699
2023-02-01 16:00:00,27.61654,23.59709,24.66874,23.81693,22.74284,,26.3142,137.8372
2023-02-01 17:00:00,2.554842,0,0.1675532,0,0,,0.4546692,-7.45069
2023-02-01 18:00:00,0,0,0,0,0,,0,-7.955555
2023-02-01 19:00:00,0,0,0,0,0,,0,-7.995991
2023-02-01 20:00:00,0,0,0,0,0,,0,-8.05379
2023-02-01 21:00:00,0,0,0,0,0,,0,-8.138154
2023-02-01 22:00:00,0,0,0,0,0,,0,-8.154877
2023-02-01 23:00:00,0,0,0,0,0,,0,-8.112842
2023-02-02 00:00:00,0,0,0,0,0,,0,-8.122556
2023-02-02 01:00:00,0,0,0,0,0,,0,-8.162437
2023-02-02 02:00:00,0,0,0,0,0,,0,-8.169627
2023-02-02 03:00:00,0,0,0,0,0,,0,-8.137238
2023-02-02 04:00:00,0,0,0,0,0,,0,-8.070417
2023-02-02 05:00:00,0,0,0,0,0,,0,-8.009262
2023-02-02 06:00:00,0,0,0,0,0,,0,-8.04556
2023-02-02 07:00:00,1.58153,0,0.09940898,0,0,,0,-7.963513
2023-02-02 08:00:00,22.70813,13.82117,20.72792,13.71025,12.91726,,20.84422,87.82063
2023-02-02 09:00:00,68.74208,64.14434,64.89781,64.35075,61.2131,,68.02578,382.9308
2023-02-02 10:00:00,103.8277,95.11421,96.25394,97.02297,91.8761,,101.7555,572.1469
2023-02-02 11:00:00,120.5085,114.846,116.4515,115.6632,107.12,,117.1542,687.504
2023-02-02 12:00:00,113.4678,107.0944,107.6701,107.7739,100.951,,110.1319,640.7905
2023-02-02 13:00:00,90.62907,87.23902,88.39104,85.30364,79.1581,,89.12659,517.7576
2023-02-02 14:00:00,125.6802,115.5471,116.3908,116.4501,109.2121,,119.5885,692.7836
2023-02-02 15:00:00,57.19094,54.1974,55.37612,54.22702,51.65483,,57.31295,322.7946
2023-02-02 16:00:00,24.31967,21.97833,23.01669,21.45818,19.51861,,21.60799,120.9991
2023-02-02 17:00:00,2.683971,0,0,0,0,,0,-7.978112
2023-02-02 18:00:00,0,0,0,0,0,,0,-7.996268
2023-02-02 19:00:00,0,0,0,0,0,,0,-8.044247
2023-02-02 20:00:00,0,0,0,0,0,,0,-8.139346
2023-02-02 21:00:00,0,0,0,0,0,,0,-8.19415
2023-02-02 22:00:00,0,0,0,0,0,,0,-8.146892
2023-02-02 23:00:00,0,0,0,0,0,,0,-8.106478
2023-02-03 00:00:00,0,0,0,0,0,,0,-8.146287
2023-02-03 01:00:00,0,0,0,0,0,,0,-8.177402
2023-02-03 02:00:00,0,0,0,0,0,,0,-8.176988
2023-02-03 03:00:00,0,0,0,0,0,,0,-8.200021
2023-02-03 04:00:00,0,0,0,0,0,,0,-8.087581
2023-02-03 05:00:00,0,0,0,0,0,,0,-8.020717
2023-02-03 06:00:00,0,0,0,0,0,,0,-7.991438
2023-02-03 07:00:00,2.574632,0,0.5325817,0,0,,1.206704,-6.227745
2023-02-03 08:00:00,56.20584,43.34925,48.43173,43.37469,41.19081,,50.41045,264.8826
2023-02-03 09:00:00,206.5542,178.5358,157.9857,179.871,169.1773,,164.0634,1016.6
