"County Home Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85
2023-02-01 07:00:00,1.637888,0.00575,0.005583335,0.006916665,0.006166665,0.0075,0.004666667,0.008416665,0.00625,0.007833335,0.0045,0.00625,0.003333333,0.006083335,0.004916667,0.003416667,0.00375,0.0085,0.007583335,0.01408334,0.00925,0.008583335,0.008083335,0.009916665,0.008583335,0.008333335,0.006333335,0.006166665,0.005166665,0.006833335,0.005083335,0.005166665,0.00625,0.005666665,0.006333335,0.007666665,0.006916665,0,0.007166665,0.005083335,0.006,0.006666665,0.004833333,0.005166665,0.00575,0.006583335,0,0.003583333,0.00375,0.006583335,0.005666665,0.006583335,0.006083335,0.00675,0.004333333,0.006833335,0.002583334,0.00975,0.008416665,0.01083334,0.00925,,0.007416665,0.00925,0.005583335,0.005416665,0.005,0.006166665,0.004833333,0.006916665,0.00325,0.005166665,0.005666665,0.008666665,0.006416665,0.005416665,0.005666665,0.003333333,0.004833333,0.004416666,0.004916667,0.004666667,0.006333335,0.006416665,-4.26066
2023-02-01 08:00:00,25.14989,0.4795417,0.4932083,0.523625,0.5034167,0.5285417,0.4840416,0.534625,0.4974583,0.5395417,0.4910417,0.5253333,0.4792917,0.5200833,0.5022084,0.4896666,0.4967917,0.5617917,0.5414584,0.5872917,0.5632083,0.5270833,0.550625,0.5325833,0.5711666,0.553625,0.5042083,0.5014583,0.5105,0.4952084,0.485,0.4901667,0.511875,0.4875417,0.519375,0.519375,0.5220833,0.3918333,0.5280833,0.5033333,0.5099167,0.5134583,0.4835833,0.4706667,0.4720833,0.495,0.4526666,0.4550417,0.4485417,0.4995416,0.4648333,0.504125,0.4755833,0.4977916,0.46725,0.5012084,0.4330833,0.5378333,0.5135416,0.5415834,0.53075,0.8564166,0.517625,0.556125,0.52425,0.5142083,0.543125,0.5117084,0.487125,0.5159583,0.4675,0.5093334,0.4974166,0.5244167,0.5195417,0.505,0.4970417,0.475875,0.488625,0.4840417,0.4910834,0.4958333,0.5134583,0.5085,41.33522
2023-02-01 09:00:00,51.11153,1.072792,1.118667,1.168875,1.122333,1.179667,1.104708,1.178083,1.107958,1.192708,1.116708,1.183333,1.117917,1.172958,1.147792,1.141542,1.141833,1.248875,1.212917,1.290375,1.25625,1.167958,1.237542,1.202417,1.269083,1.2365,1.138333,1.12525,1.150042,1.104875,1.1075,1.108,1.1445,1.098625,1.163125,1.1445,1.170833,0.9215,1.178667,1.143167,1.151208,1.141542,1.106917,1.092833,1.093,1.138833,1.06275,1.093458,1.061708,1.150333,1.077625,1.156541,1.098333,1.146958,1.090375,1.159292,1.046208,1.239792,1.188583,1.256292,1.220875,1.206583,1.239583,1.25275,1.194917,1.192083,1.227125,1.168416,1.124375,1.162417,1.092958,1.159042,1.128,1.180417,1.172333,1.152333,1.1375,1.111084,1.124583,1.123166,1.129042,1.143083,1.160625,1.144375,93.61388
2023-02-01 10:00:00,83.92938,1.753917,1.861583,1.919125,1.833583,1.94075,1.83675,1.929125,1.811917,1.954834,1.850542,1.968875,1.890625,1.957042,1.911916,1.938416,1.90725,2.078291,2.015792,2.116916,2.078583,1.927791,2.080709,2.0165,2.116959,2.05875,1.903208,1.866042,1.911958,1.833333,1.864208,1.843417,1.901083,1.83375,1.931792,1.886417,1.964042,1.574542,1.974792,1.925208,1.932791,1.905125,1.889542,1.795334,1.802209,1.88525,1.753834,1.847,1.75725,1.909166,1.782583,1.909958,1.819167,1.907,1.811458,1.937292,1.773458,2.082958,1.98825,2.105334,2.046458,2.035833,2.103875,2.1285,2.030209,2.060667,2.076042,1.988708,1.917209,1.969792,1.881417,1.968416,1.908917,1.995209,1.975,1.96675,1.92575,1.923167,1.913708,1.938208,1.920958,1.954083,1.970667,1.932708,158.0603
2023-02-01 11:00:00,76.83087,1.748958,1.854958,1.90825,1.823417,1.928458,1.825208,1.913083,1.79625,1.936125,1.832667,1.946167,1.868375,1.931208,1.8865,1.91175,1.8815,2.049166,1.985917,2.083375,2.04425,1.893375,2.038625,1.975083,2.073708,2.013417,1.860625,1.822625,1.866083,1.787875,1.817792,1.796291,1.850917,1.784625,1.880792,1.833625,1.906875,1.525334,1.916042,1.864875,1.872875,1.845166,1.826375,1.777042,1.779625,1.85625,1.726959,1.815875,1.729792,1.87425,1.7505,1.873167,1.782958,1.866958,1.772709,1.894125,1.73425,2.035167,1.942166,2.058333,1.996042,1.981208,2.05,2.071042,1.973042,2.003458,2.017417,1.930208,1.860167,1.909625,1.823,1.909333,1.848833,1.930459,1.909125,1.903333,1.859417,1.858,1.848209,1.870583,1.849917,1.884208,1.8995,1.863667,150.3463
2023-02-01 12:00:00,79.50039,1.796083,1.898291,1.949375,1.871167,1.967916,1.87075,1.954834,1.841333,1.977125,1.878375,1.97025,1.896667,1.954334,1.913542,1.930167,1.90575,2.065958,2.008291,2.111583,2.072834,1.917583,2.045,1.987833,2.084167,2.026625,1.875834,1.844584,1.879167,1.806083,1.830833,1.812125,1.867292,1.804375,1.891958,1.850458,1.899416,1.524792,1.908708,1.860375,1.8675,1.844458,1.820375,1.827625,1.831125,1.907583,1.784,1.86325,1.782042,1.91875,1.801792,1.914875,1.830208,1.909333,1.822708,1.931542,1.775041,2.06175,1.975375,2.085417,2.026333,1.998333,2.060541,2.078166,1.988292,2.009,2.028917,1.934958,1.87,1.911125,1.829833,1.908167,1.85325,1.931167,1.91475,1.899166,1.86125,1.849583,1.843292,1.859667,1.842167,1.870375,1.887583,1.852083,155.4116
2023-02-01 13:00:00,66.9762,1.580417,1.675542,1.727833,1.651917,1.749166,1.653959,1.738792,1.633708,1.762542,1.667292,1.769417,1.698208,1.758167,1.718625,1.743625,1.718792,1.874583,1.819667,1.911167,1.87575,1.739125,1.870875,1.815583,1.908042,1.857125,1.717333,1.687167,1.724833,1.658,1.68375,1.665875,1.719,1.660292,1.746625,1.708958,1.772042,1.419584,1.78375,1.738833,1.747583,1.725375,1.709333,1.6195,1.625541,1.701083,1.580917,1.66475,1.588958,1.723083,1.610167,1.72525,1.643,1.721166,1.636459,1.747417,1.600708,1.880417,1.79675,1.90625,1.851583,1.837583,1.897542,1.919208,1.83125,1.858625,1.877708,1.795208,1.733833,1.780375,1.701625,1.780167,1.730083,1.804167,1.788708,1.781584,1.745333,1.738958,1.730667,1.753833,1.736292,1.769583,1.78675,1.750292,134.7001
2023-02-01 14:00:00,52.58258,1.260417,1.319,1.363708,1.311834,1.376292,1.300166,1.371833,1.292667,1.387292,1.308375,1.366958,1.303417,1.3555,1.329417,1.328875,1.322958,1.441042,1.40125,1.486625,1.452042,1.346375,1.418708,1.379208,1.455834,1.417667,1.312875,1.295416,1.321125,1.270083,1.280958,1.275208,1.317875,1.270667,1.33575,1.3115,1.329041,1.056083,1.34,1.302458,1.312917,1.30025,1.271625,1.282708,1.282292,1.333167,1.248875,1.289292,1.248375,1.34025,1.261458,1.341667,1.282458,1.336833,1.274917,1.348333,1.22975,1.437417,1.379833,1.456917,1.416375,1.390334,1.426208,1.441625,1.378458,1.383875,1.414375,1.344417,1.298792,1.333125,1.265917,1.330792,1.296625,1.352417,1.342875,1.325333,1.303208,1.280167,1.287625,1.290417,1.290208,1.305792,1.322791,1.300875,106.76
2023-02-01 15:00:00,32.54847,0.7720833,0.79725,0.8357916,0.8040833,0.8443334,0.784375,0.8457083,0.7947917,0.8545833,0.794,0.8315417,0.7748333,0.82275,0.80375,0.7937083,0.8,0.8831251,0.8574999,0.9207918,0.8909584,0.828375,0.8621666,0.8369166,0.8927917,0.8703333,0.8020833,0.7962083,0.81325,0.7819167,0.77725,0.7825833,0.8122084,0.7784584,0.8246667,0.815375,0.8152917,0.6317917,0.8247083,0.7952083,0.80625,0.8039167,0.769875,0.7894583,0.788875,0.8230417,0.7665417,0.7769583,0.763375,0.828,0.77725,0.8304583,0.7913333,0.8247917,0.7834167,0.8294584,0.740125,0.8843749,0.8500834,0.8976251,0.8751666,0.8502499,0.8697499,0.8805416,0.8391249,0.8320416,0.8673749,0.820875,0.7883334,0.82,0.7616251,0.8171666,0.7974167,0.8332083,0.8284166,0.8115833,0.7995417,0.7705,0.7870833,0.781,0.7902083,0.7983333,0.8157917,0.8035,62.59369
2023-02-01 16:00:00,15.68603,0.3304583,0.3395,0.3643333,0.3482083,0.3701667,0.3317917,0.378,0.3458333,0.3809583,0.33725,0.3595417,0.3187083,0.3563333,0.3394583,0.332125,0.337625,0.3944584,0.3742917,0.4170834,0.396875,0.3676667,0.3801667,0.364125,0.4026667,0.3862084,0.3537083,0.3482916,0.3580833,0.3447917,0.33675,0.3399167,0.3609583,0.3400416,0.3663333,0.36575,0.3633333,0.2614583,0.3693333,0.3467917,0.3588333,0.36275,0.3365417,0.3465417,0.3480417,0.3712916,0.3357916,0.3330417,0.329625,0.3765833,0.345875,0.3790416,0.35475,0.374625,0.3462083,0.3760833,0.3144166,0.4040833,0.3836667,0.410125,0.399875,0.3777916,0.39325,0.4000416,0.37075,0.3660417,0.390625,0.3692083,0.3475,0.3729583,0.327875,0.369625,0.361,0.3820834,0.3748334,0.368,0.3585,0.339125,0.3505417,0.3479167,0.3535833,0.35825,0.3735833,0.3665417,24.49762
2023-02-01 17:00:00,1.790562,0.01645833,0.01395833,0.01895833,0.018375,0.019875,0.01425,0.023625,0.01754167,0.02220833,0.01325,0.01704167,0.009708335,0.01625,0.01475,0.01083333,0.014125,0.02254167,0.018625,0.02691667,0.021875,0.02020833,0.019625,0.018125,0.02354167,0.02025,0.01620833,0.01529167,0.01629167,0.01625,0.0125,0.01458333,0.01675,0.01404167,0.01733333,0.02054167,0.01791667,0.006416668,0.01883333,0.014625,0.016375,0.01820833,0.01216667,0.01795833,0.01833333,0.02095833,0.01558333,0.010875,0.01395833,0.02166667,0.01891667,0.02329166,0.0195,0.02008333,0.0155,0.01991667,0.009,0.02308333,0.02129167,0.023375,0.02233334,0.0185,0.02158334,0.021125,0.01566667,0.013875,0.02070833,0.01620833,0.0135,0.01916667,0.01020833,0.017625,0.016875,0.01870833,0.017375,0.016625,0.01629166,0.01079167,0.01475,0.01170833,0.01491667,0.013375,0.01883334,0.01758333,-3.213971
2023-02-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-01 19:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-01 20:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-01 21:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-01 22:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-01 23:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 00:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 01:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 02:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 03:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 04:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 05:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 06:00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.8
2023-02-02 07:00:00,1.746671,0.038,0.0385,0.04233333,0.04116667,0.04216667,0.03666667,0.04616667,0.0405,0.04683333,0.036,0.03983333,0.03133333,0.03866667,0.03533333,0.03216666,0.03416667,0.04616667,0.04233333,0.05083333,0.04433334,0.04383333,0.03983333,0.039,0.04633334,0.042,0.03766666,0.03716667,0.0385,0.03733334,0.0355,0.0355,0.03983333,0.03566667,0.03966666,0.0425,0.0375,0.02116667,0.03883333,0.03416667,0.037,0.04033333,0.034,0.04,0.0395,0.04333334,0.03633333,0.03483333,0.03566666,0.04283334,0.03833333,0.04466667,0.04,0.04316666,0.03783334,0.042,0.03166667,0.044,0.04066667,0.04583333,0.0465,0.039,0.04233333,0.04166667,0.03733334,0.03483333,0.03966667,0.03683333,0.033,0.03716667,0.02916666,0.03716667,0.03633333,0.04066667,0.03733333,0.035,0.03483333,0.02966666,0.03216667,0.0325,0.03283333,0.03333334,0.038,0.0385,-3.180935
2023-02-02 08:00:00,12.92889,0.2367083,0.22225,0.2564583,0.2491667,0.261,0.2339167,0.2708333,0.2485833,0.2715,0.234,0.2489167,0.217125,0.2464166,0.2319167,0.2242084,0.2301667,0.2763334,0.2625,0.29475,0.2770417,0.2595833,0.2636667,0.25375,0.2794167,0.2695,0.2429167,0.2406667,0.2425417,0.2382917,0.227375,0.2334583,0.248125,0.2309583,0.248,0.2535416,0.24575,0.1692083,0.2497917,0.2301667,0.2424583,0.2484584,0.2249583,0.2416666,0.2435,0.2605,0.23225,0.2286667,0.224125,0.2622083,0.2387916,0.2645417,0.2475833,0.2599584,0.2382917,0.2608334,0.2094583,0.2792917,0.263875,0.2808334,0.2777917,0.2550417,0.2670833,0.2729167,0.2490833,0.2443333,0.2642917,0.2467083,0.2321666,0.2504167,0.2144167,0.2447083,0.243,0.2587917,0.24975,0.24475,0.2412083,0.2217917,0.2303333,0.2272083,0.2334167,0.234,0.249375,0.2449166,17.46869
2023-02-02 09:00:00,44.01284,0.982875,1.02575,1.063583,1.023875,1.074125,1.0085,1.079917,1.018042,1.091375,1.018833,1.063875,1.006,1.058292,1.029625,1.028125,1.02,1.132083,1.101833,1.170875,1.142292,1.064791,1.116,1.080208,1.148042,1.115334,1.034958,1.023334,1.041375,1.001833,1.007708,1.010417,1.049833,1.002333,1.055292,1.040458,1.04725,0.82725,1.056125,1.021708,1.046,1.038417,1.006875,1.003125,1.007208,1.058833,0.9809165,1.012792,0.9750834,1.06125,0.9896666,1.064625,1.013333,1.061083,1.013792,1.07375,0.9620417,1.142375,1.087625,1.159958,1.132167,1.093667,1.126833,1.145583,1.0885,1.095292,1.114792,1.069375,1.027458,1.060083,0.9979584,1.057833,1.033625,1.090042,1.068833,1.061042,1.044792,1.022125,1.026083,1.029333,1.03175,1.047583,1.058458,1.04475,86.46595
2023-02-02 10:00:00,85.72253,1.782458,1.88225,1.931042,1.857833,1.94975,1.856708,1.94925,1.843958,1.973042,1.873791,1.95475,1.88475,1.9495,1.902416,1.921209,1.892542,2.06375,2.01375,2.119875,2.081125,1.939458,2.0585,2.002042,2.103667,2.047208,1.900042,1.875042,1.906167,1.838833,1.864417,1.84925,1.913667,1.846542,1.929458,1.89575,1.930708,1.5595,1.944458,1.898334,1.919583,1.896791,1.868708,1.817958,1.827625,1.913542,1.786708,1.864334,1.777167,1.919417,1.801583,1.918917,1.839708,1.918,1.8415,1.9455,1.784917,2.071583,1.981583,2.093583,2.0455,2.007625,2.068292,2.094917,2.004542,2.029167,2.042,1.957292,1.89025,1.932625,1.855542,1.93075,1.883625,1.974,1.948,1.937292,1.9065,1.892458,1.883083,1.90275,1.888541,1.919292,1.931833,1.900792,166.1009
2023-02-02 11:00:00,195.2476,4.07725,4.337208,4.412125,4.250709,4.466375,4.304791,4.434625,4.212583,4.497167,4.33475,4.521667,4.42375,4.517125,4.413709,4.504209,4.415292,4.727833,4.633417,4.828292,4.769083,4.449667,4.783291,4.676792,4.849667,4.737667,4.382958,4.326416,4.372958,4.250958,4.311833,4.243042,4.372,4.262584,4.413541,4.345125,4.483125,3.6805,4.500833,4.426375,4.413042,4.354541,4.342,4.102333,4.127417,4.303625,4.047,4.257625,4.0185,4.333959,4.0905,4.32575,4.17625,4.336292,4.18475,4.407125,4.121417,4.709,4.528,4.727917,4.643625,4.643542,4.775875,4.813,4.645333,4.72075,4.722583,4.517667,4.392958,4.454041,4.347375,4.44375,4.3545,4.517458,4.487792,4.465583,4.397667,4.4185,4.36325,4.43125,4.367083,4.442958,4.473292,4.367959,373.518
2023-02-02 12:00:00,109.5939,2.529334,2.679167,2.733583,2.635334,2.766167,2.651083,2.750625,2.607667,2.785042,2.668917,2.779125,2.701542,2.772,2.70875,2.745459,2.701209,2.9165,2.852375,2.9845,2.942959,2.739958,2.920458,2.848792,2.973417,2.898,2.682292,2.6455,2.681541,2.595292,2.63075,2.59925,2.681292,2.601792,2.703792,2.658166,2.721542,2.214209,2.733625,2.681375,2.687292,2.654042,2.623916,2.563833,2.574959,2.692083,2.526208,2.643417,2.511083,2.703208,2.544875,2.696167,2.596042,2.6945,2.596583,2.733666,2.5365,2.917666,2.799083,2.93675,2.876542,2.846958,2.930708,2.956458,2.842417,2.881542,2.892292,2.7635,2.680125,2.723666,2.63575,2.718584,2.65875,2.765917,2.738,2.724125,2.682375,2.674667,2.652042,2.682208,2.654417,2.6965,2.71175,2.656958,215.1625
