NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-02-01 00:00:00,0.37375,0,0,0,0,-12.49376
2023-02-01 01:00:00,0.3138888,0,0,0,0,-1.042056
2023-02-01 02:00:00,0.2504166,0,0,0,0,-0.9321444
2023-02-01 03:00:00,0.8115275,0,0,0,0,-1.106356
2023-02-01 04:00:00,0.4173611,0,0,0,0,-1.266411
2023-02-01 05:00:00,0,0,0,0,0,-2.339511
2023-02-01 06:00:00,0,0,0,0,0,-2.812076
2023-02-01 07:00:00,4.881694,0.7981962,0.6504848,0.803895,0.4697988,-36.83797
2023-02-01 08:00:00,57.90908,29.52163,28.84109,28.54955,26.36522,6.27135
2023-02-01 09:00:00,65.1156,28.97469,28.9695,28.99678,25.69076,38.91975
2023-02-01 10:00:00,90.86123,52.65112,50.23655,49.79797,45.12698,47.57986
2023-02-01 11:00:00,143.0825,82.84686,79.49539,78.91877,72.17666,97.29366
2023-02-01 12:00:00,143.6381,85.6238,83.80934,83.2058,75.57739,103.3927
2023-02-01 13:00:00,109.984,62.34932,60.02248,59.93052,54.71534,53.36414
2023-02-01 14:00:00,97.76338,55.52259,53.88857,54.17338,49.5693,48.38857
2023-02-01 15:00:00,95.72134,51.71193,50.05561,49.52982,45.31172,77.86818
2023-02-01 16:00:00,34.94846,13.9467,13.05838,12.94663,11.88609,18.62839
2023-02-01 17:00:00,6.389323,0.7706014,0.5618501,0.5502163,0.5081714,-2.522721
2023-02-01 18:00:00,0.5845785,3.724275e-06,1.229298e-05,0,0,-0.4812917
2023-02-01 19:00:00,1.106107,0,0,0,0,-0.5000042
2023-02-01 20:00:00,0.352237,0,0,0,0,-0.487079
2023-02-01 21:00:00,0.625822,0,0,0,0,-0.4815834
2023-02-01 22:00:00,0.3118055,0,0,0,0,-0.5258278
2023-02-01 23:00:00,0.2083333,0,0,0,0,-0.5533278
2023-02-02 00:00:00,0.6870835,0,0,0,0,-4.99668
2023-02-02 01:00:00,0.1254167,0,0,0,0,-4.651202
2023-02-02 02:00:00,0.3345833,0,0,0,0,-3.407959
2023-02-02 03:00:00,0.2466778,0,0,0,0,-2.902481
2023-02-02 04:00:00,0.791239,0,0,0,0,-0.7732186
2023-02-02 05:00:00,0.1048611,0,0,0,0,-0.8878249
2023-02-02 06:00:00,0.1052084,0,0,0,0,-0.9554235
2023-02-02 07:00:00,1.089001,0.007562342,0.02130282,0.008106832,0.01682582,-1.126658
2023-02-02 08:00:00,8.689562,2.098384,1.882274,2.135511,1.301857,-0.6317736
2023-02-02 09:00:00,38.42914,18.83026,18.07796,17.36352,14.97702,15.02749
2023-02-02 10:00:00,66.49723,35.58127,35.47552,35.07143,32.99007,32.07749
2023-02-02 11:00:00,81.02235,46.3476,47.12371,45.3953,41.55773,58.25824
2023-02-02 12:00:00,87.21736,51.70418,50.92913,50.33869,45.83158,59.84064
2023-02-02 13:00:00,78.10268,44.5039,42.62527,43.29251,39.52879,52.6546
2023-02-02 14:00:00,46.58139,24.11684,22.8018,22.91439,21.18834,-48.05271
2023-02-02 15:00:00,51.47958,26.67498,25.60201,25.16505,23.10823,-59.82292
2023-02-02 16:00:00,29.94144,13.72304,12.50181,12.57835,10.81569,10.65856
2023-02-02 17:00:00,3.210449,0.1109862,0.09404267,0.0810228,0.04824462,-0.8616764
2023-02-02 18:00:00,0.3111213,1.283183e-05,0,0,0,-0.8344543
2023-02-02 19:00:00,0.1051991,0,0,0,0,-1.257212
2023-02-02 20:00:00,0.9350805,0,0,0,0,-0.8427643
2023-02-02 21:00:00,0.1266555,0,0,0,0,-1.303001
2023-02-02 22:00:00,0.5236675,0,0,0,0,-137.2694
2023-02-02 23:00:00,1.296297e-05,0,0,0,0,-134.6899
2023-02-03 00:00:00,0.25,0,0,0,0,-141.6455
