Gauss Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"Schneider SmartGen CS1800 Inverter - 1.1, Total Power","Schneider SmartGen CS1800 Inverter - 1.2, Total Power","Schneider SmartGen CS1800 Inverter - 2.1, Total Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-02-01 00:00:00,0,-0.00483568,-0.01342524,-0.007125134,-7.610266
2023-02-01 01:00:00,0,-0.01452066,0.007214678,0.001265327,-7.625681
2023-02-01 02:00:00,0,-0.005958721,0.0029832,0.002035431,-7.580795
2023-02-01 03:00:00,0,-0.01399672,-0.000714441,0.0006545287,-7.552783
2023-02-01 04:00:00,0,-0.006092028,-0.02484369,-0.004090568,-7.53861
2023-02-01 05:00:00,0,-0.00902875,-0.0053141,-0.00322431,-7.605897
2023-02-01 06:00:00,0,0.002714776,0.0061315,0.0164142,-8.105169
2023-02-01 07:00:00,2.384714,0.002025993,-0.01087224,-0.005489257,-8.347841
2023-02-01 08:00:00,26.61236,33.24313,43.32851,39.34286,115.7933
2023-02-01 09:00:00,97.4324,134.3603,171.1258,156.7878,462.6878
2023-02-01 10:00:00,146.774,207.8813,190.4503,240.4916,637.658
2023-02-01 11:00:00,158.6095,224.9492,283.9758,260.6995,764.9755
2023-02-01 12:00:00,77.4817,111.9901,146.0674,132.4659,390.5543
2023-02-01 13:00:00,61.76698,92.79456,116.6508,108.4818,318.3744
2023-02-01 14:00:00,105.5626,147.0011,189.1189,168.0519,507.2907
2023-02-01 15:00:00,186.0785,240.3027,307.2599,149.535,694.3706
2023-02-01 16:00:00,45.8698,58.89384,75.86781,-0.0007796317,132.7912
2023-02-01 17:00:00,6.571009,4.750164,6.661957,0.0009772712,7.9874
2023-02-01 18:00:00,0,-0.00219987,-0.005218684,0.00630185,-7.547849
2023-02-01 19:00:00,0,-0.01366396,-0.005347585,-0.000446775,-7.553825
2023-02-01 20:00:00,0,0.01282004,0.0001461787,0.002867526,-7.597442
2023-02-01 21:00:00,0,0.003754043,-0.006405853,0.0143528,-7.588889
2023-02-01 22:00:00,0,0.003963082,-0.001435047,0.01395275,-7.559725
2023-02-01 23:00:00,0,-0.01209906,0.009042337,0.0002970555,-7.582246
2023-02-02 00:00:00,0,0.0006551803,-0.01395903,-0.0001107459,-7.602913
2023-02-02 01:00:00,0,-0.01321257,0.006479028,-0.005101255,-7.569024
2023-02-02 02:00:00,0,0.004985548,0.002556126,0.01173046,-7.84349
2023-02-02 03:00:00,0,-0.01212006,0.004511729,-0.003010996,-7.827826
2023-02-02 04:00:00,0,-0.0162271,0.0006066735,-0.0001052767,-7.882553
2023-02-02 05:00:00,0,-0.00613082,-0.006172886,-0.01553858,-8.246694
2023-02-02 06:00:00,0,-0.004493239,-0.01618915,-0.00385273,-8.260462
2023-02-02 07:00:00,6.36157,2.571228,3.554536,0.0123669,-1.289199
2023-02-02 08:00:00,22.71346,30.83507,40.36232,-0.01509217,70.1087
2023-02-02 09:00:00,48.62846,74.72523,97.33181,0.01227677,169.9041
2023-02-02 10:00:00,61.77832,95.69437,121.1098,0.003242798,213.9321
2023-02-02 11:00:00,108.1592,156.0106,197.8735,0.01214788,350.6591
2023-02-02 12:00:00,180.9416,253.9744,315.4948,-0.01596054,562.1214
2023-02-02 13:00:00,197.0681,279.6892,336.233,0.01045492,610.8362
2023-02-02 14:00:00,199.759,283.4272,339.6551,-0.001237884,618.401
2023-02-02 15:00:00,78.73833,110.589,142.4299,-0.004892029,250.0761
2023-02-02 16:00:00,25.38137,34.9226,45.60639,0.0010609,79.08104
2023-02-02 17:00:00,2.651514,1.286717,2.563117,0.00313314,-0.3221966
2023-02-02 18:00:00,0,0.001355947,0.009431239,-0.01116316,-7.984793
2023-02-02 19:00:00,0,0.01187056,-0.006728012,0.003259998,-8.060989
2023-02-02 20:00:00,0,2.059e-06,-0.007611095,0.01204654,-7.903187
2023-02-02 21:00:00,0,-0.006845192,-0.009284811,-0.002837633,-7.947425
2023-02-02 22:00:00,0,-0.00143684,-0.00817845,0.005569186,-7.886617
2023-02-02 23:00:00,0,-0.02685218,0.003732497,0.009276235,-7.899998
2023-02-03 00:00:00,0,-0.004557133,-0.006791761,-0.00517196,-7.955135
2023-02-03 01:00:00,0,-0.02483067,0.005602982,-0.00110449,-8.002865
2023-02-03 02:00:00,0,-0.009256325,-0.00334775,-0.01305693,-7.938631
2023-02-03 03:00:00,0,-0.009350924,0.0002829168,0.004694569,-7.883008
2023-02-03 04:00:00,0,-0.00445251,0.002468005,0.009435671,-7.869986
2023-02-03 05:00:00,0,-0.0144886,-0.00931804,0.009648355,-7.889614
2023-02-03 06:00:00,0,0.007298714,-0.01697357,0.001057348,-8.003245
2023-02-03 07:00:00,7.305717,7.53203,9.843987,-0.005856355,11.43047
2023-02-03 08:00:00,55.32753,78.69143,101.4336,5.3085e-06,178.3263
2023-02-03 09:00:00,136.7681,193.3793,242.1208,0.01194546,431.7431
2023-02-03 10:00:00,315.8493,446.4921,558.4488,-0.01769693,1003.354
2023-02-03 11:00:00,486.2748,721.0302,896.3934,427.3161,2038.819
2023-02-03 12:00:00,719.1035,1105.889,1360.611,1174.719,3584.945
2023-02-03 13:00:00,949.8319,1521.662,1651.05,1611.475,4722.524
2023-02-03 14:00:00,,,,,
2023-02-03 15:00:00,489.3568,473.9674,316.9959,-0.02303883,779.7042
2023-02-03 16:00:00,329.093,319.6764,380.2065,-0.00349813,691.2167
2023-02-03 17:00:00,42.73035,12.4516,15.64107,0.0002620528,26.19543
2023-02-03 18:00:00,0,-0.02924471,-0.001182231,-0.006176921,-7.64565
2023-02-03 19:00:00,0,-0.006570337,-0.02455385,0.006844751,-7.701657
2023-02-03 20:00:00,0,-0.0152108,-0.01294275,-0.006802935,-7.732566
2023-02-03 21:00:00,0,-0.003003059,-0.003490082,0.006879958,-7.739542
2023-02-03 22:00:00,0,-0.01173544,-0.00152441,-0.006280228,-7.718821
2023-02-03 23:00:00,0,-0.01428356,-0.008690502,-0.01125523,-7.666843
2023-02-04 00:00:00,0,-0.01833484,-0.01209643,0.009359396,-7.615117
2023-02-04 01:00:00,0,-0.01279743,0.006899045,0.008955396,-7.671471
2023-02-04 02:00:00,0,-0.012283,-0.007646269,0.001351305,-7.648327
2023-02-04 03:00:00,0,-0.001230938,-0.01344244,-0.001704805,-7.646761
2023-02-04 04:00:00,0,0.007540225,-0.01890882,0.006087197,-7.61323
2023-02-04 05:00:00,0,-0.01876448,-0.009793441,-0.003731458,-7.643237
2023-02-04 06:00:00,0,-0.003127071,-0.003033916,-0.01142104,-7.695133
2023-02-04 07:00:00,89.89771,20.30497,32.53556,-0.0003219672,49.33545
2023-02-04 08:00:00,377.7841,535.4393,636.0781,0.01607711,1164.024
2023-02-04 09:00:00,628.4405,1147.565,1301.427,0.01599799,2426.54
2023-02-04 10:00:00,821.5372,1476.39,1631.876,0.005744852,3074.861
2023-02-04 11:00:00,942.8964,1646.564,1666.728,0.004634245,3273.184
2023-02-04 12:00:00,980.7515,1666.685,1666.662,-0.001428546,3292.87
2023-02-04 13:00:00,932.4901,1616.317,1455.212,0.01404087,3033.746
2023-02-04 14:00:00,803.363,1232.639,1585.342,0.00920849,2783.725
2023-02-04 15:00:00,597.0557,1055.665,1197.156,0.00668958,2229.409
2023-02-04 16:00:00,328.9309,353.5197,418.1907,0.01188359,762.3922
2023-02-04 17:00:00,35.87888,15.4568,18.6057,-0.002957429,31.51131
2023-02-04 18:00:00,0,-0.006769687,-0.001942848,0.0157108,-8.002591
2023-02-04 19:00:00,0,-0.01039032,-0.001287413,-0.007880718,-7.996808
2023-02-04 20:00:00,0,0.00943456,-0.0135962,-0.01748976,-7.982147
2023-02-04 21:00:00,0,0.00724642,-0.014996,0.008522946,-7.995964
2023-02-04 22:00:00,0,0.001538418,0.000876968,0.01224436,-8.040678
2023-02-04 23:00:00,0,0.004700659,-0.01258474,0.005551284,-8.038361
2023-02-05 00:00:00,0,-0.005940805,-0.01217576,0.002190138,-8.01413
2023-02-05 01:00:00,0,0.00713731,-0.01785494,0.00789489,-7.929873
2023-02-05 02:00:00,0,-0.0175726,-0.003417095,0.006527889,-7.906193
2023-02-05 03:00:00,0,-0.01235852,-0.01003644,0.0009361915,-7.891928
2023-02-05 04:00:00,0,-0.002856093,-0.004259843,0.0004165478,-7.852104
2023-02-05 05:00:00,0,-0.01532611,-0.02508469,0.004167715,-7.864492
