Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-02-01 00:00:00,-0.1883382,0,0,0,0,-14.60534
2023-02-01 01:00:00,-0.02455757,0,0,0,0,-14.6015
2023-02-01 02:00:00,-0.2005624,0,0,0,0,-14.49366
2023-02-01 03:00:00,-0.1821406,0,0,0,0,-14.49716
2023-02-01 04:00:00,-0.1387537,0,0,0,0,-14.44034
2023-02-01 05:00:00,-0.1058324,0,0,0,0,-14.7325
2023-02-01 06:00:00,-0.1464583,0,0,0,0,-14.57267
2023-02-01 07:00:00,77.56445,88.00333,99.395,94.51,93.25834,388.4167
2023-02-01 08:00:00,609.476,1110.44,1162.422,1156.042,1152.015,4574.426
2023-02-01 09:00:00,812.2896,1786.999,1801.318,1827.455,1793.483,7235.869
2023-02-01 10:00:00,590.5471,1457.614,1465.4,1483.127,1466.247,5836.532
2023-02-01 11:00:00,571.3784,1612.641,1616.215,1641.195,1633.252,6480.922
2023-02-01 12:00:00,594.5369,1734.577,1741.729,1760.235,1738.833,6935.464
2023-02-01 13:00:00,648.0942,1771.195,1779.09,1800.735,1774.3,7066.29
2023-02-01 14:00:00,765.9683,1789.232,1797.288,1819.489,1779.761,7063.439
2023-02-01 15:00:00,596.8316,1084.505,1084.261,1088.198,1062.81,4257.492
2023-02-01 16:00:00,173.5174,238.6133,237.28,239.6217,237.6917,938.0664
2023-02-01 17:00:00,6.937897,8.071668,7.598332,7.643332,8.116668,36.2745
2023-02-01 18:00:00,-0.1700428,0,0,0,0,-14.3385
2023-02-01 19:00:00,-0.2186111,0,0,0,0,-14.41267
2023-02-01 20:00:00,-0.1400931,0,0,0,0,-14.4755
2023-02-01 21:00:00,-0.1650746,0,0,0,0,-14.54497
2023-02-01 22:00:00,-0.2359456,0,0,0,0,-14.54366
2023-02-01 23:00:00,-0.1915953,0,0,0,0,-14.5445
2023-02-02 00:00:00,-0.1735896,0,0,0,0,-14.3695
2023-02-02 01:00:00,-0.1967051,0,0,0,0,-14.40117
2023-02-02 02:00:00,-0.2679434,0,0,0,0,-14.48184
2023-02-02 03:00:00,-0.209936,0,0,0,0,-14.493
2023-02-02 04:00:00,-0.1895438,0,0,0,0,-14.41566
